Date,ABEV3,B3SA3,BBSE3,BRML3,BBDC3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,CCRO3,CMIG4,CIEL3,CPLE6,CSAN3,CVCB3,CYRE3,ECOR3,ELET3,ELET6,EMBR3,ENBR3,EGIE3,EQTL3,YDUQ3,FIBR3,FLRY3,GGBR4,GOAU4,GOLL4,HYPE3,IGTA3,ITSA4,ITUB4,JBSS3,KLBN11,COGN3,RENT3,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NATU3,PCAR4,PETR3,PETR4,QUAL3,RADL3,RAIL3,SBSP3,SANB11,CSNA3,SMLS3,SUZB3,TAEE11,VIVT4,TIMS3,UGPA3,USIM5,VALE3,VVAR11,WEGE3
2018-03-14,21.439584732055664,7.355008125305176,19.96245002746582,10.84035873413086,17.578285217285156,18.852,17.310977935791016,32.59432601928711,33.43613815307617,26.40999984741211,10.894906997680664,3.592162132263184,17.36821174621582,1.84,9.37750244140625,56.06780242919922,11.18901824951172,8.215902328491211,18.132169723510746,20.905,20.98554992675781,9.989312171936035,21.563554763793945,12.569183349609377,29.61351585388184,66.4090347290039,22.959129333496094,12.773425102233888,5.459743976593018,20.90999984741211,31.949722290039062,37.583,9.517822265625,29.41937065124512,8.510958671569824,16.144939422607422,14.394338607788086,25.623380661010746,6.961,29.36761283874512,2.7044782638549805,4.495882034301758,11.301558494567873,20.62773895263672,15.98,65.46,12.454635620117188,11.271432876586914,21.101680755615234,15.16587734222412,13.56516170501709,33.91640853881836,28.7883243560791,6.849864959716797,50.071,22.75161361694336,12.517062187194824,41.154,12.543291091918944,33.31689453125,9.636289596557615,30.133174896240234,26.6983699798584,8.304686546325684
2018-03-15,21.09506607055664,7.232610702514648,19.38654327392578,10.601707458496094,17.18135643005371,18.571,17.35439109802246,32.52527618408203,33.47154998779297,25.270000457763672,10.447054862976074,3.6819658279418954,16.87554931640625,1.853,9.266975402832031,55.94980239868164,11.115647315979004,8.132349967956543,18.052642822265625,20.811,20.68745803833008,10.048072814941406,21.38901901245117,12.416558265686035,29.349899291992188,66.2331771850586,23.060569763183597,12.367541313171388,5.309673309326172,21.100000381469727,31.34754753112793,37.308,9.475924491882324,29.55729484558105,8.233701705932617,15.864527702331545,14.232068061828612,25.37942695617676,6.977,29.434038162231445,2.743673801422119,4.226577758789063,11.131866455078123,20.26336669921875,15.96,64.15,12.19615650177002,10.732536315917969,20.248188018798828,14.952814102172852,13.335412979125977,33.72072219848633,28.73410987854004,6.632161140441895,50.43,22.18282127380371,12.517062187194824,40.31,12.50074291229248,32.85053634643555,9.466338157653809,29.99170684814453,27.51740074157715,8.322702407836914
2018-03-16,20.856555938720703,7.163064002990723,19.532257080078125,10.307979583740234,17.261682510375977,18.626,17.490055084228516,32.532936096191406,34.34977722167969,25.0,10.507342338562012,3.722378015518189,17.068021774291992,1.906,9.472860336303713,57.07077026367188,11.056950569152832,8.02094841003418,17.742490768432617,20.768,20.66756820678711,9.91586208343506,21.61422538757324,12.368077278137209,31.98611259460449,59.46732711791992,23.22963523864746,12.295915603637695,5.2810893058776855,21.56999969482422,31.890361785888672,36.964,9.38514232635498,29.436607360839844,8.082470893859863,15.91551113128662,13.869344711303713,25.027063369750977,7.182,29.26797866821289,2.794929265975952,4.226577758789063,11.233682632446287,19.96223258972168,16.0,64.56,12.328035354614258,10.792976379394531,17.882780075073242,14.680245399475098,13.405336380004885,34.129886627197266,29.16009330749512,6.616610527038574,50.968,27.01753807067871,12.63858413696289,40.291,12.44968605041504,32.461910247802734,9.474835395812988,29.92097282409668,27.89695167541504,8.358733177185059
2018-03-19,21.01556396484375,7.110212326049805,19.462865829467773,10.234546661376951,17.167186737060547,18.442,16.876848220825195,31.76565361022949,33.66278076171875,25.0,10.455666542053224,3.816671848297119,17.36057472229004,1.896,9.227967262268066,55.458152770996094,10.96890640258789,8.011664390563965,17.68682289123535,20.539,20.478593826293945,9.908516883850098,21.732458114624023,12.317800521850586,31.62582778930664,58.92124557495117,23.221179962158203,11.961657524108888,5.123870849609375,20.920000076293945,31.33907699584961,36.581,9.28738498687744,28.804441452026367,8.20849609375,15.991984367370604,13.840707778930664,24.83732795715332,7.252,28.64525413513184,2.734628677368164,4.17421293258667,10.982537269592283,20.17603874206543,15.97,64.04,11.91657257080078,10.541156768798828,18.533063888549805,14.856841087341309,13.055718421936035,34.17435836791992,28.935474395751957,6.422234058380127,49.284,29.008304595947266,12.58997631072998,40.619,12.245450973510742,32.45276641845703,9.00746726989746,29.072145462036133,27.757118225097656,8.362334251403809
2018-03-20,20.92722511291504,7.249300956726074,19.532257080078125,10.280442237854004,17.138822555541992,18.414,17.12104606628418,31.88842010498047,33.58487319946289,24.5,10.335090637207031,3.816671848297119,17.69161605834961,1.886,9.123939514160156,56.83477020263672,10.932222366333008,7.77029275894165,17.615245819091797,20.854,20.32940673828125,9.952587127685549,21.84506607055664,12.283683776855469,32.0739860534668,59.23593521118164,22.773157119750977,12.52671241760254,5.302526473999023,20.82999992370605,30.660545349121094,36.542,9.28738498687744,28.896387100219727,8.158086776733398,16.144939422607422,13.917071342468262,24.530134201049805,7.223,28.313138961791992,2.7135238647460938,4.136810302734375,10.846781730651855,20.070640563964844,15.72,62.91,12.074825286865234,10.65699291229248,19.42720603942871,14.85300064086914,13.07569694519043,33.90751266479492,29.17557716369629,6.546635150909424,48.714,28.86610984802246,12.38338565826416,40.225,12.390117645263672,32.21501541137695,9.304882049560549,29.42582130432129,27.58731842041016,8.297483444213867
2018-03-21,21.103899002075195,7.293809413909912,19.69878196716309,10.34469509124756,17.294769287109375,18.51,17.468351364135742,32.417842864990234,33.89650344848633,24.280000686645508,10.507342338562012,3.861574411392212,17.168106079101562,1.886,9.269143104553224,56.99209976196289,11.00559139251709,7.881695747375488,17.058557510375977,20.437,21.383668899536133,9.94524097442627,22.01959991455078,12.481200218200684,33.26028823852539,58.93975830078125,22.992942810058597,12.717714309692385,5.352550029754639,20.899999618530277,30.59268951416016,36.463,9.301350593566896,28.781457901000977,8.090871810913086,16.144939422607422,13.821617126464844,25.216796875,7.174,28.3516788482666,2.8039746284484863,4.226577758789063,10.616000175476074,19.97728729248047,15.88,62.44,12.533764839172363,11.105232238769531,19.24024772644043,14.703279495239258,13.105664253234863,34.4678955078125,28.97420692443848,6.904290199279785,47.248,30.117446899414062,12.274011611938477,39.981,12.160355567932127,32.37047576904297,9.53431797027588,30.062442779541016,27.84700965881348,8.340718269348145
2018-03-22,21.20990562438965,7.227046489715576,19.87918472290039,10.794464111328123,17.554668426513672,18.619,17.14818000793457,31.83470916748047,33.43613815307617,24.520000457763672,10.550405502319336,3.8570845127105713,16.867855072021484,1.879,9.113103866577148,57.375587463378906,11.10831069946289,8.11378288269043,16.986984252929688,20.428,21.13502311706543,9.952587127685549,21.771873474121094,12.784655570983888,32.92636489868164,59.23593521118164,23.517045974731445,12.224287986755373,5.166749000549316,20.5,30.448511123657227,37.632,9.266434669494627,28.68949508666992,8.074069023132324,16.1959228515625,13.697529792785645,25.47881126403809,7.441,29.158639907836918,2.876033067703247,4.263980865478516,10.806055068969728,20.504274368286133,15.89,63.72,12.465188026428224,10.939030647277832,18.654993057250977,14.7224760055542,13.045730590820312,34.29889678955078,28.889009475708008,6.764337062835693,47.147,30.809476852416992,12.34085178375244,40.028,12.058237075805664,32.01384353637695,9.42384910583496,29.65925025939941,27.976856231689453,8.358733177185059
2018-03-23,21.13039970397949,7.0740485191345215,20.475908279418945,10.629242897033691,17.76730728149414,18.756,16.903982162475586,31.612207412719727,32.95454025268555,23.8700008392334,10.38676643371582,3.839123487472534,16.405933380126953,1.838,9.095766067504885,57.22809600830078,10.844175338745115,7.965246677398682,16.843833923339844,20.266,21.095237731933597,9.981966018676758,21.642377853393555,12.8026123046875,31.77521324157715,59.967132568359375,23.17046356201172,12.009407043457031,5.07384729385376,21.25,29.98202896118164,37.338,9.294365882873535,28.82742118835449,7.922837257385254,16.059965133666992,13.16012477874756,25.11741065979004,7.424,28.4099178314209,2.8582451343536377,4.263980865478516,10.63636302947998,20.380807876586918,15.9,62.8,12.507389068603516,10.95413875579834,18.516807556152344,14.453744888305664,13.045730590820312,33.80967330932617,28.710872650146484,6.663261413574219,47.818,31.46358299255371,12.687199592590332,39.718,11.956122398376465,31.661794662475582,9.304882049560549,29.42582130432129,27.687198638916016,8.290274620056152
2018-03-26,21.20107078552246,7.138030052185059,20.177547454833984,10.702675819396973,17.937421798706055,18.858,16.958248138427734,31.82704162597656,33.59196090698242,23.229999542236328,10.205902099609377,3.919947385787964,16.167272567749023,1.864,9.20846176147461,57.77873992919922,11.233039855957031,8.095215797424316,18.0924072265625,21.671,21.28420829772949,9.937895774841309,21.676158905029297,13.000127792358398,31.634618759155277,60.74459457397461,23.288806915283203,12.18449592590332,5.030969142913818,21.68000030517578,30.3212890625,37.829,9.447992324829102,29.183738708496094,7.906033992767334,16.25540542602539,12.929580688476562,25.659513473510746,7.502,28.52638053894043,3.015026569366455,4.413594722747803,10.860357284545898,20.17905044555664,15.7,62.62,12.612893104553224,11.095158576965332,18.40300750732422,14.645697593688965,13.215543746948242,34.450103759765625,29.121360778808597,6.663261413574219,48.012,32.4305305480957,12.760111808776855,40.554,12.236942291259766,31.721229553222656,9.364365577697754,29.70876693725586,28.98566246032715,8.164778709411621
2018-03-27,21.05973243713379,7.118556976318359,20.15673065185547,10.684316635131836,17.56410789489746,18.626,16.551250457763672,31.0367374420166,32.465850830078125,23.209999084472656,10.360928535461426,3.843613862991333,16.0132999420166,1.817,9.013412475585938,57.62141418457031,11.291739463806152,8.234468460083008,17.631149291992188,20.82,21.34388542175293,9.84241008758545,21.72119903564453,12.928303718566896,30.668004989624023,59.65243148803711,22.90841293334961,12.025322914123535,4.916629314422607,21.399999618530277,29.948108673095703,37.75,9.350231170654297,28.833171844482425,7.687588691711426,16.399860382080078,12.583768844604492,25.29811668395996,7.441,27.86916732788086,2.9155304431915283,4.211616516113281,10.85356903076172,20.395864486694336,15.29,64.63,12.30165672302246,10.798012733459473,17.988452911376953,14.288878440856934,13.045730590820312,31.479190826416016,29.121360778808597,6.531084537506104,46.983,31.311906814575195,12.930245399475098,40.892,12.041218757629396,31.803525924682617,9.185916900634766,28.90238571166992,30.463911056518555,8.020333290100098
2018-03-28,21.042064666748047,7.260426521301269,20.28856658935547,10.592527389526367,17.73421859741211,18.756,16.790021896362305,30.93698501586914,31.82843589782715,22.15999984741211,10.438440322875977,3.722378015518189,15.997907638549805,1.793,8.842203140258789,58.01473617553711,11.218365669250488,7.983814239501953,16.788164138793945,19.866,21.28420829772949,9.673474311828612,21.760610580444336,12.90137004852295,30.052886962890625,59.856056213378906,22.485742568969727,11.897988319396973,4.923774719238281,20.8700008392334,30.3043270111084,36.758,9.461957931518556,29.097545623779297,7.477545261383057,16.977678298950195,12.670220375061035,25.397499084472656,7.355,27.76934051513672,2.9245753288269043,4.36122989654541,10.778904914855955,20.32660484313965,15.62,63.78,12.148680686950684,10.677141189575195,18.28108024597168,14.00805950164795,12.716090202331545,30.34064292907715,29.59380531311035,6.468883514404297,46.804,31.710058212280277,12.960628509521484,40.394,11.896553993225098,32.23330307006836,9.083945274353027,29.38338851928711,29.61491584777832,8.088946342468262
2018-03-29,21.262910842895508,7.424550056457519,20.30937767028809,10.69349479675293,18.178415298461918,19.241,17.088483810424805,31.481752395629883,33.99565505981445,22.82999992370605,10.765719413757324,3.843613862991333,15.928616523742676,1.805,8.996073722839355,59.63718032836914,11.218365669250488,8.123065948486328,16.700685501098633,19.705,21.433399200439453,9.776305198669434,22.047748565673828,12.838523864746094,30.72951316833496,60.18926239013672,22.94222068786621,12.33570671081543,5.1024322509765625,21.649999618530277,30.669025421142575,37.023,9.629549026489258,29.48833274841309,7.855624675750732,17.58948516845703,13.064064979553224,26.007404327392575,7.638,28.57629776000977,2.952012062072754,4.443517208099365,11.03005027770996,20.68194580078125,15.83,65.03,12.322759628295898,10.782902717590332,18.11038398742676,14.386970520019531,13.13563060760498,31.13228988647461,30.910463333129883,6.8420891761779785,48.02,31.62474250793457,13.203678131103516,41.145,12.253961563110352,32.42533493041992,9.279391288757324,29.857311248779297,30.284122467041016,8.164778709411621
2018-04-02,21.068567276000977,7.368916988372803,19.941635131835938,10.500738143920898,17.724773406982422,19.07,17.35439109802246,30.883277893066406,32.997032165527344,22.920000076293945,10.455666542053224,3.731358766555786,15.743849754333496,1.795,8.807528495788574,58.00490188598633,11.24037742614746,7.70530891418457,16.645015716552734,19.304,21.184749603271484,9.754270553588867,21.670528411865234,12.815181732177734,30.40438270568848,59.57839584350586,22.52801322937012,12.447125434875488,5.116724491119385,21.350000381469727,30.058359146118164,36.335,9.573684692382812,29.34749984741211,7.897631645202637,17.31757164001465,12.958398818969728,25.62707901000977,7.572,28.38495635986328,2.9523134231567383,4.36122989654541,10.887510299682615,20.57353782653809,15.62,66.01,11.995699882507324,10.526045799255373,17.980323791503906,14.315805435180664,12.78601360321045,30.598594665527344,30.600662231445312,6.950939178466797,46.819,31.7859001159668,13.070000648498535,41.342,12.007180213928224,32.14186096191406,9.287887573242188,30.416114807128903,29.67484474182129,8.060059547424316
2018-04-03,21.377748489379883,7.357789516448975,19.68490600585937,10.46402072906494,17.972970962524414,19.268,17.300127029418945,30.476606369018555,32.734981536865234,23.149999618530277,10.447054862976074,3.7672812938690186,15.774642944335938,1.803,8.798858642578125,56.25462341308594,10.976244926452637,7.881695747375488,16.939266204833984,19.696,21.483129501342773,9.658782958984377,21.372129440307617,12.745152473449709,29.877140045166016,59.7912712097168,22.29977226257324,12.518752098083496,5.116724491119385,21.34000015258789,29.98202896118164,36.247,9.52480411529541,29.071557998657227,7.645580291748047,17.716943740844727,12.699039459228516,26.07985496520996,7.56,28.10210418701172,2.9245753288269043,4.450998306274414,10.656725883483888,20.296491622924805,16.1,66.76,12.027349472045898,10.430356979370115,18.216053009033203,14.271568298339844,12.815980911254885,30.88323974609375,30.910463333129883,6.834313869476318,46.429,32.61064910888672,13.136841773986816,41.492,12.543291091918944,31.410324096679688,9.109437942504885,30.324159622192383,29.89458465576172,8.060059547424316
2018-04-04,21.368915557861328,7.279901027679443,19.63633155822754,10.41812801361084,18.04578018188477,19.104,17.115619659423828,30.72981834411621,32.80580520629883,23.059999465942383,10.343701362609863,3.722378015518189,15.435894012451172,1.797,8.733842849731445,56.39228820800781,10.756131172180176,8.048798561096191,17.193754196166992,20.36,21.16486167907715,9.732234954833984,21.49036026000977,12.883414268493652,30.2374210357666,60.55948638916016,22.063081741333008,12.21632957458496,5.038115501403809,20.559999465942383,30.584217071533203,35.107,9.531786918640137,29.261260986328125,7.645580291748047,18.226787567138672,12.30519676208496,26.623188018798828,7.535,28.22689247131348,2.9095005989074707,4.533285140991211,10.602423667907717,20.04655265808105,16.08,66.95,11.985148429870604,10.264155387878418,17.882780075073242,13.879193305969238,12.426406860351562,30.465171813964844,30.61615562438965,6.686587810516357,45.93,34.02314376831055,13.31912326812744,41.849,12.202903747558594,31.5886344909668,8.922490119934082,30.097808837890625,29.015625,8.063665390014648
2018-04-05,21.22757339477539,7.446805477142334,19.97632598876953,10.46402072906494,17.707748413085938,19.173,17.44121742248535,31.62754249572754,33.25908279418945,22.049999237060547,10.541791915893556,3.731358766555786,15.458991050720217,1.816,8.640653610229492,57.03143310546875,11.152331352233888,8.327303886413574,17.774301528930664,21.015,21.652210235595703,10.163557052612305,21.749347686767575,13.01808261871338,31.19524383544922,60.94822311401367,22.071535110473636,13.036057472229004,5.366843700408936,20.989999771118164,31.118539810180664,34.557,9.503857612609863,29.318758010864254,7.502750396728516,18.07383728027344,12.641404151916504,26.30624389648437,7.58,28.41823387145996,2.975528717041016,4.675417423248291,10.459881782531738,20.163991928100582,16.16,67.24,12.312209129333496,10.65195655822754,17.79336929321289,13.46374225616455,13.07569694519043,30.563018798828125,30.74781608581543,6.896515846252441,47.701,34.601409912109375,13.197603225708008,41.623,12.42415714263916,31.593210220336918,8.990471839904785,30.59295463562012,29.31527137756348,8.031168937683105
2018-04-06,20.538537979125977,7.4579339027404785,19.809799194335938,10.555810928344728,17.57252311706543,19.104,17.44121742248535,31.21320533752441,32.87662887573242,22.36000061035156,10.421217918395996,3.695436954498291,15.566777229309082,1.792,8.577805519104004,57.71974182128906,11.291739463806152,8.383004188537598,16.143993377685547,19.296,21.53285789489746,10.079687118530272,21.512882232666016,12.824159622192385,31.054649353027344,61.80899810791016,22.012361526489254,12.837092399597168,5.323965072631836,23.88999938964844,30.88139915466309,34.871,9.427042961120604,29.462465286254883,7.645580291748047,18.031347274780277,12.81431007385254,26.270017623901367,7.527,28.19361686706543,2.9577407836914062,4.652976036071777,10.670300483703612,19.9953556060791,15.76,67.09,12.43881130218506,10.717432022094728,17.549510955810547,13.059828758239746,13.585140228271484,30.34064292907715,30.188146591186523,6.702137470245361,48.987,36.01390838623047,12.905943870544434,41.286,12.381607055664062,31.547483444213867,8.863006591796875,30.23220443725586,29.814680099487305,7.857833385467529
