Date,ABEV3,BBAS3,BBDC3,BBDC4,BBSE3,BRAP4,BRFS3,BRKM5,BRML3,B3SA3,CCRO3,CESP6,CIEL3,CMIG4,CPFE3,CPLE6,CSAN3,CSNA3,CTIP3,CYRE3,ECOR3,EMBR3,ENBR3,EQTL3,YDUQ3,FIBR3,GGBR4,GOAU4,HYPE3,ITSA4,ITUB4,JBSS3,KLBN11,COGN3,LAME4,LREN3,MRFG3,MRVE3,MULT3,NATU3,PCAR4,PETR3,PETR4,QUAL3,RADL3,RENT3,RAIL3,SANB11,SBSP3,SMLE3,EGIE3,TIMS3,UGPA3,USIM5,VALE3,VALE5,VIVT4,WEGE3
2015-11-03,16.060604095458984,11.95800495147705,8.559911727905273,7.935,16.78774642944336,4.218703746795654,56.32321166992188,13.314254760742188,7.327794075012207,3.161292314529419,9.820552825927734,13.095,18.837053298950195,2.880962371826172,10.59304428100586,2.025,5.008867740631104,3.934201002120972,34.86,6.571169853210449,5.137063503265381,28.52117919921875,7.754222869873047,6.008196830749512,12.589612007141112,42.80450439453125,4.594605922698975,1.9998018741607664,16.833091735839844,3.908304452896118,12.718795776367188,11.070802688598633,18.366777420043945,9.686607360839844,5.996,13.708536148071287,4.847473621368408,4.8740715980529785,12.584061622619627,12.02,52.64,5.57056188583374,4.270854949951172,11.061203002929688,7.73598575592041,7.35938549041748,5.613637447357178,9.78790283203125,14.98206615447998,26.32,17.659690856933594,7.030216693878174,30.874855041503903,2.489799737930298,11.817262649536133,13.91,30.868,4.923547744750977
2015-11-04,16.060604095458984,12.0061674118042,8.514059066772461,7.765,16.75204086303711,4.1475443840026855,54.48213958740234,13.41957664489746,7.285049438476562,3.1383473873138428,9.931340217590332,12.664,18.5478630065918,2.9686107635498047,10.81044101715088,2.048,4.975370407104492,3.85645055770874,34.61,6.6705169677734375,5.457589149475098,27.435396194458008,7.9965434074401855,6.178336143493652,12.666144371032717,43.45318222045898,4.438326835632324,1.9286352396011357,17.07129669189453,3.934325933456421,12.750411987304688,11.494758605957031,18.20844078063965,9.20903778076172,5.926,13.949292182922363,4.787628650665283,4.96792459487915,12.661866188049316,12.24,52.62,5.217126369476318,4.069399833679199,11.16555404663086,7.904973983764648,7.705645561218262,5.370207786560059,10.146241188049316,15.406488418579102,28.08,17.70861053466797,7.120242595672607,30.825950622558597,2.4728047847747803,11.584246635437012,13.6,30.793,4.916704654693604
2015-11-05,15.945886611938477,12.590996742248535,8.610772132873535,7.99,17.376893997192383,4.056055545806885,56.63493347167969,13.51251220703125,7.565948009490967,3.1179516315460205,10.271617889404297,12.309,18.92181396484375,3.0372061729431152,10.606220245361328,2.092,5.0955681800842285,3.848675489425659,34.86,6.805346488952637,5.518228530883789,27.69714736938477,8.278156280517578,6.229895114898682,12.742676734924316,42.7130241394043,4.524280071258545,1.9286352396011357,16.991891860961914,3.9967761039733887,12.903976440429688,11.374773025512695,17.891773223876953,9.560457229614258,6.062,13.869040489196776,4.757705211639404,5.0742902755737305,13.125807762145996,11.91,52.84,5.222401142120361,4.084508895874023,11.756876945495604,7.933139324188232,8.021673202514648,5.436596870422363,10.27895736694336,15.618700981140137,29.92,17.73796272277832,7.054770469665527,30.39021110534668,2.4643070697784424,11.28465461730957,13.38,29.291,5.265697479248047
2015-11-06,15.544371604919434,11.971763610839844,8.462251663208008,7.867,16.984127044677734,3.8374953269958496,54.550331115722656,13.785115242004396,7.382752418518066,3.059315919876098,10.113348007202148,12.233,18.67750358581543,2.835232734680176,10.46129035949707,2.0,4.99507474899292,3.887550354003906,34.91,6.599554061889648,5.284331798553467,27.251201629638672,8.016190528869629,6.247079849243164,11.900816917419434,43.43654251098633,4.422698020935059,1.85746705532074,17.09511375427246,3.903100728988648,12.70976448059082,11.19879150390625,17.92344093322754,9.19101333618164,5.795,13.62828254699707,4.817550659179688,4.96792459487915,12.736788749694824,11.43,50.6,5.0535969734191895,3.938453912734986,11.409038543701172,7.856156349182129,7.9694623947143555,5.436596870422363,9.801177978515623,15.49986171722412,27.32,17.238990783691406,6.874718189239502,29.8388786315918,2.353837728500366,10.43247890472412,12.61,29.61,5.152787685394287
2015-11-09,15.323124885559082,11.806634902954102,8.217015266418457,7.676,16.365224838256836,3.801915645599365,54.258094787597656,13.828484535217283,7.31558084487915,3.0797102451324463,10.018388748168944,11.903,18.25867462158203,2.819989919662476,10.15825653076172,1.949,4.926109313964844,3.934201002120972,35.17,6.436337947845459,5.128400802612305,26.90220260620117,8.153721809387207,6.173180103302002,11.977349281311035,43.1787338256836,4.344559192657471,1.871701002120972,16.991891860961914,3.825038909912109,12.384566307067873,11.158796310424805,17.63844108581543,9.127937316894531,5.787,13.197837829589844,4.8025898933410645,5.043005466461182,12.563889503479004,11.38,50.89,4.8900675773620605,3.983781337738037,11.395124435424805,7.696556091308594,7.730380535125732,5.384960651397705,9.6220064163208,15.32160472869873,28.44,17.106910705566406,6.711034297943115,29.94559097290039,2.311349868774414,10.279353141784668,12.45,28.916,5.10488748550415
2015-11-10,15.282155990600586,11.785992622375488,8.144486427307129,7.649,16.68658447265625,3.73583984375,52.51443099975586,13.716964721679688,7.480455875396728,3.1179516315460205,10.19248390197754,12.275,18.4531307220459,2.858098030090332,10.369063377380373,1.95,5.000985622406006,4.011951923370361,35.39,6.322798728942871,5.015783786773682,26.90220260620117,8.003091812133789,6.300356388092041,11.916123390197754,45.32436752319336,4.368171215057373,1.8147671222686768,16.864850997924805,3.825038909912109,12.461350440979004,11.09480094909668,17.757184982299805,9.019807815551758,5.742,13.548029899597168,4.750224590301514,5.017979621887207,12.707972526550291,11.15,50.29,4.85841703414917,3.8326902389526367,10.817719459533691,7.551973342895508,7.422592639923096,5.333323955535889,9.72154426574707,15.04997444152832,26.66,17.02374839782715,6.932007789611816,29.84332656860352,2.2943549156188965,10.23940658569336,12.3,28.728,4.950918197631836
2015-11-11,15.618118286132812,11.875439643859863,8.258467674255371,7.84,16.579458236694336,3.7460062503814697,54.36525344848633,14.627714157104492,7.749141693115234,3.186785936355591,10.48528003692627,12.613,18.233747482299805,2.938124895095825,10.540343284606934,2.007,5.073892116546631,4.151904582977295,36.15,6.45762825012207,5.09375,26.96036148071289,8.147172927856445,6.334729194641113,11.977349281311035,45.12477493286133,4.376041412353516,1.8503504991531368,16.92043113708496,3.908304452896118,12.800100326538086,11.326776504516602,18.43010902404785,9.551445960998535,6.037,14.080615997314451,4.847473621368408,5.211939811706543,12.860697746276855,11.33,52.45,4.884792804718018,3.8880903720855713,11.318603515625,7.792315006256103,7.494041919708252,5.31119441986084,10.106423377990724,15.270673751831056,27.66,17.21942901611328,6.874718189239502,30.36798095703125,2.370833396911621,10.199460983276367,12.27,29.291,4.9748711585998535
2015-11-12,15.478815078735352,11.84103775024414,8.337908744812012,7.84,16.63896942138672,3.634183645248413,53.55673599243164,14.578147888183594,7.694184303283691,3.1154026985168457,10.44571304321289,12.639,18.428205490112305,2.8390443325042725,10.672097206115724,1.832,5.221675872802734,4.214105129241943,36.31,6.443435192108154,4.903167247772217,26.553203582763672,8.28470516204834,6.393160343170166,11.992655754089355,46.16432189941406,4.116312980651856,1.7435996532440186,17.09511375427246,3.929121732711792,12.836228370666504,11.406768798828123,18.699275970458984,9.524413108825684,6.025,14.04413604736328,4.817550659179688,5.193170547485352,12.863580703735352,11.27,52.53,4.7581892013549805,3.817580223083496,11.464693069458008,7.797947883605957,7.496791362762451,5.163661003112793,10.000247955322266,15.228231430053713,29.02,17.37107276916504,6.711034297943115,30.127891540527344,2.362335205078125,10.019705772399902,12.14,29.113,4.875645160675049
2015-11-13,15.65089511871338,11.744711875915527,8.220470428466797,7.71,16.35927391052246,3.6087701320648193,54.1314582824707,14.448041915893556,8.023933410644531,3.059315919876098,10.342838287353516,12.444,18.418228149414062,2.789503574371338,10.770913124084473,1.829,5.083745002746582,3.809799671173096,36.04,6.415049076080322,4.851189613342285,27.5129508972168,8.28470516204834,6.453311920166016,11.54111385345459,46.77141952514648,4.116312980651856,1.7364829778671265,16.82514762878418,3.851059913635254,12.479413986206056,11.278782844543455,18.77052879333496,9.267404556274414,6.127,14.014951705932615,4.675417423248291,5.330820083618164,12.990370750427246,11.13,52.25,4.631585121154785,3.661452531814575,11.617742538452148,7.918118953704834,7.664424419403076,5.156283378601074,9.75472354888916,15.516839027404783,28.51,17.22431182861328,6.6455607414245605,30.030067443847656,2.234871387481689,10.23275089263916,12.33,28.024,4.807217121124268
2015-11-16,15.60992431640625,11.902960777282717,8.189385414123535,7.785,16.73418426513672,3.486783742904663,54.18016052246094,14.745427131652832,7.975081443786621,3.061864137649536,10.358664512634276,12.089,18.418228149414062,2.7818825244903564,10.606220245361328,1.829,5.044335842132568,3.825349569320679,36.15,6.173776626586914,4.989795684814453,27.95890045166016,8.20611572265625,6.432687282562256,11.51815414428711,45.83998107910156,3.966771364212036,1.6297317743301392,16.706052780151367,3.877079963684082,12.831710815429688,11.26278305053711,19.00011444091797,9.267404556274414,6.119,13.854450225830078,4.780147075653076,5.443443775177002,12.880868911743164,11.25,52.54,4.948094367980957,3.878017902374268,11.58295726776123,7.91999626159668,7.46106481552124,5.119400978088379,9.8608980178833,15.559280395507812,27.21,17.356393814086914,6.5555338859558105,30.279062271118164,2.1668906211853027,10.019705772399902,12.07,28.127,4.8585357666015625
