,ALLL3,AMBV4,BRML3,B3SA3,BRPR3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BISA3,CCRO3,CMIG4,CESP6,CTIP3,HGTX3,CIEL3,CPLE6,CSAN3,CPFE3,CYRE3,DASA3,DXCO3,ECOR3,ELET3,ELET6,ELPL4,EMBR3,ENBR3,FIBR3,GFSA3,GGBR4,GOAU4,GOLL4,HYPE3,ITSA4,ITUB4,JBSS3,KLBN4,LIGT3,PRML3,RENT3,LAME4,LREN3,MRFG3,MMXM3,MRVE3,NATU3,OGXP3,OIBR4,PCAR4,PDGR3,PETR3,PETR4,RSID3,SBSP3,SANB11,CSNA3,CRUZ3,VIVT4,TIMS3,UGPA3,USIM5,VALE3,VALE5
2012-07-17,8.54,71.41,12.666686058044434,2.457428216934204,5.542866230010986,7.519,13.378997802734377,9.490717887878418,6.893500328063965,26.537994384765625,2.72,10.912994384765623,6.496755599975586,19.737,22.01,26.842,9.790355682373049,2.189,4.87394905090332,13.091177940368652,9.466512680053713,11.386391639709473,5.691738128662109,10.534764289855955,7.944421768188477,10.52,18.01,11.506494522094728,7.240196228027344,12.487339973449709,110.03508758544922,12.702831268310549,14.579874038696287,8.729999542236328,9.824554443359377,2.92956280708313,8.642373085021973,4.389909744262695,1.2694810628890991,17.63180923461914,22.10247230529785,6.4323577880859375,3.538,7.395317077636719,6.732602119445801,821.2510375976562,5.5808868408203125,19.23,559.0,82.36852264404297,76.62,1434.006591796875,10.047954559326172,8.92045783996582,95.1714096069336,20.075475692749023,7.272489070892334,6.30570650100708,25.61,28.784,7.462154388427734,19.883939743041992,5.028223991394043,21.970081329345703,30.11
2012-07-18,8.51,72.94,12.774415969848633,2.47735333442688,5.639805316925049,7.662,13.341626167297363,10.152982711791992,6.96147346496582,26.65917205810547,2.75,11.000567436218262,6.5657958984375,19.567,22.05,26.628,9.77458953857422,2.182,4.921810626983643,13.051657676696776,9.792945861816406,11.543381690979004,5.691738128662109,10.574922561645508,7.944421768188477,10.605,18.0,11.506494522094728,7.31259822845459,12.47907543182373,115.71431732177734,13.14212417602539,15.04283618927002,8.899999618530273,10.138937950134276,3.015324592590332,8.848712921142578,4.459713935852051,1.2818998098373413,17.57359504699707,23.56945037841797,6.453641891479492,3.583,7.543168067932129,6.88221549987793,833.2400512695312,5.6996283531188965,19.23,567.0,78.67909240722656,75.77,1483.924560546875,10.053007125854492,8.957529067993164,97.14386749267578,20.04743766784668,7.488653659820557,6.33602237701416,25.63,28.85,7.255085468292236,19.80278205871582,5.214140892028809,21.9979248046875,30.02
2012-07-19,8.78,73.2,13.040905952453612,2.5260589122772217,5.565237045288086,7.751,13.428827285766602,10.37721061706543,6.927486419677734,27.637914657592773,2.83,11.142034530639648,6.57758903503418,19.508,22.23,26.774,9.877067565917969,2.142,4.92500114440918,13.209724426269531,10.166982650756836,11.44179916381836,5.865489959716797,10.742243766784668,8.111977577209473,10.656,17.86,11.961187362670898,7.279181003570557,12.503868103027344,122.81336212158205,13.317837715148926,15.351479530334473,9.399999618530272,10.453324317932127,3.077071189880371,9.019171714782717,4.459713935852051,1.2681013345718384,17.915607452392578,23.66724967956543,6.598377704620361,3.657,7.693758964538574,6.927099704742432,881.1963500976562,5.947909355163574,19.62,570.0,81.93952178955078,75.04,1556.5325927734375,10.239922523498535,9.091913223266602,106.01995849609376,20.136653900146484,7.473217010498047,6.342086315155029,25.4,28.381,6.6185407638549805,19.86258316040039,5.197240829467773,22.025774002075195,30.0
2012-07-20,8.9,72.57,13.176982879638672,2.4020798206329346,5.644774913787842,7.717,13.026041984558104,10.387639045715332,6.587627410888672,27.032026290893555,2.76,11.034249305725098,6.503496170043945,18.891,21.59,25.839,10.026837348937988,2.08,4.9170241355896,13.266176223754885,9.697736740112305,11.330984115600586,5.870754718780518,10.67531681060791,7.944421768188477,10.52,17.92,12.026142120361328,7.212347984313965,12.44601821899414,114.29451751708984,12.929795265197754,14.787874221801758,8.859999656677246,10.162518501281738,3.0461971759796143,8.986275672912598,4.320105075836182,1.2529226541519165,17.333454132080078,22.591466903686523,6.598377704620361,3.521,7.515791416168213,6.672756195068359,824.248291015625,5.57009220123291,19.35,545.0,82.1969223022461,74.57,1515.6905517578125,9.977232933044434,8.888018608093262,101.08879852294922,20.442527770996094,7.282780647277832,6.069242477416992,25.21,27.902,6.549517154693604,19.73016357421875,5.028223991394043,21.49113655090332,29.45
2012-07-23,8.91,73.26,13.040905952453612,2.3378775119781494,5.54038143157959,7.354,12.706308364868164,10.19469928741455,6.372381210327148,26.444774627685547,2.61,11.303705215454102,6.4512858390808105,18.958,21.38,25.781,9.76670742034912,2.051,4.87394905090332,13.051657676696776,9.051674842834473,11.173994064331056,5.739123821258545,10.835948944091797,7.747978687286377,10.393,17.74,12.053979873657228,7.206780910491943,12.231146812438965,107.19548034667967,12.680867195129396,14.49936294555664,8.479999542236328,9.871712684631348,2.960437297821045,8.732087135314941,4.009864330291748,1.2004876136779783,17.58087158203125,25.32982444763184,6.4919538497924805,3.546,7.529481410980225,6.373530387878418,795.7742309570312,5.34340238571167,19.64,525.0,80.48091125488281,75.15,1456.6966552734375,9.825676918029783,8.786069869995117,97.883544921875,20.595460891723636,7.303369998931885,5.935853481292725,25.44,27.499,6.380793571472168,19.61483383178711,4.825405597686768,20.98435401916504,28.67
2012-07-24,8.72,71.95,12.842456817626951,2.3777272701263428,5.57020902633667,7.423,11.99625015258789,10.272920608520508,6.463011741638184,26.099884033203125,2.56,11.317178726196287,6.355310440063477,19.001,21.26,25.284,9.85342025756836,2.057,4.8388495445251465,12.859724044799805,9.112878799438477,11.294044494628906,5.8970818519592285,10.742243766784668,7.661311149597168,10.324,17.19,11.840553283691406,7.217918872833252,11.966690063476562,105.77567291259766,12.453899383544922,14.385296821594238,8.170000076293945,9.66736125946045,3.077071189880371,9.028142929077148,3.947815179824829,1.2004876136779783,17.537208557128906,27.383594512939453,6.640948295593262,3.517,7.426807880401611,6.276281356811523,782.2865600585938,5.354197025299072,19.55,510.0,79.88031005859375,73.73,1461.234619140625,9.749900817871094,8.707292556762695,95.91107940673828,20.544483184814453,7.262195110321045,5.887347221374512,25.31,27.367,6.687562942504883,19.59347343444824,4.749347686767578,19.959636688232425,27.33
2012-07-25,8.7,71.7,13.080595016479492,2.391010999679565,5.878421783447266,7.457,12.05438232421875,10.038260459899902,6.42902421951294,25.857526779174805,2.5,11.404751777648926,6.407500743865967,18.806,21.32,24.983,9.875493049621582,2.032,4.865971565246582,12.865368843078612,9.153684616088867,10.66608428955078,5.939205169677734,10.802482604980469,7.655533313751221,10.324,16.98,11.840553283691406,7.217918872833252,11.83445930480957,105.77567291259766,12.226932525634766,14.05652904510498,8.199999809265137,9.604484558105469,3.0873613357543945,9.090938568115234,3.846987247467041,1.19496750831604,17.304349899291992,25.721019744873047,6.598377704620361,3.517,7.41859245300293,6.321164608001709,785.2838134765625,5.397377014160156,19.91,503.0,78.9365005493164,75.34,1465.7725830078125,9.876195907592772,8.804604530334473,97.6369857788086,20.646440505981445,7.28792667388916,5.656946182250977,25.88,26.945,6.725908756256104,19.64900779724121,4.800052642822266,19.85382652282715,27.31
2012-07-26,8.91,74.72,13.32440185546875,2.5017056465148926,5.828710556030273,7.491,12.154041290283203,10.73702621459961,6.576297283172607,25.960065841674805,2.7,11.627052307128906,6.491702079772949,19.06,21.86,26.258,9.616938591003418,2.051,4.9297871589660645,13.051657676696776,9.622929573059082,10.435216903686523,6.086630821228027,11.197368621826172,7.580422401428223,10.273,17.07,11.840553283691406,7.602207660675049,12.727002143859863,110.03508758544922,12.66622257232666,14.559743881225586,8.640000343322754,10.17823886871338,3.183413505554199,9.34213638305664,3.9400596618652335,1.2515426874160769,17.893774032592773,26.40560913085937,7.002796649932861,3.681,7.803277015686035,6.784965991973877,825.7468872070312,5.613271713256836,20.92,510.0,82.36852264404297,76.74,1524.7666015625,9.977232933044434,8.925092697143555,103.06126403808594,21.1511344909668,7.462922096252441,5.602376937866211,26.84,27.846,6.971323490142822,19.789966583251957,5.0451250076293945,20.09886360168457,27.5
2012-07-27,9.31,77.01,13.772331237792969,2.6323254108428955,6.039984703063965,7.915,12.62325954437256,11.279351234436035,7.108745574951172,26.798992156982425,2.83,11.85608959197998,6.646625995635986,19.356,22.12,28.029,9.75094223022461,2.108,5.097304821014404,13.475046157836914,10.2009859085083,10.712258338928224,6.371315956115723,11.13713264465332,7.580422401428223,10.844,17.6,11.840553283691406,7.602207660675049,12.727002143859863,110.03508758544922,12.66622257232666,14.559743881225586,8.640000343322754,10.476902961730955,3.327489852905273,9.6890230178833,4.304593563079834,1.258441925048828,18.46137046813965,27.87258720397949,7.24119234085083,3.886,8.272845268249512,7.286170959472656,884.193603515625,5.888538360595703,20.75,575.0,84.94254302978516,80.69,1633.678466796875,10.50766658782959,9.346784591674805,111.19767761230467,21.630334854125977,7.9878973960876465,5.966168403625488,26.89,28.324,7.1323771476745605,20.5631103515625,5.602879047393799,20.911949157714844,28.61
2012-07-30,9.56,77.63,13.692949295043944,2.6168291568756104,5.890848636627197,7.997,12.573434829711914,11.472297668457031,7.227697372436523,27.49809455871582,2.94,11.903249740600586,6.703888893127441,19.517,22.29,29.207,9.77458953857422,2.153,5.097304821014404,13.520209312438965,10.541019439697266,10.398277282714844,6.403173446655273,11.14382553100586,8.158199310302734,10.963,17.83,12.156052589416504,7.680178642272949,13.057575225830078,123.52326202392578,13.603381156921388,15.686952590942385,9.90999984741211,10.429746627807615,3.3960976600646973,9.955181121826172,4.289080619812012,1.2515426874160769,18.57052230834961,28.94837188720703,7.264603614807129,3.895,8.402901649475098,7.368459701538086,899.179931640625,6.228571891784668,21.35,582.0,88.11715698242188,80.2,1669.982421875,10.608701705932615,9.411661148071287,116.86851501464844,22.17580986022949,8.16804027557373,6.178378582000732,26.12,28.446,6.955986499786377,20.93045997619629,5.924008846282959,20.895246505737305,28.55
2012-07-31,9.38,75.86,13.562541007995604,2.54598331451416,5.940561294555664,7.99,12.760289192199709,11.36800479888916,7.018115997314453,27.34895133972168,2.84,11.519272804260254,6.597787380218506,19.144,22.36,28.486,9.418292999267578,2.14,4.977649688720703,13.345207214355469,10.064971923828123,10.619911193847656,6.344769477844238,11.103667259216309,8.175532341003418,11.048,17.24,12.193172454833984,7.546513080596924,12.809646606445312,118.55393981933594,13.632662773132324,15.646695137023926,9.550000190734863,10.138937950134276,3.2966177463531494,9.709962844848633,4.157228469848633,1.2487833499908447,18.250341415405277,29.14396858215332,7.073038578033447,3.87,8.38784122467041,7.069231986999512,857.2182006835938,6.018074989318848,21.75,565.0,87.34496307373047,79.71,1547.45654296875,10.128786087036133,9.036304473876951,114.64949035644533,22.298154830932617,7.982752799987793,6.384527683258057,25.07,28.446,6.549517154693604,20.63145637512207,6.23668909072876,20.689189910888672,28.31
2012-08-01,9.64,76.46,13.721299171447754,2.581405639648437,5.836165904998779,8.024,12.457164764404297,11.576584815979004,7.040773868560791,26.93881225585937,2.95,11.86283016204834,6.601158618927002,19.127,21.97,28.74,9.465588569641112,2.197,5.03896427154541,13.407307624816896,10.561420440673828,10.573737144470217,6.562455177307129,11.183984756469728,8.244866371154785,10.937,17.16,12.193172454833984,7.546513080596924,12.809646606445312,118.55393981933594,13.632662773132324,15.646695137023926,9.550000190734863,10.453324317932127,3.2828946113586426,9.642643928527832,4.102936744689941,1.276380181312561,18.70878219604492,29.33956527709961,6.811232566833496,3.923,8.487775802612305,6.979463577270508,900.6785888671875,5.785987377166748,21.42,576.0,80.90991973876953,79.86,1538.3804931640625,10.305596351623535,9.184595108032228,124.5118179321289,21.793466567993164,8.059954643249512,6.172316074371338,24.64,28.625,6.664555072784424,20.18294334411621,6.135278701782227,20.822843551635746,28.41
2012-08-02,9.46,75.1,14.033145904541016,2.510561943054199,5.99772834777832,7.935,12.208022117614746,11.519232749938965,7.176717758178711,26.398174285888672,2.89,11.990821838378906,6.6163177490234375,18.603,21.2,28.175,9.560181617736816,2.147,4.945953369140625,13.10246467590332,10.316595077514648,10.176644325256348,6.477504253387451,11.33792495727539,8.048422813415527,10.759,16.43,11.358023643493652,7.323737621307373,12.536924362182615,119.97374725341795,13.420343399047852,15.411853790283203,8.930000305175781,10.2568359375,3.217717170715332,9.47588348388672,3.994352579116821,1.2556819915771484,18.417707443237305,29.33956527709961,7.132638454437256,3.85,8.118147850036621,6.747563362121582,869.207275390625,5.451349258422852,21.5,558.0,78.50749969482422,79.25,1479.3865966796875,10.184353828430176,9.082649230957031,122.04623413085938,21.53857421875,7.756293773651123,5.96010684967041,25.24,28.587,6.902302265167236,20.48195457458496,6.1183762550354,20.4664249420166,28.05
2012-08-03,9.86,75.03,14.203245162963867,2.6478233337402344,6.04246997833252,8.175,12.490384101867676,12.056344032287598,7.680843830108643,27.339630126953125,3.13,12.226594924926758,6.618003845214844,18.798,21.38,28.808,9.738330841064451,2.181,4.983483791351318,13.37908172607422,10.983062744140623,10.619911193847656,6.780142307281494,11.4450101852417,8.348865509033203,11.227,16.7,11.358023643493652,7.323737621307373,13.065838813781738,136.30154418945312,13.837666511535645,15.847980499267578,9.350000381469728,10.92490291595459,3.3412139415740967,9.762574195861816,4.312349796295166,1.2887991666793823,18.18484878540039,29.33956527709961,7.375285625457764,3.997,8.522004127502441,6.867254257202148,920.1608276367188,5.785987377166748,21.66,575.0,78.67909240722656,81.4,1520.228515625,10.441993713378906,9.24020290374756,131.66200256347656,22.0738525390625,8.204066276550293,6.329959392547607,25.11,28.972,6.810269832611084,20.63145637512207,6.676130294799805,20.772724151611328,28.37
2012-08-06,10.09,76.57,14.16922664642334,2.656679153442383,5.940561294555664,8.366,12.660632133483888,12.426581382751465,8.060354232788086,27.7497673034668,3.28,12.320903778076172,6.676933765411377,19.001,21.75,29.061,9.681573867797852,2.248,5.148295402526856,13.554081916809082,11.663127899169922,10.352106094360352,7.029685974121094,11.311150550842283,8.470196723937988,11.303,16.13,11.358023643493652,7.323737621307373,13.065838813781738,141.98077392578125,14.203741073608398,16.48539161682129,9.90999984741211,11.160694122314451,3.3995277881622314,9.982871055603027,4.335617065429688,1.276380181312561,18.67239761352539,29.24176788330078,7.481710433959961,4.018,8.768421173095703,6.971982955932617,969.61572265625,5.958702564239502,21.95,615.0,79.96609497070312,80.61,1570.146484375,10.457149505615234,9.23093605041504,140.0449676513672,22.354232788085938,8.301858901977539,6.802886486053467,24.86,29.235,6.925307750701904,20.63145637512207,7.200079441070557,20.9954891204834,28.68
2012-08-07,9.87,75.95,13.982118606567385,2.6101863384246826,5.865993022918701,8.434,12.668937683105469,12.280570030212402,7.71483039855957,27.73112678527832,3.07,12.017766952514648,6.653365135192871,18.798,22.06,28.691,9.58382797241211,2.251,5.1939849853515625,13.68956470489502,11.187082290649414,10.268990516662598,6.742976665496826,11.270991325378418,8.470196723937988,11.252,16.22,11.358023643493652,7.323737621307373,13.28071117401123,141.98077392578125,14.203741073608398,16.48539161682129,9.90999984741211,11.160694122314451,3.3995277881622314,9.982871055603027,4.335617065429688,1.2612018585205078,18.19212532043457,29.33956527709961,7.268861293792725,3.952,8.487775802612305,6.942060470581055,942.6403198242188,5.823769569396973,21.46,608.0,79.3655014038086,80.04,1529.3045654296875,10.608701705932615,9.383858680725098,130.18264770507812,22.51991081237793,8.183479309082031,6.730129718780518,24.29,28.85,6.672224998474121,19.999271392822266,6.591622352600098,20.962072372436523,28.69
2012-08-08,10.04,75.43,13.919748306274414,2.607973337173462,5.841137886047363,8.564,12.706308364868164,12.45265293121338,8.020706176757812,28.337018966674805,3.21,12.226594924926758,6.742621898651123,18.324,21.38,30.306,9.804547309875488,2.251,5.324527263641357,13.68956470489502,11.51351261138916,10.389041900634766,6.796070098876953,11.103667259216309,8.470196723937988,11.431,16.62,11.358023643493652,7.323737621307373,12.941875457763672,141.98077392578125,14.203741073608398,16.48539161682129,9.90999984741211,11.160694122314451,3.3995277881622314,9.982871055603027,4.335617065429688,1.2612018585205078,18.19212532043457,30.21975326538086,7.268861293792725,3.96,8.487775802612305,6.942060470581055,974.1116333007812,6.099035263061523,21.68,619.0,80.22350311279297,80.55,1556.5325927734375,11.18460178375244,9.814818382263184,138.31906127929688,22.736576080322266,8.307003021240234,6.802886486053467,23.58,29.197,6.756585597991943,19.69171905517578,6.971907615661621,21.123580932617188,28.97
2012-08-09,10.0,75.07,13.94809913635254,2.6234703063964844,5.739229202270508,8.51,12.872407913208008,12.197139739990234,7.78846549987793,27.526058197021484,3.19,12.361322402954102,6.740464687347412,18.865,20.35,29.781,9.765130996704102,2.255,5.242938041687012,13.559725761413574,11.71073055267334,10.361340522766112,6.780142307281494,10.90956974029541,8.811086654663086,11.44,17.1,12.156052589416504,7.574358940124512,12.92534637451172,146.95008850097656,13.991419792175291,16.176748275756836,10.5,10.93276309967041,3.4578447341918945,10.203179359436035,4.405421733856201,1.250162959098816,18.679676055908203,30.7087459564209,7.275245666503906,3.96,8.626049041748047,7.196402549743652,948.6348266601562,6.0504584312438965,21.37,636.0,80.13771057128906,79.26,1574.6845703125,11.123982429504396,9.731409072875977,141.52432250976562,22.26757049560547,8.240096092224121,6.808950424194336,23.5,29.498,6.779592990875244,19.65521240234375,6.7775397300720215,21.329633712768555,29.19
