,AMBV4,ARCZ6,BBDC4,BBAS3,BRTP4,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,ITSA4,ITUB4,PETR3,PETR4,SBSP3,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,USIM5,VALE3,VALE5
2003-04-03,7.73,5.15,1.107,1.5817254781723022,14.62,2577.345947265625,0.417,29.34,4.8090596199035645,3.762,6.05,7.83120584487915,10.79,1.89,1.63,1.813063383102417,0.5561140179634094,1.838706374168396,3.0369908809661865,2.226080894470215,2.1129512786865234,1.8530861139297483,34.76,2.1,18.55,14.99,12.96,15.12,20.91,24.47,8.085920333862305,9.71,2.14,1.561304211616516,3.5979349613189697,4.61
2003-04-04,7.65,5.13,1.141,1.5674749612808228,14.72,2639.989501953125,0.424,28.65,4.916404724121094,3.838,5.86,7.704209804534912,10.54,1.89,1.64,1.8727039098739624,0.5695470571517944,1.9239733219146729,3.039818525314331,2.232454299926758,2.1246166229248047,1.8039268255233765,34.64,2.1,18.42,14.62,12.99,15.16,21.32,24.21,8.085920333862305,9.61,2.13,1.6157102584838867,3.5528078079223637,4.55
2003-04-07,7.54,5.0,1.196,1.6657986640930176,14.67,2604.19287109375,0.427,28.67,5.068835258483887,3.915,5.93,7.450226306915283,10.17,1.96,1.72,1.89655876159668,0.5910390019416809,1.990249514579773,2.9408481121063232,2.181469202041626,2.191755771636963,1.7675917148590088,34.64,2.03,18.15,15.02,12.97,15.21,21.62,23.46,7.756014347076416,9.6,2.13,1.602521300315857,3.54305100440979,4.56
2003-04-08,7.36,4.98,1.155,1.7028486728668213,14.47,2421.631591796875,0.386,27.39,4.658776760101318,3.643,5.44,7.221639156341553,9.99,1.89,1.64,1.8846313953399656,0.5937262773513794,1.9296314716339111,2.8384835720062256,2.101803541183472,2.177498817443848,1.810338377952576,34.8,1.97,18.06,14.48,12.48,14.67,21.11,22.55,7.568419933319092,9.41,2.06,1.574493169784546,3.589803457260132,4.62
2003-04-09,7.38,5.06,1.141,1.695723295211792,14.23,2478.010498046875,0.371,27.35,4.4226179122924805,3.549,5.14,7.738077640533447,10.53,1.87,1.63,1.8488469123840328,0.5910390019416809,1.9023531675338743,2.8480985164642334,2.0986168384552,2.188904285430908,1.8530861139297483,36.34,1.96,18.15,14.5,12.5,14.78,21.46,22.29,7.600767135620117,9.48,1.96,1.50030255317688,3.658917427062988,4.7
2003-04-10,7.38,5.15,1.093,1.637298822402954,14.23,2438.634765625,0.373,27.57,4.304537296295166,3.515,5.19,7.602616786956787,10.44,1.84,1.56,1.8249913454055784,0.5883526802062988,1.8488106727600095,2.8560149669647217,2.1090874671936035,2.101804733276367,1.8958327770233157,37.38,1.95,18.28,13.97,12.23,14.48,20.63,21.62,7.63311243057251,8.99,2.02,1.4986542463302612,3.7398195266723633,4.78
2003-04-11,7.37,5.11,1.093,1.6971489191055298,14.32,2514.7021484375,0.381,28.16,4.358210563659668,3.592,5.28,7.5856852531433105,10.52,1.87,1.62,1.813063383102417,0.5776070952415466,1.838706374168396,2.872981548309326,2.1099979877471924,2.1422436237335205,1.921481132507324,37.38,1.96,18.67,13.83,12.53,14.67,21.02,21.62,7.694562435150146,8.95,1.96,1.6321979761123655,3.618261575698853,4.67
2003-04-14,7.36,5.23,1.093,1.7669724225997925,14.42,2559.447998046875,0.396,29.18,4.336741924285889,3.566,5.59,7.721145153045654,10.59,1.96,1.71,1.908487558364868,0.5749204158782959,1.85386061668396,2.865629196166992,2.1077215671539307,2.1142470836639404,1.9321677684783936,36.83,1.95,18.52,13.73,12.95,15.07,21.19,22.29,7.940370082855225,8.99,2.09,1.6981444358825684,3.601999282836914,4.65
2003-04-15,7.27,5.25,1.148,1.823971152305603,14.67,2604.19287109375,0.402,29.61,4.44408655166626,3.617,5.9,7.594151973724365,10.15,2.13,1.88,1.944271206855774,0.5883526802062988,1.9094258546829224,2.8905138969421387,2.130482912063598,2.1865711212158203,1.9043822288513184,38.8,2.01,18.63,13.61,13.12,15.34,21.69,22.55,7.924202919006348,8.87,2.16,1.64868426322937,3.5776073932647705,4.58
2003-04-16,7.18,5.21,1.107,1.8524703979492188,14.6,2567.501953125,0.394,28.67,4.379679203033447,3.549,5.95,7.594151973724365,10.49,2.13,1.91,1.9919837713241575,0.5964126586914062,1.897303819656372,2.872981548309326,2.1077215671539307,2.188645124435425,1.8958327770233157,39.66,1.96,18.73,13.34,12.97,15.25,21.62,22.37,7.794827938079834,8.73,2.13,1.7146315574645996,3.536953449249268,4.58
2003-04-17,7.26,5.06,1.148,1.8695706129074097,14.92,2644.46533203125,0.413,29.14,4.639454364776611,3.711,6.58,7.619549751281738,10.63,2.27,2.04,1.9919837713241575,0.6071587800979614,1.919325947761536,2.929537057876587,2.162349939346313,2.237379550933838,1.8958327770233157,39.58,1.97,18.45,14.23,13.36,15.52,21.79,22.79,7.924202919006348,9.41,2.16,1.8152010440826416,3.471498727798462,4.56
2003-04-22,7.37,5.13,1.155,1.8524703979492188,14.82,2603.299072265625,0.401,29.1,4.532108306884766,3.702,6.31,7.49255895614624,10.42,2.3,2.12,1.9800552129745483,0.6098452210426331,1.919528841972351,2.969124555587769,2.194216251373291,2.223640203475952,1.865910291671753,39.66,1.93,18.45,14.48,13.32,15.64,21.79,22.7,7.988888263702393,9.55,2.13,1.8613642454147337,3.439381599426269,4.54
2003-04-23,7.5,5.06,1.168,1.812572360038757,14.6,2595.243896484375,0.402,28.75,4.487024307250977,3.685,6.05,7.280902862548828,9.92,2.21,1.99,1.9561994075775144,0.6098452210426331,1.9764078855514529,2.9974024295806885,2.215156316757202,2.228306531906128,1.8808711767196653,39.23,1.92,18.21,14.77,13.24,15.5,21.62,22.55,8.085920333862305,9.84,2.1,1.823444128036499,3.394661903381348,4.45
2003-04-24,7.45,5.06,1.168,1.7512978315353394,14.07,2586.294921875,0.415,28.42,4.487024307250977,3.643,5.87,6.959190368652344,9.76,2.07,1.88,1.9800552129745483,0.5990989804267883,1.9700433015823364,2.9578139781951904,2.1887519359588623,2.2397124767303467,1.8958327770233157,38.44,1.92,17.83,14.38,12.84,14.99,21.14,21.95,7.95654821395874,9.41,2.09,1.7723345756530762,3.2889597415924072,4.3
2003-04-25,7.56,4.98,1.141,1.7498725652694702,14.23,2603.299072265625,0.412,29.1,4.529962062835693,3.677,5.93,6.925323009490967,9.77,2.09,1.92,1.9800552129745483,0.5910390019416809,1.9508475065231323,2.9267098903656006,2.1577963829040527,2.299593925476074,1.9086570739746092,37.64,1.92,17.49,14.5,12.58,14.92,21.11,21.95,7.95654821395874,9.43,2.09,1.7558485269546509,3.309286117553711,4.35
2003-04-28,7.65,4.9,1.182,1.8097212314605715,14.6,2697.2646484375,0.419,29.7,4.723183155059815,3.855,6.22,7.077714443206787,9.89,2.24,2.03,1.9561994075775144,0.6259642839431763,2.002877950668335,2.949331045150757,2.176006555557251,2.299593925476074,1.938579797744751,37.79,1.93,17.37,14.5,12.99,15.63,21.79,22.37,8.085920333862305,9.6,2.1,1.8053090572357176,3.329613447189331,4.34
2003-04-29,7.71,4.84,1.168,1.9237191677093504,15.1,2747.37890625,0.426,30.71,4.723183155059815,3.873,6.34,6.984586238861084,9.84,2.21,2.04,2.0874085426330566,0.6071587800979614,2.0180294513702397,3.008713722229004,2.231999397277832,2.30426025390625,1.9663652181625368,37.79,1.95,17.19,14.59,13.67,16.19,22.78,22.79,8.409356117248535,9.8,2.14,1.821796178817749,3.2926180362701416,4.35
2003-04-30,7.73,4.77,1.141,1.8097212314605715,15.1,2756.32861328125,0.421,30.29,4.806912422180176,3.889,6.45,7.153912544250488,10.03,2.13,1.96,2.123191595077514,0.5910390019416809,1.9498354196548464,3.065268516540528,2.271149158477783,2.3734734058380127,1.643624782562256,38.85,1.94,17.23,14.13,13.55,15.73,23.01,22.79,8.474045753479004,9.31,2.17,1.7673895359039309,3.33327317237854,4.28
2003-05-02,7.95,4.93,1.155,1.8253962993621824,15.66,2774.226806640625,0.427,30.84,4.716742038726807,4.06,6.17,7.365562915802002,10.74,2.21,2.01,1.7230072021484375,0.582979679107666,1.9296314716339111,3.110512018203736,2.30802321434021,2.4146902561187744,1.6820968389511108,39.25,1.93,17.08,14.32,14.24,16.41,23.16,23.3,8.729559898376465,9.43,2.21,1.821796178817749,3.3255481719970703,4.32
2003-05-05,8.02,4.98,1.189,1.823971152305603,15.57,2747.37890625,0.421,30.36,4.658776760101318,4.034,5.87,7.2978363037109375,10.54,2.13,1.96,1.6937830448150637,0.6017856597900391,1.9786298274993896,3.184032678604126,2.34444260597229,2.3527348041534424,1.7013332843780518,38.99,1.92,17.45,14.48,14.21,16.27,22.87,22.79,8.668107032775879,9.66,2.21,1.7640916109085083,3.475970983505249,4.5
2003-05-06,8.0,4.95,1.141,1.8168457746505735,15.22,2708.00341796875,0.402,29.7,4.508493423461914,3.932,5.93,7.433296680450439,10.44,2.11,1.94,1.6711194515228271,0.615218460559845,1.944785714149475,3.178377151489258,2.3353371620178223,2.30426025390625,1.692784309387207,39.49,1.92,17.19,14.34,13.67,15.89,22.47,22.55,8.509620666503906,9.58,2.2,1.7393617630004885,3.5084943771362305,4.5
2003-05-07,8.05,4.93,1.155,1.88239586353302,15.22,2827.921875,0.426,30.12,4.832676410675049,4.102,6.19,7.255505561828613,10.42,2.26,2.06,1.7283741235733032,0.636710524559021,1.9952988624572756,3.183468103408813,2.3826818466186523,2.3504021167755127,1.763317346572876,40.23,1.98,17.04,14.69,14.16,16.34,22.91,22.79,8.444937705993652,9.8,2.2,1.7970659732818604,3.430030345916748,4.45
2003-05-08,8.03,4.77,1.141,1.942244529724121,15.34,2858.348388671875,0.443,30.12,5.066688060760498,4.324,6.38,7.162374973297119,10.1,2.3,2.07,1.7742977142333984,0.6232776045799255,1.9599405527114868,3.121256828308105,2.3216805458068848,2.370880603790283,1.7590420246124268,40.47,2.06,16.85,14.38,14.27,16.36,22.84,22.62,8.474045753479004,9.52,2.14,1.7805792093276978,3.3572583198547363,4.39
2003-05-09,8.12,4.77,1.141,1.9735935926437376,15.74,2899.514404296875,0.473,30.76,5.431661128997803,4.613,6.49,7.196241855621338,10.14,2.29,2.01,1.8410953283309937,0.6447700262069702,1.99166202545166,3.223621368408203,2.3763082027435303,2.4909024238586426,1.7248449325561523,40.91,2.13,16.47,14.15,14.75,17.25,23.27,23.21,8.894511222839355,9.48,2.27,1.813552975654602,3.354412794113159,4.4
2003-05-12,7.95,4.62,1.148,2.059091567993164,16.07,2899.514404296875,0.473,30.29,5.176180362701416,4.434,7.03,7.619549751281738,10.57,2.28,2.02,1.8727039098739624,0.6474573612213135,2.0175256729125977,3.2796108722686768,2.435487985610962,2.463165044784546,1.694921612739563,39.41,2.14,16.58,14.38,14.99,17.39,23.68,23.3,8.729559898376465,9.61,2.34,1.7888227701187134,3.4475128650665283,4.41
2003-05-13,8.03,4.39,1.141,1.9621940851211548,16.28,2903.989013671875,0.47,30.46,5.335050582885742,4.579,7.03,7.932798862457275,10.95,2.25,1.99,1.8846313953399656,0.6447700262069702,2.0912764072418213,3.336731433868408,2.4741828441619877,2.514232635498047,1.6820968389511108,39.09,2.11,16.02,14.99,15.35,17.65,24.07,23.79,8.567843437194824,9.84,2.42,1.7970659732818604,3.4434471130371094,4.48
2003-05-14,7.92,4.41,1.162,1.960768699645996,16.35,2863.717041015625,0.468,30.36,5.270644187927246,4.562,7.0,7.915866374969482,10.7,2.28,2.04,1.8816494941711424,0.6582028269767761,2.050865411758423,3.3254199028015137,2.458249807357788,2.4885692596435547,1.6649984121322632,38.85,2.03,16.01,15.15,15.6,17.94,24.41,23.79,8.474045753479004,10.11,2.46,1.7805792093276978,3.3706748485565186,4.45
2003-05-15,8.07,4.49,1.127,1.91801917552948,16.27,2765.277587890625,0.445,29.27,4.980811595916748,4.315,6.45,7.619549751281738,10.84,2.17,1.96,1.8488469123840328,0.6420838236808777,2.030557632446289,3.336731433868408,2.5037732124328613,2.4875328540802,1.605152606964111,38.35,1.99,15.75,14.64,14.93,17.44,23.42,22.79,8.344670295715332,9.55,2.32,1.6981444358825684,3.441413640975952,4.45
2003-05-16,8.03,4.51,1.114,1.966469407081604,16.23,2853.873779296875,0.449,30.11,4.918552398681641,4.281,6.58,7.763473033905029,10.69,2.24,2.04,1.889402747154236,0.6447700262069702,2.020557403564453,3.3282485008239746,2.4719064235687256,2.511122941970825,1.609427571296692,38.2,2.0,15.71,14.64,15.2,17.64,23.42,23.46,8.441701889038086,9.5,2.41,1.680009365081787,3.4353160858154297,4.43
2003-05-19,7.87,4.57,1.1,1.9094698429107664,15.79,2698.158447265625,0.427,28.92,4.658776760101318,4.06,6.27,7.467154502868652,10.38,2.13,1.92,1.8428837060928345,0.636710524559021,1.990249514579773,3.1953437328338623,2.399979829788208,2.464720726013184,1.5966037511825562,36.63,1.96,15.71,13.61,14.39,16.74,22.09,22.37,8.377012252807617,8.9,2.27,1.6536297798156738,3.496297597885132,4.54
2003-05-20,7.77,4.62,1.073,1.9237191677093504,15.79,2667.733154296875,0.421,28.42,4.551431179046631,4.034,6.48,7.450226306915283,10.59,2.1,1.91,1.8065029382705688,0.6232776045799255,1.9498354196548464,3.2349326610565186,2.41727876663208,2.419874429702759,1.6393500566482544,35.99,1.97,15.91,13.89,14.39,16.92,21.3,21.86,8.247640609741211,9.16,2.24,1.6321979761123655,3.5820798873901367,4.6
2003-05-21,7.94,4.62,1.121,1.966469407081604,15.79,2791.230224609375,0.433,29.06,4.787590026855469,4.179,6.63,7.49255895614624,10.43,2.22,2.01,1.795170545578003,0.6420838236808777,2.0306589603424072,3.280176877975464,2.435487985610962,2.396285057067871,1.675684928894043,36.83,1.98,15.71,14.32,15.0,17.42,21.62,22.55,8.312329292297363,9.43,2.32,1.681657791137695,3.5776073932647705,4.55
2003-05-22,8.01,4.51,1.107,1.9735935926437376,15.62,2801.07421875,0.443,28.84,4.851996898651123,4.238,6.41,7.534887790679932,10.39,2.3,2.07,1.7701215744018557,0.6608898043632507,2.0306589603424072,3.302798271179199,2.4218311309814453,2.388507843017578,1.6585866212844849,37.1,2.06,15.53,14.26,15.36,17.75,21.02,22.29,8.279984474182129,9.43,2.34,1.6536297798156738,3.513779401779175,4.55
2003-05-23,8.06,4.42,1.073,1.9949681758880613,15.79,2814.49755859375,0.441,29.1,4.851996898651123,4.281,6.31,7.424826622009277,10.39,2.33,2.15,1.7414953708648682,0.6582028269767761,2.055917739868164,3.251899003982544,2.4263837337493896,2.445019245147705,1.6243888139724731,37.06,2.12,15.22,14.46,15.43,17.97,21.59,22.46,8.338201522827148,9.48,2.34,1.6981444358825684,3.536545991897583,4.51
2003-05-26,8.07,4.59,1.073,1.9450950622558596,15.34,2684.73486328125,0.419,28.24,4.658776760101318,4.085,5.76,7.450226306915283,10.44,2.39,2.19,1.729567289352417,0.6313376426696777,1.9872194528579712,3.184032678604126,2.369478702545166,2.3734734058380127,1.5987406969070437,36.69,2.06,15.27,13.63,15.09,17.45,20.91,21.62,8.085920333862305,9.01,2.21,1.683306097984314,3.5613455772399902,4.6
2003-05-27,8.03,4.77,1.127,1.9963929653167725,15.93,2760.802490234375,0.441,28.51,4.785443305969238,4.238,5.8,7.458693027496338,10.4,2.49,2.26,1.7593859434127808,0.6582028269767761,2.050865411758423,3.257554769515991,2.4259285926818848,2.441909074783325,1.6329381465911863,36.23,2.11,15.68,14.42,15.58,18.15,22.02,22.46,8.085920333862305,9.52,2.32,1.7063884735107422,3.6186697483062735,4.6
2003-05-28,8.09,4.78,1.141,2.064793109893799,16.23,2762.59228515625,0.427,28.63,4.8090596199035645,4.264,5.7,7.450226306915283,10.53,2.61,2.26,1.789207100868225,0.6582028269767761,2.081173896789551,3.2869627475738525,2.4404966831207275,2.463165044784546,1.6308006048202517,36.3,2.12,16.63,14.62,15.49,17.93,23.12,22.62,8.085920333862305,9.5,2.27,1.7344157695770264,3.6300511360168457,4.69
2003-05-29,7.94,4.7,1.141,2.1232171058654785,16.07,2738.43017578125,0.433,28.24,4.970077037811279,4.409,5.79,7.450226306915283,10.67,2.69,2.4,1.819026589393616,0.6770086288452148,2.08127498626709,3.223621368408203,2.399979829788208,2.511381149291992,1.6243888139724731,36.17,2.15,17.01,14.83,15.59,17.93,23.85,22.7,8.085920333862305,9.77,2.27,1.7805792093276978,3.5776073932647705,4.6
2003-05-30,7.84,4.77,1.141,2.180215835571289,16.18,2685.630126953125,0.433,27.99,5.0065741539001465,4.375,5.62,7.5856852531433105,10.83,2.65,2.44,1.821412682533264,0.6662623286247253,2.020557403564453,3.280176877975464,2.4036221504211426,2.5116405487060547,1.6308006048202517,37.23,2.2,17.19,15.09,15.35,17.94,23.12,23.21,8.11826229095459,9.9,2.27,1.795417308807373,3.5776073932647705,4.6
2003-06-02,7.71,4.98,1.141,2.251464605331421,16.07,2622.986328125,0.427,27.49,4.935727119445801,4.366,5.7,7.619549751281738,10.89,2.64,2.33,1.7623693943023682,0.6420838236808777,2.010453939437866,3.2349326610565186,2.3876895904541016,2.4932358264923096,1.5966037511825562,38.66,2.25,17.57,14.69,14.81,17.31,21.77,23.63,7.988888263702393,9.71,2.27,1.7970659732818604,3.557279348373413,4.51
2003-06-03,7.75,4.88,1.141,2.3626129627227783,15.9,2631.041259765625,0.426,27.15,5.021603584289551,4.434,5.92,7.814271926879883,10.83,2.69,2.47,1.7414953708648682,0.6528297662734985,2.000251054763794,3.212310791015625,2.3854124546051025,2.4494261741638184,1.6243888139724731,40.03,2.25,17.71,14.92,14.9,17.3,22.29,23.79,7.988888263702393,9.91,2.28,1.7970659732818604,3.549148797988892,4.54
2003-06-04,7.92,4.88,1.155,2.251464605331421,16.67,2716.05810546875,0.452,28.24,5.216970920562744,4.647,6.09,8.178317070007324,11.28,2.79,2.56,1.794575333595276,0.6608898043632507,2.025606632232666,3.319765090942383,2.458249807357788,2.527712345123291,1.6906473636627195,39.94,2.27,17.39,14.73,15.33,18.05,23.82,24.29,8.166777610778809,9.87,2.41,1.8679591417312624,3.545083522796631,4.54
2003-06-05,7.79,4.85,1.141,2.1616904735565186,16.76,2752.7490234375,0.457,28.24,5.088157176971436,4.494,6.24,8.330705642700195,11.52,2.92,2.7,1.796364188194275,0.6555161476135254,2.015505313873291,3.302798271179199,2.453697681427002,2.6150717735290527,1.7675917148590088,40.47,2.28,17.33,14.38,15.7,18.3,24.49,24.55,8.150609970092773,9.71,2.28,1.8877438306808472,3.516624927520752,4.54
2003-06-06,7.9,4.9,1.141,2.2087149620056152,16.99,2751.853759765625,0.47,28.5,5.171885967254639,4.562,6.15,8.576226234436035,12.06,2.92,2.72,1.8607748746871948,0.6555161476135254,2.023890495300293,3.3480424880981445,2.4723620414733887,2.638401985168457,1.744080901145935,40.05,2.24,17.54,14.89,15.67,18.34,24.51,24.55,8.247640609741211,9.98,2.41,1.9025814533233645,3.613789558410645,4.57
2003-06-09,7.8,4.84,1.141,2.251464605331421,16.59,2710.6884765625,0.457,28.59,5.088157176971436,4.477,6.31,8.432304382324219,11.71,2.98,2.81,1.8876127004623413,0.6689494252204895,2.0230815410614014,3.280176877975464,2.4673545360565186,2.6498076915740967,1.7825533151626587,40.3,2.24,17.3,14.72,15.5,18.13,23.29,24.38,8.092386245727539,9.9,2.38,1.9289606809616089,3.5613455772399902,4.54
2003-06-10,7.9,4.77,1.134,2.3027634620666504,16.46,2701.73876953125,0.444,28.46,4.980811595916748,4.409,6.11,9.499040603637695,13.67,3.18,3.03,1.8691242933273315,0.6582028269767761,2.0165162086486816,3.2405877113342285,2.411816120147705,2.617664098739624,1.7675917148590088,39.73,2.2,17.08,14.77,15.27,17.94,23.1,24.47,7.924202919006348,9.87,2.27,1.950392723083496,3.520691156387329,4.49
2003-06-11,7.75,4.77,1.114,2.230088949203491,16.26,2698.158447265625,0.449,28.16,4.952902317047119,4.375,6.1,9.499040603637695,13.55,3.3,3.17,1.8905954360961916,0.6608898043632507,2.015505313873291,3.2807421684265137,2.435487985610962,2.638401985168457,1.7376688718795776,39.09,2.2,16.85,14.59,15.05,17.76,22.84,23.88,7.862748622894287,9.73,2.28,1.9372040033340452,3.4967050552368164,4.48
2003-06-12,7.94,4.77,1.127,2.2015905380249023,16.55,2729.4814453125,0.463,28.84,4.970077037811279,4.4,6.24,9.693760871887209,13.9,3.13,3.02,1.9800552129745483,0.6501432061195374,2.020557403564453,3.324854850769043,2.4737277030944824,2.6726198196411133,1.7675917148590088,39.9,2.28,16.84,14.69,15.61,18.12,23.27,24.38,7.988888263702393,9.8,2.27,2.0344767570495605,3.4475128650665283,4.45
2003-06-13,7.78,4.68,1.107,2.1374661922454834,16.18,2719.6376953125,0.455,28.33,5.0452189445495605,4.409,6.26,9.90541172027588,14.14,2.69,2.56,1.9979480504989624,0.6447700262069702,1.995098352432251,3.33107590675354,2.463712692260742,2.6638059616088867,1.8359862565994265,40.22,2.31,16.78,14.8,15.35,17.87,22.58,25.05,7.843343257904053,9.75,2.26,2.039422035217285,3.394661903381348,4.4
2003-06-16,7.94,4.77,1.107,2.094716787338257,16.52,2711.582763671875,0.457,28.96,4.980811595916748,4.375,6.37,9.56676959991455,13.9,2.76,2.63,1.9621628522872925,0.6474573612213135,1.9750934839248655,3.336731433868408,2.4719064235687256,2.7073559761047363,1.9065192937850952,41.0,2.37,16.89,14.62,15.35,18.16,22.87,25.8,8.005060195922852,9.63,2.27,2.133396863937378,3.463774442672729,4.41
2003-06-17,7.94,4.8,1.1,2.013493776321411,16.35,2639.989501953125,0.457,28.42,4.916404724121094,4.315,6.21,9.693760871887209,14.27,2.81,2.69,1.944271206855774,0.6420838236808777,2.015505313873291,3.336731433868408,2.494213342666626,2.626736640930176,1.938579797744751,39.73,2.39,17.32,14.5,15.43,17.94,22.47,25.05,7.85951566696167,9.58,2.24,2.0608553886413574,3.5532143115997314,4.45
2003-06-18,7.85,4.8,1.073,1.9735935926437376,16.26,2648.938720703125,0.439,28.24,4.658776760101318,4.102,6.15,9.549835205078123,13.84,2.59,2.55,1.8923841714859009,0.6259642839431763,1.9771146774291992,3.280176877975464,2.435943603515625,2.562449216842652,1.9086570739746092,39.34,2.31,16.85,14.0,15.18,17.86,22.2,24.55,7.827171325683594,9.24,2.16,2.052612066268921,3.569069623947144,4.48
2003-06-20,7.79,4.77,1.059,1.9308464527130127,15.85,2525.44140625,0.424,27.73,4.433351516723633,3.992,5.89,9.185789108276367,13.7,2.39,2.39,1.822009563446045,0.6232776045799255,1.9952988624572756,3.1218223571777344,2.326232671737671,2.491939067840576,1.8958327770233157,38.27,2.24,16.43,13.89,14.51,17.22,21.45,23.79,7.856281757354736,9.22,2.09,2.044368267059326,3.516218423843384,4.46
2003-06-23,7.79,4.77,1.045,1.9308464527130127,15.81,2435.054931640625,0.405,27.49,4.508493423461914,4.06,5.77,8.948739051818848,13.39,2.36,2.38,1.819026589393616,0.6313376426696777,2.000351428985596,3.0703582763671875,2.271604299545288,2.4839038848876958,1.8808711767196653,37.87,2.32,16.47,13.8,14.46,16.85,20.16,23.79,7.503734111785889,9.13,2.09,1.975123405456543,3.496297597885132,4.45
2003-06-24,7.79,4.77,1.059,1.91801917552948,15.71,2487.855224609375,0.415,28.42,4.54069709777832,4.085,5.7,8.940269470214844,13.29,2.46,2.41,1.908487558364868,0.6340242028236389,1.9649906158447263,3.1161675453186035,2.2993743419647217,2.5041236877441406,1.8359862565994265,37.96,2.34,17.07,14.09,14.83,16.92,20.48,24.55,7.510202407836914,9.5,2.16,1.9487440586090088,3.496297597885132,4.45
2003-06-25,7.79,4.84,1.045,1.8439205884933472,15.69,2478.90576171875,0.401,28.84,4.390414237976074,3.975,5.53,8.931806564331055,13.57,2.69,2.57,1.9144519567489624,0.6232776045799255,1.980145812034607,3.1218223571777344,2.285261631011963,2.41935658454895,1.865910291671753,38.03,2.43,17.32,13.97,14.27,16.5,20.27,24.47,7.435810089111328,9.16,2.1,1.9701775312423704,3.4597082138061523,4.41
2003-06-26,7.75,5.05,1.045,1.9051940441131592,16.23,2425.21142578125,0.396,28.66,4.36894416809082,3.966,5.33,9.092659950256348,13.65,2.7,2.56,1.9621628522872925,0.6179048418998718,1.980044722557068,3.0963735580444336,2.2829854488372803,2.338736295700073,1.9321677684783936,38.03,2.55,17.71,14.18,14.27,16.8,20.22,24.89,7.471389770507812,9.39,2.1,1.9866645336151123,3.455643892288208,4.48
2003-06-27,7.73,4.95,1.039,1.838221549987793,15.81,2376.8857421875,0.38,28.46,4.336741924285889,3.932,5.17,9.118061065673828,13.61,2.64,2.52,1.979459524154663,0.6179048418998718,1.94579553604126,3.1331334114074707,2.308478355407715,2.3273305892944336,2.0091123580932617,39.66,2.64,17.24,13.83,14.38,16.69,20.16,24.81,7.636346340179443,9.16,2.09,2.1103157997131348,3.455643892288208,4.4
2003-06-30,7.68,4.84,1.025,1.8652961254119875,15.62,2358.0927734375,0.364,28.75,4.244423389434815,3.838,5.28,8.84714412689209,13.28,2.62,2.47,1.9639527797698972,0.6044721603393555,1.9247829914093015,3.1444451808929443,2.3216805458068848,2.3734734058380127,1.987739443778992,40.37,2.54,17.08,14.02,14.46,16.69,20.58,24.63,7.697795391082764,9.27,2.09,2.168020009994507,3.4149880409240723,4.34
2003-07-01,7.81,4.88,1.073,1.9237191677093504,15.85,2452.058349609375,0.389,29.27,4.493465423583984,4.085,5.61,8.804813385009766,13.38,2.72,2.54,1.961567997932434,0.6232776045799255,1.922559142112732,3.178377151489258,2.328052759170532,2.5347113609313965,1.9727776050567627,42.77,2.47,17.19,14.42,14.77,17.13,21.05,25.8,7.68162202835083,9.61,2.13,2.1432886123657227,3.455643892288208,4.39
2003-07-02,7.84,4.94,1.073,1.9279946088790891,15.79,2496.803955078125,0.398,28.84,4.54069709777832,4.238,5.67,8.931806564331055,13.35,2.69,2.52,1.9025232791900637,0.6259642839431763,1.959536075592041,3.1891233921051025,2.367203950881958,2.603666305541992,1.974915027618408,42.48,2.43,17.49,14.32,14.75,17.09,20.99,25.47,7.63311243057251,9.6,2.14,2.1597766876220703,3.4597082138061523,4.41
2003-07-03,7.81,4.95,1.059,1.93939471244812,15.34,2468.166748046875,0.389,28.75,4.420470237731934,4.102,5.69,8.872541427612305,13.03,2.63,2.41,1.9233980178833008,0.6259642839431763,1.919427514076233,3.198171615600586,2.354001760482788,2.5347113609313965,1.9514042139053345,41.93,2.42,17.8,14.37,14.39,16.63,20.61,24.55,7.503734111785889,9.52,2.14,2.1581273078918457,3.525162935256958,4.48
2003-07-04,7.92,5.06,1.073,1.966469407081604,15.4,2523.651123046875,0.394,28.75,4.508493423461914,4.162,5.53,8.84714412689209,12.71,2.65,2.45,1.968127965927124,0.615218460559845,1.934683918952942,3.277348279953003,2.412726402282715,2.4750897884368896,1.99415123462677,42.01,2.48,18.64,14.64,14.38,16.63,20.5,24.89,7.442281723022461,9.75,2.17,2.1993446350097656,3.5735414028167725,4.54
2003-07-07,7.91,5.19,1.059,1.952219843864441,15.93,2505.753173828125,0.389,28.79,4.46126127243042,4.238,5.43,9.312783241271973,13.51,2.72,2.47,2.0307507514953613,0.6071587800979614,1.904374957084656,3.3084540367126465,2.458249807357788,2.426355123519897,2.017661571502685,43.28,2.54,18.79,14.56,14.47,17.0,20.52,24.63,7.374362468719482,9.6,2.1,2.3147528171539307,3.630864381790161,4.65
