,ALLL3,AMBV4,BRML3,B3SA3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BISA3,CCRO3,CMIG4,CESP6,HGTX3,CIEL3,CPLE6,CSAN3,CPFE3,CYRE3,DASA3,DXCO3,ELET3,ELET6,ELPL4,EMBR3,FIBR3,GFSA3,GGBR4,GOAU4,GOLL4,HYPE3,ITSA4,ITUB4,JBSS3,LIGT3,PRML3,RENT3,LAME4,LREN3,MRFG3,MMXM3,MRVE3,NATU3,OGXP3,PCAR4,PDGR3,PETR3,PETR4,RDCD3,RSID3,SANB11,CSNA3,CRUZ3,VIVT4,TNLP4,TIMS3,UGPA3,USIM3,USIM5,VALE3,VALE5
2011-09-15,8.63,51.57,10.842611312866213,1.9607375860214236,7.061,14.605226516723633,12.83813762664795,8.757550239562988,29.66370391845703,5.74,7.793036460876465,3.593804121017456,14.297,22.423,5.689321994781494,1.783,4.006050109863281,11.36504364013672,9.31337833404541,14.192002296447754,5.307405471801758,8.634870529174805,10.912,23.41,10.268993377685549,13.98317527770996,338.6241149902344,10.411906242370604,11.668415069580078,12.619999885559082,9.48658847808838,2.8677940368652344,8.397113800048828,3.234261989593506,19.309589385986328,36.18546676635742,5.581606388092041,3.168,7.4226508140563965,5.924689769744873,1252.857421875,6.265020847320557,13.81,1166.0,61.11,3142.607421875,11.084447860717772,9.215987205505373,26.059999465942383,264.6190185546875,7.6246018409729,9.086346626281738,16.24,27.358,19.25,6.807182788848877,12.35226821899414,20.61832046508789,10.193952560424805,24.92866897583008,31.56
2011-09-16,8.88,51.77,10.983426094055176,2.0014073848724365,7.177,14.617178916931152,13.039042472839355,8.811776161193848,29.91189956665039,6.0,7.751091480255127,3.633105516433716,14.356,22.472,5.619072437286377,1.792,4.036362648010254,11.644514083862305,9.50031280517578,14.320188522338867,5.452812194824219,9.35621166229248,11.576,23.56,10.351365089416504,14.379859924316406,341.4637451171875,10.620722770690918,12.115931510925291,13.0,9.407991409301758,2.888814926147461,8.55775260925293,3.2885537147521973,19.309589385986328,37.75024032592773,5.634066581726074,3.201,7.553868770599365,5.887285709381104,1266.3450927734375,6.32705020904541,13.8,1201.0,61.2,3164.645263671875,11.074650764465332,9.260830879211426,26.600000381469727,270.7894897460937,7.803534984588623,9.467108726501465,16.61,28.869,19.71,7.073386669158936,12.437163352966309,20.42138290405273,10.31990909576416,25.057159423828125,31.77
2011-09-19,8.79,52.81,10.735593795776367,1.9842830896377563,7.142,14.768657684326172,12.818531036376951,8.990724563598633,30.288782119750977,5.8,7.732638359069824,3.674931764602661,14.314,22.774,5.625509738922119,1.777,4.068270683288574,11.61711311340332,9.179854393005373,14.50330924987793,5.509937286376953,9.2607421875,11.499,23.56,10.571020126342772,14.859187126159668,327.2656555175781,10.836736679077148,12.379178047180176,12.5,8.889256477355957,2.891818761825561,8.484737396240234,3.2575299739837646,18.96354103088379,37.652442932128906,5.738980770111084,3.111,7.25033712387085,5.760114669799805,1267.84375,6.115114212036133,13.5,1210.0,60.64,3050.0478515625,11.221597671508787,9.328102111816406,26.549999237060547,256.7872314453125,7.555013656616211,9.669028282165527,16.8,28.831,19.74,7.0049333572387695,12.52206039428711,19.642202377319336,10.521434783935549,25.399822235107425,32.21
2011-09-20,8.65,53.25,10.910201072692873,2.003548145294189,7.122,15.003840446472168,12.59313678741455,8.936497688293457,29.645320892333984,5.38,7.682307720184326,3.701549530029297,14.288,21.946,5.662840843200684,1.807,4.066675662994385,11.78150463104248,8.612372398376465,14.072972297668455,5.229506492614746,9.191789627075195,11.491,23.58,10.369668006896973,13.925325393676758,307.38836669921875,10.455107688903809,11.879013061523438,12.0,8.684906005859375,2.8738009929656982,8.461373329162598,3.203237533569336,19.27498817443848,36.772254943847656,5.642458438873291,3.094,7.25033712387085,5.371119976043701,1213.8929443359375,5.742935657501221,12.71,1235.0,59.19,2842.8916015625,11.094245910644531,9.238409042358398,26.489999771118164,240.64903259277344,7.405903339385986,9.432493209838867,16.64,28.428,19.2,7.088596820831299,12.52206039428711,19.582263946533203,10.135173797607422,25.656816482543945,32.51
2011-09-21,8.56,53.24,10.48213005065918,2.005688428878784,7.102,14.73676586151123,12.299134254455566,8.903961181640625,29.645320892333984,5.2,7.717536926269531,3.714231491088867,14.314,21.713,5.658980846405029,1.815,3.986906051635742,11.918499946594238,8.47884464263916,13.642634391784668,5.026974678039551,9.319084167480469,11.669,23.97,10.927967071533203,13.768303871154783,296.0299072265625,10.455107688903809,11.898754119873049,12.06999969482422,8.543431282043457,2.864793539047241,8.43508529663086,3.172213554382324,19.378803253173828,36.57666015625,5.6130805015563965,2.988,6.918966770172119,5.161661624908447,1174.928466796875,5.494814872741699,12.63,1240.0,58.52,2750.332275390625,11.108942031860352,9.238409042358398,26.450000762939453,233.76657104492188,7.430753707885742,9.29403591156006,16.63,28.784,19.19,6.845212459564209,12.475363731384276,19.24833106994629,10.311511039733888,25.22849464416504,32.1
2011-09-22,8.18,52.29,10.138544082641602,1.881537675857544,6.814,13.951498031616213,11.966249465942385,8.209864616394043,27.63219451904297,4.81,7.600095748901367,3.611546277999878,13.916,19.971,5.5740180015563965,1.733,3.797051906585693,11.452718734741213,7.978127479553223,13.303857803344728,4.788088798522949,8.719735145568848,11.048,23.37,10.37882137298584,12.859232902526855,276.86248779296875,10.044681549072266,11.543373107910156,11.0600004196167,8.18974781036377,2.735666275024414,8.10504150390625,2.978312969207764,18.65901756286621,35.10968017578125,5.245870113372803,2.774,6.3556413650512695,4.705340385437012,1102.9940185546875,5.169158458709717,12.39,1158.0,55.7,2666.588134765625,10.481979370117188,8.745096206665039,25.700000762939453,220.71360778808597,7.182234287261963,8.65943431854248,16.14,26.945,18.92,6.563797950744629,12.089092254638672,18.109525680541992,9.900057792663574,23.88996315002441,30.72
2011-09-23,8.49,52.13,10.442700386047363,1.971440315246582,6.603,13.86380386352539,11.842376708984377,8.025494575500488,28.35839080810547,4.9,7.531311511993408,3.5747950077056885,13.738,21.226,5.425976753234863,1.718,3.8034355640411377,11.408883094787598,8.145035743713379,13.505292892456056,4.720577239990234,8.486358642578125,10.75,23.13,10.479498863220217,12.569982528686523,281.8318176269531,9.965476036071776,11.372260093688965,11.229999542236328,8.205466270446777,2.720651865005493,8.011578559875488,3.0170931816101074,18.271440505981445,35.50087356567383,5.252166271209717,3.008,6.892458915710449,4.86991548538208,1094.0023193359375,5.427616119384766,12.83,1171.0,55.48,2781.185302734375,10.286057472229004,8.592618942260742,25.5,223.79885864257807,7.014758586883545,8.619049072265625,15.72,26.588,18.66,6.525768756866455,12.03390884399414,18.15233993530273,9.740514755249023,23.71864318847656,30.3
2011-09-26,8.61,52.18,10.53282356262207,1.980002284049988,6.726,13.600715637207031,11.976161003112791,8.10683536529541,28.67093086242676,5.0,7.574931621551514,3.53955078125,13.848,22.238,5.469744682312012,1.705,3.851296901702881,11.359562873840332,8.15838623046875,14.045504570007324,4.829633712768555,8.613656044006348,10.929,23.17,10.544072151184082,12.470809936523438,278.28228759765625,10.3326997756958,11.767130851745604,11.520000457763672,8.409819602966309,2.759690046310425,8.18681526184082,3.024848699569702,17.918472290039062,35.89207077026367,5.41373872756958,3.074,6.982008457183838,4.705340385437012,1105.9913330078125,5.350079536437988,13.05,1204.0,56.53,2723.886962890625,10.63871955871582,8.870668411254883,25.440000534057617,221.6629180908203,7.114897727966309,8.745969772338867,15.98,26.429,18.73,6.525768756866455,12.26737117767334,18.40921401977539,9.639751434326172,23.40275001525879,29.94
2011-09-27,8.42,51.66,10.527189254760742,1.9478933811187744,6.862,13.82394027709961,12.22886562347412,8.242401123046875,28.542236328125,5.01,7.853432178497314,3.5202856063842773,13.764,22.793,5.451722145080566,1.714,3.940638780593872,11.376002311706545,8.145035743713379,14.494154930114746,4.710191249847412,8.581830024719238,10.818,23.25,10.73779582977295,12.586509704589844,281.8318176269531,10.260692596435549,11.615763664245604,11.420000076293944,8.181886672973633,2.8707971572875977,8.525627136230469,2.9860689640045166,18.001523971557617,36.18546676635742,5.499771118164063,3.053,7.044479370117188,4.533285140991211,1123.9749755859375,5.319064140319824,13.04,1210.0,56.56,2798.815673828125,10.511370658874512,8.767518043518066,25.5,224.7481689453125,7.25008487701416,8.653664588928223,16.1,26.419,18.39,6.350834369659424,12.564504623413086,18.135217666625977,9.631355285644531,23.675804138183597,30.16
2011-09-28,8.4,52.22,10.53282356262207,1.898661017417908,6.862,13.62463092803955,12.189218521118164,8.025494575500488,28.772045135498047,4.95,7.734317779541016,3.4569015502929688,13.679,22.17,5.451722145080566,1.713,3.924685001373291,11.31572437286377,8.01150894165039,14.256095886230469,4.544010162353516,8.486358642578125,10.741,23.01,10.691669464111328,12.032803535461426,269.7634582519531,9.99427890777588,11.365676879882812,11.119999885559082,7.98539924621582,2.852780342102051,8.499340057373047,2.947288751602173,17.371707916259766,36.18546676635742,5.436820983886719,3.008,6.938146591186523,4.443517208099365,1111.98583984375,5.215682029724121,12.8,1196.0,55.95,2670.995849609375,10.388916015625,8.677828788757324,25.299999237060547,219.76431274414065,7.129917621612549,8.6248197555542,15.89,26.945,18.22,6.464922428131104,12.52206039428711,17.818403244018555,9.404635429382324,23.547306060791016,29.99
2011-09-29,8.32,52.57,10.870773315429688,1.894381403923035,6.937,13.501063346862791,12.332910537719728,8.177329063415527,29.452280044555664,5.06,7.950742244720459,3.5240790843963623,13.857,22.744,5.416966915130615,1.701,3.940638780593872,11.408883094787598,8.08494758605957,14.192002296447754,4.611521720886231,8.459839820861816,10.708,22.9,10.866945266723633,12.280732154846191,272.60308837890625,9.843067169189451,11.260380744934082,10.770000457763672,7.655293941497803,2.8707971572875977,8.55775260925293,3.0170931816101074,17.683155059814453,36.57666015625,5.340296745300293,3.033,6.951437473297119,4.293903350830078,1086.5091552734375,5.29838752746582,12.7,1209.0,54.9,2807.630859375,10.339937210083008,8.700249671936035,25.549999237060547,221.18826293945312,7.2350640296936035,8.665202140808105,16.13,26.785,18.4,6.495345115661621,12.59421730041504,17.689970016479492,9.152725219726562,23.40275001525879,29.64
2011-09-30,8.37,53.03,10.820082664489746,1.881537675857544,6.808,13.190141677856444,12.30814266204834,7.906197547912598,29.580974578857425,4.9,8.212467193603516,3.515214204788208,13.722,21.82,5.393792629241943,1.698,3.824175119400024,11.304765701293944,7.817895889282227,14.640653610229492,4.471306324005127,8.592439651489258,10.869,22.54,10.839266777038574,11.817934036254885,254.1455535888672,9.612650871276855,11.030041694641112,10.239999771118164,6.947925567626953,2.861788272857666,8.484737396240234,2.815436363220215,17.12255096435547,35.50087356567383,5.224887847900391,2.951,6.732126712799072,4.585650444030762,1056.536376953125,4.977899551391602,12.59,1150.0,54.27,2701.848876953125,10.23707675933838,8.565711975097656,25.600000381469727,208.3726348876953,6.869555473327637,8.515206336975098,16.15,27.405,17.8,6.617037773132324,12.52206039428711,18.40921401977539,8.833640098571777,22.83521270751953,28.98
2011-10-03,8.09,52.41,10.470865249633787,1.840867280960083,6.637,12.735723495483398,11.8572416305542,7.933309555053711,28.909934997558597,4.67,8.128581047058105,3.422672748565674,13.705,20.924,5.366760730743408,1.677,3.669421195983887,11.34312343597412,7.49075984954834,14.420906066894531,4.2791595458984375,8.459839820861816,10.75,22.68,10.580968856811523,11.39645290374756,239.94749450683597,9.259825706481934,10.595681190490724,9.670000076293944,6.67283821105957,2.807736396789551,8.377208709716797,2.7611443996429443,16.658845901489258,33.83829879760742,5.175614833831787,2.856,6.624467849731445,4.518324375152588,975.6102294921876,4.7039337158203125,12.15,1095.0,54.44,2582.843994140625,9.82563018798828,8.256268501281738,25.6200008392334,198.4049224853516,6.704326152801514,8.024831771850586,15.7,27.911,17.09,6.845212459564209,12.411694526672363,17.25328826904297,8.615317344665527,22.14989280700684,28.27
2011-10-04,7.86,52.79,10.025894165039062,1.8515690565109253,6.719,12.576278686523438,11.673906326293944,8.199020385742188,28.63415908813477,4.79,8.02791690826416,3.360734224319458,13.519,21.061,5.320417881011963,1.674,3.741213798522949,11.019816398620604,7.61093282699585,13.818927764892578,4.206456184387207,8.237071990966797,10.725,22.89,10.331900596618652,11.363395690917969,250.59603881835935,9.216625213623049,10.332437515258787,10.210000038146973,6.4449076652526855,2.7536840438842773,8.274937629699707,2.737876892089844,16.887239456176758,33.153709411621094,5.186136245727539,2.856,6.636427879333496,4.8624348640441895,974.1116333007812,4.9985761642456055,12.23,1080.0,54.44,2688.626220703125,9.864819526672363,8.319051742553711,25.479999542236328,213.11917114257807,6.534090518951416,7.869064331054687,16.13,26.945,16.9,6.845212459564209,12.564504623413086,16.38848114013672,8.581730842590332,21.9517879486084,27.97
2011-10-05,7.86,53.45,9.941407203674316,1.883677840232849,6.733,12.636072158813477,11.6937255859375,7.960423946380615,28.505470275878903,4.98,7.935643672943115,3.3275959491729736,13.425,21.586,5.406668186187744,1.668,3.701329469680786,11.10749340057373,7.757811546325684,13.911054611206056,4.362249851226807,8.19464111328125,10.537,22.54,10.101274490356444,12.082388877868652,247.75645446777344,9.166220664978027,10.398247718811035,10.390000343322754,6.42918872833252,2.804732322692871,8.415193557739258,2.815436363220215,17.004898071289062,33.6427001953125,5.297643661499023,2.922,6.625796318054199,4.952202796936035,1004.0842895507812,5.019252777099609,12.69,1080.0,53.51,2750.332275390625,9.698282241821287,8.166576385498047,25.700000762939453,210.9832305908203,6.509054660797119,7.880603313446045,16.63,26.41,17.6,6.540977954864502,12.768253326416016,17.287538528442383,8.707685470581055,22.406883239746094,28.6
2011-10-06,7.85,52.98,10.470865249633787,1.9842830896377563,6.78,12.93503189086914,11.743273735046388,8.340007781982422,29.5442008972168,5.11,7.898733615875244,3.304781436920166,13.459,21.985,5.535396099090576,1.66,3.7731220722198486,11.074614524841309,8.004831314086914,13.726802825927734,4.497272491455078,8.31132984161377,10.605,22.87,10.59019660949707,12.222882270812988,248.46633911132807,9.46143913269043,10.687817573547363,11.18000030517578,6.680697441101074,2.864793539047241,8.57589340209961,2.8464605808258057,16.852636337280273,35.20747756958008,5.449123382568359,2.979,6.898271083831787,4.937241077423096,1052.04052734375,5.293219089508057,12.71,1128.0,56.0,2878.15234375,10.085232734680176,8.453594207763672,26.700000762939453,221.6629180908203,6.619207382202148,8.05367660522461,17.03,27.208,17.07,6.5029497146606445,12.83192539215088,17.63859748840332,8.884021759033203,22.72813415527344,29.04
2011-10-07,7.54,53.04,10.335685729980469,1.975722074508667,6.623,12.37697410583496,11.396422386169434,7.862816333770752,29.50743103027344,4.98,7.8517560958862305,3.251541376113892,12.977,21.197,5.5534210205078125,1.619,3.760359287261963,10.948579788208008,7.924715995788574,14.187433242797852,4.357056617736816,8.141600608825684,10.554,22.72,10.248872756958008,11.619588851928713,240.6573944091797,9.2526273727417,10.398247718811035,11.100000381469728,6.4449076652526855,2.816743850708008,8.470708847045898,2.815436363220215,16.264352798461914,34.13169479370117,5.3923187255859375,2.914,6.512818336486816,4.712821960449219,990.5965576171876,5.220848560333252,12.45,1138.0,56.18,2754.73974609375,9.74726104736328,8.20693588256836,27.190000534057617,215.7297515869141,6.509054660797119,7.915216445922852,17.05,27.132,16.5,6.457315921783447,12.5814847946167,18.40921401977539,8.73287582397461,22.06422233581543,28.32
2011-10-10,8.0,53.64,10.58914852142334,2.0399370193481445,6.876,13.042657852172852,11.976161003112791,7.965846538543701,29.50743103027344,5.14,7.985972881317139,3.3275959491729736,13.789,22.511,5.728492259979248,1.659,3.8608691692352295,11.1622896194458,8.351998329162598,14.417749404907228,4.66864538192749,8.555313110351562,11.048,23.18,10.885391235351562,12.231146812438965,249.8861541748047,9.706256866455078,11.13533878326416,11.949999809265137,6.405608654022217,2.936861515045166,8.803812026977539,3.024848699569702,16.99105453491211,36.57666015625,5.499618053436279,3.016,6.978017807006836,5.236468315124512,1055.037841796875,5.46380090713501,12.78,1192.0,58.91,2886.96728515625,10.119519233703612,8.480501174926758,28.649999618530277,227.59608459472656,6.714339733123779,8.365209579467773,17.19,27.602,17.04,6.388863563537598,12.674870491027832,19.351076126098636,9.236695289611816,22.75489616394043,29.21
2011-10-11,7.86,53.31,10.60604476928711,2.112715721130371,6.965,13.305741310119627,11.569851875305176,7.835703372955322,29.783205032348636,5.3,7.942352771759033,3.326327323913574,13.307,22.521,5.728492259979248,1.67,3.913517951965332,11.129412651062012,8.412084579467773,14.095307350158691,4.7777018547058105,8.730342864990234,11.286,23.36,10.756245613098145,12.115446090698242,253.4356689453125,9.972676277160645,11.253802299499512,12.460000038146973,6.594241142272949,2.99692177772522,8.970357894897461,3.1024091243743896,17.30249786376953,36.96785354614258,5.501721382141113,3.0,7.067076206207275,5.199065208435059,1067.02685546875,5.634383201599121,12.83,1229.0,59.06,2992.749267578125,10.188093185424805,8.592618942260742,28.309999465942383,228.78271484375,6.789444923400879,8.388285636901855,17.19,26.766,16.82,6.2367472648620605,12.649399757385254,19.65076446533203,9.077152252197266,23.086854934692383,29.72
2011-10-13,8.34,53.64,10.431434631347656,2.119138479232788,7.122,13.433297157287598,11.668954849243164,7.862816333770752,30.9322452545166,5.52,7.955774784088135,3.2895619869232178,13.476,22.151,5.6744256019592285,1.677,3.988502025604248,11.49107837677002,8.81265926361084,14.122942924499512,4.673839092254639,8.71442985534668,11.431,23.33,10.885391235351562,12.148502349853516,276.152587890625,10.0518798828125,11.405166625976562,12.25,6.759292125701904,3.035957098007202,9.072632789611816,3.195481300354004,17.5101318359375,37.35904693603516,5.388110637664795,3.057,7.223909854888916,5.296313762664795,1065.5281982421875,5.608536720275879,12.85,1235.0,61.09,3120.5693359375,10.30564785003662,8.695764541625977,28.09000015258789,239.69973754882807,7.004743576049805,8.411361694335938,17.21,27.142,16.72,6.525768756866455,13.052654266357422,20.096010208129883,9.085548400878906,23.53124237060547,30.26
2011-10-14,8.42,53.64,10.679266929626465,2.1105754375457764,7.095,13.445255279541016,11.738320350646973,8.11225700378418,30.702436447143555,5.48,7.908798217773437,3.3149139881134038,13.51,22.141,5.715620040893555,1.672,4.015622615814209,11.34312343597412,9.03965187072754,14.049243927001951,4.673839092254639,8.735645294189453,11.491,23.54,10.894618034362791,12.165031433105469,278.9922180175781,10.152687072753906,11.451238632202148,12.289999961853027,7.089399337768555,3.0629842281341557,9.174901008605955,3.1877262592315674,17.12947654724121,38.14143753051758,5.449123382568359,3.094,7.125553607940674,5.4085235595703125,1082.01318359375,5.7584428787231445,13.01,1235.0,61.11,3155.829833984375,10.48687744140625,8.807881355285645,27.979999542236328,243.25962829589844,7.104884624481201,8.532512664794922,17.15,27.536,16.9,6.5029497146606445,12.967758178710938,20.63544464111328,9.354254722595217,23.568723678588867,30.42
2011-10-17,7.91,54.08,10.53282356262207,2.0827486515045166,7.074,12.93503189086914,11.619401931762695,7.987535953521728,31.07013320922852,5.27,7.88530969619751,3.290982484817505,13.392,22.637,5.729781627655029,1.598,3.986906051635742,11.28832721710205,8.839365005493164,13.717589378356934,4.52843189239502,8.804597854614258,11.414,23.59,10.747017860412598,11.884045600891112,266.21392822265625,9.699057579040527,11.08268928527832,11.979999542236328,7.120835304260254,3.053974866867065,9.14567756652832,3.1256773471832275,16.831872940063477,35.79426956176758,5.291330337524414,3.02,7.017894268035889,5.348678588867188,1028.0623779296875,5.551675319671631,12.92,1192.0,61.01,2961.896484375,10.261563301086426,8.655404090881348,27.93000030517578,236.61448669433597,7.014758586883545,8.088292121887207,17.29,28.362,17.44,6.5029497146606445,13.20121955871582,20.97794342041016,8.917609214782715,22.479171752929688,29.36
2011-10-18,8.1,54.97,10.53282356262207,2.0827486515045166,7.197,12.93503189086914,11.891925811767578,8.03091812133789,31.851486206054688,5.51,7.985972881317139,3.2895619869232178,13.925,24.087,5.729781627655029,1.637,4.07784366607666,11.28832721710205,9.0463285446167,13.911054611206056,4.52843189239502,8.8894624710083,11.508,23.91,11.069889068603516,11.884045600891112,266.21392822265625,9.699057579040527,11.08268928527832,12.510000228881836,7.120835304260254,3.053974866867065,9.174901008605955,3.1256773471832275,17.295581817626953,36.18546676635742,5.291330337524414,3.176,7.350179195404053,5.348678588867188,1028.0623779296875,5.551675319671631,13.68,1192.0,61.68,2961.896484375,10.344831466674805,8.655404090881348,28.270000457763672,244.92091369628903,7.014758586883545,8.088292121887207,17.87,28.174,18.31,6.586615085601807,13.20121955871582,20.97794342041016,9.186312675476074,22.57151985168457,29.4
2011-10-19,7.92,55.52,10.701799392700195,2.112715721130371,7.177,12.644041061401367,11.936513900756836,7.510344982147217,31.897443771362305,5.64,8.019529342651367,3.465766429901123,13.815,24.467,5.800582408905029,1.637,4.20068883895874,11.567793846130373,9.326730728149414,13.62546443939209,4.710191249847412,8.772773742675781,11.508,23.75,11.42043685913086,11.817934036254885,291.0605773925781,9.814266204833984,11.13533878326416,12.739999771118164,7.655293941497803,3.1260464191436768,9.350214958190918,3.311821699142456,17.440921783447266,34.91408157348633,5.428084850311279,3.263,7.529617309570312,5.692789077758789,1026.563720703125,5.918687343597412,13.73,1288.0,63.38,3063.270751953125,10.261563301086426,8.624011993408203,28.739999771118164,247.29417419433597,7.300155162811279,8.082521438598633,18.5,28.784,17.75,6.579009532928467,13.15452766418457,20.25013542175293,8.951196670532227,21.81098937988281,28.58
2011-10-20,7.67,55.51,10.341316223144531,2.0527803897857666,7.177,12.277318000793455,11.792826652526855,7.212100505828857,30.978212356567383,5.38,7.927253246307373,3.4543650150299072,13.493,24.048,5.799295425415039,1.62,4.227811813354492,11.567793846130373,8.986242294311523,13.542550086975098,4.455726146697998,8.66139030456543,11.508,23.59,11.125240325927734,11.966690063476562,276.152587890625,9.540647506713867,10.85234832763672,12.350000381469728,7.301609039306641,3.102022647857666,9.233339309692385,3.249774217605591,17.530893325805664,34.91408157348633,5.383903503417969,3.119,7.109604358673096,5.5356950759887695,995.0924682617188,5.820472240447998,13.68,1274.0,62.16,2970.71142578125,10.021557807922363,8.440139770507812,28.649999618530277,242.78497314453125,7.260098934173584,7.89214277267456,17.58,28.118,17.86,6.556190490722656,13.0314302444458,19.077083587646484,9.009974479675291,21.53936767578125,28.2
2011-10-21,7.85,55.65,10.560985565185549,2.112715721130371,7.334,12.747684478759766,12.03562068939209,7.423583030700684,31.483789443969727,5.51,8.128581047058105,3.4607064723968506,13.865,24.302,5.805730819702148,1.649,4.277267932891846,11.874661445617676,9.286673545837402,13.68073844909668,4.575168609619141,8.995539665222168,11.874,23.91,11.383536338806152,12.4542818069458,281.8318176269531,9.900672912597656,11.319613456726074,12.779999732971191,7.16013240814209,3.132052183151245,9.411577224731444,3.4048938751220703,17.655471801757812,35.89207077026367,5.552216053009033,3.098,7.348850727081299,5.692789077758789,1031.0596923828125,5.929022789001465,13.65,1324.0,62.85,3080.901123046875,10.286057472229004,8.641947746276855,28.5,248.24346923828125,7.475398540496826,8.105598449707031,17.7,28.343,18.06,6.731125354766846,13.455907821655272,19.299705505371094,9.44662094116211,22.02828025817871,28.69
2011-10-24,7.97,55.47,10.268094062805176,2.112715721130371,7.519,13.536941528320312,12.327963829040527,7.759786605834961,31.796327590942383,5.57,8.08160400390625,3.4977006912231445,14.085,24.866,5.863659381866455,1.67,4.258123874664307,11.951379776000977,9.580429077148438,13.31223201751709,4.694612503051758,9.250133514404297,12.061,24.37,11.521912574768066,12.817910194396973,298.1596069335937,9.900672912597656,11.89217472076416,13.479999542236328,7.537398338317871,3.19811749458313,9.624876022338867,3.7073800563812256,17.58626365661621,36.38106155395508,5.4975128173828125,3.217,7.456513404846191,5.984534740447998,1058.0350341796875,6.078929901123047,13.82,1324.0,63.67,3080.901123046875,10.530961036682127,8.641947746276855,28.61000061035156,250.37940979003903,7.725745677947998,8.619049072265625,17.78,28.418,18.39,6.731125354766846,13.22244358062744,19.762075424194336,9.866470336914062,23.332050323486328,30.41
2011-10-25,7.75,55.62,10.268094062805176,2.112715721130371,7.45,13.536941528320312,12.327963829040527,7.759786605834961,31.796327590942383,5.57,8.08160400390625,3.4977006912231445,13.95,25.002,5.863659381866455,1.665,4.258123874664307,11.951379776000977,9.580429077148438,13.579400062561035,4.694612503051758,9.250133514404297,11.78,24.38,11.521912574768066,12.817910194396973,298.1596069335937,9.900672912597656,11.89217472076416,13.479999542236328,7.537398338317871,3.19811749458313,9.624876022338867,3.7073800563812256,17.58626365661621,36.38106155395508,5.4975128173828125,3.189,7.456513404846191,5.984534740447998,1058.0350341796875,6.078929901123047,13.67,1324.0,61.56,3080.901123046875,10.530961036682127,8.641947746276855,,250.37940979003903,7.725745677947998,8.619049072265625,18.01,28.822,18.45,6.746336460113525,13.22244358062744,19.762075424194336,9.866470336914062,23.332050323486328,30.1
2011-10-26,7.93,55.31,10.268094062805176,2.112715721130371,7.498,13.536941528320312,12.327963829040527,7.759786605834961,31.796327590942383,5.78,8.08160400390625,3.4977006912231445,14.339,24.856,5.863659381866455,1.698,4.258123874664307,11.951379776000977,9.580429077148438,13.174044609069824,4.694612503051758,9.250133514404297,11.78,24.48,11.521912574768066,12.817910194396973,298.1596069335937,9.900672912597656,11.89217472076416,13.479999542236328,7.537398338317871,3.19811749458313,9.624876022338867,3.7073800563812256,17.58626365661621,36.38106155395508,5.364965915679932,3.176,7.456513404846191,5.984534740447998,1058.0350341796875,6.078929901123047,13.6,1324.0,63.51,3080.901123046875,10.530961036682127,8.641947746276855,,250.37940979003903,7.725745677947998,8.619049072265625,17.96,28.362,18.62,6.738729000091553,13.22244358062744,19.762075424194336,9.866470336914062,23.332050323486328,30.86
2011-10-27,8.59,54.19,10.268094062805176,2.112715721130371,7.723,13.536941528320312,12.327963829040527,7.759786605834961,31.796327590942383,6.06,8.08160400390625,3.4977006912231445,14.881,25.625,5.863659381866455,1.738,4.258123874664307,11.951379776000977,9.580429077148438,13.22010898590088,4.694612503051758,9.250133514404297,12.197,24.33,11.521912574768066,12.817910194396973,298.1596069335937,9.900672912597656,11.89217472076416,13.479999542236328,7.537398338317871,3.19811749458313,9.624876022338867,3.7073800563812256,17.58626365661621,36.38106155395508,5.417565822601318,3.258,7.456513404846191,5.984534740447998,1058.0350341796875,6.078929901123047,13.07,1324.0,64.53,3080.901123046875,10.530961036682127,8.641947746276855,,250.37940979003903,7.725745677947998,8.619049072265625,17.87,27.527,19.4,6.784366130828857,13.22244358062744,19.762075424194336,9.866470336914062,23.332050323486328,31.6
2011-10-28,8.47,54.22,10.025894165039062,2.2240238189697266,7.703,14.166749000549316,12.93246841430664,8.307472229003906,32.66960144042969,6.11,7.883632183074951,3.554502487182617,14.695,26.55,5.880394458770752,1.724,4.259719371795654,11.86370086669922,10.53513526916504,13.03585720062256,4.741350173950195,9.17587661743164,11.993,24.56,11.134466171264648,13.074103355407717,313.7774963378906,11.304764747619627,13.096524238586426,13.899999618530272,7.639573574066162,3.267184257507324,9.671626091003418,4.017620086669922,18.5828857421875,37.945838928222656,5.470164299011231,3.238,7.017894268035889,5.8723249435424805,1189.914794921875,6.513139724731445,13.18,1490.0,65.73,3459.953369140625,11.402827262878418,9.39089012145996,28.5,272.9254150390625,7.936038970947266,9.461338996887209,17.99,27.921,18.75,6.9136643409729,12.98898220062256,21.406063079833984,10.37028980255127,24.2283935546875,31.59
