,ALLL3,AMBV4,AEDU3,BRML3,BBSE3,B3SA3,BRPR3,BBDC3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BISA3,CCRO3,CMIG4,CESP6,CTIP3,HGTX3,CIEL3,CPLE6,CSAN3,CPFE3,CYRE3,DASA3,DXCO3,ECOR3,ELET3,ELET6,ELPL4,EMBR3,ENBR3,YDUQ3,EVEN3,FIBR3,GFSA3,GGBR4,GOAU4,GOLL4,PRIO3,HYPE3,ITSA4,ITUB4,JBSS3,KLBN4,COGN3,LIGT3,PRML3,RENT3,LAME4,LREN3,MRFG3,MMXM3,MRVE3,NATU3,OIBR4,PCAR4,PDGR3,PETR3,PETR4,QUAL3,RSID3,SBSP3,SANB11,CSNA3,CRUZ3,VIVT4,TIMS3,UGPA3,USIM5,VALE3,VALE5
2013-05-08,10.75,81.71,12.09,13.583760261535645,9.22883415222168,3.2764525413513184,5.439205646514893,9.293675422668455,9.528,10.999512672424316,14.020665168762209,9.75399112701416,45.61744689941406,2.09,14.109014511108398,4.6046648025512695,11.657,21.7,29.713,10.5728120803833,1.867,7.555182933807373,12.94596004486084,11.845574378967283,10.83916187286377,9.057855606079102,12.41102409362793,3.055314540863037,5.387,7.09,16.86056137084961,6.90648365020752,12.278876304626465,7.379032611846924,17.925241470336914,185.28489685058597,10.7213773727417,12.674875259399414,12.1899995803833,4.090000152587891,13.458534240722656,3.6850647926330566,10.816975593566896,5.0764241218566895,1.9290223121643064,6.183847427368164,15.006790161132812,18.58172416687012,7.575750827789307,4.605,10.599287033081056,5.139219284057617,307.4993896484375,4.593167304992676,21.12,41.92417526245117,107.22,1021.0490112304688,9.793293952941896,9.583633422851562,12.09118938446045,82.0,21.801782608032227,7.688694477081299,4.879993438720703,26.67,33.928,6.319440364837647,23.418176651000977,7.808535575866699,20.632164001464844,27.35
2013-05-09,10.89,84.15,12.11,13.890378952026367,9.360673904418944,3.2832977771759038,5.44429349899292,9.15460205078125,9.473,11.056032180786133,13.921539306640623,9.51042652130127,46.27312850952149,1.95,14.213525772094728,4.572508811950684,11.725,21.58,29.713,10.644285202026367,1.884,7.620455265045166,12.922197341918944,11.886659622192385,10.681265830993652,8.851323127746582,12.229741096496582,3.030373334884644,5.405,7.0,17.18950843811035,6.854814052581787,12.186890602111816,7.444117546081543,17.726898193359375,190.96414184570312,10.610466957092283,12.498645782470703,12.140000343322754,4.150000095367432,13.506173133850098,3.673215389251709,10.816975593566896,4.998083591461182,1.888455867767334,6.264570713043213,15.04595184326172,18.09273147583008,7.478971481323242,4.629,10.774654388427734,4.8773956298828125,296.9994201660156,4.490617752075195,20.75,42.20429229736328,106.94,993.821044921875,9.813644409179688,9.588356018066406,12.059944152832031,80.5,21.68415069580078,7.641298294067383,4.828625202178955,26.74,33.768,6.273425102233887,23.27996635437012,7.571913242340088,20.74429702758789,27.38
2013-05-10,10.79,84.86,12.02,13.606901168823242,9.445051193237305,3.296988010406494,5.388325214385986,9.103785514831545,9.459,10.973428726196287,13.998632431030272,9.380146026611328,46.572879791259766,1.86,14.171719551086426,4.632534503936768,11.607,22.13,30.326,10.580537796020508,1.86,7.643301486968994,12.981610298156738,11.900352478027344,10.857738494873049,8.762810707092285,12.285520553588867,3.0179028511047363,5.396,7.04,16.954545974731445,6.917963981628418,12.263958930969238,7.444117546081543,17.82607078552246,199.48297119140625,10.425616264343262,12.173301696777344,12.170000076293944,4.599999904632568,13.371188163757324,3.629767417907715,10.71499252319336,4.84923791885376,1.913635015487671,6.149857044219971,15.226099014282228,17.40814208984375,7.530735969543457,4.617,10.745190620422363,4.8624348640441895,272.9994506835937,4.350285053253174,21.12,42.951271057128906,105.44,1039.2010498046875,9.76785659790039,9.427763938903809,11.897478103637695,79.75,21.71552085876465,7.593902111053467,4.668099403381348,26.56,33.871,6.380793571472168,23.73346900939941,7.360644340515137,20.20724868774414,26.86
2013-05-13,10.64,85.0,12.48,13.612686157226562,9.402862548828123,3.2422282695770264,5.314547061920166,8.986105918884277,9.268,10.682134628295898,13.838936805725098,9.204550743103027,45.72985458374024,1.76,14.018437385559082,4.555357933044434,11.471,22.05,30.209,10.630763053894045,1.848,7.597609996795654,12.993494033813477,11.845574378967283,10.644113540649414,8.526775360107422,12.22276782989502,2.949314594268799,5.43,7.04,16.992137908935547,6.89500093460083,12.152085304260254,7.248862266540527,17.47896957397461,189.54432678222656,10.28512954711914,11.902181625366213,11.859999656677246,3.799999952316284,13.418832778930664,3.5665743350982666,10.511014938354492,4.935412406921387,1.9220281839370728,6.370785713195801,14.646502494812012,16.91914939880371,7.559995651245117,4.539,10.574033737182615,4.884876728057861,275.9994506835937,4.371874809265137,21.37,43.41813278198242,104.83,1016.5110473632812,9.538921356201172,9.205764770507812,11.841238975524902,80.5,21.07244682312012,7.504375457763672,4.578205585479736,26.55,34.049,6.399322986602783,23.582298278808597,7.293038845062256,19.735111236572266,26.29
2013-05-14,10.68,86.75,12.67,13.9713716506958,9.492513656616213,3.2445104122161865,5.352708339691162,8.983427047729492,9.364,10.456058502197266,13.910526275634766,9.283851623535156,46.741493225097656,1.8,14.02540111541748,4.553214073181152,11.471,22.13,30.521,10.895421981811523,1.851,7.628612995147705,13.130141258239746,12.372804641723633,11.14566707611084,8.603485107421875,12.32735538482666,2.8994312286376958,5.413,7.22,17.104921340942383,7.032787799835205,12.181918144226074,7.362761497497559,17.578144073486328,181.73538208007807,10.189006805419922,11.861513137817385,12.25,3.619999885559082,13.38707160949707,3.5744738578796387,10.668636322021484,4.841404438018799,1.887056827545166,6.36016321182251,14.55251407623291,17.60373878479004,7.483469486236572,4.568,10.64838695526123,5.573098182678223,299.9993896484375,4.031838893890381,21.03,43.978363037109375,107.61,1016.5110473632812,9.564358711242676,9.234105110168455,11.57879638671875,79.75,21.00186538696289,7.456978321075439,4.424099445343018,26.81,34.19,6.383693695068359,23.7161922454834,7.132472038269043,19.351505279541016,25.66
2013-05-15,10.72,87.74,13.01,13.942445755004885,9.70345687866211,3.2467916011810303,5.464646816253662,9.052970886230469,9.446,10.173462867736816,13.59112548828125,9.397139549255373,46.282501220703125,1.74,14.28320026397705,4.570363998413086,11.7,21.96,30.715,10.810422897338867,1.896,7.669406890869141,13.17767333984375,12.263251304626465,11.043498039245604,8.47366714477539,12.32735538482666,2.936843156814575,5.439,7.44,17.198896408081055,7.101678371429443,12.390751838684082,7.322083473205566,17.47896957397461,183.86509704589844,9.922818183898926,11.62428379058838,11.800000190734863,3.3299999237060547,13.474411010742188,3.6376686096191406,10.84788990020752,5.146929740905762,1.9094388484954836,6.621236324310303,14.716995239257812,17.799335479736328,7.47672176361084,4.621,10.90793514251709,5.70775032043457,302.9993896484375,3.6216399669647217,21.64,45.47232437133789,108.96,1070.967041015625,9.620318412780762,9.24355411529541,11.809995651245115,88.0,20.468582153320312,7.557039260864258,4.308520317077637,26.9,34.65,6.383693695068359,23.77666282653809,6.887399673461914,18.94429016113281,25.15
2013-05-16,10.64,86.02,12.93,14.00029754638672,9.91440200805664,3.210285425186157,5.546057224273682,9.197391510009766,9.453,9.890864372253418,13.860963821411133,9.368817329406738,46.27312850952149,1.75,14.095078468322754,4.613239288330078,11.607,21.79,30.822,10.650081634521484,1.888,7.530706882476807,13.21925926208496,12.311182975769045,10.867025375366213,8.615290641784668,12.208823204040527,3.2299046516418457,6.162,7.64,17.386863708496094,7.032787799835205,12.164514541625977,7.2976765632629395,17.602933883666992,183.86509704589844,9.97457790374756,11.712394714355469,11.369999885559082,3.069999933242798,13.62527561187744,3.610021591186523,10.745899200439451,5.452454566955566,1.913635015487671,6.640453815460205,14.55251407623291,17.89713478088379,7.472218036651611,4.592,10.844799995422363,5.902247428894043,295.4994201660156,3.931046485900879,22.28,45.19220733642578,106.28,1061.8909912109375,9.569445610046388,9.328573226928713,11.959962844848633,86.0,20.58621597290039,7.79401683807373,4.302099704742432,26.79,34.368,6.48527193069458,23.73346900939941,6.929653167724609,18.50166702270508,24.54
2013-05-17,10.69,86.64,13.06,14.02922534942627,9.935495376586914,3.230820655822754,5.581674098968506,9.28029441833496,9.672,10.008252143859863,14.340063095092772,9.45944595336914,46.72275161743164,1.74,14.255329132080078,4.74829626083374,11.767,21.92,31.26,10.167128562927246,1.888,7.674303531646728,13.349966049194336,12.475510597229004,10.77414608001709,8.6506929397583,12.090287208557127,3.1800217628479004,6.111,7.34,17.659421920776367,7.273910045623779,12.393238067626951,7.395304679870605,17.7764835357666,182.4452972412109,10.02633571624756,11.82762336730957,11.140000343322754,3.200000047683716,13.672916412353516,3.653466701507568,10.85715389251709,5.381948947906494,1.9276241064071653,6.619101524353027,14.262718200683594,18.19053077697754,7.517231941223144,4.621,10.941603660583496,5.70775032043457,304.4993896484375,3.902846097946167,22.09,46.03255844116211,107.62,1061.8909912109375,9.711894989013672,9.394699096679688,11.778751373291016,88.5,20.05293655395508,7.767689228057861,4.314940929412842,26.78,34.406,6.516528129577637,23.91055679321289,7.343742847442627,18.74953842163086,24.69
2013-05-20,10.65,86.09,13.07,13.884592056274414,9.787837982177734,3.296988010406494,5.58421802520752,9.451465606689451,9.836,10.373455047607422,14.631936073303224,9.431122779846191,46.58224868774414,1.74,14.213525772094728,4.827616691589356,11.53,22.08,31.445,10.215426445007324,1.898,7.858697891235352,13.367793083190918,12.578219413757324,10.727705001831056,8.674299240112305,12.187904357910156,3.2735512256622314,6.196,7.31,17.762800216674805,7.296873569488525,12.395726203918455,7.362761497497559,17.685577392578125,178.89576721191406,10.24848461151123,11.976906776428224,11.25,3.2799999713897705,13.815837860107422,3.6811156272888175,9.985615730285645,5.4367876052856445,1.906640887260437,6.640453815460205,14.29404640197754,17.89713478088379,7.596002101898193,4.695,11.167484283447266,5.603020668029785,298.4993896484375,3.9197652339935294,22.3,44.81871795654297,110.2,1084.5809326171875,9.833992958068848,9.541122436523438,11.859984397888184,88.5,20.71169090270996,7.92567253112793,4.398416042327881,26.77,34.462,6.4930853843688965,24.10059356689453,7.521209716796875,19.4105224609375,25.65
2013-05-21,10.75,85.77,13.11,13.936660766601562,9.756196022033691,3.3792240619659424,5.563864707946777,9.494256973266602,9.863,10.469101905822754,14.455716133117676,9.431122779846191,46.4604721069336,1.82,14.24835968017578,4.902647972106934,11.843,21.96,31.611,10.257925987243652,1.9,7.96312952041626,13.753973007202148,12.900032997131348,10.867025375366213,8.615290641784668,12.201849937438965,3.4668471813201904,6.63,7.73,18.129329681396484,7.291132926940918,12.368375778198242,7.517337799072266,17.73516082763672,179.6056671142578,10.43360996246338,12.160123825073242,11.149999618530272,2.8499999046325684,13.91112232208252,3.744312047958374,11.160964012145996,5.342780590057373,1.895449995994568,6.63831901550293,14.607339859008787,18.09273147583008,7.872836112976074,4.761,11.226408004760742,5.550656318664551,313.4993591308594,4.060764789581299,22.3,43.791622161865234,109.97,1143.574951171875,9.859427452087402,9.564736366271973,11.947468757629396,89.75,21.40966796875,7.92567253112793,4.494730949401856,26.87,34.453,6.586848258972168,24.014217376708984,7.56346321105957,19.563962936401367,25.91
2013-05-22,11.02,84.74,13.36,13.994512557983398,9.62435245513916,3.3736088275909424,5.657995223999023,9.606581687927246,9.911,10.234330177307127,14.747687339782717,9.374481201171877,45.61744689941406,1.9,14.060239791870115,4.992686748504639,12.148,21.86,31.601,10.412469863891602,1.92,7.992503643035889,13.742090225219728,12.865800857543944,10.820586204528809,8.59758472442627,12.111207962036133,3.722496032714844,7.124,7.65,17.875574111938477,7.54373836517334,12.67168140411377,7.533610820770264,18.08226203918457,179.6056671142578,10.411394119262695,12.207627296447754,11.0,2.7300000190734863,14.046101570129396,3.811456441879273,11.307144165039062,5.389782905578613,1.8982481956481931,6.715186595916748,15.249592781066896,18.58172416687012,7.989871978759766,4.744,11.306376457214355,5.588058948516846,311.9993896484375,4.055124282836914,22.68,42.6711540222168,107.92,1139.0369873046875,9.584711074829102,9.408869743347168,12.134926795959473,92.5,21.723363876342773,8.057330131530762,4.494730949401856,27.31,34.594,6.586848258972168,23.992616653442383,7.698676109313965,19.25117874145508,25.56
2013-05-23,11.05,84.98,13.21,13.913518905639648,9.408133506774902,3.348015546798706,5.622378826141357,9.35250473022461,9.774,10.086509704589844,14.73110580444336,9.561403274536133,45.61744689941406,1.89,13.976630210876465,4.996951580047607,11.987,21.82,31.494,10.350651741027832,1.942,7.999029636383057,13.712385177612305,12.87264633178711,10.876314163208008,8.804116249084473,12.062399864196776,3.778614282608032,7.252,7.75,17.659421920776367,7.520773887634277,12.67168140411377,7.590559005737305,18.24754905700684,185.28489685058597,10.085575103759766,11.800477981567385,10.699999809265137,2.75,13.86347770690918,3.760109424591065,11.211953163146973,5.483790397644043,1.888455867767334,6.619101524353027,15.273091316223145,18.875120162963867,7.911097526550293,4.732,11.19273853302002,5.498291492462158,311.9993896484375,4.162285327911377,22.31,43.13801574707031,105.78,1134.4989013671875,9.5134859085083,9.380528450012209,11.90372371673584,95.5,21.7625732421875,7.92567253112793,4.475467681884766,27.31,35.044,6.672798156738281,23.768022537231445,7.867691516876221,18.891176223754883,25.1
2013-05-24,11.0,84.8,13.41,13.664753913879396,9.513609886169434,3.320097684860229,5.576584815979004,9.285643577575684,9.719,9.951732635498049,14.753216743469238,9.561403274536133,46.27312850952149,2.01,13.76064109802246,4.992686748504639,11.843,21.46,31.377,10.503265380859377,1.918,7.865223884582519,14.003503799438477,12.87264633178711,10.867025375366213,8.874927520751953,12.062399864196776,3.853438138961792,7.515,7.83,17.6782169342041,7.480586051940918,12.835765838623049,7.47666072845459,18.809520721435547,188.12451171875,9.841209411621094,11.56976318359375,10.470000267028809,2.75,13.776138305664062,3.752208948135376,11.17795753479004,5.40545129776001,1.9052424430847168,6.715186595916748,15.061616897583008,19.75530815124512,7.924601554870605,4.757,11.42001247406006,5.819960117340088,326.9993591308594,4.393521308898926,22.34,42.48440933227539,105.68,1184.4168701171875,9.508398056030272,9.48916244506836,11.972461700439451,97.75,21.52730369567871,8.004669189453125,4.526835918426514,26.91,34.857,6.625915050506592,23.51751708984375,7.884592056274414,18.708227157592773,24.92
2013-05-27,11.03,84.26,13.44,13.844096183776855,9.513609886169434,3.345691680908203,5.637641906738281,9.226808547973633,9.672,10.047381401062012,14.82507038116455,9.629375457763672,46.06706237792969,2.07,13.795479774475098,4.945523262023926,11.759,21.79,30.754,10.501334190368652,1.905,7.7868971824646,13.955974578857422,12.7836332321167,10.932042121887209,8.827719688415527,11.99267578125,3.8160266876220703,7.32,7.77,17.856782913208008,7.405952930450439,13.007307052612305,7.419711112976074,,189.54432678222656,9.959691047668455,11.630834579467772,10.489999771118164,2.700000047683716,13.95876407623291,3.7403604984283447,11.13037109375,5.499459266662598,1.919230937957764,6.828351020812988,14.842313766479492,,7.857082366943359,4.707,11.258675575256348,5.962092876434326,332.99932861328125,4.280723571777344,22.63,42.297664642333984,104.36,1225.2587890625,9.437174797058104,9.413591384887695,11.934969902038574,100.0,21.71552085876465,8.109992980957031,4.533257007598877,26.9,35.044,6.618101596832275,23.55638885498047,7.943748474121094,18.796751022338867,24.98
2013-05-28,11.01,85.15,13.77,13.595330238342283,9.677088737487791,3.3643033504486084,5.657995223999023,9.373902320861816,9.74,9.88217067718506,14.808489799499512,9.60105323791504,46.17946243286133,1.96,13.732770919799805,4.889785289764404,11.717,21.54,30.005,10.698378562927246,1.913,7.830958366394043,13.997562408447266,12.626151084899902,10.885601997375488,8.644793510437012,12.00661849975586,3.928262233734131,7.294,7.65,17.819189071655273,7.428918838500977,12.977474212646484,7.395304679870605,19.11529541015625,188.12451171875,10.00411891937256,11.685124397277832,10.829999923706056,2.630000114440918,14.1016845703125,3.775907278060913,11.167754173278809,5.569965362548828,1.861877918243408,6.864648342132568,14.842313766479492,18.58172416687012,7.816569805145264,4.744,11.307777404785156,5.857364177703857,308.9993896484375,4.060764789581299,22.22,42.39103698730469,105.68,1179.87890625,9.625406265258787,9.465550422668455,11.991207122802734,98.0,21.91942024230957,8.083661079406738,4.462625980377197,26.86,35.129,6.539966583251953,23.60389709472656,8.070509910583496,18.4721622467041,24.61
2013-05-29,10.8,83.31,13.35,13.248213768005373,9.539977073669434,3.28054428100586,5.571496486663818,9.293675422668455,9.514,9.75609016418457,14.29994297027588,9.363153457641602,46.55414962768555,1.87,13.614327430725098,4.784741401672363,11.598,20.56,29.08,10.541902542114258,1.837,7.788530349731445,13.706443786621094,12.42758083343506,10.634824752807615,8.745109558105469,11.914663314819336,3.716261148452759,6.894,7.28,17.847383499145508,7.371507167816162,12.970013618469238,7.313947200775146,19.627683639526367,193.09385681152344,9.818995475769045,11.501908302307127,9.949999809265137,2.380000114440918,13.895238876342772,3.673215389251709,10.895790100097656,5.452454566955566,1.849287867546081,6.661805152893066,14.262718200683594,17.7015380859375,7.652270317077637,4.621,10.924769401550291,5.737673759460449,284.9994201660156,3.981805086135864,21.68,39.40312194824219,103.2,1111.8089599609375,9.528746604919434,9.37580680847168,11.959962844848633,94.75,21.676307678222656,8.083661079406738,4.33420467376709,26.65,34.669,6.430575847625732,23.4095401763916,7.77473258972168,18.324621200561523,24.27
2013-05-31,10.65,81.33,13.34,12.66969108581543,9.74037265777588,3.2596046924591064,5.271297454833984,9.547736167907717,9.713,9.590879440307615,14.04014778137207,9.465110778808594,46.76021194458008,1.69,13.614327430725098,4.641109466552734,11.378,20.27,27.98,10.453036308288574,1.724,7.718362808227539,13.33808422088623,11.640159606933594,10.309744834899902,8.585783958435059,12.136632919311523,3.529200792312622,6.571,6.97,18.364294052124023,7.216499328613281,12.418098449707031,6.671231269836426,19.503719329833984,181.0254669189453,9.663492202758787,11.155829429626465,9.3100004196167,2.309999942779541,13.609395027160645,3.712714433670044,11.007975578308104,5.562131404876709,1.814316272735596,6.629777431488037,13.6048002243042,16.62575340270996,7.384440898895264,4.588,10.451979637145996,5.655385494232178,251.9994964599609,3.722367286682129,21.31,37.06881332397461,99.72,1048.2769775390625,9.65084457397461,9.474993705749512,11.79749870300293,86.25,21.08028793334961,8.10472297668457,4.244310855865479,26.07,33.74,6.360255241394043,23.215177536010746,7.521209716796875,17.97052001953125,23.67
2013-06-03,10.67,80.44,13.21,12.582913398742676,9.597987174987791,3.245645761489868,5.192431926727295,9.355182647705078,9.432,9.782175064086914,14.112008094787598,9.306509017944336,46.432373046875,1.71,13.58645725250244,4.791172504425049,11.446,20.56,27.241,10.692580223083496,1.825,7.597609996795654,13.397496223449709,11.708632469177246,10.504794120788574,8.438261985778809,12.022068977355955,3.585318326950073,6.741,7.06,18.16692543029785,7.136124610900879,12.380807876586914,6.760723114013672,19.371492385864254,189.54432678222656,9.959691047668455,11.467975616455078,8.949999809265137,2.309999942779541,13.537931442260742,3.679087638854981,10.924646377563477,5.515127658843994,1.8087214231491089,6.736537933349609,14.29404640197754,17.21254539489746,7.348430156707764,4.457,10.278011322021484,5.797518730163574,257.9994812011719,3.8464467525482178,21.0,38.37602615356445,99.35,1075.5050048828125,9.67628288269043,9.583633422851562,11.685023307800291,89.0,20.837173461914062,7.930941104888916,4.340626239776611,25.68,34.078,6.516528129577637,23.23677635192871,7.631070613861084,18.64921188354492,24.73
2013-06-04,10.79,78.99,13.0,12.542417526245115,9.387042045593262,3.247971773147583,5.266210079193115,9.220332145690918,9.296,9.782175064086914,13.841157913208008,9.283851623535156,46.42300796508789,1.74,13.795479774475098,4.698990345001221,11.446,21.33,27.27,10.800761222839355,1.763,7.617191314697266,13.409379959106444,11.715478897094728,10.46764087677002,8.202225685119629,12.06502914428711,3.498024702072144,6.63,7.0,18.317291259765625,7.27964973449707,12.380807876586914,7.021064281463623,19.685535430908203,188.12451171875,9.98190689086914,11.515478134155272,9.18000030517578,2.150000095367432,13.426774978637695,3.671175956726074,10.979073524475098,5.452454566955566,1.7653566598892212,6.533693790435791,14.388036727905272,16.91914939880371,7.564493179321289,4.477,10.241536140441896,5.730191707611084,253.4994964599609,3.7844080924987793,20.93,44.81871795654297,99.0,1089.1190185546875,9.630495071411133,9.479719161987305,11.69127082824707,89.25,20.70385360717773,7.930941104888916,4.314940929412842,25.34,34.622,6.48527193069458,23.215177536010746,7.740930557250977,18.885276794433597,25.03
2013-06-05,10.75,78.58,12.94,12.646550178527832,9.360673904418944,3.164212703704834,5.072861194610596,8.931351661682129,9.043,9.564794540405272,13.515027046203612,9.340495109558104,45.97339630126953,1.74,13.656132698059082,4.611096382141113,11.175,21.07,26.939,10.700307846069336,1.747,7.506229400634766,13.361849784851074,11.777103424072266,10.421199798583984,8.054705619812012,12.057868957519531,3.3546109199523926,6.4,6.8,18.16692543029785,7.118902206420898,12.171974182128906,6.89902925491333,19.49545669555664,182.4452972412109,9.596847534179688,11.135475158691406,8.84000015258789,2.190000057220459,13.33942985534668,3.5564520359039307,10.598130226135254,5.428953647613525,1.8087214231491089,6.50166654586792,14.160895347595217,16.5279541015625,7.314672470092773,4.42,10.171387672424316,5.610501766204834,248.9994964599609,3.649048566818237,21.0,44.35185623168945,98.65,1070.967041015625,9.208239555358888,9.172701835632324,11.616288185119627,90.75,20.15488624572754,7.730824947357178,4.1351518630981445,25.13,34.547,6.321186542510986,23.107200622558597,7.309938907623291,18.247900009155277,24.09
2013-06-06,10.88,79.64,12.85,12.559772491455078,9.387042045593262,3.192131757736206,5.151727676391602,8.912628173828125,9.05,9.608269691467283,13.46528148651123,9.289515495300291,45.551876068115234,1.78,13.307762145996094,4.559645175933838,11.251,20.85,26.764,10.435650825500488,1.728,7.163553237915039,13.326202392578123,11.605924606323242,10.653401374816896,7.995696544647217,11.950465202331545,3.360846281051636,6.247,6.74,17.99774932861328,7.153347492218018,11.89601707458496,6.874622344970703,19.669004440307617,192.3839263916016,9.596847534179688,11.12868595123291,8.600000381469727,2.220000028610229,13.275907516479492,3.603922128677368,10.696768760681152,5.640470504760742,1.7933337688446045,6.409853458404541,13.965085983276367,16.62575340270996,7.359686851501465,4.358,10.16998291015625,5.790037631988525,262.4994812011719,3.665968894958496,21.0,43.69824981689453,101.35,1066.428955078125,9.21841526031494,9.19159698486328,11.959962844848633,89.0,20.296049118041992,7.841414451599121,4.064521789550781,25.16,34.303,6.289932727813721,22.93443489074707,7.200079441070557,18.460359573364254,24.42
2013-06-07,10.45,78.47,12.59,12.293648719787598,9.439778327941896,3.1013941764831543,5.037243366241455,8.813632011413574,8.974,9.395236015319824,13.100457191467283,9.317837715148926,45.79541778564453,1.66,13.0639009475708,4.4052934646606445,10.896,19.94,26.229,10.238604545593262,1.741,7.274515628814697,13.153905868530272,11.263567924499512,10.588382720947266,8.001595497131348,11.70701789855957,3.148844718933105,5.907,6.4,18.13873291015625,7.090196132659912,11.694640159606934,6.785130977630615,19.916933059692383,171.7967071533203,9.411723136901855,10.99297046661377,8.220000267028809,2.150000095367432,13.18856716156006,3.5524942874908447,10.62874698638916,5.546462535858154,1.803125500679016,6.298822402954102,13.322834014892578,15.0609769821167,7.190885066986084,4.326,10.0787935256958,5.610501766204834,238.49952697753903,3.4460105895996094,20.98,44.81871795654297,100.88,1007.43505859375,8.964043617248535,8.898749351501465,11.616288185119627,83.5,20.460739135742188,7.66236400604248,3.916837453842163,25.04,34.002,6.164914131164551,22.403188705444336,6.963456153869629,18.159374237060547,24.0
2013-06-10,10.19,78.35,12.62,12.235796928405762,9.466146469116213,3.0967414379119877,4.920217037200928,8.883198738098145,9.009,9.290894508361816,13.233120918273926,9.306509017944336,45.1209831237793,1.61,12.938488006591797,4.437450885772705,11.065,19.27,25.839,10.31588077545166,1.748,7.119495391845703,13.165788650512695,11.058152198791504,10.421199798583984,8.249434471130371,11.835902214050291,3.1426095962524414,5.779,6.13,18.232711791992188,7.061491012573242,11.620058059692385,6.622416973114014,19.58636283874512,161.8580780029297,9.30064868927002,10.735111236572266,7.659999847412109,2.1700000762939453,13.09328556060791,3.564361810684204,10.608336448669434,5.2252702713012695,1.7933337688446045,6.369284629821777,13.221014022827148,14.57198429107666,7.112112522125244,4.301,9.960944175720217,5.924689769744873,250.4994964599609,3.4911293983459477,21.21,43.13801574707031,99.93,1002.8970336914062,9.020004272460938,8.917643547058105,11.46631908416748,82.0,19.754926681518555,7.736091136932373,3.878310441970825,24.58,34.538,6.336812973022461,22.74439811706543,6.828244686126709,17.976423263549805,23.62
2013-06-11,10.1,76.32,12.88,11.946537017822266,9.20773696899414,2.98738956451416,4.650547027587891,8.586197853088379,8.653,9.021337509155272,12.906989097595217,8.949655532836914,44.025047302246094,1.56,12.799138069152832,4.308846950531006,10.727,19.14,26.423,10.101447105407717,1.737,6.907363414764404,12.874667167663574,10.893821716308594,10.402624130249023,8.214030265808105,11.692696571350098,3.011667966842652,5.745,5.87,17.847383499145508,6.854814052581787,11.858726501464844,6.4434332847595215,19.14008903503418,154.04913330078125,8.997042655944824,10.429753303527832,7.869999885559082,2.039999961853028,12.783621788024902,3.4575507640838623,10.261417388916016,4.84923791885376,1.7401772737503052,6.512342929840088,12.704078674316406,13.49619960784912,6.999578952789307,4.223,9.796798706054688,5.737673759460449,232.49954223632807,3.519329786300659,21.0,41.64405822753906,98.48,939.3651123046876,8.755457878112793,8.752326011657715,11.247614860534668,77.25,19.60592269897461,7.483311653137207,3.737048387527466,24.31,33.421,6.180542469024658,22.48956871032715,6.600072383880615,17.53380012512207,22.94
2013-06-12,10.13,76.36,12.86,11.80190372467041,9.096993446350098,2.931549549102783,4.576768398284912,8.615630149841309,8.633,8.869173049926758,12.49964714050293,8.881684303283691,43.65036392211914,1.58,12.604052543640137,4.240245342254639,10.676,19.19,25.781,10.105311393737791,1.688,7.0982818603515625,12.77960968017578,10.886971473693848,10.309744834899902,7.96619176864624,11.442086219787598,2.936843156814575,5.626,5.63,17.725202560424805,6.665359020233154,11.933308601379396,6.703774452209473,18.702083587646484,158.30856323242188,9.048879623413086,10.450109481811523,8.449999809265137,1.9800000190734863,12.735980987548828,3.4575507640838623,10.2376070022583,5.029419422149658,1.5737131834030151,6.497395515441895,12.17931079864502,12.22481918334961,7.0040812492370605,4.19,9.743491172790527,5.745153427124023,220.4995574951172,3.558809757232666,20.9,38.84288787841797,97.22,1021.0490112304688,8.50617504119873,8.558672904968262,11.185128211975098,79.25,19.45691680908203,7.525440692901611,3.769152402877808,24.01,33.102,6.250864505767822,22.15699577331543,6.566269397735596,17.344947814941406,22.63
2013-06-13,10.34,76.06,12.85,11.917609214782717,9.439778327941896,2.994370222091675,4.73195743560791,8.524654388427734,8.523,9.495233535766602,12.762622833251951,9.006298065185547,43.27568435668945,1.65,12.729463577270508,4.383856296539307,10.828,20.24,25.032,10.207698822021484,1.785,7.230456829071045,12.975668907165527,11.270413398742676,10.588382720947266,8.066505432128906,11.67837619781494,3.123903512954712,5.924,5.66,17.781591415405273,6.757215023040772,12.157057762145996,6.842079639434815,18.685556411743164,169.66702270507812,9.559823036193848,11.047259330749512,8.470000267028809,1.9600000381469729,12.68039894104004,3.4812865257263184,10.210393905639648,4.998083591461182,1.5219556093215942,6.5614519119262695,13.048701286315918,12.322616577148438,7.1503729820251465,4.149,9.778560638427734,5.647905349731445,235.49952697753903,3.993084669113159,21.05,39.776611328125,94.78,1066.428955078125,8.826682090759277,8.879857063293457,11.216371536254885,85.5,19.59023666381836,7.599167823791504,4.077363014221191,23.89,33.599,6.336812973022461,21.854660034179688,7.140923023223877,18.23019027709961,23.67
