,VIVO4,AMBV4,ARCZ6,ARCE3,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,DURA4,ELET3,ELET6,EMBR3,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,KLBN4,LIGT3,LAME4,LREN3,NATU3,NETC4,PCAR4,PETR3,PETR4,RSID3,SBSP3,SDIA4,CSNA3,CRUZ3,SUBA3,TAMM4,VCPA4,TNLP3,TNLP4,TMAR5,TCSL4,UBBR11,USIM5,VALE3,VALE5,ALLL11
2007-01-19,27.24,17.08,11.71,40.71,5.55,10.26420783996582,9.846599578857422,34.23,15.41,7.955909729003906,3.8979222774505615,2.7279553413391118,11.48,1.033,6.149655342102051,5.763214588165283,6.4893999099731445,35.43,10.41247272491455,8.486,18.583234786987305,10.671321868896484,11.99153995513916,60.91197967529297,19.92,2.7775983810424805,7.981196403503418,,12.171338081359863,2.433,3.9155116081237793,9.33,25.0,56.36,11.401440620422363,8.960474014282227,277.3509216308594,6.348185062408447,6.72,5.224548816680908,5.01,64.35,62.47,38.55,38.5,17.79,28.89,5.94,18.78,12.464054107666016,15.787009239196776,18.11,22.18
2007-01-22,27.31,17.4,11.61,41.02,5.516,10.404287338256836,9.832345962524414,32.9,15.35,7.931127071380615,3.947352647781372,2.785441398620605,11.674,1.032,6.193152904510498,5.74468994140625,6.451038360595703,35.67,10.4876127243042,8.511,18.363117218017575,10.81728172302246,12.106294631958008,60.71488952636719,19.41,2.7653634548187256,7.960998058319092,,12.364052772521973,2.466,3.951435089111328,9.2,24.45,57.37,11.435375213623049,8.94861888885498,268.69757080078125,6.474687576293945,6.69,5.21514368057251,5.01,64.6,63.19,38.12,38.05,17.71,28.83,5.94,19.01,12.365135192871094,16.00897789001465,18.48,22.42
2007-01-23,27.31,17.42,11.53,41.81,5.522,10.841800689697266,9.689848899841309,32.69,15.43,7.901385307312012,3.8979222774505615,2.785441398620605,11.852,1.048,6.074659824371338,5.74468994140625,6.233658790588379,36.74,10.584224700927734,8.631,18.625566482543945,11.109198570251465,12.330056190490724,59.400917053222656,19.9,3.0688183307647705,7.930685520172119,,12.526336669921877,2.54,3.873603343963623,9.2,24.2,56.68,11.822208404541016,9.229252815246582,264.5927124023437,6.474687576293945,6.82,5.257035255432129,4.89,65.9,62.46,37.82,38.76,17.6,28.68,5.92,19.18,12.694869041442873,16.818815231323242,19.21,23.02
2007-01-24,27.1,17.59,11.43,42.31,5.577,11.24476718902588,9.860844612121582,33.93,15.5,7.955909729003906,3.883799076080322,2.785441398620605,11.996,1.033,5.9546661376953125,5.804379463195801,6.441448211669922,37.32,10.670101165771484,8.75,18.159927368164062,11.271382331848145,12.50792407989502,58.47174453735352,20.19,3.09573745727539,8.020599365234375,,12.298126220703123,2.598,3.9526312351226807,9.39,25.15,56.28,11.908174514770508,9.30829906463623,258.49102783203125,6.474687576293945,6.86,5.375018119812012,4.87,64.8,62.44,37.83,38.76,17.76,28.69,5.91,19.29,13.121880531311035,17.40180778503418,19.77,23.41
2007-01-26,27.1,17.4,11.32,41.93,5.522,10.983798027038574,9.79671859741211,33.83,15.66,7.742762565612793,3.940290689468384,2.8533785343170166,11.877,1.057,5.729678153991699,5.800262928009033,6.604481220245361,38.07,10.758126258850098,8.792,18.20224952697754,11.51464557647705,12.533742904663086,58.274658203125,20.3,2.8828296661376958,8.051921844482422,,12.424908638000488,2.573,3.5802388191223145,9.26,25.0,55.43,11.763392448425291,9.189724922180176,269.5850830078125,6.226868629455566,6.71,5.342531204223633,4.8,64.0,62.7,37.44,38.09,17.79,28.62,5.84,19.12,13.337858200073242,17.172515869140625,19.5,22.72
2007-01-29,26.75,17.07,11.24,41.41,5.372,10.860986709594728,9.761096954345703,32.85,15.12,7.559354305267334,3.917694330215454,2.8533785343170166,11.564,1.028,5.5046916007995605,5.7508649826049805,6.412677764892578,38.07,10.498348236083984,8.605,17.736616134643555,11.303813934326172,12.367356300354004,56.65096282958984,20.01,3.0742032527923584,7.865019798278809,,12.34376621246338,2.495,3.611371755599976,9.07,25.0,54.98,11.469305992126465,9.110672950744627,270.1397705078125,6.226868629455566,6.67,5.4203290939331055,4.8,62.35,60.7,37.06,37.38,17.51,28.12,5.89,18.59,12.963607788085938,16.952980041503906,19.19,22.55
2007-01-30,27.38,17.27,11.2,41.31,5.386,10.84371852874756,9.93209457397461,33.82,15.4,7.643623352050781,3.944526672363281,2.8115711212158203,11.657,1.05,5.549688339233398,5.736457824707031,6.364725589752197,37.79,10.519818305969238,8.673,17.821277618408203,11.287596702575684,12.370221138000488,58.255889892578125,20.36,2.809412240982056,7.918560981750488,,12.627763748168944,2.507,3.640108823776245,8.96,25.49,55.83,11.686477661132812,8.954545974731445,270.1397705078125,6.152211666107178,6.8,5.553700923919678,4.8,63.11,60.88,37.29,37.47,17.64,27.98,6.21,18.64,13.10704231262207,16.965177536010742,19.21,22.62
2007-01-31,27.24,17.46,11.4,42.2,5.359,10.860986709594728,9.903593063354492,34.3,15.79,7.698149681091309,3.940290689468384,2.8115711212158203,11.903,1.064,6.104656219482422,5.763214588165283,6.281610012054443,38.27,10.73450756072998,8.86,18.041400909423828,11.61194896697998,12.657097816467283,59.68248748779297,20.75,3.163036108016968,7.930685520172119,,12.668335914611816,2.479,3.5622775554656982,9.1,25.67,56.68,11.763392448425291,9.262847900390623,262.9286499023437,6.152211666107178,6.82,5.889692306518555,4.87,64.5,61.33,37.49,38.04,17.77,28.16,6.34,18.65,13.222448348999023,17.343263626098633,19.62,22.62
2007-02-01,29.12,17.53,11.3,41.81,5.283,10.908961296081545,9.846599578857422,33.72,15.62,7.73284912109375,3.940290689468384,2.8115711212158203,11.818,1.053,5.999664783477783,5.763214588165283,6.553335666656494,39.65,10.730215072631836,8.835,18.134525299072266,11.51464557647705,12.6657075881958,60.34885787963867,21.39,3.171111822128296,7.930685520172119,,12.754551887512209,2.495,3.502408027648926,8.87,26.2,57.2,11.727197647094728,9.237154960632324,279.4587707519531,6.152211666107178,6.86,6.035033702850342,4.8,67.98,62.39,37.82,37.56,17.6,28.03,6.45,18.4,13.57691478729248,17.40424346923828,19.74,22.86
2007-02-02,28.59,17.54,11.34,40.9,5.324,10.985716819763184,9.803845405578612,33.7,15.79,7.737805366516113,3.820245981216431,2.8429276943206787,11.674,1.055,6.02216100692749,5.878478050231934,6.620465755462647,41.37,10.612135887145996,8.724,18.312318801879883,11.641145706176758,12.935375213623049,60.99645233154297,21.25,2.9121947288513184,8.001407623291016,,12.845834732055664,2.495,3.5562915802001958,8.7,26.5,56.68,11.865192413330078,9.333993911743164,273.4679870605469,6.636186122894287,6.86,6.116251468658447,4.72,68.5,61.8,37.59,37.65,17.76,28.1,6.46,18.82,14.09625244140625,17.367658615112305,19.62,22.72
2007-02-05,29.08,17.56,11.2,42.69,5.372,10.93774127960205,9.86797332763672,34.37,15.62,7.936083316802978,3.824481964111328,2.8481523990631104,11.522,1.061,6.172153472900391,5.87642240524292,6.805878639221191,42.52,10.73236083984375,8.818,18.03293800354004,11.92009162902832,13.282495498657228,59.69186782836914,22.0,2.902406930923462,8.005448341369629,,13.07404899597168,2.577,3.5622775554656982,8.84,27.09,56.28,11.763392448425291,9.282614707946776,271.80389404296875,6.75128173828125,6.74,6.300919055938721,4.83,70.4,60.73,37.83,37.62,17.85,28.12,6.49,18.81,14.838160514831545,17.28227996826172,19.65,22.62
2007-02-06,28.69,17.59,11.2,42.59,5.365,11.204469680786133,9.845172882080078,33.35,15.52,7.772504806518555,3.835782051086426,2.8481523990631104,11.31,1.059,5.9546661376953125,5.969044208526611,6.652434349060059,41.19,10.448969841003418,8.648,18.159927368164062,12.406627655029297,13.79887580871582,59.410301208496094,22.06,3.230336427688598,7.955949306488037,,12.830620765686035,2.536,3.6520845890045166,8.71,27.15,56.04,11.602776527404783,9.142293930053713,264.14898681640625,6.75128173828125,6.78,6.506105422973633,4.78,69.9,59.72,36.8,37.55,17.79,27.99,6.32,18.96,15.41684913635254,17.709157943725586,20.12,22.62
2007-02-07,28.0,17.5,11.14,41.83,5.434,11.01449966430664,9.761096954345703,32.42,15.4,7.485002040863037,3.813185453414917,2.8481523990631104,11.209,1.047,5.579687118530273,5.950520038604736,6.393496990203857,40.29,10.257896423339844,8.554,19.55684471130371,11.939553260803224,13.199300765991213,59.76695251464844,21.51,3.179186582565308,7.951902389526367,,12.475625038146973,2.536,3.496420621871948,8.3,27.8,55.92,11.31547737121582,8.875496864318848,264.0380554199219,6.75128173828125,6.68,6.276980876922607,4.68,69.0,58.9,37.25,37.23,17.38,27.09,6.12,19.16,14.755722045898438,17.270092010498047,19.81,23.02
2007-02-08,29.72,17.23,11.15,41.61,5.434,11.12963581085205,9.66135311126709,32.6,15.64,7.618839740753174,3.926167488098145,2.8481523990631104,11.37,1.029,5.638183116912842,5.886711597442627,6.4893999099731445,40.53,10.345918655395508,8.648,19.599178314208984,12.001182556152344,13.339869499206545,60.67734909057617,21.68,3.14957594871521,8.006454467773438,,12.850903511047363,2.507,3.4604992866516118,8.43,27.3,55.29,11.534907341003418,9.011857986450195,261.8192138671875,6.75128173828125,6.72,6.335116386413574,4.68,67.8,61.57,37.07,36.76,17.61,27.9,6.28,18.98,14.673290252685549,17.362777709960938,19.89,23.63
2007-02-09,29.53,17.3,11.07,42.15,5.304,10.999147415161133,9.4746732711792,32.9,16.12,7.336292743682861,3.868263721466065,2.769763469696045,11.107,1.024,5.908167362213135,5.870244979858398,6.441448211669922,41.33,10.187047958374023,8.494,19.8531551361084,11.741695404052734,12.981273651123049,59.97343444824219,21.29,2.8020715713500977,7.814505577087402,,12.658196449279783,2.495,3.3287837505340576,8.4,26.56,54.87,11.333575248718262,8.853755950927734,255.0518798828125,6.647850513458252,6.67,6.284675121307373,4.61,70.17,59.52,36.65,36.08,17.32,27.21,6.24,18.41,14.277606964111328,17.0749454498291,19.6,24.18
2007-02-12,28.78,17.3,10.89,41.66,5.153,10.88017749786377,9.404851913452148,32.68,15.95,7.2321977615356445,3.784940004348755,2.769763469696045,10.955,1.033,6.001162528991699,5.839370727539063,6.329561710357666,41.43,10.026033401489258,8.35,19.641508102416992,11.676828384399414,13.00995922088623,60.39577865600586,21.4,3.1038143634796143,7.728623390197754,,12.348841667175291,2.495,3.406614303588867,8.51,26.89,53.66,11.184269905090332,8.745063781738281,250.1705017089844,6.647850513458252,6.68,6.122237682342529,4.63,69.7,58.96,35.84,35.5,17.17,26.72,6.17,18.35,14.31882667541504,16.989572525024414,19.5,24.01
2007-02-13,28.83,17.52,11.24,46.82,5.208,11.36949634552002,9.54735279083252,33.86,16.49,7.455259323120117,3.880974292755127,2.769763469696045,11.209,1.045,6.284647941589356,5.897004127502441,6.393496990203857,41.47,10.358799934387209,8.69,19.8531551361084,12.387161254882812,13.770188331604004,62.3198127746582,21.7,3.1091978549957275,7.718526840209961,,12.67848014831543,2.532,3.502408027648926,8.72,27.0,53.82,11.378817558288574,8.905141830444336,249.5048370361328,6.647850513458252,6.85,6.4633564949035645,4.79,68.35,60.85,37.54,35.64,17.73,27.97,6.24,18.53,15.497632026672363,17.831117630004883,20.19,24.47
2007-02-14,29.39,17.77,11.51,48.1,5.386,11.413631439208984,9.889345169067385,36.78,16.62,7.574225902557373,3.885212659835816,2.785441398620605,11.725,1.071,6.442138195037842,5.87642240524292,6.585301399230957,40.33,10.272923469543455,8.69,19.98015022277832,12.335267066955566,13.58945369720459,62.413665771484375,22.35,3.2491796016693115,7.895328521728516,,12.754551887512209,2.548,3.4604992866516118,8.87,27.0,55.34,11.186529159545898,8.92490291595459,250.7252197265625,6.901115894317627,6.94,6.600148677825928,4.93,69.9,60.28,39.04,37.33,18.01,28.34,6.35,19.3,15.843859672546388,18.3189754486084,20.82,24.77
2007-02-15,29.15,18.06,11.61,48.2,5.236,11.906789779663086,9.735451698303224,36.14,16.43,7.425516128540039,3.838606595993042,2.827249050140381,12.427,1.065,6.205151557922363,6.041084289550781,6.6716132164001465,39.49,10.083996772766112,8.503,20.06481170654297,12.649893760681152,14.214856147766112,63.35222244262695,22.75,2.9268813133239746,7.83976411819458,,12.982763290405272,2.536,3.4724724292755127,8.77,27.21,54.16,11.084733963012695,8.75494384765625,271.80389404296875,6.866637229919434,6.86,6.792510986328125,5.0,69.1,59.79,39.48,38.98,18.06,28.37,6.24,19.09,16.09115982055664,18.453134536743164,20.92,25.43
2007-02-16,29.39,17.55,11.53,48.1,5.174,11.893357276916504,9.548771858215332,35.81,16.38,7.405690193176269,3.7990622520446777,2.806344985961914,12.402,1.055,6.104656219482422,6.032849788665772,6.674810886383057,38.73,10.068967819213867,8.46,20.318803787231445,12.591511726379396,14.171823501586914,61.834129333496094,22.85,2.9121947288513184,7.758938312530518,,12.805261611938477,2.536,3.520368814468384,8.79,26.8,53.74,11.082473754882812,8.760869979858398,276.2414855957031,6.913816452026367,6.85,6.847226619720459,4.9,68.6,59.1,39.57,39.78,18.36,29.0,6.05,18.95,16.132373809814453,18.36776161193848,20.92,25.48
2007-02-21,29.28,17.19,11.51,48.2,5.14,11.993141174316406,9.791024208068848,37.73,16.75,7.435431480407715,3.9247562885284415,2.8742825984954834,12.478,1.073,6.224649906158447,6.051377296447754,6.649236679077148,37.36,10.026033401489258,8.341,20.23414421081543,12.876941680908203,14.702542304992676,61.74015045166016,23.44,2.951352596282959,7.656900405883789,,12.805261611938477,2.511,3.4844467639923096,8.93,27.0,53.59,11.107355117797852,8.75494384765625,272.91326904296875,6.84356689453125,7.0,6.7967848777771,4.9,71.0,57.81,38.68,39.26,18.31,29.0,6.21,18.49,15.90980339050293,18.636083602905277,21.37,26.56
2007-02-22,29.25,17.65,11.55,48.35,5.167,11.933653831481934,9.967720985412598,38.44,16.72,7.53456974029541,3.974186897277832,2.93176817893982,12.436,1.051,6.33714485168457,6.026674747467041,6.920958995819092,38.27,10.187047958374023,8.648,20.318803787231445,12.736230850219728,14.542892456054688,61.36426162719727,23.63,2.973376035690308,7.769040107727051,,12.982763290405272,2.511,3.5862255096435547,9.0,27.8,54.15,11.265708923339844,8.911067962646484,271.9148254394531,6.80027437210083,7.15,6.79165506362915,5.0,71.88,58.24,38.34,39.6,18.17,28.83,6.21,18.42,15.5949068069458,18.75560188293457,21.59,26.85
2007-02-23,28.26,17.47,11.34,48.4,5.113,11.897194862365724,9.718350410461426,38.34,16.62,7.410646438598633,3.958649873733521,2.93176817893982,12.292,1.043,6.224649906158447,5.96081018447876,6.697188377380371,38.17,10.187047958374023,8.639,20.23414421081543,12.549697875976562,14.136505126953123,59.93587493896485,23.01,3.230336427688598,7.607396125793457,,12.942193031311035,2.495,3.532341957092285,8.8,27.8,54.2,11.310953140258787,8.978262901306152,266.2568359375,6.80027437210083,7.12,6.7121453285217285,4.9,73.6,57.7,38.66,38.79,17.94,28.46,6.32,18.2,15.281660079956056,18.694625854492188,21.24,25.92
2007-02-26,27.69,17.42,11.29,50.07,5.147,11.897194862365724,9.889345169067385,38.96,16.59,7.321422576904297,4.03067684173584,2.93176817893982,12.478,1.048,6.208152770996094,5.981395721435547,6.553335666656494,37.69,10.30083465576172,8.69,20.29340171813965,12.788589477539062,14.37453269958496,59.67275619506836,23.88,3.20610785484314,7.657909393310547,,12.815407752990724,2.475,3.6520845890045166,8.93,27.99,54.46,11.365243911743164,9.013837814331056,266.2568359375,6.80027437210083,7.06,6.719841480255127,4.92,74.0,56.88,38.61,39.6,17.76,28.1,6.32,18.12,15.415203094482422,18.70925712585449,21.39,25.92
2007-02-27,25.43,16.72,10.75,47.22,4.818,11.831952095031738,9.647096633911133,35.81,15.4,6.791028022766113,3.71573543548584,2.9265425205230717,11.674,1.032,5.699680805206299,5.969044208526611,6.233658790588379,36.84,9.768403053283691,8.316,20.284931182861328,12.755868911743164,14.299068450927734,56.28973007202149,22.1,2.8999598026275635,7.248745441436768,,11.719987869262695,2.376,3.4724724292755127,8.48,26.27,50.99,10.858516693115234,9.013837814331056,254.8299865722656,6.935850143432617,6.4,6.147886276245117,4.72,72.0,53.63,36.23,36.2,16.76,26.5,5.85,16.84,13.91489601135254,17.157878875732422,19.7,24.01
2007-02-28,26.58,16.42,10.85,47.71,4.839,11.494224548339844,9.77534294128418,35.19,15.59,6.830684185028076,3.855553150177002,2.9265425205230717,12.089,1.013,5.882670402526856,5.814671993255615,6.2975945472717285,37.23,9.661056518554688,8.239,20.21720695495605,11.849403381347656,13.512405395507812,57.0415153503418,22.1,3.066127061843872,7.353813171386719,,11.993842124938965,2.388,3.5790414810180664,8.52,27.0,51.28,10.82458209991455,8.474310874938965,251.83462524414065,6.935850143432617,6.69,6.335116386413574,4.7,69.9,55.59,37.34,37.23,17.2,27.45,5.99,16.95,14.57601833343506,17.687204360961914,20.43,23.94
2007-03-01,26.05,16.63,10.85,48.69,4.839,11.148820877075195,9.832345962524414,36.59,15.0,6.90008020401001,3.834369659423828,2.9683501720428467,12.055,1.018,5.996663093566895,5.775564670562744,6.265626430511475,37.78,9.695406913757324,8.154,20.318803787231445,11.666152954101562,13.201817512512209,55.53794479370117,22.03,2.7286531925201416,7.25380277633667,,12.222054481506348,2.388,3.4724724292755127,7.37,26.15,51.13,10.709208488464355,8.375497817993164,250.7252197265625,6.866377830505371,6.81,6.317163467407227,4.63,69.2,54.46,35.84,37.19,16.58,26.42,5.99,17.04,14.528205871582031,17.26032829284668,19.96,24.6
2007-03-02,25.21,16.42,10.71,47.46,4.702,10.860986709594728,9.333600997924805,37.57,15.26,6.448997497558594,3.770817279815674,2.8690571784973145,11.674,0.993,6.014660835266113,5.814671993255615,6.013083457946777,37.69,9.478569984436035,7.856,20.02248191833496,11.224370956420898,12.627063751220703,54.98350143432617,20.65,2.608741044998169,6.996181964874268,,11.562773704528809,2.38,3.38745641708374,7.59,25.5,49.44,10.403813362121582,8.132412910461426,230.7559509277344,6.564640522003174,6.67,6.095734119415283,4.63,67.75,53.74,35.41,38.65,16.63,26.24,5.96,16.53,13.717052459716797,16.94078254699707,19.35,23.11
2007-03-05,24.6,16.37,10.71,46.48,4.566,10.458015441894531,9.148357391357422,35.33,15.24,6.468825817108154,3.5999293327331543,2.8690571784973145,11.099,0.968,5.7761759757995605,5.804379463195801,5.913984775543213,35.79,9.01698875427246,7.609,19.895484924316406,10.831683158874512,12.452900886535645,52.76575469970703,20.56,2.869615077972412,6.869894504547119,,11.182419776916504,2.265,3.2928614616394043,7.36,23.75,48.92,10.184382438659668,7.938733100891113,232.9747467041016,6.564640522003174,6.59,5.899951934814453,4.56,63.99,51.31,35.36,37.56,16.06,25.72,5.91,16.06,13.082311630249023,16.46756362915039,18.56,22.22
2007-03-06,25.87,17.23,10.72,46.72,4.839,11.24476718902588,9.533103942871094,38.71,15.71,6.815811634063721,3.7694036960601807,2.832474708557129,12.055,1.004,5.926167011260986,5.87642240524292,6.329561710357666,36.94,9.487157821655272,8.001,20.149477005004883,11.387995719909668,12.975399017333984,53.65848922729492,22.09,2.7139711380004883,7.263902187347412,,11.811270713806152,2.409,3.30483627319336,7.32,25.0,49.76,10.519187927246094,8.272729873657227,243.9578399658203,6.7284698486328125,6.96,6.289805889129639,4.79,67.5,51.68,36.16,38.79,16.93,26.95,6.28,16.71,14.09625244140625,17.66037368774414,20.0,23.77
2007-03-07,25.21,17.21,10.5,47.22,4.764,11.12963581085205,9.433354377746582,37.27,15.62,6.543179512023926,3.6719560623168954,2.832474708557129,12.444,0.993,5.774675369262695,5.835254669189453,6.041853427886963,36.37,9.4678373336792,8.009,20.11561584472656,11.322546005249023,12.847679138183594,52.483829498291016,22.49,2.934222459793091,7.162875175476074,,11.562773704528809,2.479,3.339560031890869,7.29,24.8,49.36,10.288443565368652,8.152177810668945,246.5094757080078,6.7284698486328125,6.75,6.1966166496276855,4.6,64.99,50.68,35.37,37.23,16.89,26.59,6.28,16.43,13.700566291809082,17.6359806060791,19.9,23.14
2007-03-08,25.43,17.27,10.61,49.09,4.866,11.310012817382812,9.490352630615234,37.75,16.05,6.617534160614014,3.763753890991211,2.832474708557129,12.926,1.029,5.677181243896484,5.87642240524292,6.009886264801025,38.61,9.5537109375,8.06,20.1833438873291,11.551613807678224,13.207622528076172,53.141639709472656,23.18,2.9745984077453613,7.272995948791504,,11.867056846618652,2.438,3.44852352142334,7.43,26.0,50.33,10.659441947937012,8.36956787109375,251.83462524414065,6.7284698486328125,6.87,6.386415004730225,4.76,66.5,50.87,36.46,37.23,17.3,27.06,6.34,17.09,14.092955589294434,17.68964195251465,20.08,23.67
2007-03-09,25.54,17.59,10.75,48.5,4.948,11.310012817382812,9.73259449005127,38.38,16.48,6.791028022766113,3.7990622520446777,2.8481523990631104,12.977,1.035,5.675682067871094,5.874362468719482,6.025870800018311,40.16,9.865013122558594,8.316,20.10714340209961,11.581067085266112,13.207622528076172,52.90670776367188,23.0,2.7139711380004883,7.344723701477051,,12.06991195678711,2.479,3.4844467639923096,7.59,26.3,50.64,10.70016098022461,8.371543884277344,250.1705017089844,6.820495128631592,7.0,6.548853397369385,4.79,71.0,51.24,36.96,38.93,17.57,27.56,6.17,17.16,14.722753524780272,17.904300689697266,20.44,24.88
2007-03-12,26.05,17.59,10.72,47.95,4.955,11.547953605651855,9.61147689819336,38.34,16.62,6.939736366271973,3.91204571723938,2.8481523990631104,12.977,1.012,5.744677543640137,5.880537509918213,5.949149131774902,39.39,9.661056518554688,8.137,20.149477005004883,11.83304214477539,13.643035888671877,52.69057083129883,23.81,2.9476819038391118,7.375030994415283,,11.780840873718262,2.438,3.44852352142334,7.49,26.76,49.76,10.58705234527588,8.280634880065918,245.1781768798828,6.820495128631592,7.24,6.681367874145508,4.76,71.56,51.36,36.96,39.47,17.76,28.1,6.12,17.37,15.085458755493164,18.145788192749023,20.63,24.69
2007-03-13,24.73,17.38,10.46,45.84,4.778,11.039445877075195,9.27660846710205,36.69,16.4,6.543179512023926,3.837194442749024,2.7436327934265137,12.732,0.988,5.554186820983887,5.814671993255615,5.626277446746826,38.64,9.40342903137207,7.873,19.895484924316406,11.30618953704834,12.894120216369627,51.591087341308594,22.8,2.554900646209717,7.082053184509277,,11.157063484191896,2.335,3.290466070175171,7.18,24.95,48.17,10.401552200317385,8.132412910461426,234.63885498046875,6.377996921539307,7.2,6.382138252258301,4.75,68.0,50.42,35.28,38.38,17.13,27.27,5.96,16.68,14.191875457763672,17.4920597076416,19.93,23.83
2007-03-14,24.87,17.56,10.56,46.72,4.805,11.273551940917969,9.404851913452148,37.57,16.84,6.746414661407471,3.7919998168945312,2.7540857791900635,13.07,0.993,5.669682025909424,5.886711597442627,5.562342643737793,39.67,9.500040054321287,7.967,20.10714340209961,11.495988845825195,13.076997756958008,52.15492630004883,23.1,2.603846549987793,7.122462272644043,,11.375134468078612,2.335,3.268913984298706,7.34,25.29,48.45,10.449058532714844,8.173914909362793,233.41851806640625,6.453949451446533,7.38,6.625795841217041,4.83,69.3,49.9,36.17,38.31,17.58,27.39,5.91,16.66,14.402907371520996,17.87990951538086,20.31,23.81
2007-03-15,24.62,17.3,10.46,46.72,4.839,11.513413429260254,9.404851913452148,39.21,16.62,6.736501216888428,3.784940004348755,2.7540857791900635,13.07,0.984,5.527190685272217,5.907294750213623,5.712590217590332,39.85,9.489304542541504,7.941,19.81082344055176,11.293095588684082,12.891218185424805,52.53081893920898,22.73,2.56958532333374,7.132566928863525,,11.207775115966797,2.294,3.30483627319336,7.27,25.05,48.7,10.338211059570312,8.08103084564209,228.5371551513672,6.368665218353272,7.65,6.7959303855896,4.8,69.15,50.44,35.57,38.09,17.61,27.13,5.78,16.56,14.394661903381348,18.25799560546875,20.67,23.55
2007-03-16,23.9,17.23,10.25,45.74,4.778,11.26203727722168,9.248103141784668,37.27,16.54,6.781113147735596,3.742570161819458,2.6965994834899902,13.239,0.964,5.482192993164063,5.948460578918457,5.754148006439209,39.11,9.405577659606934,7.856,19.64997100830078,11.240734100341797,12.862188339233398,52.52141952514648,23.35,2.545112133026123,6.996181964874268,,11.00998878479004,2.355,3.364706754684448,7.44,24.49,48.74,10.145926475524902,7.984192371368408,231.31065368652344,6.267566680908203,7.76,6.7104363441467285,4.89,67.35,50.25,35.11,37.59,17.33,26.67,5.7,16.24,14.145709991455078,18.026262283325195,20.41,22.97
2007-03-19,24.35,17.23,10.39,46.23,4.908,11.542200088500977,9.61859893798828,37.75,16.89,7.85677433013916,3.735508680343628,2.748859643936157,13.095,0.986,5.456693649291992,6.030791282653809,5.913984775543213,39.32,9.661056518554688,7.907,19.8531551361084,11.47634983062744,13.280192375183104,53.27320098876953,22.1,2.696840763092041,7.263902187347412,,11.182419776916504,2.495,3.364706754684448,7.44,25.39,49.38,10.304279327392578,8.124507904052734,226.31832885742188,6.451358318328857,7.67,6.830982685089111,5.04,70.62,51.68,36.0,37.83,17.64,26.93,5.67,16.73,14.335311889648438,18.51411819458008,20.93,23.3
2007-03-20,24.52,17.38,10.54,46.72,4.975,11.647740364074709,9.709797859191896,39.21,16.99,8.030267715454102,3.7524564266204834,2.774989366531372,12.766,1.008,5.524189472198486,6.228389739990234,6.0226731300354,39.59,9.875747680664062,8.205,19.69230842590332,11.666152954101562,13.30922031402588,53.61150360107422,22.81,2.7775983810424805,7.324521064758301,,11.740272521972656,2.495,3.3371658325195312,7.83,26.0,50.18,10.485254287719728,8.280634880065918,239.6311492919922,6.474947452545166,8.14,6.915622711181641,5.15,69.5,52.4,36.46,39.47,17.49,27.23,5.89,16.85,14.767263412475586,18.43118095397949,20.94,23.61
2007-03-21,26.13,17.7,10.48,49.18,5.14,11.628547668457031,9.846599578857422,41.36,17.54,8.079835891723633,3.883799076080322,2.832474708557129,13.095,1.021,5.8046746253967285,6.236621856689453,6.201691150665283,40.24,9.929420471191406,8.282,19.81082344055176,12.042479515075684,13.744633674621582,53.42704391479492,23.18,2.87793493270874,7.60234260559082,,12.36912441253662,2.594,3.351533889770508,8.05,26.68,50.76,10.835892677307127,8.56521987915039,253.49871826171875,6.705398082733154,8.27,7.352497100830078,5.4,71.8,53.33,35.71,41.99,18.13,28.24,6.01,17.52,15.659207344055176,18.6116886138916,21.13,24.53
2007-03-22,25.28,17.5,10.38,46.33,5.16,11.609359741210938,9.89647102355957,42.3,17.56,8.079835891723633,3.813185453414917,2.822023630142212,13.028,1.024,5.641182899475098,6.226329803466797,6.08660888671875,40.16,9.725464820861816,8.069,19.302858352661133,12.081747055053713,13.672063827514648,52.71971893310547,22.5,2.887723445892334,7.582139015197754,,12.298126220703123,2.577,3.2629284858703613,8.06,26.85,50.47,11.02139377593994,8.695651054382324,264.5927124023437,6.717064380645752,8.25,7.237080097198486,5.52,71.8,51.58,35.3,43.02,17.89,27.81,5.89,17.47,15.580069541931152,18.50436019897461,20.9,24.86
2007-03-23,25.32,17.74,10.5,47.16,5.174,11.666927337646484,9.86797332763672,42.12,17.51,8.030267715454102,3.883799076080322,2.8429276943206787,13.079,1.025,5.6246843338012695,6.356001377105713,6.0898051261901855,40.11,9.650322914123535,8.103,19.641508102416992,12.206097602844238,14.00588321685791,52.29531478881836,22.5,2.8852758407592773,7.545772552490234,,12.445195198059082,2.577,3.334770441055298,8.21,26.95,49.81,11.084733963012695,8.745063781738281,261.7083435058594,6.6981401443481445,8.15,7.489286422729492,5.39,71.8,50.76,36.08,41.32,17.85,27.86,5.91,17.51,15.563584327697754,18.501916885375977,20.89,24.99
