,ALLL3,AMBV4,BRML3,B3SA3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BISA3,CCRO3,CMIG4,CESP6,CIEL3,CPLE6,CSAN3,CPFE3,CYRE3,DXCO3,ELET3,ELET6,ELPL4,EMBR3,FIBR3,GFSA3,GGBR4,GOAU4,GOLL4,HYPE3,ITSA4,ITUB4,JBSS3,LIGT3,PRML3,LAME4,LREN3,MRFG3,MMXM3,MRVE3,NATU3,OGXP3,PCAR4,PDGR3,PETR3,PETR4,RDCD3,RSID3,SANB11,CSNA3,CRUZ3,TAMM4,TNLP4,USIM3,USIM5,VALE3,VALE5,VIVO4
2010-11-17,14.78,42.41,8.977890968322754,8.499055862426758,8.38,17.38913917541504,15.713065147399902,9.405579566955566,22.274423599243164,7.61,7.143322944641113,3.374054193496704,13.637,4.583033561706543,1.998,4.130238056182861,10.428407669067385,13.779723167419434,8.071762084960938,11.385193824768066,12.648,,10.889629364013672,23.3416748046875,596.2650756835938,15.242003440856934,16.63831329345703,28.467498779296875,20.193265914916992,3.8849947452545166,11.507194519042969,4.715662002563477,13.869878768920898,45.76972198486328,3.566,7.330644130706787,10.210238456726074,2053.12744140625,8.416043281555176,17.45,2110.0,,4561.24365234375,13.319704055786133,11.003957748413086,21.989999771118164,361.274658203125,11.405174255371094,16.111831665039062,13.73,39.91,24.2,21.55331420898437,17.614748001098633,27.7116813659668,34.18,47.61
2010-11-18,15.38,43.28,9.089418411254885,8.699328422546387,8.421,17.905250549316406,15.91759967803955,9.661620140075684,22.454782485961918,7.67,7.394985198974609,3.372875452041626,13.848,4.616892337799072,2.009,4.253364562988281,10.384490966796877,14.302926063537598,8.268321990966797,11.466553688049316,12.631,,10.934076309204102,23.587032318115234,602.42626953125,15.52624225616455,16.916488647460938,28.44767570495605,20.68559455871582,3.922744035720825,11.621989250183104,4.762198925018311,13.869878768920898,45.47632598876953,3.55,7.330644130706787,10.046874046325684,2053.12744140625,8.648138999938965,17.3,2155.0,,4639.21337890625,13.528343200683594,11.198528289794922,22.18000030517578,361.5069580078125,11.680756568908691,16.334575653076172,14.04,40.66,24.29,21.62154960632324,17.845869064331055,28.4481201171875,34.98,48.38
2010-11-19,15.63,43.48,9.396116256713867,8.699328422546387,8.496,17.964807510375977,15.945505142211914,9.68774700164795,22.33755111694336,7.67,7.435315132141113,3.4623396396636963,14.119,4.579957008361816,2.056,4.209725856781006,10.415489196777344,14.322542190551758,8.268321990966797,11.436042785644531,12.665,,11.165204048156738,23.3089599609375,590.7885131835938,15.348596572875977,16.79357147216797,28.645915985107425,21.09195709228516,3.960490465164185,11.73958683013916,4.8940510749816895,13.895925521850586,45.32963180541992,3.505,7.330644130706787,9.994895935058594,2051.62890625,8.70363998413086,17.57,2167.0,,4647.876953125,13.490407943725586,11.112051010131836,22.149999618530277,357.557373046875,11.530879020690918,16.29459571838379,14.04,41.63,24.56,21.749488830566406,17.82935905456543,28.556262969970703,35.07,47.92
2010-11-22,15.47,43.99,9.368234634399414,8.448987007141113,8.325,17.742475509643555,15.713065147399902,9.520537376403809,22.003883361816406,7.38,7.380466461181641,3.3658101558685303,13.908,4.462995052337647,2.015,4.239337921142578,10.332825660705566,13.799345016479492,8.011937141418457,11.34959888458252,12.521,,10.94296646118164,22.940921783447266,567.512939453125,14.986199378967283,16.321331024169922,27.704269409179688,20.513673782348636,3.902418613433838,11.557584762573242,4.847514629364014,13.902438163757324,44.15604782104492,3.419,7.330644130706787,10.061727523803713,2005.1712646484373,8.653185844421387,17.28,2130.0,,4617.55517578125,13.08735466003418,10.835331916809082,21.86000061035156,342.6881408691406,11.366493225097656,16.031871795654297,14.15,41.2,23.86,20.58951568603516,17.078218460083008,28.4790153503418,34.89,47.48
2010-11-23,14.9,42.85,9.089418411254885,8.492796897888184,8.161,17.0715274810791,15.065016746520996,9.196568489074709,21.5529842376709,7.07,7.277219295501709,3.3363773822784424,13.738,4.447605609893799,2.009,4.080363750457764,10.306994438171388,13.171504974365234,7.755555629730225,11.237730026245115,12.427,,10.87184715270996,22.31117248535156,546.9756469726562,14.5669527053833,16.043169021606445,26.713062286376957,19.96663475036621,3.79498553276062,11.252413749694824,4.7001495361328125,13.869878768920898,43.03136444091797,3.304,7.330644130706787,9.928065299987791,1901.765625,8.188992500305176,17.09,2075.0,,4361.9873046875,12.959328651428224,10.65805721282959,21.899999618530277,326.8896484375,11.071578025817873,15.563539505004885,14.03,40.84,23.31,19.719532012939453,16.384849548339844,27.758026123046875,34.1,46.68
2010-11-24,15.67,42.89,9.200944900512695,8.730619430541992,8.352,17.52014923095703,15.270362854003906,9.71909999847412,22.6441593170166,7.26,7.36110782623291,3.490594387054444,14.026,4.524554252624512,2.064,4.09906530380249,10.30441188812256,13.766646385192873,7.8452887535095215,11.364852905273438,12.597,,11.156311988830566,23.186283111572266,564.7745971679688,14.993301391601562,16.373092651367188,27.585323333740234,20.43552017211914,3.82982873916626,11.350403785705566,5.002635002136231,13.993599891662598,43.520355224609375,3.398,7.330644130706787,10.02459716796875,1904.7628173828125,8.44631576538086,17.42,2096.0,,4561.24365234375,13.22012424468994,10.91316032409668,22.38999938964844,343.8498229980469,11.361660957336426,15.911931037902832,14.24,41.1,24.4,20.64921760559082,16.690261840820312,28.46356773376465,35.01,47.71
2010-11-25,15.72,42.81,9.094992637634276,8.643001556396484,8.325,17.361347198486328,15.354369163513184,9.71909999847412,22.454782485961918,7.23,7.3546552658081055,3.4835400581359863,13.882,4.524554252624512,2.064,4.080363750457764,10.322492599487305,13.871282577514648,7.81965160369873,11.288580894470217,12.495,,10.94296646118164,,566.1437377929688,14.616693496704102,15.972005844116213,27.704269409179688,20.55274200439453,3.8530569076538086,11.330806732177734,5.010391712188721,14.026161193847656,,3.427,7.330644130706787,9.987470626831056,1900.2669677734373,8.53713607788086,17.28,,,4548.24853515625,13.039936065673828,10.744532585144045,,346.1731262207031,11.34715461730957,15.79199504852295,14.23,41.43,24.52,20.197172164916992,16.49216079711914,28.2833194732666,34.86,47.71
2010-11-26,15.36,42.6,8.994619369506836,8.555384635925293,8.25,17.09137725830078,15.359027862548828,9.562338829040527,22.31049156188965,7.0,7.244956016540527,3.3681652545928955,13.722,4.41990327835083,2.051,3.994641304016113,10.242412567138672,13.910523414611816,7.947843551635742,11.237730026245115,12.333,,10.791845321655272,22.37660217285156,548.3448486328125,14.261404037475586,15.6226806640625,27.21857643127441,20.55274200439453,3.809502601623535,11.227213859558104,4.83200216293335,13.707088470458984,41.906681060791016,3.365,7.330644130706787,9.83153247833252,1828.33251953125,8.375679016113281,17.35,2046.0,,4409.63525390625,12.911906242370604,10.636436462402344,21.979999542236328,336.8799133300781,10.999052047729492,15.449307441711426,13.93,40.76,23.88,19.44660186767578,15.97213649749756,27.85587310791016,34.33,47.25
2010-11-29,15.59,42.14,9.200944900512695,8.461506843566895,8.223,17.09137725830078,15.480375289916992,9.431706428527832,22.72532081604004,6.97,7.2030110359191895,3.3587419986724854,13.705,4.558409690856934,2.03,3.941649913787842,10.152002334594728,13.57044506072998,8.076034545898438,11.156370162963867,12.189,,10.782952308654783,22.04128074645996,538.7607421875,13.927428245544434,15.176318168640137,27.089719772338867,20.63089179992676,3.777565240859986,11.0872220993042,4.956098556518555,13.974065780639648,41.80888366699219,3.336,7.330644130706787,9.705297470092772,1804.3543701171875,8.416043281555176,17.57,2018.0,,4353.32373046875,13.039936065673828,10.679678916931152,22.13999938964844,331.76861572265625,10.805668830871582,15.312241554260254,13.93,40.09,23.62,19.105430603027344,15.906098365783691,27.917675018310547,34.31,45.94
2010-11-30,15.54,41.49,9.423996925354004,8.167356491088867,8.093,16.83331871032715,15.354369163513184,9.504860877990724,22.99586296081543,7.04,7.541788101196289,3.3552095890045166,13.848,4.586112022399902,2.04,4.091272830963135,10.255330085754396,14.191742897033691,8.37514591217041,11.436042785644531,12.495,,11.014080047607422,21.746849060058597,544.2373657226562,13.856368064880373,15.040467262268066,27.20866584777832,21.20136833190918,3.763044595718384,10.989230155944824,5.080195426940918,14.31267547607422,41.56438446044922,3.271,7.330644130706787,9.690446853637695,1828.33251953125,8.552273750305176,17.3,1990.0,,4500.60009765625,12.978293418884276,10.632115364074709,22.350000381469727,351.9813842773437,10.708965301513672,14.912443161010742,13.9,38.98,23.18,18.542503356933597,15.435602188110352,27.582927703857425,33.96,44.83
2010-12-01,15.72,42.14,9.368234634399414,8.367627143859863,8.277,17.428836822509766,15.760396003723145,9.640719413757324,23.311487197875977,7.22,7.498230934143066,3.3681652545928955,13.789,4.616892337799072,2.082,4.138030529022217,10.436153411865234,14.518742561340332,8.242681503295898,11.583505630493164,12.708,,10.978522300720217,22.45020866394043,566.828369140625,14.5669527053833,15.849096298217772,27.84303855895996,21.7952823638916,3.8514089584350586,11.205445289611816,5.188780307769775,14.390814781188965,41.56438446044922,3.324,7.330644130706787,9.838956832885742,1873.29150390625,8.855010032653809,17.96,2080.0,,4548.24853515625,13.352898597717283,10.921807289123535,23.0,358.718994140625,11.18760871887207,15.19229793548584,14.36,40.8,23.99,18.76426696777344,15.650214195251465,28.4790153503418,34.84,45.49
2010-12-02,15.87,42.29,9.479762077331545,8.367627143859863,8.352,17.698806762695312,15.629722595214844,9.65117073059082,24.1591796875,7.22,7.35788106918335,3.3787641525268555,13.789,4.635359764099121,2.079,4.192579746246338,10.412906646728516,14.544898986816406,8.140129089355469,11.67503547668457,12.853,,10.996301651000977,22.491100311279297,560.6671752929688,15.092781066894531,16.353681564331055,28.120576858520508,21.19354820251465,3.848504066467285,11.244653701782228,5.219803810119629,14.703374862670898,39.99960708618164,3.283,7.330644130706787,10.299346923828123,1873.29150390625,8.627957344055176,18.07,2043.0,,4374.98193359375,13.37660312652588,10.982339859008787,22.899999618530277,349.1934509277344,11.289140701293944,15.420753479003906,14.44,40.71,24.15,18.8836727142334,15.600687980651855,28.788000106811523,35.01,45.44
2010-12-03,16.16,43.68,9.312472343444824,8.467761993408203,8.175,17.984651565551758,15.214357376098633,9.635494232177734,23.996856689453125,7.23,7.380466461181641,3.48471736907959,14.077,4.733852386474609,2.141,4.223752021789551,10.62989330291748,14.38794231414795,8.118765830993652,12.076745986938477,13.304,,11.022969245910645,23.464353561401367,548.3448486328125,14.986199378967283,16.30192756652832,28.10075187683105,21.021623611450195,3.778740406036377,11.071005821228027,5.219803810119629,14.976862907409668,44.8895378112793,3.201,7.330644130706787,10.707756042480469,1901.765625,8.542180061340332,18.14,1992.0,,4305.67529296875,13.552053451538086,11.112051010131836,23.049999237060547,345.70849609375,10.916862487792969,15.312241554260254,14.47,40.96,24.3,18.841026306152344,15.501638412475586,29.14850425720215,35.35,45.78
2010-12-06,16.22,43.38,9.256706237792969,8.386402130126953,8.017,17.940980911254883,14.9110107421875,9.672072410583496,23.627117156982425,7.12,7.491776466369629,3.419963359832764,13.738,4.6569037437438965,2.107,4.239337921142578,10.552400588989258,14.28984546661377,7.900839805603027,11.914027214050291,13.099,,10.907408714294434,22.96545791625977,542.1836547851562,15.149627685546877,16.489526748657227,27.41681861877441,20.279224395751957,3.746767044067383,10.97019386291504,5.134488105773926,14.976862907409668,46.94330596923828,3.217,7.330644130706787,10.180537223815918,1877.7874755859373,8.577503204345703,18.31,1975.0,,4374.98193359375,13.61843490600586,11.181233406066896,22.68000030517578,343.1528015136719,10.684800148010254,15.65492057800293,14.37,40.28,24.0,19.642772674560547,16.054677963256836,29.27724838256836,35.54,45.36
2010-12-07,15.75,42.85,9.005772590637207,8.311301231384277,8.058,17.865549087524414,14.878344535827637,9.499634742736816,23.627117156982425,7.2,7.477259635925293,3.4070076942443848,13.578,4.616892337799072,2.054,4.208166599273682,10.425822257995604,14.355242729187012,7.776923656463623,11.695375442504885,12.912,,10.845179557800291,23.431638717651367,542.8682250976562,15.462288856506348,16.812986373901367,26.76262092590332,20.15419006347656,3.752581596374512,11.006593704223633,5.1422438621521,14.970355033874512,46.16091537475586,3.271,7.330644130706787,10.009746551513672,1895.77099609375,8.476588249206543,18.04,1982.0,,4413.96728515625,13.281771659851074,10.960721969604492,22.399999618530277,345.70849609375,10.660618782043455,15.717744827270508,14.45,39.99,23.6,19.33572006225586,16.013404846191406,29.21029663085937,35.52,46.02
2010-12-08,15.35,43.32,8.73253345489502,8.054701805114746,8.038,17.4367733001709,14.658984184265137,9.578015327453612,23.13113212585449,6.88,7.227209091186523,3.3552095890045166,13.738,4.5645670890808105,2.048,4.181670665740967,10.423236846923828,13.773183822631836,7.601725101470947,11.593677520751951,12.759,,10.987411499023438,23.04724502563477,518.2235107421875,15.22069263458252,16.476594924926758,26.465259552001957,19.575899124145508,3.703166246414185,10.902969360351562,5.08795166015625,15.19826316833496,44.3027458190918,3.238,7.330644130706787,10.009746551513672,1813.34619140625,8.204127311706543,17.57,1985.0,,4305.67529296875,13.130029678344728,10.809389114379885,22.209999084472656,330.8392639160156,10.58326530456543,15.494998931884766,14.36,39.03,23.21,18.789854049682617,15.600687980651855,28.561412811279297,34.86,46.5
2010-12-09,14.9,43.01,8.531782150268555,7.998373508453369,7.956,17.563819885253906,14.467644691467283,9.457833290100098,23.446762084960938,6.81,7.036849021911621,3.2775111198425293,13.468,4.339878559112549,2.031,4.097506523132324,10.438739776611328,13.544282913208008,7.516266822814941,11.364852905273438,12.657,,10.907408714294434,22.85913848876953,522.3308715820312,15.554664611816406,16.79357147216797,25.751588821411133,19.38053131103516,3.639219522476196,10.751734733581545,5.05692720413208,15.445707321166992,43.03136444091797,3.217,7.330644130706787,9.868660926818848,1730.92138671875,7.921572685241699,17.09,1952.0,,4214.71044921875,13.319704055786133,10.982339859008787,21.549999237060547,325.7279968261719,10.90719509124756,15.586386680603027,14.27,39.67,23.69,18.76426696777344,15.559418678283691,28.875560760498047,34.99,47.26
2010-12-10,14.73,43.38,8.643310546875,7.854429244995117,7.935,17.655132293701172,14.39764404296875,9.61459255218506,23.618099212646484,6.99,7.090086936950684,3.2610344886779785,13.569,4.315256118774414,2.032,4.066336154937744,10.376741409301758,13.64892578125,7.776923656463623,11.593677520751951,12.844,,10.907408714294434,23.6197452545166,522.3308715820312,16.208398818969727,17.401660919189453,25.692115783691406,20.00571823120117,3.6421263217926025,10.751734733581545,5.328388690948486,15.751754760742188,42.05337905883789,3.164,7.330644130706787,10.098855018615724,1715.93505859375,7.997259140014648,17.09,1955.0,,4158.39892578125,13.43350601196289,11.112051010131836,21.63999938964844,329.90997314453125,10.970048904418944,15.694900512695312,14.45,39.17,23.91,18.93484878540039,15.823558807373049,29.236053466796875,35.39,46.4
2010-12-13,14.64,43.53,8.448138236999512,7.992115020751953,8.024,17.94495391845703,14.55165195465088,9.640719413757324,23.311487197875977,7.08,7.114284038543701,3.3199002742767334,13.552,4.324487686157227,2.03,4.003992080688477,10.39740753173828,13.65546417236328,7.691460609436035,11.598761558532717,12.87,,11.005188941955566,23.529783248901367,543.5527954101562,16.698701858520508,17.983871459960938,25.48396110534668,20.427709579467773,3.66828727722168,10.78254222869873,5.258584022521973,15.693150520324709,42.83576583862305,3.139,7.330644130706787,10.02459716796875,1642.5020751953125,8.40090560913086,17.27,1970.0,,4323.00244140625,13.604212760925291,11.20285415649414,21.649999618530277,338.5062255859375,10.90719509124756,16.334575653076172,14.52,39.04,24.17,19.787769317626957,16.434377670288086,29.96734046936035,36.04,47.22
2010-12-14,14.54,43.59,8.654464721679688,7.948305606842041,8.058,17.90921974182129,14.542318344116213,9.640719413757324,23.35658073425293,7.32,7.062660217285156,3.3387320041656494,13.544,4.324487686157227,1.988,3.9806137084960938,10.37932586669922,13.51158618927002,7.734191417694092,11.451297760009766,12.64,,11.0585298538208,22.77735137939453,527.8076171875,16.30788230895996,17.653947830200195,25.186599731445312,19.927562713623047,3.694448232650757,10.830158233642578,5.289608955383301,15.432682991027832,42.34677505493164,3.123,7.330644130706787,10.358752250671388,1614.0279541015625,8.259628295898438,17.33,1970.0,,4266.6904296875,13.509376525878906,11.168262481689451,21.65999984741211,329.90997314453125,10.80083465576172,16.163232803344727,14.38,38.74,24.05,19.48924446105957,16.153732299804688,29.70469093322754,35.87,47.52
2010-12-15,14.37,44.43,8.777142524719238,8.017149925231934,7.97,17.82584571838379,14.490976333618164,9.745226860046388,23.176225662231445,7.11,6.985227584838867,3.343442678451538,13.476,4.278319358825684,1.979,4.021137714385986,10.436153411865234,12.896827697753906,7.776923656463623,11.247900009155272,12.512,,11.07630729675293,22.03310203552246,513.4314575195312,16.080495834350586,17.472814559936523,25.523611068725582,19.341459274291992,3.688633680343628,10.76853847503662,5.235316276550293,15.445707321166992,42.44457244873047,3.053,7.330644130706787,10.098855018615724,1581.05810546875,7.729842662811279,16.91,1929.0,,4089.09228515625,13.258061408996582,10.969367027282717,21.63999938964844,322.9400634765625,10.660618782043455,15.62065315246582,14.4,38.74,23.54,18.93484878540039,15.790538787841797,29.251502990722656,35.61,47.26
2010-12-16,14.32,44.42,8.983467102050781,7.97959566116333,7.853,17.59160804748535,14.35097312927246,10.079647064208984,24.032930374145508,6.8,7.182040214538574,3.43056321144104,13.29,4.185982704162598,1.99,3.991523504257202,10.570480346679688,12.445571899414062,7.392347812652588,11.21739101409912,12.546,,10.916296005249023,21.329742431640625,501.793701171875,15.760737419128418,17.104087829589844,24.67117118835449,19.146089553833008,3.650845766067505,10.681720733642578,5.351656913757324,15.88849925994873,41.56438446044922,3.004,7.330644130706787,10.113704681396484,1545.0908203125,7.159693241119385,17.45,1901.0,,3950.47900390625,13.262802124023438,10.960721969604492,21.25,313.18212890625,10.602605819702148,15.597807884216309,14.42,38.69,23.43,18.70455741882324,15.75752067565918,29.22574806213379,35.3,46.51
2010-12-17,14.39,44.77,9.117298126220703,8.111027717590332,7.874,17.66704559326172,14.290300369262695,10.36703872680664,24.81749725341797,6.93,7.420794486999512,3.4465904235839844,13.315,4.170591831207275,2.032,4.003992080688477,10.591147422790527,12.622148513793944,7.648730278015137,11.161455154418944,12.495,,11.005188941955566,21.485137939453125,514.1160278320312,16.27235221862793,17.54397964477539,25.146953582763672,19.26330947875977,3.691540956497192,10.78254222869873,5.429215908050537,15.660592079162598,44.00934982299805,3.07,7.3979573249816895,10.098855018615724,1605.0362548828125,7.563337326049805,17.6,1915.0,,4180.05712890625,13.571019172668455,11.215822219848633,20.600000381469727,315.7377624511719,10.650959014892578,15.534982681274414,14.22,39.19,22.89,18.51691436767578,15.79879093170166,29.30300521850586,35.27,47.03
2010-12-20,14.2,45.01,9.318047523498535,8.023407936096191,7.744,17.635282516479492,14.024272918701172,10.408841133117676,24.528921127319336,6.85,7.340134143829346,3.398489475250244,13.451,4.07517671585083,2.02,3.949441432952881,10.356074333190918,12.131648063659668,7.328252792358398,11.273326873779297,12.606,,10.800731658935549,21.14981460571289,499.739990234375,15.838895797729492,17.07821273803711,24.97844696044922,18.052024841308597,3.604337692260742,10.547289848327637,5.359411716461182,15.93408489227295,45.3785285949707,3.016,7.3979573249816895,10.180537223815918,1543.59228515625,7.260601997375488,17.84,1894.0,,4093.423583984375,13.43350601196289,11.055843353271484,20.420000076293945,307.6061706542969,10.491405487060549,15.19229793548584,14.34,40.18,22.92,18.167219161987305,15.600687980651855,29.097000122070312,35.23,47.83
