,VIVO4,AMBV4,ARCZ6,B3SA3,BBDC4,BRAP4,BBAS3,BRTP4,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,DURA4,ELET3,ELET6,EMBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,LAME4,LREN3,NATU3,NETC4,BNCA3,PCAR4,PETR3,PETR4,RDCD3,RSID3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP3,TNLP4,TCSL4,UBBR11,USIM3,USIM5,VALE3,VALE5,ALLL11
2008-10-27,15.51,14.56,1.95,2.449390649795532,3.629,5.948597431182861,5.00167179107666,13.34,3.840612173080444,2.1910457611083984,2.457240104675293,4.001,0.925,1.3008414506912231,5.9550323486328125,4.954960823059082,13.43,8.570710182189941,7.813,7.765877723693848,238.82884216308597,19.48512077331543,8.774938583374023,6.624645233154297,1.2461811304092407,4.419968128204346,2.4704952239990234,0.927,2.036290645599365,5.76,11.66,26.65,40.3,9.95363998413086,7.40248441696167,17.700000762939453,85.24633026123047,4.0,6.060297966003418,4.38,18.4,15.89,19.94,17.3,2.26,10.07,8.032427787780762,8.663531303405762,10.919561386108398,13.63,6.38
2008-10-28,17.21,16.23,2.07,2.7792348861694336,4.114,6.6777825355529785,5.664286613464356,15.91,4.457200050354004,2.3225960731506348,2.7414071559906006,4.906,1.053,1.5993947982788086,6.543210506439209,6.617269039154053,14.95,9.600591659545898,8.835,8.501770973205566,309.4823608398437,19.48512077331543,10.470940589904783,7.776757717132568,1.38464617729187,4.811450958251953,2.624901294708252,1.182,2.265663385391236,5.88,12.8,31.5,46.45,10.944475173950195,8.195462226867676,20.149999618530277,94.21963500976562,4.16,7.37454891204834,4.5,21.16,17.95,23.69,20.59,2.8,11.47,9.204236030578612,10.080160140991213,12.43150520324707,15.46,8.16
2008-10-29,17.92,16.05,2.01,3.206808090209961,4.367,6.919562816619873,5.9849066734313965,15.26,4.258636951446533,2.433683156967163,2.6829073429107666,4.965,1.059,1.6770802736282349,6.836188793182373,7.35252046585083,16.01,10.089348793029783,8.945,9.203041076660156,361.560302734375,19.48512077331543,10.84577751159668,7.911170482635498,1.5503090620040894,5.445402145385742,2.702103853225708,1.194,2.318126678466797,5.96,12.55,33.37,50.07,11.763392448425291,8.747274398803711,22.5,97.36028289794922,4.2,7.543109893798828,4.96,20.55,17.69,24.17,20.67,2.8,11.7,9.897027969360352,10.66280460357666,12.816898345947266,15.8,9.37
2008-10-30,19.61,15.05,2.49,3.713788747787476,4.887,7.598855018615723,6.2670488357543945,15.19,4.697564601898193,2.9116501808166504,2.7414071559906006,4.906,1.064,1.6907886266708374,7.058145046234131,7.73613166809082,17.95,11.472708702087402,9.873,9.869678497314451,377.8139343261719,19.48512077331543,12.28983211517334,9.120888710021973,1.72833514213562,6.021259784698486,3.0495171546936035,1.223,2.2510225772857666,6.3,13.8,34.12,54.08,12.718036651611328,9.339963912963867,23.5,100.72527313232422,4.18,8.243691444396973,5.62,21.9,20.98,25.73,21.21,2.92,13.33,10.74421501159668,11.424436569213867,13.73098087310791,16.95,10.45
2008-10-31,19.8,15.4,2.56,3.5366528034210205,4.743,7.522098064422607,6.314072608947754,15.35,4.917028427124023,3.127977132797241,2.758120059967041,4.839,1.061,1.6070107221603394,7.080339431762695,6.777106761932373,18.38,11.455251693725586,9.822,9.739811897277832,337.345703125,19.48512077331543,12.044038772583008,9.005677223205566,1.7802597284317017,5.884871482849121,3.0495171546936035,1.194,1.915505051612854,6.51,13.72,31.9,54.65,12.944254875183104,9.527993202209473,24.0,98.93061065673828,4.42,7.561547756195068,5.64,21.15,21.52,26.52,20.66,2.91,13.45,10.075173377990724,10.66280460357666,14.027440071105955,17.12,9.95
2008-11-03,19.61,15.87,2.75,3.616056680679321,4.955,7.648744583129883,6.121706485748291,15.51,4.964056491851807,3.015428066253662,2.924452066421509,5.016,1.139,1.614627718925476,7.080339431762695,7.544325828552246,17.27,11.34615421295166,9.473,9.419482231140137,368.1944580078125,19.48512077331543,11.896559715270996,9.600934982299805,2.0349361896514893,6.842111587524414,3.0881187915802,1.223,2.1338956356048584,6.9,14.8,34.69,55.95,12.754227638244627,9.458500862121582,23.649999618530277,96.0142822265625,4.44,7.53257417678833,5.55,22.16,21.95,25.73,21.24,2.92,14.66,9.956412315368652,10.53713607788086,14.328842163085938,17.7,9.84
2008-11-04,20.05,15.85,2.97,4.123040676116943,5.119,8.289658546447754,7.079287052154541,15.12,4.734142303466797,3.008120059967041,2.799917697906494,5.49,1.119,1.715160846710205,7.251245021820068,8.10056209564209,18.02,11.411611557006836,9.873,9.705184936523438,394.3992614746094,19.48512077331543,13.168554306030272,9.264901161193848,2.16845440864563,7.172974109649658,3.11128044128418,1.313,2.203439950942993,7.32,14.0,39.49,56.38,14.02558135986328,10.259654998779297,24.899999618530277,98.70628356933594,4.51,8.006653785705566,5.77,22.06,22.4,25.73,20.86,2.92,15.54,10.42355251312256,10.929373741149902,15.336797714233398,18.66,10.21
2008-11-05,19.7,15.75,2.85,3.640490293502808,4.73,8.289658546447754,6.861266136169434,14.32,4.431073188781738,2.9174964427948,2.799917697906494,5.431,1.028,1.6907886266708374,6.8117756843566895,7.544325828552246,15.77,10.83994197845459,9.32,9.696523666381836,340.66278076171875,19.48512077331543,11.933429718017578,8.804058074951172,1.9508670568466189,6.54408073425293,2.740705966949463,1.231,2.11071515083313,7.55,13.45,39.3,55.66,13.487177848815918,9.912214279174805,24.0,89.73297882080078,4.35,7.008456230163574,5.39,20.44,21.1,24.47,19.65,2.68,13.85,9.30320644378662,10.929373741149902,14.03238010406494,17.36,9.35
2008-11-06,18.06,16.24,2.67,3.347296953201294,4.477,7.226585388183594,6.4124016761779785,13.72,4.185483455657959,2.9014174938201904,2.714660406112671,5.82,1.06,1.696881890296936,6.749629974365234,6.201691150665283,16.45,10.726479530334473,9.558,8.700898170471191,275.64825439453125,19.48512077331543,11.767510414123535,9.264901161193848,1.8643275499343872,6.139968395233154,2.779306650161743,1.194,2.03750991821289,7.37,13.85,44.43,57.92,12.564207077026367,9.360401153564451,23.290000915527344,81.88134765625,4.41,6.481701374053955,5.64,19.58,20.55,22.41,19.05,2.7,12.99,8.681673049926758,9.3299560546875,13.58769416809082,16.68,8.9
2008-11-07,18.65,17.11,2.6,3.4572458267211914,4.47,7.138318061828613,6.540645599365234,14.53,4.049624919891357,2.908726930618286,2.783193588256836,5.735,1.082,1.8248335123062132,6.794018745422363,5.882016658782959,17.09,10.752662658691406,9.456,7.98231840133667,266.3604736328125,19.48512077331543,11.490991592407228,8.612038612365723,1.9780656099319456,6.364749431610107,2.9182724952697754,1.251,2.122915267944336,7.32,13.89,47.98,56.61,12.763275146484377,9.507551193237305,24.0,83.6760025024414,4.46,6.415857791900635,5.94,18.47,19.43,23.7,20.08,2.66,13.61,8.317462921142578,9.143355369567873,13.167706489562988,16.36,9.07
2008-11-10,18.5,16.9,2.46,3.292323589324951,4.511,7.238099575042725,6.160177230834961,14.67,3.835386514663696,2.850259304046631,2.758120059967041,5.685,1.069,1.6755566596984863,6.503258228302002,5.050862312316895,15.48,10.543194770812988,9.286,7.69661808013916,241.15077209472656,19.48512077331543,12.044038772583008,7.968775749206543,2.069551706314087,6.566812515258789,2.833349227905273,1.223,2.1448757648468018,6.87,13.31,52.43,53.99,13.251914024353027,9.789589881896973,22.75,76.04869842529297,4.4,6.255198001861572,6.21,18.62,17.9,22.81,19.84,2.68,13.81,8.4124755859375,9.227136611938477,13.785327911376951,16.99,8.8
2008-11-11,19.92,17.12,2.42,3.46946120262146,4.47,7.522098064422607,6.087505340576172,14.92,3.8667383193969727,2.9584226608276367,2.8584163188934326,6.15,1.115,1.7273465394973757,6.714114665985107,5.178731918334961,15.53,11.651626586914062,10.197,7.584067344665527,226.55567932128903,19.48512077331543,12.498760223388672,7.728752613067627,2.0472991466522217,6.503668308258057,3.1653223037719727,1.272,2.024090051651001,7.32,13.17,49.74,56.61,13.007596015930176,9.773236274719238,24.600000381469727,76.27303314208984,4.2,6.476432800292969,6.76,17.48,17.0,23.39,20.66,2.82,13.6,8.661881446838379,9.234752655029297,13.958271980285645,17.21,9.35
2008-11-12,19.24,16.73,2.18,3.176266670227051,4.108,6.869670867919922,5.638637542724609,13.83,3.6734015941619873,2.9847331047058105,2.8166301250457764,6.04,1.091,1.5963480472564695,6.547650337219238,4.68004035949707,14.54,9.897337913513184,8.937,7.125213146209717,203.33621215820312,19.48512077331543,11.749079704284668,7.6327433586120605,1.854435682296753,6.051569938659668,2.90283203125,1.182,1.9142839908599851,7.0,12.49,48.77,51.72,11.283804893493652,8.428450584411621,24.01000022888184,68.42138671875,3.77,5.794288158416748,6.47,16.14,16.4,21.29,19.21,2.7,12.71,8.040348052978516,8.377917289733887,13.049124717712402,16.06,9.06
2008-11-13,18.92,18.49,2.42,3.286214828491211,4.497,7.180533409118652,6.027658462524414,14.91,3.6629505157470703,3.1133599281311035,2.924452066421509,6.497,1.123,1.5841628313064575,6.8761420249938965,4.9613542556762695,15.14,11.018860816955566,9.822,7.064610958099365,206.65328979492188,19.48512077331543,12.28983211517334,7.728752613067627,2.069551706314087,6.607223987579346,3.126720666885376,1.223,1.8056981563568115,7.49,12.25,51.28,56.85,11.595991134643556,8.624648094177246,25.690000534057617,71.33771514892578,3.73,6.060297966003418,7.25,17.08,16.93,24.44,20.95,2.75,14.1,8.511444091796875,8.709227561950684,13.483933448791504,16.32,10.02
2008-11-14,20.58,18.2,2.35,3.1029696464538574,4.524,7.268803119659424,5.959257125854492,15.36,3.5636696815490723,3.215677261352539,3.0673720836639404,6.59,1.135,1.672509789466858,6.900557041168213,4.73118782043457,14.95,11.25451374053955,9.882,7.0559515953063965,212.2922821044922,19.48512077331543,12.283685684204102,7.450325489044189,1.9978458881378172,6.5188188552856445,3.0495171546936035,1.21,1.6971120834350586,7.15,12.0,51.84,56.52,11.356196403503418,8.485672950744629,26.299999237060547,74.02970886230469,3.79,6.110339164733887,7.02,15.62,17.15,23.63,21.02,2.97,13.76,8.31350326538086,8.301756858825684,13.365346908569336,16.48,9.82
2008-11-17,20.38,17.77,2.32,3.0357778072357178,4.497,7.157506465911865,6.027658462524414,15.81,3.6054723262786874,3.20836877822876,3.1133389472961426,6.751,1.171,1.7486721277236938,7.273439407348633,4.411513328552246,15.36,11.564350128173828,10.376,7.315680980682373,194.7118225097656,19.60957717895508,11.91635799407959,8.055185317993164,1.965703010559082,6.508721828460693,3.149881362915039,1.272,1.671491026878357,6.97,11.91,52.09,58.26,11.338101387023926,8.358959197998047,26.5,68.19705963134766,3.73,6.215691566467285,6.83,14.9,16.51,23.23,20.45,3.15,13.95,8.072017669677734,8.240825653076172,13.19241428375244,16.36,10.23
2008-11-18,19.61,17.94,2.18,2.80366587638855,4.155,6.6816182136535645,5.728410720825195,15.31,3.6106979846954346,3.2887604236602783,3.0924463272094727,6.658,1.126,1.674033284187317,7.257902145385742,4.155773162841797,14.12,11.67344570159912,10.299,7.211791038513184,181.11184692382807,19.60957717895508,11.050960540771484,8.160794258117676,1.8420740365982056,6.011155605316162,2.925992727279663,1.21,1.692231297492981,7.11,11.3,50.84,56.82,10.541810035705566,7.868459224700928,25.25,65.72940063476562,3.25,5.791654586791992,6.41,14.5,15.52,22.62,19.41,3.07,12.88,8.115562438964844,8.130388259887695,12.624201774597168,15.57,9.65
2008-11-19,19.61,17.13,2.11,2.6570703983306885,4.053,6.635563850402832,5.694211006164551,15.8,3.615923166275024,3.310685157775879,3.167668104171753,6.708,1.152,1.5536974668502808,7.413271427154541,4.027902603149414,13.88,11.73890495300293,10.197,7.081924915313721,178.12648010253906,19.60957717895508,10.552888870239258,8.813658714294434,1.7580066919326782,5.697969913482666,2.8642303943634038,1.223,1.7080929279327393,7.32,11.24,50.66,57.28,10.089370727539062,7.561896800994873,25.0,64.38341522216797,3.15,5.825894355773926,6.48,14.25,15.01,23.39,20.58,3.0,12.23,7.521740913391113,7.665794849395752,12.352447509765623,15.15,9.23
2008-11-21,19.0,17.82,1.95,2.449390649795532,3.67,6.236432075500488,4.87769889831543,14.91,3.396459579467773,3.239063262939453,3.0590102672576904,6.658,1.128,1.4013744592666626,7.215733528137207,3.708227872848511,12.91,11.38979434967041,9.992,6.796224594116211,151.58995056152344,19.60957717895508,9.787100791931152,7.210302352905273,1.6071782112121582,5.243349075317383,2.8024685382843018,1.145,1.5067816972732544,7.22,10.66,62.2,55.62,9.143774032592772,6.903806686401367,22.5,56.98043823242188,2.79,5.267534255981445,6.92,12.59,13.21,23.47,20.63,2.88,11.11,7.201076984405518,7.292596340179443,11.265432357788086,13.97,8.46
2008-11-24,20.84,17.59,2.07,2.65096116065979,4.114,6.236432075500488,5.343666076660156,16.09,3.281502723693848,3.192290782928467,3.0590102672576904,7.097,1.174,1.480582356452942,7.493173599243164,4.034295558929443,13.0,11.34615421295166,9.959,6.926088333129883,166.84848022460938,19.60957717895508,10.14820384979248,7.64234447479248,1.8049851655960083,5.9606451988220215,3.1035594940185547,1.247,1.5836466550827026,7.24,11.37,62.76,58.56,10.274868965148926,7.860284805297852,23.600000381469727,61.0184211730957,2.91,6.123509407043457,7.3,14.01,13.4,26.53,22.57,3.2,13.06,8.190780639648438,7.292596340179443,12.900896072387695,15.78,9.79
2008-11-25,22.6,16.82,2.09,2.724259376525879,4.231,7.073072910308838,5.506112575531006,16.23,3.281502723693848,3.2302935123443604,3.125871419906616,6.971,1.16,1.53389573097229,7.542004585266113,4.603318214416504,13.1,11.477070808410645,9.873,7.402256965637207,174.80941772460938,19.60957717895508,11.082087516784668,7.239104747772217,1.8791617155075075,6.235942840576172,3.064958333969116,1.26,1.6531894207000732,7.0,11.31,62.98,58.79,10.451321601867676,7.913422107696533,25.0,65.95374298095703,3.35,6.389519691467285,7.19,13.33,13.61,26.52,23.67,3.21,13.65,8.254122734069824,8.549288749694824,13.246764183044434,16.08,9.98
2008-11-26,23.38,16.28,2.05,2.931938648223877,4.47,7.322530746459961,6.023379802703857,17.39,3.3807830810546875,3.3603832721710205,3.1425938606262207,6.852,1.147,1.6618475914001465,7.519808769226074,5.018894195556641,13.77,12.088018417358398,10.495,7.679301261901855,201.01426696777344,19.60957717895508,12.38952350616455,7.738354206085205,2.052243232727051,6.69309663772583,3.628539800643921,1.35,1.628788948059082,7.32,12.29,62.79,60.8,10.958053588867188,8.387575149536133,25.229999542236328,71.33771514892578,3.36,6.734542846679688,6.76,13.04,13.27,27.29,23.89,3.58,14.35,8.630208969116211,8.945335388183594,13.632160186767578,16.43,11.6
2008-11-27,24.0,16.77,2.03,2.9808058738708496,4.531,7.138318061828613,6.0490312576293945,16.31,3.26582670211792,3.294607639312744,3.0924463272094727,6.59,1.203,1.6907886266708374,7.448784828186035,4.929385662078857,13.55,11.83054542541504,10.214,7.584067344665527,204.6630401611328,19.60957717895508,12.445560455322266,8.43922233581543,2.032461881637573,6.662785530090332,3.6130993366241455,1.317,1.6361087560653689,7.16,12.75,62.3,60.34,10.686588287353516,8.154586791992188,,71.33771514892578,3.41,6.795119285583496,6.62,12.84,12.94,27.52,23.88,3.79,14.4,8.353092193603516,8.872978210449219,13.365346908569336,16.31,10.82
2008-11-28,24.38,16.62,1.93,3.145725965499878,4.654,7.3685832023620605,6.113154411315918,18.28,3.2710518836975098,3.307762861251831,3.0506486892700195,6.522,1.217,1.7060211896896362,7.082559108734131,5.0125017166137695,14.16,11.782544136047363,10.248,7.410915374755859,193.7167053222656,19.60957717895508,12.70082187652588,8.372015953063965,2.039879560470581,6.728455066680908,3.89875054359436,1.292,1.6202480792999268,7.17,13.74,62.69,61.97,10.745404243469238,8.199546813964844,26.559999465942383,77.17035675048828,3.3,6.818824768066406,6.45,14.25,12.96,28.85,24.56,3.57,14.59,8.471856117248535,8.89963436126709,13.60251522064209,16.48,11.3
2008-12-01,22.47,16.08,1.75,2.8708574771881104,4.429,6.754536151885986,6.113154411315918,17.89,3.203122615814209,3.1572105884552,2.917762517929077,6.294,1.139,1.5384657382965088,7.1913161277771,4.718400478363037,12.91,11.62980842590332,10.41,7.687958717346191,178.12648010253906,19.60957717895508,11.549030303955078,8.909667015075684,1.9854832887649536,6.513770580291748,3.605379343032837,1.21,1.5604649782180786,7.49,13.0,62.6,60.02,9.845056533813477,7.521021842956543,25.700000762939453,69.54306030273438,3.03,6.347380638122559,6.23,14.71,11.8,26.98,22.72,3.47,14.17,8.432267189025879,8.606407165527344,12.59950065612793,15.41,10.31
2008-12-02,24.17,16.28,1.75,2.7975587844848637,4.559,6.6624298095703125,6.0917792320251465,18.28,3.218798875808716,3.331149101257324,3.0448055267333984,6.59,1.195,1.5369422435760498,7.586395740509033,4.79512357711792,13.1,11.67344570159912,10.299,7.705273151397705,180.11672973632812,19.60957717895508,11.81052017211914,9.02487850189209,2.052243232727051,6.677939414978027,3.821547031402588,1.21,1.5714454650878906,7.73,13.18,63.05,60.53,9.790759086608888,7.48014497756958,26.0,68.6457290649414,3.09,6.3684492111206055,6.47,16.22,12.1,27.6,23.12,3.45,14.5,8.551033973693848,8.484545707702637,12.13010311126709,15.15,10.1
2008-12-03,24.12,16.31,1.78,2.638744115829468,4.606,6.704645156860352,6.113154411315918,18.33,3.098616123199463,3.4510066509246826,3.0640268325805664,6.463,1.187,1.492768406867981,7.7883734703063965,4.475448131561279,12.53,11.638534545898438,10.393,8.2247314453125,170.16554260253906,19.60957717895508,11.698450088500977,8.967273712158203,2.052243232727051,6.743607521057129,3.92963171005249,1.145,1.542164325714111,7.75,14.01,62.6,61.17,10.333683967590332,7.892984390258789,23.799999237060547,67.74840545654297,3.15,6.22622537612915,6.76,17.08,12.61,28.06,23.95,3.46,14.54,8.507485389709473,8.549288749694824,12.288216590881348,15.12,10.42
2008-12-04,25.12,16.16,1.86,2.7303686141967773,4.524,6.412971496582031,6.241404533386231,19.26,3.0672643184661865,3.478777885437012,2.996330976486206,6.522,1.19,1.4958148002624512,7.850520610809326,4.7823357582092285,12.52,11.904733657836914,10.656,8.6143217086792,181.44357299804688,19.60957717895508,11.530355453491213,8.832859992980957,2.0744967460632324,6.801694393157959,4.014554500579834,1.157,1.6104873418807983,7.75,14.0,62.87,60.27,9.858628273010254,7.602773189544678,23.6200008392334,66.85107421875,3.25,6.321041107177734,6.91,17.2,13.21,29.0,24.4,3.6,14.81,8.333297729492188,8.606407165527344,11.902817726135254,14.77,9.79
2008-12-05,26.77,16.59,1.83,2.8952906131744385,4.6,6.359242916107178,6.733021259307861,20.16,2.97843337059021,3.418849468231201,2.9670751094818115,6.277,1.214,1.4105136394500732,7.772835731506348,5.114797115325928,11.94,12.502589225769045,11.329,8.311308860778809,181.11184692382807,19.60957717895508,11.573933601379396,9.36091136932373,2.126420736312866,6.869894504547119,4.315646171569824,1.223,1.7007731199264526,7.83,14.01,63.54,61.84,9.72741985321045,7.422921180725098,23.75,68.19705963134766,3.3,6.139311790466309,6.93,17.9,12.51,30.18,25.2,3.61,15.14,8.19473934173584,8.454082489013672,11.63600730895996,14.47,10.15
2008-12-08,30.47,17.77,1.95,3.3289730548858643,4.908,7.149829864501953,7.340057849884033,22.2,3.030686855316162,3.344303846359253,3.008861780166626,6.556,1.212,1.4851521253585815,7.728445529937744,5.690211772918701,13.38,12.873520851135254,11.576,8.6143217086792,205.65814208984372,19.60957717895508,12.763081550598145,9.86016082763672,2.247576713562012,7.554354667663574,4.470052719116211,1.321,1.7324943542480469,7.55,15.53,62.98,61.99,11.066631317138672,8.260860443115234,23.68000030517578,68.87006378173828,3.57,6.9689483642578125,6.78,19.78,13.87,33.45,28.2,4.05,16.42,9.564489364624023,9.75646686553955,13.09359645843506,15.96,11.08
2008-12-09,30.58,17.59,1.9,3.512220621109009,4.921,6.984804630279541,7.2460126876831055,21.25,3.0568130016326904,3.1425936222076416,2.9068925380706787,6.412,1.203,1.4790599346160889,7.539784908294678,5.754148006439209,14.04,12.760058403015137,11.423,8.519088745117188,205.98985290527344,19.60957717895508,13.13663387298584,9.149690628051758,2.2253239154815674,7.488687992095947,4.323366165161133,1.292,1.7398144006729126,7.24,15.0,63.6,58.08,10.949004173278809,8.219985008239746,24.049999237060547,67.29973602294922,3.46,7.05849552154541,6.62,18.81,15.41,32.43,26.78,3.79,16.19,9.857439041137695,9.977338790893556,13.276411056518556,15.97,10.31
2008-12-10,29.68,18.12,1.9,3.6343839168548575,4.942,7.460692405700684,6.968138694763184,20.34,3.0620386600494385,3.144054889678955,2.8166301250457764,6.285,1.139,1.4699199199676514,7.422150135040283,6.201691150665283,15.04,12.240755081176758,10.954,8.735528945922852,221.9117889404297,19.60957717895508,13.715641975402832,9.504925727844238,2.222851276397705,7.501319408416748,4.477773189544678,1.276,1.8056981563568115,7.15,14.2,63.71,57.76,12.06200122833252,8.968000411987305,24.399999618530277,67.74840545654297,3.55,7.53257417678833,6.59,19.03,16.94,31.19,25.33,3.79,16.33,10.213732719421388,10.396235466003418,14.185550689697266,17.03,10.61
2008-12-11,29.22,17.95,1.9,3.664925336837769,4.743,7.464529037475586,6.668896675109863,18.77,2.9523072242736816,3.3179943561553955,2.7205138206481934,6.37,1.095,1.5232330560684204,7.1047539710998535,6.233658790588379,14.55,11.786908149719238,10.571,8.2247314453125,224.5654296875,19.60957717895508,13.230021476745604,9.408916473388672,2.1610372066497803,7.281582355499268,4.284764766693115,1.346,1.9399051666259768,7.29,14.42,63.79,55.45,12.184158325195312,9.127410888671877,24.25,76.49736022949219,3.63,7.464096546173096,6.83,18.65,16.4,29.9,24.62,3.89,15.83,10.027668952941896,10.43431568145752,13.889090538024902,16.67,9.84
2008-12-12,30.26,18.39,1.91,3.6343839168548575,4.935,7.426149845123291,6.690269947052002,19.81,2.926180601119995,3.3618435859680176,2.8667781352996826,6.945,1.171,1.6298593282699585,7.322269916534424,6.073822498321533,15.35,12.376033782958984,10.937,8.865394592285156,221.9117889404297,19.60957717895508,13.261153221130373,9.85055923461914,2.2253239154815674,7.57708740234375,4.053156852722168,1.436,1.9838277101516724,7.49,15.01,63.59,56.94,12.487289428710938,9.237774848937988,24.100000381469727,80.53534698486328,3.62,7.585251808166504,7.23,19.95,17.3,31.19,25.17,4.18,16.63,9.897027969360352,10.46859073638916,13.93850040435791,16.87,9.2
2008-12-15,29.9,17.94,1.91,3.3717293739318848,4.736,7.502906799316406,6.3696489334106445,18.8,2.994109630584717,3.303377151489258,2.724694967269897,6.615,1.104,1.5232330560684204,7.053706645965576,5.696605205535889,14.89,12.044378280639648,10.818,8.519088745117188,216.2727508544922,19.60957717895508,12.949857711791992,9.120888710021973,2.089332103729248,7.071953773498535,3.9373507499694815,1.313,1.915505051612854,7.43,13.85,63.24,55.22,12.555155754089355,9.360401153564451,23.209999084472656,82.10567474365234,3.55,7.598420143127441,6.62,18.05,17.0,31.58,26.09,3.65,15.35,9.893068313598633,10.20582675933838,14.027440071105955,16.64,9.07
2008-12-16,28.33,18.77,1.95,3.579407930374145,5.037,7.97879695892334,6.690269947052002,19.66,2.9523072242736816,3.467085123062134,2.8174660205841064,6.979,1.147,1.645091891288757,7.291196823120117,5.901196479797363,16.32,12.131659507751465,10.963,8.467143058776855,231.53126525878903,19.60957717895508,13.391897201538086,9.658540725708008,2.208015203475952,7.526575565338135,4.053156852722168,1.362,2.0301904678344727,7.32,15.0,63.68,56.04,13.052834510803224,9.728277206420898,24.559999465942383,85.24633026123047,3.67,8.032991409301758,6.62,19.03,17.97,32.36,26.52,3.61,16.28,10.570027351379396,10.845598220825195,14.773526191711426,17.46,9.98
2008-12-17,26.65,18.08,1.97,3.7260048389434814,5.078,7.944256782531738,6.5192718505859375,18.77,2.9523072242736816,3.4714701175689697,2.7163329124450684,6.742,1.128,1.7060211896896362,7.102535247802734,5.702998638153076,15.33,11.939644813537598,10.495,8.276677131652832,219.92153930664065,19.60957717895508,13.317187309265137,9.98497200012207,2.2253239154815674,7.703374862670898,3.99139404296875,1.288,1.9238122701644895,7.36,14.31,62.71,53.82,13.410266876220703,9.953092575073242,25.700000762939453,79.86235046386719,3.61,8.306904792785645,6.69,18.16,17.03,31.04,25.13,3.47,16.82,10.403756141662598,10.853212356567385,14.971166610717772,17.77,9.82
2008-12-18,26.31,18.37,2.07,3.93979287147522,4.982,7.7139892578125,6.5620222091674805,20.3,3.030686855316162,3.4933948516845703,2.703801155090332,6.827,1.187,1.7212536334991455,7.213512420654297,5.530374526977539,14.7,12.502589225769045,10.997,8.571036338806152,219.92153930664065,19.60957717895508,13.510186195373535,10.772249221801758,2.16845440864563,7.55183219909668,3.883309364318848,1.251,1.9845906496047971,7.32,14.11,65.17,54.67,12.713508605957031,9.60565185546875,25.5,80.75967407226562,3.69,8.45439338684082,6.52,18.36,17.6,31.19,25.97,3.4,16.63,10.712543487548828,10.891294479370115,14.234960556030272,17.04,9.35
2008-12-19,25.06,17.28,2.17,3.921469449996948,4.778,7.748526573181152,6.497897624969482,19.76,2.994109630584717,3.624945163726807,2.582611083984375,6.674,1.165,1.7837066650390625,7.253464221954346,5.818081855773926,15.04,12.380401611328123,10.937,8.242047309875488,228.8776092529297,19.60957717895508,13.323410034179688,10.695441246032717,2.1288931369781494,7.274004459381103,3.713463306427002,1.251,1.934973955154419,7.24,14.3,67.14,55.45,12.618500709533691,9.54433822631836,26.299999237060547,81.88134765625,3.64,8.296366691589355,6.5,18.52,17.95,32.59,26.2,3.18,16.13,10.387920379638672,10.872251510620115,14.175670623779297,16.95,9.45
2008-12-22,24.64,16.97,2.29,3.6038434505462646,4.593,7.291828632354736,6.433773994445801,18.62,2.9157299995422363,3.405694961547852,2.565887689590454,6.725,1.116,1.7517184019088743,7.084778785705566,5.715785503387451,14.81,11.917828559875488,10.461,8.146811485290527,232.19467163085935,19.60957717895508,12.296140670776367,10.839455604553224,2.0744967460632324,6.935562610626221,3.75206470489502,1.231,1.9845906496047971,7.0,14.4,67.15,55.29,11.817687034606934,9.04975128173828,25.5,81.88134765625,3.5,7.495702743530273,6.35,18.31,18.5,30.78,25.01,3.18,15.1,9.99599838256836,10.274374961853027,13.281356811523438,16.23,9.55
2008-12-23,24.7,16.6,2.26,3.39616322517395,4.415,6.919562816619873,5.9849066734313965,19.45,2.868701696395874,3.458314895629883,2.5909619331359863,6.827,1.113,1.7060211896896362,6.947167873382568,5.210700035095215,14.26,11.27632999420166,9.873,7.843797206878662,207.6483917236328,19.60957717895508,11.95372200012207,9.956169128417969,1.9904277324676516,6.569340705871582,3.744344472885132,1.21,1.8816388845443728,6.9,13.85,67.14,53.03,11.713621139526367,8.992526054382324,24.0,78.516357421875,3.3,7.211256980895996,6.22,18.39,18.4,29.65,24.84,2.99,14.41,9.338836669921877,9.577484130859377,12.777372360229492,15.63,9.2
2008-12-26,23.88,16.67,2.28,3.573300361633301,4.326,7.138318061828613,5.9849066734313965,17.88,2.873927593231201,3.50654935836792,2.574249505996704,6.911,1.099,1.7060211896896362,6.762945652008057,5.466439723968506,13.6,11.341789245605469,10.112,7.627357959747314,207.9801025390625,10.129766464233398,12.078231811523438,9.783352851867676,1.9755924940109253,6.5415544509887695,3.6980228424072266,1.214,1.835745930671692,6.69,13.83,67.15,51.23,12.147963523864746,9.319523811340332,24.790000915527344,81.20834350585938,3.41,7.398253440856934,6.06,17.52,17.46,30.03,24.58,2.91,14.28,9.204236030578612,9.672686576843262,13.390050888061523,16.08,9.35
