,ACES4,AMBV4,ARCZ6,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CMET4,CCRO3,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP4,GGBR4,GOAU4,PTIP4,ITSA4,ITUB4,PCAR4,PRGA4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,UBBR11,USIM5,VALE3,VALE5
2005-07-04,27.3,12.27,7.26,2.638,3.9270331859588623,4.3746843338012695,24.06,13.97,8.897268295288086,2.55,1.9489611387252808,6684.99072265625,0.622,42.19,6.850762844085693,6.094,19.41,12.005023956298828,18.88,2.52,4.424118995666504,5.238826274871826,9.78,1.3567407131195068,4.394612312316895,38.02,60.93,6.950581073760986,5.067151546478272,3.191330909729004,4.65,3.184657335281372,114.0,3.26,24.08,20.4,35.41,21.55,35.76,32.01,11.743990898132324,8.83,3.32,8.49,6.289730072021484,8.587478637695312,10.69
2005-07-05,26.3,12.34,7.3,2.59,3.85699462890625,4.274932384490967,23.76,13.7,8.74638843536377,2.5,1.9101229906082156,6523.90673828125,0.598,40.9,6.462173938751221,5.856,19.05,12.233612060546877,19.45,2.41,4.3191680908203125,5.074676036834717,9.45,1.3432811498641968,4.394711971282959,37.37,60.33,7.0976243019104,5.123403072357178,3.22373366355896,4.61,3.1282312870025635,114.62,3.26,23.33,20.1,34.42,21.34,34.8,31.26,11.789277076721191,8.85,3.24,8.62,6.042428970336914,8.542351722717285,10.58
2005-07-06,25.24,12.33,7.3,2.542,3.9433443546295166,4.210809230804443,24.29,13.8,8.50120735168457,2.5,1.8959999084472656,6353.87353515625,0.582,40.17,6.397768497467041,5.702,18.59,12.021954536437988,19.62,2.31,4.37971830368042,5.008317947387695,9.17,1.3378974199295044,4.325000762939453,36.31,59.82,7.08348560333252,5.105120658874512,3.22580885887146,4.54,3.1290862560272217,113.05,3.33,22.9,20.49,33.89,21.34,34.65,31.09,11.48200511932373,8.87,3.2,8.45,5.968237400054932,8.750907897949219,10.73
2005-07-07,25.37,12.53,7.16,2.501,4.024897575378418,4.139558792114258,24.02,13.87,8.28902816772461,2.56,1.8921163082122805,6309.12841796875,0.589,39.63,6.462173938751221,5.805,18.91,12.08968448638916,19.19,2.33,4.30907678604126,4.817972660064697,9.14,1.3405892848968506,4.409866809844971,36.26,59.47,6.9698100090026855,4.996840476989746,3.1983301639556885,4.68,3.060690402984619,113.05,3.39,22.57,21.07,34.34,21.52,34.5,30.84,11.365568161010742,8.48,3.09,8.32,5.85447883605957,8.743590354919434,10.84
2005-07-08,24.71,12.41,7.14,2.495,4.182247638702393,4.146685600280762,23.93,13.8,8.010843276977539,2.59,1.8889394998550413,6309.12841796875,0.587,38.93,6.35482931137085,5.6,18.91,12.055819511413574,19.19,2.35,4.369625568389893,4.9070329666137695,9.12,1.3352056741714478,4.43512487411499,36.51,60.38,7.080655574798584,5.086370944976807,3.216216325759888,4.68,3.0444467067718506,109.92,3.27,22.07,20.81,33.87,21.09,34.01,30.58,11.417318344116213,8.79,3.07,8.39,5.803369045257568,9.000935554504395,11.26
2005-07-11,26.37,12.43,7.44,2.542,4.182247638702393,4.254982948303223,24.28,13.87,8.840690612792969,2.61,1.9136533737182615,6436.2080078125,0.611,40.27,6.786356449127197,5.992,20.66,12.021954536437988,18.99,2.44,4.702646255493164,5.326140403747559,9.68,1.3567407131195068,4.470483303070068,35.68,62.2,6.9845147132873535,5.061997890472412,3.2950210571289062,4.81,3.2145800590515137,116.2,3.23,22.65,21.25,34.21,21.15,34.23,31.34,11.676061630249023,8.97,3.15,8.43,6.182567596435547,9.049718856811523,11.26
2005-07-12,27.34,12.48,7.5,2.542,4.1496262550354,4.274932384490967,24.77,13.97,9.260327339172363,2.63,1.9136533737182615,6693.94140625,0.639,40.81,7.254379749298096,6.392,20.33,12.021954536437988,19.19,2.45,4.841907978057861,5.411706924438477,10.18,1.370200276374817,4.515841007232666,37.04,62.37,7.063689231872559,5.156214714050293,3.410377025604248,4.92,3.4146370887756348,121.98,3.26,23.25,21.93,34.48,21.4,34.59,31.84,11.611385345458984,9.3,3.17,8.46,6.673873901367188,9.007030487060547,11.29
2005-07-13,28.55,12.33,7.67,2.59,4.154424667358398,4.403181076049805,25.36,14.22,9.944008827209473,2.67,1.9065927267074585,6488.109375,0.639,42.47,7.06330680847168,6.222,20.0,12.402932167053224,19.68,2.52,4.934751510620117,5.586334705352783,10.22,1.4025033712387085,4.54120397567749,37.52,62.39,7.058036804199219,5.147778034210205,3.419450044631958,4.83,3.506969690322876,131.37,3.25,24.01,21.93,34.54,21.42,34.82,32.43,11.456134796142578,9.43,3.32,8.52,6.982179641723633,9.146071434020996,11.47
2005-07-14,28.82,12.46,7.67,2.638,4.154424667358398,4.488677978515625,26.15,14.25,9.991158485412598,2.7,1.84162712097168,6577.60205078125,0.656,43.96,7.192121505737305,6.341,20.22,12.61458683013916,19.9,2.54,4.9024577140808105,5.57061767578125,10.22,1.391736626625061,4.540190696716309,38.42,63.16,6.913820266723633,5.062464237213135,3.398712158203125,4.81,3.539458751678467,132.93,3.26,23.5,21.69,34.87,21.49,34.8,32.93,11.275006294250488,9.63,3.38,8.45,6.842041492462158,9.06191635131836,11.36
2005-07-15,27.52,12.29,7.59,2.611,4.053680896759033,4.417430877685547,25.19,13.97,9.571517944335938,2.65,1.8359780311584477,6559.703125,0.647,43.84,6.827147006988525,6.094,19.77,12.487593650817873,19.85,2.41,4.712737560272217,5.334870338439941,9.71,1.3890444040298462,4.470987319946289,38.92,62.03,6.747550010681152,4.912466526031494,3.2719502449035645,4.73,3.4496898651123047,127.71,3.23,23.07,20.86,34.28,20.95,34.16,32.34,11.50464916229248,9.66,3.32,8.3,6.512302875518799,8.842378616333008,11.03
2005-07-18,27.85,12.25,7.55,2.665,4.072868347167969,4.3333587646484375,25.29,13.64,10.137322425842283,2.68,1.8748160600662231,6624.13818359375,0.647,44.94,7.02036714553833,6.222,19.9,12.61458683013916,19.9,2.4,4.811634540557861,5.413454532623291,9.91,1.3836592435836792,4.5159430503845215,39.0,61.15,6.704567909240723,4.879652976989746,3.283615827560425,4.71,3.4197652339935303,124.57,3.26,23.54,21.06,34.42,21.17,34.56,32.93,11.643721580505373,9.74,3.32,8.12,6.461194515228272,8.863116264343262,11.06
2005-07-19,26.88,12.36,7.75,2.659,4.135234355926514,4.296306610107422,24.97,13.64,10.424939155578612,2.7,1.8889394998550413,6599.974609375,0.627,45.86,6.741271018981934,6.043,18.96,12.61458683013916,20.16,2.35,4.829798698425293,5.47457218170166,9.97,1.3621249198913574,4.460379600524902,38.21,60.82,6.690429210662842,4.898404598236084,3.265210628509521,4.75,3.522359132766724,127.6,3.23,23.59,21.21,33.88,20.89,34.03,32.85,11.297650337219238,9.55,3.36,8.1,6.573305130004883,9.071673393249512,11.3
2005-07-20,27.04,12.29,7.69,2.665,4.250369548797607,4.346183300018311,24.87,13.62,10.797428131103516,2.8,1.8709321022033687,6890.82177734375,0.647,45.53,6.97743034362793,6.273,19.08,12.512996673583984,20.11,2.39,5.029611110687256,5.6387224197387695,10.43,1.3675081729888916,4.504730701446533,40.2,62.03,6.74132776260376,4.921840667724609,3.2719502449035645,4.89,3.697622776031494,128.75,3.26,23.83,21.25,34.28,21.0,33.7,33.18,11.287940979003906,9.51,3.4,8.39,6.924475193023682,9.279012680053713,11.55
2005-07-21,26.26,12.45,7.81,2.659,4.30793571472168,4.380380153656006,25.36,13.54,10.844579696655272,2.87,1.871285080909729,6825.49072265625,0.627,44.93,7.06330680847168,6.341,19.42,12.61458683013916,20.41,2.35,5.100251197814941,5.745246410369873,10.66,1.3728922605514526,4.495535373687744,40.62,62.58,6.882715702056885,4.985122203826904,3.190812826156616,5.03,3.868610858917236,133.47,3.27,24.08,21.27,33.74,20.86,33.57,32.51,11.32028865814209,9.31,3.32,8.57,7.089341640472412,9.513182640075684,11.77
2005-07-22,25.15,12.46,7.75,2.59,4.365503311157227,4.300583362579346,24.87,13.33,10.58525276184082,2.82,1.851865649223328,6667.09326171875,0.629,43.57,6.6553955078125,6.026,18.48,12.402932167053224,20.16,2.31,4.904476165771484,5.516483783721924,10.38,1.3405892848968506,4.425021171569824,41.4,63.09,6.995824337005615,5.057777404785156,3.1140811443328857,4.99,3.706172227859497,129.8,3.21,23.59,20.9,32.55,20.5,32.34,32.25,11.1585693359375,9.11,3.25,8.52,6.682117462158203,9.647343635559082,11.85
2005-07-25,23.3,12.25,7.92,2.495,4.384693145751953,4.0968122482299805,23.71,13.37,9.854421615600586,2.7,1.8176181316375728,6459.4736328125,0.58,41.27,6.204545021057129,5.6,17.15,12.402932167053224,20.41,2.25,4.652188301086426,5.186439037322998,9.82,1.300209879875183,4.243071556091309,41.37,60.43,6.927392482757568,4.949966430664063,3.0186867713928223,4.83,3.602723360061645,123.0,3.08,23.0,20.43,30.56,19.85,30.6,31.67,10.725167274475098,9.03,3.2,8.46,6.174323558807373,9.632705688476562,11.77
2005-07-26,23.62,12.36,7.83,2.59,4.349192142486572,4.0968122482299805,24.1,13.61,9.783696174621582,2.76,1.890704035758972,6738.68408203125,0.596,41.27,6.378443717956543,5.805,17.15,12.148950576782228,20.01,2.23,4.803561210632324,5.343602180480957,10.0,1.3190540075302124,4.273476600646973,41.8,60.82,6.899682998657227,4.966372489929199,3.22580885887146,4.78,3.761742830276489,125.93,3.06,23.07,20.12,30.75,19.88,31.3,31.42,10.802791595458984,9.04,3.24,8.59,6.426570892333984,9.560748100280762,11.83
2005-07-27,24.69,12.41,8.05,2.638,4.3367180824279785,4.216507911682129,24.66,13.54,10.175042152404783,2.81,1.878346920013428,6765.53369140625,0.593,40.8,6.419235706329346,5.898,17.76,12.242074966430664,20.12,2.17,4.944842338562012,5.483305931091309,10.16,1.3567407131195068,4.425021171569824,42.64,61.37,7.052380561828613,5.093404769897461,3.214402437210083,4.88,3.719850540161133,135.04,3.15,24.01,20.39,31.88,20.39,32.75,31.5,10.967740058898926,9.04,3.25,8.93,6.817309379577637,9.5863618850708,11.9
2005-07-28,26.09,12.68,8.2,2.652,4.461448192596436,4.410304546356201,24.87,14.01,10.703129768371582,2.88,1.887173533439636,6753.00634765625,0.607,43.75,6.846470355987549,6.196,18.71,12.597655296325684,20.21,2.3,5.035665988922119,5.588080406188965,10.44,1.3890444040298462,4.566458702087402,42.92,60.93,7.183022975921631,5.174964904785156,3.318093061447144,4.93,3.8044896125793457,141.83,3.26,24.5,21.88,33.14,20.95,34.34,32.43,11.381739616394045,9.31,3.43,8.82,6.973934650421143,9.635146141052246,12.0
2005-07-29,25.82,12.51,7.98,2.624,4.365503311157227,4.460177898406982,25.05,13.83,10.750274658203123,2.85,1.8924700021743772,6931.98828125,0.614,43.75,7.050424098968506,6.341,18.96,12.36060619354248,19.65,2.37,5.025575160980225,5.640469074249268,10.32,1.3890444040298462,4.556356430053711,42.54,61.97,7.086314678192139,5.108402729034424,3.3642349243164062,4.92,3.830137729644776,145.5,3.27,24.35,21.2,33.74,20.91,34.03,33.43,11.475534439086914,9.39,3.45,8.54,7.0514235496521,9.572946548461914,11.82
2005-08-01,26.09,12.62,7.9,2.686,4.456650733947754,4.487254142761231,25.49,13.7,11.033178329467772,2.91,1.915419340133667,6980.31005859375,0.616,45.18,7.192121505737305,6.528,18.97,12.35213565826416,19.65,2.35,5.061905384063721,5.640469074249268,10.7,1.4401919841766355,4.657386302947998,42.39,62.25,7.24749231338501,5.214338779449463,3.3411636352539062,5.0,3.786535501480103,143.42,3.27,24.63,21.84,33.74,20.99,34.27,32.93,11.384979248046877,9.73,3.4,8.69,7.120667934417725,9.514404296875,11.92
2005-08-02,26.67,12.65,7.9,2.836,4.485433578491211,4.631178379058838,25.77,13.82,11.787585258483888,3.05,1.9101229906082156,7087.70166015625,0.622,46.23,7.2694091796875,6.63,19.69,12.191279411315918,19.6,2.39,5.132543563842773,5.79588794708252,11.29,1.4536505937576294,4.812968254089356,42.84,63.14,7.408675193786621,5.330587863922119,3.410377025604248,5.08,3.889984607696533,145.09,3.34,24.6,22.68,33.55,20.91,34.19,33.09,11.446428298950195,9.83,3.4,9.07,7.4190802574157715,9.696126937866213,12.14
2005-08-03,27.08,12.73,7.69,2.727,4.509420394897461,4.832098007202148,25.73,13.75,11.627275466918944,3.07,1.941899538040161,7159.2958984375,0.633,46.69,6.97743034362793,6.426,20.11,12.275938987731934,19.34,2.36,5.300064086914063,6.005442142486572,11.62,1.4267314672470093,4.695673942565918,42.97,65.36,7.442605972290039,5.36246395111084,3.3875651359558105,5.21,3.9199063777923584,142.36,3.26,23.79,22.23,32.4,20.63,33.97,32.85,11.271774291992188,9.47,3.38,8.98,7.560865879058838,9.751014709472656,12.17
2005-08-04,27.22,12.65,7.52,2.727,4.399084091186523,5.008796215057373,25.49,13.54,11.523542404174805,2.99,1.94154691696167,7132.44580078125,0.627,46.6,6.71980094909668,6.222,19.28,12.064287185668944,19.29,2.31,5.388869762420654,6.103232383728027,11.89,1.4240399599075315,4.627073287963867,43.21,66.15,7.335153579711914,5.306213855743408,3.444854497909546,5.22,3.8754513263702393,138.68,3.17,23.0,21.82,32.55,20.53,33.75,32.51,11.006553649902344,9.16,3.33,8.76,7.542729377746582,9.635146141052246,12.0
2005-08-05,27.14,12.65,7.57,2.72,4.363584041595459,4.759427547454834,25.25,13.52,11.693284034729004,2.99,1.932366251945496,7159.2958984375,0.611,45.4,6.71980094909668,6.29,19.03,12.064287185668944,19.19,2.34,5.641158103942871,6.284843921661377,12.08,1.4078879356384275,4.571513175964356,43.93,66.45,7.408675193786621,5.35308837890625,3.4562599658966064,5.19,3.8728859424591056,140.25,3.13,22.94,21.47,31.75,20.26,33.54,32.25,11.23942756652832,9.11,3.33,8.79,7.518001079559326,9.574169158935549,11.95
2005-08-08,26.8,12.46,7.73,2.788,4.451853752136231,4.702425956726074,25.93,13.37,11.36323356628418,3.03,1.917184829711914,7204.04052734375,0.61,45.03,6.848616600036621,6.494,18.77,12.072758674621582,19.69,2.3,5.8631696701049805,6.538054466247559,11.7,1.4132715463638306,4.657386302947998,44.42,65.08,7.521784782409668,5.453868865966797,3.4562599658966064,5.16,3.9763343334198,140.78,3.1,22.58,21.26,31.5,19.94,33.13,31.09,11.106820106506348,8.95,3.36,9.13,7.588894367218018,9.793701171875,12.27
2005-08-09,28.45,12.75,7.92,2.946,4.5430006980896,4.9147491455078125,26.6,13.7,11.528258323669434,3.03,1.8924700021743772,7338.27783203125,0.618,46.95,7.084775924682617,6.605,19.76,12.63152027130127,20.06,2.39,5.913626670837402,6.61838436126709,11.72,1.429423689842224,4.7099199295043945,45.14,66.07,7.646203517913818,5.541055679321289,3.5024025440216064,5.3,4.171260356903076,140.78,3.21,23.07,21.11,32.29,20.14,33.39,31.42,11.21355438232422,9.22,3.4,9.31,7.91368293762207,9.949811935424805,12.49
2005-08-10,28.45,12.75,7.8,3.042,4.54779863357544,4.937546730041504,26.98,13.36,11.028464317321776,3.0,1.9200092554092407,7515.4677734375,0.61,46.32,7.02036714553833,6.392,19.23,12.61458683013916,19.9,2.33,5.794549465179443,6.548531532287598,11.83,1.467111110687256,4.788722038269043,45.53,66.93,7.708414554595947,5.5687127113342285,3.594686985015869,5.16,4.070377349853516,138.07,3.13,23.59,20.84,31.98,19.86,33.13,31.42,10.954804420471191,9.11,3.32,9.68,7.766952514648437,10.001036643981934,12.53
2005-08-11,27.14,12.81,7.9,2.932,4.557392120361328,4.84349536895752,26.19,13.19,11.151056289672852,2.92,1.9062397480010984,7212.990234375,0.606,45.4,6.6553955078125,6.034,18.54,12.45373249053955,20.31,2.23,5.592716217041016,6.312785625457764,11.5,1.4590339660644531,4.737599849700928,45.9,65.74,7.861108779907227,5.634335041046143,3.48633074760437,5.12,4.0276288986206055,137.14,3.07,23.25,20.44,30.95,19.41,31.84,31.42,11.01302433013916,8.97,3.22,9.67,7.631760597229004,9.968109130859377,12.41
2005-08-12,27.34,12.87,8.0,2.993,4.60536527633667,4.916172981262207,26.47,13.46,10.934165000915527,2.98,1.9065927267074585,7186.1416015625,0.616,46.49,6.588841438293457,6.111,18.91,12.766980171203612,20.57,2.32,5.65125036239624,6.417563438415527,11.42,1.4401919841766355,4.687692642211914,46.15,64.24,8.06640625,5.737459659576416,3.571614980697632,5.19,4.071231365203857,136.93,3.15,23.5,20.84,31.02,19.89,32.71,31.59,11.13269329071045,9.02,3.36,9.96,7.567461967468262,10.025431632995604,12.42
2005-08-15,28.45,12.71,7.96,3.021,4.58617639541626,5.1284942626953125,27.25,13.3,10.915302276611328,3.07,1.9489611387252808,7241.62646484375,0.616,47.14,6.8700852394104,6.324,19.77,13.291879653930664,21.18,2.37,5.933811187744141,6.679503440856934,11.75,1.494029879570007,4.8392333984375,46.55,65.48,7.951597690582275,5.765117645263672,3.5254743099212646,5.22,4.103719711303711,141.31,3.24,23.92,21.58,31.23,19.92,33.05,31.42,11.1585693359375,9.07,3.36,10.24,7.847738742828369,10.092512130737305,12.66
2005-08-16,27.99,12.87,8.04,3.0,4.557392120361328,5.058670997619629,28.2,13.33,10.726702690124512,2.99,1.94154691696167,7226.41455078125,0.624,46.0,6.805677890777588,6.145,19.35,13.274946212768556,21.14,2.32,5.827118396759033,6.59569787979126,11.79,1.4913383722305298,4.788722038269043,46.55,65.36,7.793246269226074,5.662461280822754,3.4562599658966064,5.18,4.078071117401123,139.44,3.18,23.99,21.61,30.43,19.71,32.8,31.5,11.061542510986328,9.02,3.35,9.89,7.737275123596191,9.848583221435549,12.38
2005-08-17,28.88,13.08,8.04,3.075,4.618799686431885,5.3294172286987305,29.66,14.08,11.033178329467772,2.98,1.9242461919784544,7284.58349609375,0.633,47.41,6.8700852394104,6.29,19.28,13.334211349487305,21.46,2.43,5.937912940979004,6.757961750030518,11.83,1.477878212928772,4.794779300689697,47.42,67.58,7.646203517913818,5.535901069641113,3.4562599658966064,5.31,4.167840957641602,142.92,3.14,24.27,21.58,30.56,20.12,32.71,31.5,10.996849060058594,8.95,3.38,10.01,7.946660995483398,9.80589771270752,12.32
2005-08-18,28.08,12.91,7.92,3.042,4.509420394897461,5.2581658363342285,28.37,13.92,10.613542556762695,2.9,1.8889394998550413,7105.60009765625,0.624,46.88,6.590988636016846,6.128,18.68,12.919368743896484,21.38,2.35,5.831220626831055,6.633140563964844,11.35,1.464417576789856,4.728105545043945,47.27,68.13,7.663171291351318,5.538243770599365,3.389639139175415,5.29,4.04045295715332,138.86,3.11,23.35,21.25,30.39,19.6,32.21,31.26,10.990382194519045,8.85,3.35,9.97,7.748816013336182,9.696126937866213,12.12
2005-08-19,27.09,12.87,7.95,2.966,4.556434154510498,5.201169013977051,27.73,13.7,10.325923919677734,2.88,1.8440983295440676,6953.46337890625,0.596,46.05,6.440705299377441,6.017,19.29,13.198753356933594,21.59,2.27,5.683488845825195,6.365679740905762,11.47,1.4401919841766355,4.60232400894165,47.37,66.45,7.776281833648682,5.615586280822754,3.421783447265625,5.19,3.975478887557984,,,,,,,,,10.75750732421875,,,,7.583950042724609,9.902249336242676,
2005-08-22,28.55,12.87,7.9,3.042,4.682121276855469,5.151291847229004,29.4,13.83,10.580536842346191,2.91,1.860693454742432,7123.49853515625,0.618,47.7,6.706920146942139,6.188,19.75,13.503536224365234,22.21,2.32,5.927655220031738,6.650972843170166,12.35,1.4698034524917605,4.7099199295043945,47.8,68.4,7.889390468597412,5.728084564208984,3.4562599658966064,5.31,4.009675979614258,143.72,3.26,23.38,21.52,30.66,19.98,32.77,31.34,10.86100959777832,9.17,3.42,9.96,7.88730525970459,10.109585762023926,12.42
2005-08-23,27.89,12.81,7.9,2.973,4.519015789031982,5.072919845581055,28.7,13.54,10.401366233825684,2.88,1.84162712097168,6953.46337890625,0.616,46.64,6.616750717163086,6.034,18.91,13.291879653930664,21.65,2.24,5.806597709655762,6.437000751495361,12.36,1.4617265462875366,4.72305154800415,47.69,67.59,7.748567581176758,5.639493942260742,3.4171173572540283,5.32,3.915632724761963,136.32,3.13,22.92,20.65,30.32,19.76,32.34,30.92,11.1553316116333,8.95,3.39,9.67,7.70924711227417,9.941274642944336,12.19
2005-08-29,28.2,12.78,7.92,3.042,4.749283313751221,4.901922702789307,29.37,13.62,10.86815357208252,2.92,1.92071533203125,7056.37890625,0.622,46.73,6.859349727630615,6.128,18.81,13.24954891204834,21.35,2.3,5.693750858306885,6.198065757751465,12.35,1.5478683710098269,4.869542121887207,47.3,67.91,7.979312419891357,5.8358964920043945,3.32535171508789,5.29,3.842962265014648,137.84,3.21,23.28,20.75,30.13,19.86,32.55,30.92,11.02919101715088,8.87,3.43,9.82,7.938415050506592,9.89127254486084,12.39
2005-09-05,28.49,12.98,7.92,3.042,5.013132095336914,5.031594276428223,29.28,13.74,11.424528121948242,2.91,2.054530143737793,7427.76708984375,0.645,47.84,7.101950645446777,6.103,18.65,13.21568775177002,21.2,2.28,6.360585689544678,6.864947319030762,12.39,1.6097840070724487,5.117566108703613,47.1,68.79,8.302239418029785,6.093710422515869,3.4598896503448486,5.46,4.145612239837647,142.01,3.24,23.39,21.29,30.03,19.78,31.76,30.66,11.721349716186523,8.77,3.42,9.73,7.897197723388672,10.427911758422852,12.53
2005-09-09,28.56,12.95,8.08,3.042,5.096603870391846,5.028746128082275,28.57,14.02,11.693284034729004,2.94,2.118435859680176,7942.34521484375,0.677,48.04,7.512011051177978,6.366,18.99,13.545865058898926,21.29,2.24,6.524731159210205,7.084267616271973,12.61,1.70400071144104,5.314066410064697,47.42,69.9,8.709432601928711,6.346830368041992,3.389639139175415,5.71,4.223411083221436,144.89,3.24,24.03,21.6,29.82,19.76,31.73,30.75,12.09329891204834,8.81,3.46,9.88,8.225285530090332,10.482794761657717,12.73
2005-09-12,28.11,13.14,8.12,3.042,5.037119388580322,5.151291847229004,27.77,13.62,11.834735870361328,2.91,2.0884251594543457,7875.22412109375,0.674,46.6,7.514156818389893,6.383,18.53,13.291879653930664,20.95,2.23,6.370844841003418,7.000462532043457,12.86,1.690542221069336,5.281735420227051,47.87,68.79,8.720745086669922,6.374955177307129,3.382639646530152,5.78,4.179809093475342,145.0,3.19,24.73,21.06,29.45,19.41,31.0,30.42,11.983335494995115,8.76,3.4,9.74,8.137907028198242,10.488895416259766,12.69
2005-09-19,28.29,13.09,8.05,3.055,5.612789154052734,5.38214111328125,27.97,13.7,11.905460357666016,2.95,2.040759801864624,7620.1748046875,0.677,48.56,8.254838943481445,6.698,19.47,13.376542091369627,20.8,2.44,6.70939302444458,7.417705535888672,12.7,1.6851582527160645,5.2933549880981445,48.19,72.14,9.114364624023438,6.684329986572266,3.5254743099212646,6.0,4.471343517303467,149.0,3.24,24.63,21.57,29.27,19.48,30.71,29.91,11.595211029052734,8.64,3.47,9.9,8.902894973754883,11.086517333984377,12.63
2005-09-20,28.04,13.14,7.96,3.103,5.540830612182617,5.650038242340088,27.68,13.66,11.415098190307615,2.94,2.040759801864624,7758.8857421875,0.671,47.58,8.177547454833984,6.596,19.28,13.376542091369627,21.32,2.44,6.699134349822998,7.275057315826416,12.47,1.7093855142593384,5.37458086013794,48.51,71.98,9.161871910095217,6.688080787658691,3.594686985015869,6.1,4.428597450256348,154.99,3.32,25.33,20.76,29.49,19.54,31.58,30.16,10.605493545532228,8.62,3.47,10.2,8.797379493713379,11.018217086791992,12.64
2005-09-21,28.45,13.23,7.92,3.151,5.852652549743652,5.9849066734313965,27.46,13.82,11.45753288269043,3.18,1.9616718292236328,7781.26171875,0.674,49.53,8.308507919311523,6.724,19.9,13.452738761901855,20.91,2.51,6.974073886871338,7.619199275970459,12.86,1.738996982574463,5.459540843963623,48.81,70.88,9.455954551696776,6.939327716827393,3.652234077453613,6.01,4.510671615600586,161.0,3.31,25.09,21.37,30.27,19.93,32.38,30.84,10.993618965148926,8.63,3.58,10.34,9.06776523590088,11.6109619140625,13.2
2005-09-22,28.53,13.26,7.84,3.199,5.7758965492248535,6.163029193878174,27.93,13.71,11.528258323669434,3.15,1.90729820728302,7714.1416015625,0.668,49.94,8.201166152954102,6.605,19.83,13.427342414855955,20.96,2.56,6.865332126617432,7.558572292327881,12.8,1.7093855142593384,5.415096282958984,48.58,70.56,9.18449592590332,6.757452011108398,3.608684778213501,5.88,4.44740629196167,160.7,3.2,24.46,21.07,30.78,20.34,33.13,30.42,10.996849060058594,8.58,3.51,10.51,8.919384956359863,11.6109619140625,13.26
2005-09-23,29.14,13.26,7.98,3.233,5.854571342468262,6.2784528732299805,30.86,14.72,11.924321174621582,3.24,1.941899538040161,7749.9365234375,0.666,51.8,8.435176849365234,6.783,20.66,13.63052463531494,21.59,2.78,6.924830913543701,7.61384916305542,12.94,1.7013100385665894,5.415096282958984,49.38,70.57,9.071385383605955,6.70870304107666,3.606092929840088,5.93,4.548288345336914,165.01,3.27,24.48,21.66,32.82,21.11,34.89,30.92,10.83836555480957,8.82,3.65,10.68,8.83365249633789,11.897576332092283,13.53
2005-09-26,28.7,13.25,7.8,3.226,5.948597431182861,6.187252044677734,31.7,14.54,12.02333641052246,3.31,1.9983911514282229,7671.18505859375,0.663,52.49,8.761505126953125,7.107,19.65,13.715190887451172,21.78,2.73,6.822238922119141,7.403446197509766,12.61,1.7093855142593384,5.392867565155029,48.19,70.57,9.014830589294434,6.599956035614014,3.5718743801116943,5.96,4.403804302215576,158.51,3.28,24.21,21.95,32.18,20.99,34.89,30.33,10.7381010055542,9.13,3.51,10.65,8.606133460998535,12.03173542022705,13.63
2005-09-27,28.28,13.33,7.77,3.164,5.867043972015381,5.9136576652526855,30.75,14.3,11.88188648223877,3.33,2.0584137439727783,7598.69580078125,0.661,50.96,9.122183799743652,7.362,19.47,13.291879653930664,21.24,2.6,6.6683549880981445,7.291107654571533,12.26,1.6824661493301392,5.263547897338867,48.54,73.08,9.161871910095217,6.746203422546387,3.5254743099212646,6.01,4.358492374420166,155.05,3.21,23.95,21.57,31.7,20.67,34.15,30.66,10.38232421875,8.87,3.5,10.3,8.282990455627441,11.987833023071287,13.58
2005-09-28,27.81,13.52,7.92,3.199,5.967785358428955,6.013404369354248,31.41,14.96,11.693284034729004,3.38,2.1096091270446777,7732.03955078125,0.661,51.34,9.317553520202637,7.507,20.19,13.918380737304688,21.81,2.7,6.70939302444458,7.412357807159424,12.58,1.6986178159713743,5.2827467918396,49.45,77.13,9.274979591369627,6.828705787658691,3.571614980697632,6.35,4.44655179977417,157.3,3.26,24.3,21.81,32.26,20.83,34.75,30.66,10.657246589660645,8.79,3.51,10.48,8.449506759643555,12.036615371704102,13.66
2005-09-29,27.01,13.38,7.84,3.226,6.020556449890137,6.104607105255127,30.68,15.34,10.986028671264648,3.45,2.1978774070739746,7678.34375,0.701,49.54,9.339022636413574,7.592,19.95,13.461204528808594,21.45,2.66,6.6580986976623535,7.431972026824951,12.52,1.690542221069336,5.293859481811523,49.3,77.66,9.071385383605955,6.6637043952941895,3.5254743099212646,6.42,4.413208484649658,158.5,3.26,24.37,21.06,31.67,20.67,34.59,30.5,10.831900596618652,9.07,3.47,10.44,8.294530868530273,12.050031661987305,13.76
2005-09-30,30.07,13.57,8.14,3.24,5.973543643951416,6.184401988983154,30.75,15.8,10.839862823486328,3.49,2.2402467727661133,7606.7529296875,0.739,52.0,9.596652030944824,7.686,19.79,13.969172477722168,21.8,2.6,6.867382049560547,7.596018314361572,12.41,1.7282298803329468,5.379733562469482,50.57,80.86,9.10531520843506,6.684329986572266,3.6265716552734375,6.62,4.4260334968566895,162.0,3.27,24.99,20.88,32.26,20.87,34.27,30.33,10.560210227966309,9.18,3.57,10.77,8.556671142578125,12.074426651000977,13.8
