,ALLL11,AMBV4,B3SA3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,CCRO3,CMIG4,CESP6,CIEL3,CPLE6,CSAN3,CPFE3,CYRE3,DXCO3,ELET3,ELET6,EMBR3,FIBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,PRML3,LAME4,LREN3,MMXM3,MRVE3,NATU3,NETC4,OGXP3,PCAR5,PDGR3,PETR3,PETR4,RDCD3,RSID3,SANB11,CSNA3,CRUZ3,TAMM4,TNLP4,TCSL4,USIM3,USIM5,VALE3,VALE5,VIVO4
2009-11-17,15.69,29.79,7.588727951049805,7.081,15.259124755859377,14.005582809448242,6.040473461151123,19.032812118530277,5.743980407714844,3.139457941055298,10.422,5.174263954162598,1.589,3.1899025440216064,7.914621353149414,15.823902130126951,5.9165449142456055,12.868557929992676,11.048,7.791850090026855,22.04128074645996,651.536376953125,19.736495971679688,21.33949279785156,21.30447578430176,3.194746732711792,10.69076919555664,7.429399013519287,37.89693832397461,2.774,4.544752597808838,1478.3875732421875,6.133577346801758,12.07,24.72,1396.989990234375,54.22,3513.416015625,20.457029342651367,16.160465240478516,28.149999618530277,302.03143310546875,10.62007999420166,16.68340492248535,9.9,26.2,32.82,4.5,20.53616714477539,20.15877914428711,25.04462432861328,30.03,44.7
2009-11-18,15.45,29.77,7.353896141052246,7.006,15.060904502868652,13.566535949707031,6.030022144317627,18.36107444763184,5.750140190124512,3.124826669692993,10.177,4.909863471984863,1.605,3.194474220275879,7.93620491027832,15.54258918762207,5.7686309814453125,12.80407428741455,11.039,7.722589015960693,22.082172393798828,635.0203857421875,19.48631477355957,20.94910049438477,21.09325408935547,3.1609106063842773,10.557409286499023,7.3830132484436035,37.55464553833008,2.676,4.494960308074951,1474.6129150390625,5.979427337646484,11.96,24.53,1405.0,54.89,3489.907470703125,20.28559112548828,16.0762939453125,27.0,306.607666015625,10.80088710784912,16.436931610107422,10.09,26.64,33.04,4.44,20.352659225463867,20.06642341613769,24.61378288269043,29.35,43.98
2009-11-19,15.45,28.92,7.292097568511963,6.869,14.886005401611328,13.456775665283203,6.113626003265381,18.087892532348636,5.543788909912109,3.0287106037139893,10.321,4.765366077423096,1.594,3.101505756378174,7.773117065429687,15.56816577911377,5.853152275085449,12.707353591918944,10.988,7.558093547821045,22.278459548950195,639.4022827148438,19.66004943847656,21.037250518798828,21.68851089477539,3.1101574897766118,10.304588317871094,7.3830132484436035,38.09253692626953,2.766,4.554709434509277,1478.3875732421875,5.854482650756836,12.06,24.0,1415.0,54.12,3451.439453125,20.3411922454834,16.202552795410156,26.190000534057617,313.4720153808594,10.567744255065918,16.4917049407959,9.77,26.3,32.93,4.32,20.436073303222656,19.845552444458008,24.66953659057617,29.47,42.92
2009-11-23,15.62,29.08,7.267377853393555,6.978,14.827706336975098,13.557764053344728,6.014347076416016,18.226720809936523,5.759381294250488,3.0308003425598145,10.27,4.88834285736084,1.604,3.063403367996216,7.914621353149414,15.664066314697266,5.9165449142456055,12.73959255218506,10.997,7.661986827850342,22.736459732055664,664.007568359375,19.66699981689453,21.144302368164062,22.17815971374512,3.101696729660034,10.526849746704102,7.3830132484436035,38.337032318115234,2.827,4.692883491516113,1508.5843505859375,6.037841320037842,12.23,23.25,1424.0,54.57,3622.40869140625,20.387531280517575,16.349843978881836,26.850000381469727,327.2007141113281,10.777097702026367,16.390377044677734,9.93,26.9,32.48,4.21,19.827163696289062,19.797365188598636,24.933109283447266,29.75,42.97
2009-11-24,15.69,29.18,7.347715854644775,7.047,15.041468620300291,13.522637367248535,5.998670101165772,18.217758178710938,5.751680850982666,3.15826153755188,10.185,4.971351146697998,1.646,3.0100605487823486,7.84266996383667,15.696035385131836,6.165884971618652,12.863948822021484,11.142,7.627357959747314,23.84056663513184,640.4133911132812,19.65310478210449,21.326906204223636,22.370176315307617,3.1439919471740723,10.582415580749512,7.344359397888184,38.239234924316406,2.938,4.827324390411377,1532.490234375,6.1011271476745605,12.13,23.5,1450.0,55.11,3720.7158203125,20.51725959777832,16.476097106933594,26.549999237060547,324.4550170898437,10.943635940551758,16.258926391601562,9.8,27.31,33.21,4.37,20.315120697021484,20.19090461730957,25.075031280517575,29.89,43.98
2009-11-25,16.45,28.8,7.378616809844971,7.061,15.235807418823242,13.53580379486084,5.935965061187744,18.428241729736328,5.828677177429199,3.1352784633636475,10.448,5.0758819580078125,1.616,3.170088768005371,7.93620491027832,15.632098197937012,6.423675537109375,13.218595504760742,11.261,7.575407981872559,24.625713348388672,644.4581298828125,19.80599021911621,21.28912925720215,22.466188430786133,3.234222888946533,10.776890754699709,7.4525933265686035,39.804012298583984,2.901,4.836035251617432,1535.006591796875,6.120595932006836,12.33,24.3,1469.989990234375,55.12,3759.18408203125,20.78137969970703,16.60235023498535,26.709999084472656,325.5990295410156,10.80564785003662,16.3027400970459,9.73,27.23,32.69,4.41,20.85730361938477,20.680822372436523,25.495737075805664,30.07,43.87
2009-11-26,15.8,28.92,7.156142234802246,6.917,14.84713363647461,13.254822731018066,5.930740833282471,18.226720809936523,5.666984081268311,3.1028871536254883,10.016,4.931384086608887,1.585,3.176185131072998,7.770719051361084,15.158978462219238,6.318023204803467,13.540997505187988,11.329,7.514805316925049,,633.3351440429688,19.298683166503903,21.125408172607425,22.082151412963867,3.1101574897766118,10.42404842376709,7.328897476196289,,2.803,4.630642890930176,1502.2933349609375,5.974559783935547,11.96,23.75,,53.31,3714.3046875,20.20218276977539,16.181509017944336,,318.73468017578125,10.46782398223877,16.045316696166992,9.56,27.14,31.73,4.41,20.469438552856445,20.279253005981445,24.735435485839844,29.46,43.96
2009-11-27,15.89,29.08,7.285918235778809,6.971,15.002603530883787,13.513850212097168,5.967318058013916,18.28941535949707,5.69778299331665,3.254377603530884,10.236,4.980574607849121,1.609,3.238672971725464,7.926615238189697,15.024718284606934,6.423675537109375,13.794315338134766,11.533,7.644670486450195,24.298566818237305,627.9421997070312,19.312578201293945,21.125408172607425,22.16856002807617,3.138352155685425,10.48794651031494,7.328897476196289,39.55951690673828,2.856,4.6231770515441895,1511.100830078125,6.052445411682129,12.12,24.6,1430.0,54.62,3716.441650390625,20.494102478027344,16.370887756347656,26.690000534057617,319.1923522949219,10.910327911376951,16.061750411987305,9.72,26.82,32.03,4.5,20.611236572265625,20.25917625427246,25.14093589782715,29.75,44.42
2009-11-30,15.49,29.0,7.292097568511963,7.095,15.041468620300291,13.566535949707031,6.019571781158447,18.36554908752441,5.828677177429199,3.1446845531463623,10.346,5.057435512542725,1.595,3.1396079063415527,7.698768615722656,15.791936874389648,6.537781238555908,13.356766700744627,11.269,7.566752910614014,24.543926239013672,652.5474853515625,18.833065032958984,20.810577392578125,24.011940002441406,3.1609106063842773,10.543516159057615,7.421669960021973,43.520355224609375,2.918,4.761346340179443,1555.1378173828125,6.174143314361572,12.09,24.16,1484.989990234375,54.91,3846.805419921875,20.438495635986328,16.32880210876465,26.799999237060547,336.3531799316406,11.110166549682615,16.020668029785156,9.27,27.54,32.34,4.5,20.60289764404297,20.560348510742188,24.84695053100586,29.37,45.75
2009-12-01,15.59,29.0,7.452770233154297,7.245,15.387383460998535,13.491899490356444,6.186781406402588,18.54020118713379,5.890275955200195,3.237664699554444,10.515,5.171188831329346,1.619,3.1853291988372803,8.106490135192871,16.233089447021484,6.529331207275391,14.176596641540527,11.695,7.584067344665527,24.94467544555664,644.795166015625,19.49325942993164,21.60395812988281,23.397480010986328,3.26367735862732,10.93247413635254,7.715443134307861,43.520355224609375,3.016,4.730227947235107,1579.043701171875,6.3769731521606445,12.48,24.68,1573.8900146484375,56.15,3913.055908203125,20.897216796875,16.745447158813477,27.3700008392334,349.85308837890625,11.419440269470217,16.35203742980957,9.41,27.96,33.37,4.7,20.978254318237305,20.704914093017575,25.29298591613769,29.75,46.14
2009-12-02,15.59,29.24,7.557826519012451,7.245,15.367950439453123,13.347009658813477,6.463724136352539,18.020715713500977,6.028871059417725,3.3870654106140137,10.541,5.057435512542725,1.667,3.3605992794036865,8.130473136901855,16.137182235717773,6.49552059173584,15.106966018676758,12.699,7.566752910614014,25.181856155395508,639.4022827148438,19.87548065185547,21.912498474121094,24.088747024536133,3.3257899284362797,11.057497024536133,7.591749668121338,42.98246383666992,3.066,4.865910053253174,1560.170654296875,6.828065872192383,12.77,24.35,1648.0,56.92,4041.28271484375,20.66554450988769,16.585512161254883,27.100000381469727,359.2343444824219,11.609768867492676,16.590293884277344,9.33,28.97,33.18,4.62,21.08251571655273,20.74105453491211,25.090246200561523,29.48,46.47
2009-12-03,15.31,29.11,7.440412044525146,7.259,15.294105529785156,13.390918731689451,6.359217643737793,18.016237258911133,5.928773880004883,3.3933260440826416,10.363,4.765366077423096,1.663,3.3910815715789795,8.37031078338623,16.111610412597656,6.347607612609863,15.34646701812744,13.142,7.514805316925049,25.369962692260746,654.9069213867188,19.979724884033203,22.164365768432617,23.954334259033203,3.29190993309021,10.93247413635254,7.622673034667969,43.1291618347168,3.119,4.906988620758057,1535.006591796875,6.636595726013184,12.77,23.75,1646.0,56.55,3870.314208984375,20.39679718017578,16.539222717285156,26.049999237060547,352.3700256347656,11.395651817321776,16.546472549438477,9.23,28.52,33.13,4.55,20.965744018554688,20.64066696166992,24.81146240234375,29.35,46.15
2009-12-04,15.36,29.03,7.446591854095459,7.245,15.138635635375977,13.307497024536133,6.395793914794922,17.832626342773438,5.831759452819824,3.3954172134399414,10.684,4.682354927062988,1.661,3.3788883686065674,8.334334373474121,15.855873107910156,6.191240787506104,15.355677604675291,12.921,7.454202175140381,25.688926696777344,660.2999877929688,19.77124786376953,22.10140037536621,24.12714958190918,3.31449556350708,10.918586730957031,7.69225263595581,43.32476043701172,3.029,4.8123860359191895,1532.490234375,6.703122615814209,12.82,23.05,1631.0,62.05,3855.354248046875,19.984411239624023,16.160465240478516,25.149999618530277,352.59881591796875,11.119683265686035,16.37668228149414,9.04,29.25,32.77,4.55,20.67379570007324,20.54026985168457,24.355274200439453,28.68,47.11
2009-12-07,15.26,29.81,7.483670234680176,7.498,15.340743064880373,13.654349327087402,6.866074085235596,17.913232803344727,6.1058669090271,3.4257168769836426,10.871,4.6116437911987305,1.677,3.412418365478516,8.586163520812988,16.25227165222168,6.318023204803467,15.544514656066896,13.202,7.575407981872559,27.267391204833984,665.018798828125,20.36194229125977,22.454011917114254,25.432876586914062,3.3879010677337646,11.12696361541748,8.024678230285645,43.520355224609375,3.156,4.802425861358643,1547.588623046875,6.782630443572998,12.81,23.22,1630.0,62.56,3902.37060546875,20.049278259277344,16.160465240478516,24.799999237060547,361.5224609375,11.10064697265625,16.458837509155273,9.43,30.68,33.35,4.7,21.27019691467285,20.869558334350582,24.395828247070312,28.83,47.57
2009-12-08,15.09,29.49,7.428054809570312,7.464,14.85102367401123,13.566535949707031,7.001931190490723,17.913232803344727,6.058128833770752,3.4581069946289062,10.727,4.408730983734131,1.705,3.3514537811279297,8.610148429870605,15.983742713928224,6.250406742095947,15.982060432434082,13.44,7.69661808013916,27.398250579833984,648.1657104492188,19.944976806640625,21.97547149658203,26.200952529907227,3.356844902038574,11.071393013000488,8.109719276428223,44.00934982299805,3.111,4.753879547119141,1503.551513671875,6.652820587158203,12.86,23.27,1557.0,63.3,3784.82958984375,19.507158279418945,15.81957721710205,24.06999969482422,359.2343444824219,11.395651817321776,16.19593620300293,9.08,31.85,32.43,4.69,20.89484405517578,20.198938369750977,24.17787170410156,28.54,46.37
