,ALLL3,AMBV4,B3SA3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BISA3,CCRO3,CMIG4,CESP6,CIEL3,CPLE6,CSAN3,CPFE3,CYRE3,DXCO3,ELET3,ELET6,ELPL4,EMBR3,FIBR3,GFSA3,GGBR4,GOAU4,GOLL4,HYPE3,ITSA4,ITUB4,JBSS3,PRML3,LAME4,LREN3,MRFG3,MMXM3,MRVE3,NATU3,OGXP3,PCAR5,PDGR3,PETR3,PETR4,RDCD3,RSID3,SANB11,CSNA3,CRUZ3,TAMM4,TNLP4,TCSL4,USIM3,USIM5,VALE3,VALE5,VIVO4
2010-07-26,19.46,33.18,7.713454246520996,7.396,14.10554313659668,13.325471878051758,7.01760721206665,21.66120147705078,7.56,6.086277008056641,3.046773910522461,12.097,4.736910343170166,1.785,3.589211940765381,9.954837799072266,15.00924015045166,7.768298149108887,11.497061729431152,12.801,,9.509404182434082,23.513425827026367,587.3656005859375,18.12700653076172,19.73434257507324,23.788997650146484,17.76288604736328,3.67715072631836,10.732412338256836,6.631401062011719,40.63529968261719,2.947,6.522802352905273,13.217618942260742,1763.891357421875,7.780300140380859,15.33,1873.0,62.85,3982.96630859375,14.98776626586914,11.926278114318848,25.350000381469727,357.557373046875,10.641095161437988,16.93427276611328,11.65,28.4,28.86,4.8,23.275928497314453,21.731678009033203,24.59954261779785,29.43,41.83
2010-07-27,20.39,33.24,7.794322967529297,7.409,14.23141384124756,13.164923667907717,7.075086116790772,21.64316177368164,7.49,6.19625997543335,3.0691397190093994,12.427,4.709224700927734,1.832,3.764480590820313,9.895106315612791,15.166199684143066,7.874422550201416,11.186881065368652,12.461,,9.482792854309082,23.71788787841797,581.8889770507812,18.063783645629883,20.008514404296875,23.501544952392575,18.052024841308597,3.6425163745880127,10.707385063171388,6.631401062011719,43.56925582885742,2.975,6.6531829833984375,13.121085166931152,1727.924072265625,7.90139102935791,15.84,1886.0,63.85,3980.80029296875,14.926745414733888,11.960476875305176,25.350000381469727,369.40625,10.823819160461426,16.642988204956055,11.97,27.99,29.68,4.84,23.60602188110352,21.95201301574707,24.5025634765625,29.35,42.1
2010-07-28,19.84,33.73,7.956056594848633,7.744,14.546093940734863,13.715373992919922,7.0541863441467285,21.426734924316406,7.62,6.154436111450195,3.0844390392303467,12.402,4.721530914306641,1.825,3.773624897003174,9.885153770446776,15.434335708618164,7.848952770233154,11.324174880981444,12.682,,9.651334762573242,22.9327449798584,592.1576538085938,18.13404083251953,20.142417907714844,23.095149993896484,17.661285400390625,3.708901643753052,10.957685470581056,6.546082973480225,42.34677505493164,2.934,6.709424018859863,13.06910800933838,1700.94873046875,7.770206928253174,16.04,1845.0,60.34,3961.30810546875,14.78592300415039,11.88353157043457,25.280000686645508,358.2543029785156,11.054620742797852,16.785776138305664,12.01,27.77,26.36,4.95,23.275928497314453,21.61742782592773,24.93645668029785,29.74,43.76
2010-07-30,19.39,33.73,8.055583953857422,7.758,14.522489547729492,14.008946418762209,6.902649879455566,22.2834415435791,7.96,6.205554962158203,3.0962159633636475,13.087,4.859945774078369,1.815,3.8102035522460938,10.104159355163574,16.212596893310547,7.831972122192383,11.593677520751951,12.955,,10.192448616027832,22.8509578704834,602.42626953125,17.845975875854492,19.76622772216797,24.28460121154785,17.895729064941406,3.775285243988037,11.010531425476074,6.670180320739746,43.520355224609375,3.016,7.536436557769775,13.14336395263672,1777.3790283203125,7.956893444061279,17.16,1859.0,57.57,4054.43896484375,15.039398193359377,11.904905319213867,26.559999465942383,367.7799072265625,11.174835205078123,16.700105667114258,12.74,28.35,24.98,5.05,21.58313369750977,20.18932342529297,24.783323287963867,29.85,42.78
2010-08-02,20.04,33.61,8.179998397827148,7.819,15.08892059326172,13.972249031066896,7.001931190490723,22.454782485961918,7.91,6.428619861602783,3.102104425430298,12.842,4.844566822052002,1.858,3.888658046722412,10.290815353393556,16.683473587036133,7.853195667266846,11.68520736694336,12.972,,10.298893928527832,23.3416748046875,622.9635009765625,18.267534255981445,20.14879608154297,25.06765556335449,18.09110641479492,3.7897191047668457,11.047249794006348,6.825300693511963,43.27585983276367,2.996,7.177255153656006,13.202767372131348,1786.370849609375,8.21422004699707,16.71,1837.0,59.0,4102.08740234375,15.421639442443848,12.231773376464844,26.850000381469727,371.2648620605469,11.155601501464844,17.019943237304688,12.18,29.61,25.11,5.2,21.392690658569336,20.360694885253903,25.794050216674805,30.85,43.19
2010-08-04,20.04,33.31,8.217315673828125,7.628,15.340662956237791,13.440143585205078,7.305001258850098,21.796470642089844,7.75,6.273715019226074,3.0797271728515625,12.275,4.915311813354492,1.853,3.740592002868652,10.328143119812012,16.088335037231445,7.874422550201416,11.55808162689209,12.835,,10.440826416015623,23.71788787841797,590.7885131835938,18.85771369934082,20.780038833618164,23.68987464904785,18.27865982055664,3.6223127841949454,10.527015686035156,6.639156818389893,45.18293380737305,2.967,7.068604469299316,13.0097017288208,2002.1739501953125,7.871119976043701,17.04,1859.0,56.15,3928.8203125,15.997349739074709,12.618852615356444,26.600000381469727,351.05206298828125,10.93441104888916,17.322647094726562,12.32,28.53,24.45,5.23,22.42952919006348,21.156354904174805,25.742998123168945,30.73,41.55
2010-08-05,20.41,33.13,8.285741806030273,7.628,15.450800895690918,13.761250495910645,7.226621627807617,21.50789451599121,7.82,6.224143505096436,3.0926835536956787,12.656,4.859945774078369,1.881,3.887099981307984,10.293302536010742,15.728635787963867,7.6530022621154785,11.644525527954102,13.006,,10.36986255645752,24.12681770324707,575.0432739257812,18.92797088623047,20.939451217651367,23.114974975585938,17.83321762084961,3.630971908569336,10.54649257659912,6.507304191589356,45.574127197265625,2.963,6.947173595428467,13.002277374267578,1999.1767578125,7.724798202514648,17.14,1875.0,56.89,3898.49853515625,15.950165748596191,12.65756130218506,26.549999237060547,355.0016784667969,10.977684020996094,17.391185760498047,12.52,28.07,24.45,5.51,22.25601959228516,20.93602180480957,25.85530662536621,30.85,40.54
2010-08-06,20.64,32.45,8.323068618774414,7.649,15.305264472961426,13.917208671569824,7.184817314147949,21.156190872192383,7.77,6.165280818939209,3.095038652420044,12.537,4.82303524017334,1.889,3.818521738052368,10.191264152526855,15.31661605834961,7.388075351715088,11.695375442504885,13.048,,10.31663703918457,24.20860481262207,572.304931640625,18.65395736694336,20.7226505279541,23.987239837646484,17.387775421142578,3.6540606021881104,10.668898582458496,6.460768222808838,46.45431137084961,2.881,6.736265182495117,12.809207916259766,1975.1986083984373,7.694524765014648,17.14,1864.0,57.29,3855.18212890625,15.818037033081056,12.511330604553224,25.899999618530277,355.46636962890625,10.977684020996094,17.356916427612305,11.94,28.38,24.35,5.42,21.853981018066406,20.60551643371582,25.8195743560791,30.83,40.37
2010-08-10,20.9,32.43,8.173773765563965,7.593,15.313127517700195,13.903443336486816,7.0541863441467285,21.41771697998047,7.69,6.242732524871826,3.078550100326538,12.402,4.890706062316895,1.858,3.8418996334075928,10.39035987854004,14.97654151916504,7.439352512359619,11.537742614746094,12.972,,10.245671272277832,23.611570358276367,568.8821411132812,18.267534255981445,20.16792678833008,24.07644844055176,17.426847457885742,3.645402193069458,10.660551071166992,6.297890663146973,45.47632598876953,2.881,6.772057056427002,12.475054740905762,1900.2669677734373,7.422061920166016,16.0,1830.0,57.68,3768.548828125,15.525456428527832,12.21886920928955,25.049999237060547,355.2340087890625,11.02096176147461,17.259824752807617,11.94,27.96,24.25,5.13,21.303821563720703,20.19748878479004,25.523500442504883,30.51,39.23
2010-08-11,19.71,32.13,8.024484634399414,7.45,14.687701225280762,13.62363338470459,7.01760721206665,20.79547119140625,7.57,6.1497883796691895,3.047950506210327,12.469,4.869173526763916,1.879,3.818521738052368,10.427692413330078,14.780341148376465,7.251339435577393,11.339431762695312,12.674,,9.819876670837402,22.3357048034668,556.5596923828125,17.466571807861328,19.21150016784668,23.739437103271484,17.70036506652832,3.5528430938720703,10.48139190673828,6.398719787597656,45.623023986816406,2.856,6.902437210083008,12.378521919250488,1825.3353271484373,7.245464324951172,16.2,1829.0,56.99,3681.915771484375,14.935579299926758,11.827489852905272,24.739999771118164,345.2438049316406,10.722840309143066,16.591588973999023,11.91,27.46,24.15,5.09,20.563220977783203,19.646648406982425,24.66081047058105,29.65,39.5
2010-08-12,19.14,32.32,7.924952507019043,7.457,14.75063419342041,13.921795845031738,7.0541863441467285,20.65118408203125,7.62,6.118807315826416,3.0196964740753174,12.292,4.810732364654541,1.858,3.834107160568237,10.303256034851074,14.414101600646973,7.264158725738525,11.293664932250977,12.546,,9.757782936096191,22.711923599243164,545.6065673828125,17.571962356567383,19.339019775390625,23.293392181396484,18.052024841308597,3.5702428817749023,10.531746864318848,6.4530110359191895,47.970191955566406,2.897,7.081386089324951,12.519610404968262,1873.29150390625,7.114281177520752,15.92,1875.0,57.9,3649.42822265625,14.959179878234863,11.8403902053833,25.01000022888184,348.2640991210937,10.833436012268066,16.59730339050293,11.94,27.34,24.92,4.98,20.91447639465332,20.001632690429688,24.870094299316406,29.88,39.09
2010-08-13,19.64,32.25,7.9000725746154785,7.45,14.876511573791504,13.9630765914917,7.116889476776123,21.08404541015625,7.69,5.963900089263916,2.9725966453552246,12.334,4.813807964324951,1.837,3.73591685295105,10.260947227478027,14.355242729187012,7.281251430511475,11.2224760055542,12.521,,9.855359077453612,23.464353561401367,545.6065673828125,17.38225746154785,19.06484031677246,25.771413803100582,17.50499725341797,3.578944683074951,10.548531532287598,6.515059947967529,46.40541458129883,2.864,7.039206027984619,12.215158462524414,1828.33251953125,7.195008754730225,15.65,1918.0,58.8,3783.709716796875,14.987488746643066,11.896300315856934,24.920000076293945,361.274658203125,10.770923614501951,16.42595672607422,12.02,34.89,24.59,5.02,20.948335647583008,19.56503677368164,24.91094017028809,30.01,39.1
2010-08-16,18.82,32.92,7.999597072601318,7.519,15.238386154174805,13.8988618850708,7.357254028320312,21.0479736328125,7.75,6.064591407775879,3.0020298957824707,12.292,4.859945774078369,1.845,3.717212677001953,10.405295372009276,14.871899604797363,7.392347812652588,11.288580894470217,12.597,,9.819876670837402,23.75878143310547,551.0831298828125,17.403337478637695,19.058467864990234,24.28460121154785,17.426847457885742,3.631150484085083,10.598876953125,6.142770767211914,45.47632598876953,2.938,7.068604469299316,12.207734107971191,1850.81201171875,7.255556583404541,15.99,1970.0,59.51,3850.8505859375,14.954455375671388,11.874796867370604,25.5,359.8806457519531,10.982498168945312,16.61443519592285,12.2,34.72,24.26,4.98,21.011817932128903,19.503833770751957,25.23764038085937,30.35,38.63
2010-08-18,18.82,33.83,8.235978126525879,7.649,15.553071975708008,13.724546432495115,7.587168216705322,21.48083877563477,7.78,6.033609390258789,3.0032079219818115,12.698,4.7830491065979,1.906,3.673573732376098,10.950319290161133,15.565138816833496,7.682914733886719,11.375022888183594,12.665,,10.405343055725098,23.7097110748291,568.8821411132812,17.431596755981445,18.949268341064453,24.443193435668945,17.887914657592773,3.610846996307373,10.643634796142578,5.972137928009033,44.7917366027832,2.988,7.374103546142578,12.348819732666016,1963.2095947265625,7.467471122741699,16.31,1994.0,59.13,4006.790283203125,14.869514465332031,11.90490436553955,24.770000457763672,383.3460693359375,11.097899436950684,16.471651077270508,12.33,35.33,24.87,5.01,20.94410514831543,19.536474227905277,25.70216560363769,30.96,39.65
2010-08-20,18.82,33.71,8.080469131469727,7.491,15.104650497436523,13.683273315429688,7.7282514572143555,20.885656356811523,8.03,6.010372638702393,3.07384991645813,13.079,4.767669677734375,1.922,3.5862925052642822,10.818467140197754,15.00924015045166,7.605999946594238,11.298750877380373,12.682,,9.77552318572998,23.0636043548584,556.5596923828125,17.05004119873047,18.628097534179688,23.63040351867676,18.348981857299805,3.567343711853028,10.495378494262695,5.894577503204346,45.23183059692383,2.967,7.247560501098633,12.178030014038086,1852.3106689453125,7.618839263916016,16.59,2045.0,59.51,4071.76513671875,14.298517227172852,11.517823219299316,25.0,377.3054504394531,10.91517448425293,16.19750213623047,12.6,34.91,24.25,4.98,20.368555068969727,18.85098648071289,25.13554000854492,30.33,40.66
2010-08-23,18.82,33.67,7.906289577484131,7.491,14.730969429016112,13.577070236206056,7.498337268829346,20.6151180267334,8.21,6.041354179382324,3.0279295444488525,12.673,4.761516571044922,1.905,3.623698472976685,10.699644088745115,15.00924015045166,7.627365112304687,11.186881065368652,12.512,,9.615850448608398,22.79370880126953,557.9288330078125,16.823928833007812,18.371150970458984,22.81761360168457,18.05984687805176,3.5383427143096924,10.42265796661377,5.646385192871094,44.25384521484375,2.938,7.177255153656006,11.910709381103516,1850.81201171875,7.613794326782227,16.51,2035.0,59.77,4032.780517578125,14.241888046264648,11.466212272644045,24.82999992370605,376.1438293457031,10.963261604309082,15.963336944580078,12.8,34.89,23.93,4.91,20.423568725585938,18.92850875854492,24.41577911376953,29.59,39.85
2010-08-24,17.83,33.48,7.743644714355469,7.327,14.258947372436523,13.38773250579834,7.655096530914307,20.299484252929688,8.14,6.028962135314941,3.116227626800537,12.766,4.73998498916626,1.929,3.606555461883545,10.604063034057615,14.858817100524902,7.435079097747803,11.278409957885742,12.512,,9.243281364440918,22.32752799987793,551.0831298828125,16.604888916015625,18.11421585083008,22.20306396484375,17.973876953125,3.480334758758545,10.243624687194824,5.646385192871094,43.520355224609375,2.873,7.218160629272461,11.80674934387207,1820.83935546875,7.704616069793701,16.22,2025.0,60.34,4034.946533203125,13.949310302734377,11.242566108703612,24.5,372.8912048339844,10.84304904937744,15.906220436096191,12.88,34.16,23.36,4.87,20.360090255737305,18.92850875854492,23.889989852905277,28.9,39.72
2010-08-31,17.18,34.28,7.986997604370117,7.327,14.396620750427246,13.152206420898438,8.088798522949219,21.237354278564453,7.85,6.242732524871826,3.296355724334717,12.309,4.613873481750488,1.845,3.5675899982452397,10.474902153015137,14.276763916015623,7.605999946594238,10.866528511047363,12.044,,9.580366134643556,22.131242752075195,552.4522705078125,16.505970001220703,18.09494400024414,22.50042724609375,18.075475692749023,3.567343711853028,10.579301834106444,5.7782368659973145,43.520355224609375,2.975,7.247560501098633,12.623568534851074,1880.78466796875,7.39178991317749,15.88,2088.0,61.9,3907.162353515625,13.96346950531006,11.208158493041992,24.0,352.2137451171875,10.722840309143066,15.363640785217283,13.08,33.02,23.18,4.95,19.526390075683597,17.965560913085938,23.930835723876957,28.98,38.35
2010-09-01,17.8,34.53,8.180429458618164,7.573,14.947310447692873,13.512417793273926,8.355291366577148,21.156190872192383,8.02,6.244282245635986,3.3295695781707764,12.461,4.6384806632995605,1.86,3.5925276279449463,10.906296730041504,14.58414077758789,7.477809429168701,10.932635307312012,12.223,,9.713430404663086,23.2353515625,561.3517456054688,17.09950828552246,18.859344482421875,23.23392105102539,18.15361213684082,3.6004443168640137,10.719761848449709,5.646385192871094,43.61815643310547,2.979,7.247560501098633,12.957721710205078,1933.2369384765625,7.719751834869385,16.16,2100.0,63.0,4050.107177734375,14.189982414245604,11.625344276428224,24.299999237060547,353.14306640625,10.819008827209473,16.04900550842285,13.33,33.81,23.79,5.12,20.31353759765625,18.504159927368164,25.110013961791992,30.28,38.59
2010-09-02,18.04,34.39,8.111790657043457,7.409,15.210856437683104,13.369256019592283,8.062671661376953,21.02091789245605,7.93,6.436365604400635,3.2739787101745605,12.131,4.6723151206970215,1.851,3.6548702716827393,10.565316200256348,14.871899604797363,7.417986392974853,10.973312377929688,12.069,,10.1658353805542,24.494855880737305,563.405517578125,17.007646560668945,18.576705932617188,23.40242576599121,17.70036506652832,3.5597944259643555,10.605052947998049,5.623117446899414,44.44944381713867,2.938,7.234774589538574,12.809207916259766,2018.658935546875,7.750025272369385,16.22,2046.0,62.5,4091.258056640625,14.742101669311523,11.870497703552246,24.31999969482422,358.9513244628906,10.578585624694824,16.020450592041016,13.33,35.05,23.88,5.05,20.14849090576172,18.300146102905277,24.79863166809082,29.98,38.52
2010-09-03,19.74,34.22,8.1741943359375,7.347,14.789973258972168,13.156819343566896,7.91113805770874,20.84958267211914,7.69,6.459601879119873,3.2892887592315674,11.877,4.573884963989258,1.858,3.606555461883545,10.591147422790527,14.649539947509766,7.31970739364624,10.88178539276123,11.95,,10.156962394714355,24.110462188720703,565.459228515625,17.000577926635742,18.628097534179688,23.14471244812012,17.70036506652832,3.55689001083374,10.591049194335938,5.561068058013916,46.74770736694336,2.942,7.069884777069092,12.564164161682127,1963.2095947265625,7.568382740020752,16.27,1930.0,62.08,4015.453857421875,15.43579387664795,12.386603355407717,23.989999771118164,347.1024475097656,10.60262393951416,15.969045639038086,13.56,35.07,23.3,5.05,20.101938247680664,18.15733337402344,24.70674705505371,29.88,38.93
2010-09-10,18.95,34.87,8.70457935333252,7.43,14.502824783325195,12.9305419921875,7.905912399291992,21.715307235717773,7.79,6.577330112457275,3.2115912437438965,12.292,4.736910343170166,1.834,3.771764039993286,10.255330085754396,15.323159217834473,7.516266822814941,10.95805835723877,12.103,,10.192448616027832,24.053211212158203,575.7278442382812,17.43866539001465,19.270442962646484,24.23504066467285,18.36461639404297,3.527855157852173,10.406378746032717,5.59984827041626,52.81121826171875,2.873,7.05326509475708,12.549311637878418,1937.7327880859373,7.835799694061279,16.47,2008.0,59.41,4141.07177734375,14.638283729553224,11.836090087890623,25.290000915527344,375.2145080566406,10.405479431152344,15.87766456604004,13.63,36.81,23.73,5.27,19.75491523742676,18.206296920776367,23.92062187194824,28.99,41.42
2010-09-13,18.95,34.88,8.941694259643555,7.717,14.947310447692873,13.39235019683838,8.005194664001465,22.048973083496094,7.99,6.684217929840088,3.219823837280273,12.317,4.730757236480713,1.868,3.834107160568237,10.255330085754396,15.663237571716309,7.45217227935791,11.100435256958008,12.291,,10.201319694519045,24.813817977905277,592.8422241210938,17.594114303588867,19.411762237548828,24.4630184173584,18.76317024230957,3.6004443168640137,10.772934913635254,5.59984827041626,49.38827133178711,2.959,6.972738265991211,12.824061393737791,1969.2041015625,8.269720077514648,16.75,2026.0,58.47,4288.3486328125,14.940299987792969,12.17155933380127,25.40999984741211,389.15435791015625,10.636285781860352,16.1689453125,13.73,36.49,23.74,5.24,20.059619903564453,18.365428924560547,24.60465812683105,29.75,41.09
2010-09-20,18.69,36.66,8.80441665649414,7.792,14.825376510620115,13.757174491882324,8.21943187713623,22.319509506225582,8.02,6.622253894805908,3.1799917221069336,12.148,4.284475326538086,1.878,3.865278482437134,10.384490966796877,14.38794231414795,7.879473209381103,11.075011253356934,12.163,,9.757782936096191,22.9000301361084,479.2027282714844,17.134836196899414,19.129127502441406,25.29563331604004,18.90383529663086,3.481397151947021,10.91283893585205,5.972137928009033,47.1389045715332,3.139,7.195149421691895,13.0097017288208,1951.220458984375,8.49172592163086,17.48,2017.0,59.12,3681.915771484375,14.534469604492188,11.6554536819458,26.36000061035156,380.5581359863281,10.790157318115234,16.00902557373047,13.9,37.11,23.62,5.52,19.340177536010746,18.198137283325195,24.553607940673828,29.8,41.99
2010-09-28,17.8,36.79,9.047770500183104,7.867,16.00935935974121,14.41138744354248,8.621781349182129,22.319509506225582,7.91,6.880368709564209,3.1550817489624023,12.013,4.616892337799072,1.805,3.8044939041137695,10.118419647216797,16.186433792114258,7.623092174530029,10.932635307312012,11.976,,10.63183307647705,24.61753463745117,609.2720947265625,16.52009391784668,17.985746383666992,26.76262092590332,19.88849258422852,3.6527092456817623,10.926831245422363,5.817017078399658,46.45431137084961,3.144,7.330644130706787,13.106234550476074,1960.2122802734373,8.375679016113281,17.3,2096.0,57.4,4515.7607421875,14.194700241088867,11.483416557312012,26.18000030517578,383.3460693359375,10.612277030944824,16.877159118652344,13.73,37.38,23.57,5.52,21.58313369750977,18.85098648071289,26.626110076904297,32.1,42.54
