,AMBV4,ARCZ6,BBDC4,BBAS3,BRTP3,BRTP4,CMIG4,CESP4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,ITSA4,ITUB4,PETR3,PETR4,SBSP3,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNEP4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,TRPL4,USIM5,VALE3,VALE5
2002-09-20,5.53,4.2,0.827,1.3223785161972046,11.0,12.83,2246.228759765625,7.95,0.395,28.75,4.046909332275391,2.86,6.6,10.108603477478027,12.56,1.28,1.06,1.872672438621521,0.4298466444015503,1.3476101160049438,2.737816095352173,2.003017902374268,1.9011635780334477,1.006693720817566,19.75,1.47,15.38,8.23,2.26,10.29,11.66,20.35,22.7,7.241751194000244,6.29,2.17,2070.47802734375,0.8770999908447266,3.3540072441101074,4.13
2002-09-23,5.51,4.29,0.799,1.2596795558929443,10.93,12.48,2069.03662109375,7.57,0.376,28.5,3.8214848041534415,2.757,6.24,9.939279556274414,12.53,1.22,1.02,1.7891777753829956,0.413727343082428,1.2780017852783203,2.6727781295776367,1.9210764169692995,1.8319501876831052,0.9318860769271852,19.66,1.49,15.41,8.02,2.24,9.84,11.07,20.41,22.55,7.115612030029297,5.82,2.14,2062.62060546875,0.821044385433197,3.5084943771362305,4.27
2002-09-24,5.48,4.53,0.779,1.261104941368103,10.91,12.58,2018.0263671875,7.38,0.364,28.17,3.6497323513031006,2.647,5.7,10.201730728149414,12.62,1.18,0.98,1.7891777753829956,0.4056682288646698,1.26618230342865,2.5732421875,1.8892101049423216,1.8319501876831052,0.9682214856147766,20.87,1.55,16.03,7.76,2.24,10.01,11.21,20.15,21.95,7.1091413497924805,5.42,2.2,2058.6923828125,0.7996111512184143,3.638589859008789,4.45
2002-09-25,5.6,4.41,0.758,1.318104267120361,10.99,12.7,2004.60205078125,7.43,0.364,28.09,3.703405141830444,2.689,5.89,10.455716133117676,12.86,1.32,1.04,1.741466045379639,0.4083543717861175,1.2426424026489258,2.482189178466797,1.8286651372909544,1.886128306388855,1.006693720817566,21.61,1.55,16.04,7.68,2.31,10.07,11.22,20.15,23.46,7.1091413497924805,6.02,2.27,2113.69482421875,0.8160989880561829,3.5816726684570312,4.37
2002-09-26,5.68,4.51,0.751,1.268229842185974,11.16,12.87,1995.654052734375,7.38,0.355,28.09,3.6497323513031006,2.664,5.8,10.498046875,13.13,1.3,1.03,1.741466045379639,0.4002949297428131,1.193138837814331,2.454476833343506,1.8204706907272337,1.8664275407791135,1.006693720817566,22.05,1.56,15.89,7.68,2.3,10.02,11.18,20.05,23.46,6.953891277313232,6.23,2.21,2046.905517578125,0.7996111512184143,3.638589859008789,4.45
2002-09-27,5.7,4.55,0.717,1.1699060201644895,10.57,12.62,1946.4332275390625,7.06,0.334,26.85,3.467246055603028,2.511,5.37,10.159401893615724,12.81,1.21,0.95,1.6341150999069214,0.3895483016967773,1.1719229221343994,2.2310853004455566,1.6706993579864502,1.7277411222457886,0.9553973078727722,22.0,1.54,16.12,7.49,2.28,9.35,10.4,18.96,21.62,6.792171955108643,5.76,2.13,2007.61767578125,0.7600431442260742,3.618261575698853,4.45
2002-09-30,5.45,4.41,0.731,1.1414070129394531,10.56,12.26,1852.4674072265625,7.07,0.317,26.68,3.209617853164673,2.383,5.04,9.947742462158203,12.61,1.26,0.99,1.538692593574524,0.3868620097637176,1.1997054815292358,2.262190341949463,1.6820805072784424,1.7966948747634888,0.8656284213066101,21.6,1.55,16.17,7.24,2.21,8.89,10.23,18.71,20.44,6.743656158447266,5.84,2.09,1940.8275146484373,0.7353130578994751,3.520691156387329,4.39
2002-10-01,5.64,4.12,0.779,1.225480556488037,11.28,13.12,1968.8060302734373,7.12,0.334,26.76,3.381370306015014,2.502,5.38,10.244060516357422,12.81,1.33,1.03,1.6698997020721436,0.413727343082428,1.2729496955871582,2.504810571670532,1.807269096374512,1.9009040594100952,0.8998255729675293,22.13,1.59,16.09,7.51,2.23,9.32,10.56,19.92,20.87,6.8568620681762695,6.18,2.09,1984.0447998046875,0.761691689491272,3.394661903381348,4.22
2002-10-02,5.56,4.12,0.786,1.2012566328048706,10.66,12.43,1984.9140625,6.76,0.333,26.44,3.34916615486145,2.528,5.22,10.159401893615724,12.82,1.19,0.98,1.6698997020721436,0.4083543717861175,1.281032919883728,2.4686155319213867,1.80499279499054,1.785807490348816,0.844254732131958,21.95,1.63,16.04,7.1,2.08,8.95,10.39,19.57,20.03,6.8568620681762695,5.79,1.9,1952.6138916015625,0.7501512765884399,3.4434471130371094,4.3
2002-10-03,5.72,4.18,0.813,1.2326055765151978,11.17,13.28,2022.5008544921875,6.97,0.348,26.76,3.477980613708496,2.613,5.48,10.328722953796388,13.03,1.26,0.99,1.741466045379639,0.4217870831489563,1.3234648704528809,2.54496431350708,1.8573442697525024,1.8778328895568848,0.8998255729675293,21.95,1.71,16.47,7.63,2.14,9.34,10.78,20.15,20.61,6.953891277313232,6.2,2.09,2042.9761962890625,0.7633403539657593,3.536953449249268,4.45
2002-10-04,5.7,4.17,0.806,1.2696549892425537,11.07,12.9,2074.4052734375,7.41,0.368,26.85,3.5638558864593506,2.647,5.7,10.582704544067385,13.03,1.35,1.06,1.7772501707077026,0.4217870831489563,1.3184133768081665,2.5342185497283936,1.8596203327178955,1.9239753484725952,0.9682214856147766,22.49,1.69,16.17,7.71,2.18,9.55,11.05,20.35,20.03,7.115612030029297,6.27,2.09,1976.1871337890625,0.7996111512184143,3.467839002609253,4.4
2002-10-07,5.64,4.2,0.779,1.225480556488037,10.61,12.38,1946.4332275390625,7.15,0.353,26.27,3.34916615486145,2.485,5.26,10.286388397216797,12.76,1.23,0.99,1.693755269050598,0.4056682288646698,1.2931559085845947,2.444296360015869,1.779044508934021,1.855020761489868,0.9276115894317628,22.23,1.69,16.17,7.24,2.09,9.01,10.49,19.54,19.1,6.792171955108643,5.84,1.96,1944.7559814453125,0.7435564994812012,3.480443000793457,4.4
2002-10-08,5.68,4.18,0.745,1.2354555130004885,10.71,12.62,1923.165771484375,7.31,0.356,26.34,3.3921046257019043,2.485,5.35,10.39645290374756,12.81,1.22,0.97,1.7176110744476318,0.4056682288646698,1.2519371509552002,2.4431655406951904,1.7977092266082764,1.8664275407791135,0.8955511450767517,23.26,1.7,16.12,7.17,2.1,8.89,10.4,19.64,18.77,6.785704612731934,5.99,1.96,1929.0408935546875,0.7287182211875916,3.455643892288208,4.4
2002-10-09,5.59,4.25,0.731,1.1984058618545532,10.49,12.68,1879.3153076171875,7.18,0.353,26.27,3.304081916809082,2.451,5.16,9.863082885742188,12.1,1.18,0.94,1.693755269050598,0.3922353088855743,1.212334156036377,2.4431655406951904,1.772671461105347,1.8433555364608765,0.8848646879196167,23.3,1.69,16.25,7.51,2.02,8.78,10.15,19.59,18.77,6.630455493927002,5.86,1.9,1964.4012451171875,0.7254205942153931,3.535733222961426,4.53
2002-10-10,5.73,4.35,0.738,1.251130223274231,10.94,13.12,1897.2130126953125,7.3,0.348,26.34,3.4135735034942627,2.528,5.16,10.447247505187988,12.84,1.22,0.96,1.7533941268920898,0.4083543717861175,1.222436785697937,2.375300168991089,1.7480889558792114,1.8775732517242432,0.9254737496376038,23.7,1.76,16.47,7.81,2.08,8.95,10.35,19.88,19.69,6.572234630584717,6.03,2.02,1995.8311767578125,0.7171772122383118,3.5735414028167725,4.47
2002-10-11,5.85,4.33,0.738,1.286754846572876,10.94,12.94,1924.0601806640625,7.47,0.345,26.68,3.477980613708496,2.528,5.16,10.328722953796388,12.65,1.23,1.0,1.7533941268920898,0.4083543717861175,1.2274888753890991,2.31252384185791,1.6866320371627808,1.8778328895568848,0.9382978677749634,23.77,1.77,16.17,8.06,2.16,9.02,10.36,19.7,19.69,6.66279935836792,5.92,2.09,1995.8311767578125,0.7254205942153931,3.496297597885132,4.4
2002-10-14,5.67,4.32,0.69,1.2425804138183594,10.49,12.41,1843.5181884765625,7.11,0.326,26.11,3.2912001609802246,2.374,4.95,10.159401893615724,12.56,1.17,0.94,1.7056827545166016,0.3976085782051086,1.2047569751739502,2.1490817070007324,1.6251760721206665,1.783474326133728,0.8998255729675293,23.77,1.65,15.28,7.54,1.98,8.51,9.78,18.92,18.85,6.491380214691162,5.55,1.92,1885.82421875,0.6842038035392761,3.455643892288208,4.32
2002-10-15,5.64,4.33,0.69,1.1984058618545532,10.76,12.7,1816.6708984375,7.28,0.334,26.11,3.2203521728515625,2.315,5.15,10.201730728149414,12.66,1.18,0.96,1.6341150999069214,0.3949217498302459,1.1769744157791138,2.1502127647399902,1.6297283172607422,1.7741423845291138,0.8891391754150391,24.18,1.7,15.79,7.81,2.07,8.67,9.78,18.99,20.03,6.562532901763916,5.64,2.06,1925.1124267578125,0.6940956711769104,3.467432737350464,4.37
2002-10-16,5.47,4.53,0.704,1.142832636833191,10.68,12.67,1736.1290283203125,7.05,0.319,24.79,3.048600435256958,2.247,4.75,9.99007511138916,12.61,1.12,0.92,1.6102603673934937,0.3868620097637176,1.1729332208633425,2.1208033561706543,1.5933103561401367,1.705188512802124,0.863490879535675,24.18,1.69,15.96,7.71,1.98,8.6,9.67,18.71,18.77,6.501081943511963,5.61,1.96,1846.5369873046875,0.6776089668273926,3.516624927520752,4.37
2002-10-17,5.85,4.68,0.779,1.2525551319122314,11.07,13.23,1879.3153076171875,7.32,0.325,25.47,3.284759998321533,2.383,4.99,10.582704544067385,12.81,1.21,0.96,1.646043300628662,0.4056682288646698,1.2931559085845947,2.3470230102539062,1.7453575134277344,1.7627371549606323,0.9660838842391968,24.89,1.69,16.64,8.3,2.1,9.11,10.36,19.82,18.94,7.050922393798828,6.09,2.13,1952.6138916015625,0.7006906867027283,3.57801365852356,4.46
2002-10-18,5.82,4.68,0.758,1.2596795558929443,10.84,12.99,1928.535400390625,7.31,0.333,25.43,3.477980613708496,2.528,5.31,10.599639892578123,13.23,1.24,1.01,1.6579713821411133,0.4083543717861175,1.2476935386657717,2.375300168991089,1.770849347114563,1.7764757871627808,0.9724959135055542,25.33,1.72,16.17,8.3,2.1,9.01,10.5,19.2,19.69,7.050922393798828,6.43,2.21,2023.3326416015625,0.7089340090751648,3.618261575698853,4.54
2002-10-21,5.73,4.84,0.779,1.268229842185974,11.12,13.12,1967.9112548828125,7.23,0.336,25.28,3.587472438812256,2.57,5.66,11.014485359191896,13.72,1.24,0.99,1.6698997020721436,0.4083543717861175,1.2436528205871582,2.4262003898620605,1.7804099321365356,1.794880986213684,1.006693720817566,26.29,1.74,16.46,8.3,2.16,9.1,10.63,18.53,20.36,7.264395713806152,6.79,2.21,2003.6893310546875,0.7386102080345154,3.699571132659912,4.6
2002-10-22,5.73,4.77,0.786,1.2824795246124268,10.83,12.99,1950.907958984375,7.23,0.341,25.34,3.939563989639282,2.689,5.59,11.260002136230469,13.91,1.26,0.99,1.7533941268920898,0.4191004037857055,1.2930551767349243,2.4380767345428467,1.8118208646774288,1.8169145584106443,1.0729514360427856,25.72,1.77,17.08,8.3,2.24,9.17,10.98,18.96,20.87,7.371125221252441,7.11,2.39,2042.9761962890625,0.7831248641014099,3.699571132659912,4.67
2002-10-23,6.03,4.93,0.813,1.3038544654846191,11.34,13.98,2147.7880859375,7.52,0.362,26.34,4.13063907623291,2.911,5.88,11.725641250610352,14.55,1.26,1.04,1.82496190071106,0.4486525058746338,1.402771234512329,2.612830400466919,1.9233531951904297,1.852428913116455,1.1563079357147217,27.0,1.84,17.37,8.57,2.35,10.38,11.78,20.58,21.95,7.600767135620117,7.2,2.52,2113.69482421875,0.819395899772644,3.817063093185425,4.75
2002-10-24,6.37,4.95,0.827,1.339479684829712,11.88,14.35,2080.670166015625,7.37,0.361,25.89,3.778547525405884,2.715,6.12,11.471656799316406,13.69,1.24,1.02,1.7772501707077026,0.4567120671272278,1.4446979761123655,2.6869168281555176,1.939740538597107,1.871093511581421,1.1627203226089478,26.7,1.78,17.32,8.25,2.28,10.24,11.76,21.11,21.71,7.891860485076904,7.05,2.34,2039.0477294921875,0.819395899772644,3.8459277153015137,4.84
2002-10-25,6.61,4.84,0.847,1.396478295326233,11.9,14.54,2174.636474609375,7.65,0.386,25.85,4.076966285705566,2.919,6.5,11.844165802001951,14.07,1.26,1.02,1.872672438621521,0.4916371703147888,1.5102646350860596,2.703317642211914,1.9766148328781128,1.92682683467865,1.1178357601165771,26.24,1.88,17.85,8.54,2.31,10.29,11.89,21.5,22.12,7.76571798324585,7.53,2.44,2082.264404296875,0.8688566088676453,3.902844190597534,4.88
2002-10-28,6.43,4.77,0.813,1.375102996826172,11.73,14.3,2138.839111328125,7.07,0.365,24.7,4.057643890380859,2.808,5.7,11.3446626663208,13.68,1.13,0.92,1.8846007585525515,0.4808912575244903,1.5103652477264404,2.703317642211914,1.9584051370620728,1.9123106002807615,1.1050117015838623,25.7,1.78,17.19,8.06,2.17,9.45,11.13,20.1,21.95,7.762486934661865,7.06,2.28,2007.61767578125,0.8952351212501526,3.931302785873413,5.02
2002-10-29,6.37,4.66,0.806,1.346603512763977,11.79,14.03,2147.7880859375,7.1,0.355,24.54,4.132785320281982,2.86,5.67,10.980616569519045,13.77,1.11,0.93,1.8846007585525515,0.4593989551067352,1.4952116012573242,2.5732421875,1.885568618774414,1.889757752418518,1.083638310432434,26.48,1.8,17.35,8.28,2.22,9.62,11.12,19.93,21.95,7.600767135620117,7.05,2.28,1964.4012451171875,0.8540183305740356,3.9597606658935542,5.07
2002-10-30,6.74,4.53,0.854,1.4121525287628174,12.38,14.69,2210.43212890625,7.5,0.377,25.62,4.293803215026856,3.03,5.98,11.386991500854492,14.12,1.17,0.99,1.9680949449539185,0.4916371703147888,1.555828094482422,2.6948347091674805,1.984808564186096,1.9581934213638303,1.109286904335022,28.45,1.82,17.23,8.77,2.35,10.18,11.84,21.01,23.46,7.830406665802002,7.69,2.39,2003.6893310546875,0.8853433728218079,3.8865816593170166,4.95
2002-10-31,6.94,4.53,0.875,1.3893531560897827,12.77,15.03,2210.43212890625,7.61,0.373,27.1,4.338888645172119,3.013,5.61,11.30233383178711,13.87,1.14,0.97,2.0277345180511475,0.5023833513259888,1.616446018218994,2.7089731693267822,2.016220092773437,2.0229992866516118,1.053715467453003,27.99,1.81,17.23,8.92,2.36,10.39,12.09,21.4,23.71,8.021234512329102,7.87,2.41,2019.403076171875,0.8803970217704773,3.902844190597534,4.92
2002-11-01,6.98,4.47,0.854,1.4392282962799072,12.52,14.77,2235.489990234375,7.54,0.365,28.09,4.396854400634766,3.004,5.67,10.921357154846191,13.48,1.15,0.98,2.063517808914185,0.4835776388645172,1.5911871194839478,2.7089731693267822,2.011667490005493,1.9828195571899412,1.0686769485473633,27.62,1.81,16.78,8.95,2.34,10.29,11.9,21.11,23.63,8.247640609741211,8.23,2.41,2137.26806640625,0.9034784436225892,3.819502115249634,4.88
2002-11-04,6.58,4.53,0.827,1.4321026802062988,11.99,14.0,2219.3818359375,7.18,0.356,28.17,4.433351516723633,2.928,5.61,10.819759368896484,13.06,1.11,0.96,2.099302053451538,0.4701449573040008,1.5255205631256104,2.658073663711548,1.9574943780899048,2.004594326019287,1.087912917137146,27.63,1.8,17.19,8.66,2.35,9.98,11.77,20.57,22.79,8.250875473022461,7.85,2.44,2023.3326416015625,0.8836947679519653,3.821941614151001,4.78
2002-11-05,6.65,4.39,0.82,1.4891020059585571,12.0,13.83,2120.94140625,7.24,0.347,27.68,4.164989471435547,2.86,5.55,10.498046875,13.19,1.08,0.96,2.087373733520508,0.4701449573040008,1.5224894285202026,2.578896999359131,1.9210764169692995,1.981523513793945,1.102874755859375,28.31,1.8,17.0,8.74,2.38,10.07,11.76,20.27,23.71,8.02446460723877,8.04,2.52,2078.3359375,0.8770999908447266,3.645906925201416,4.6
2002-11-06,6.56,4.51,0.813,1.4534767866134644,11.65,13.62,2058.297119140625,7.0,0.34,26.76,3.973915100097656,2.749,5.22,10.870558738708496,13.48,1.02,0.92,2.0158066749572754,0.4674583673477173,1.44540536403656,2.54496431350708,1.8937629461288448,1.891830921173096,1.102874755859375,28.55,1.79,16.98,8.82,2.43,9.75,11.47,19.93,23.46,7.924202919006348,7.97,2.52,1984.0447998046875,0.8655588626861572,3.745103120803833,4.77
2002-11-07,6.73,4.35,0.813,1.4720016717910769,11.6,13.49,2049.347900390625,7.09,0.334,26.89,3.8214848041534415,2.664,5.27,10.929821968078612,13.79,0.99,0.88,1.9680949449539185,0.4782046973705292,1.4750065803527832,2.652419328689575,1.9893605709075928,1.9263083934783936,1.1434839963912964,28.01,1.81,16.48,9.3,2.42,10.01,11.46,20.01,23.21,7.697795391082764,8.16,2.52,2007.61767578125,0.8803970217704773,3.862189292907715,4.79
2002-11-08,6.63,4.33,0.806,1.4677268266677856,11.25,12.75,2089.618896484375,7.22,0.334,27.59,3.84295392036438,2.689,5.35,11.217668533325195,14.05,1.01,0.92,1.9442397356033323,0.4916371703147888,1.5093560218811035,2.6303625106811523,1.96933114528656,1.97037672996521,1.1584458351135254,28.0,1.81,16.87,9.39,2.54,10.07,11.64,19.72,24.72,8.085920333862305,8.27,2.5,1976.1871337890625,0.870505154132843,3.841862678527832,4.79
2002-11-11,6.84,4.18,0.82,1.4677268266677856,11.02,12.75,2145.99853515625,7.18,0.339,27.26,3.757077932357788,2.689,5.22,11.217668533325195,13.8,1.06,0.94,1.991951823234558,0.4970100522041321,1.5356239080429075,2.6948347091674805,2.002108573913574,1.9781533479690552,1.1349350214004517,27.57,1.83,16.13,9.6,2.49,10.24,11.58,19.5,24.89,7.895088195800781,8.14,2.41,1984.0447998046875,0.8721535801887512,3.796736240386963,4.69
2002-11-12,6.76,4.25,0.806,1.466301679611206,10.83,12.38,2063.66650390625,6.83,0.326,25.82,3.692670583724976,2.664,5.08,10.752032279968262,13.59,1.02,0.9,1.956167697906494,0.4808912575244903,1.5406742095947266,2.658073663711548,1.9688758850097656,1.9346034526824951,1.1050117015838623,26.87,1.82,16.47,9.79,2.35,9.75,11.36,19.44,23.97,7.827171325683594,7.82,2.31,1960.4718017578125,0.8342339992523193,3.817469596862793,4.71
2002-11-13,6.75,4.37,0.813,1.4107279777526855,11.12,12.39,2108.412841796875,7.17,0.333,25.62,3.8257784843444815,2.766,5.18,10.963685035705566,13.58,1.05,0.92,1.9084556102752688,0.4701449573040008,1.5053147077560425,2.6269688606262207,1.926084280014038,1.9382328987121584,1.1819565296173096,26.48,1.82,16.86,9.6,2.4,9.91,11.41,20.07,24.89,7.798061370849609,7.69,2.24,1964.4012451171875,0.8507207632064819,3.821941614151001,4.75
2002-11-14,6.84,4.47,0.806,1.4534767866134644,10.75,12.56,2161.212158203125,7.26,0.335,25.37,3.920242547988892,2.86,5.38,10.735097885131836,13.11,1.06,0.92,1.872672438621521,0.4701449573040008,1.4750065803527832,2.689178466796875,1.9779807329177856,1.9734876155853271,1.2589010000228882,26.05,1.86,16.86,9.7,2.45,10.07,11.68,20.32,24.81,7.762486934661865,7.95,2.21,2042.9761962890625,0.8902896046638489,3.862189292907715,4.85
2002-11-18,6.96,4.51,0.82,1.4563270807266235,10.84,12.43,2076.195556640625,7.31,0.337,25.86,4.100582599639893,2.876,5.45,10.506509780883787,12.86,1.15,0.96,1.8846007585525515,0.4782046973705292,1.5113762617111206,2.771183490753174,1.9984660148620603,1.9724503755569456,1.2824121713638306,25.63,1.81,17.08,9.7,2.35,10.13,11.79,20.52,24.21,7.794827938079834,8.01,2.27,2042.9761962890625,0.8919379711151123,4.004481792449951,5.02
2002-11-19,6.65,4.51,0.82,1.4306774139404297,10.91,12.32,2014.4464111328125,7.47,0.353,25.86,4.143519878387451,2.987,5.54,9.896949768066406,12.03,1.25,1.05,1.9084556102752688,0.4701449573040008,1.4901612997055054,2.731595516204834,1.989816665649414,1.9584523439407349,1.3101977109909058,24.86,1.8,17.08,9.63,2.4,10.47,12.04,20.15,23.46,7.924202919006348,7.93,2.24,2090.121826171875,0.8902896046638489,3.8825178146362314,4.92
2002-11-20,6.65,4.57,0.827,1.396478295326233,11.09,12.58,2049.347900390625,7.42,0.345,25.84,4.261600017547607,2.953,5.37,9.719157218933104,12.04,1.29,1.11,1.9084556102752688,0.4647721350193023,1.5103652477264404,2.7824950218200684,2.031243085861206,1.9234561920166016,1.297373652458191,25.48,1.8,16.93,9.52,2.56,10.53,12.41,20.41,22.79,8.056812286376953,7.9,2.27,2121.552490234375,0.9117218255996704,3.7410383224487305,4.8
2002-11-21,6.9,4.63,0.847,1.434952735900879,11.29,13.37,2043.083984375,7.32,0.346,25.86,4.27233362197876,3.03,5.37,9.95621109008789,12.4,1.34,1.17,1.9084556102752688,0.4674583673477173,1.5255205631256104,2.828303337097168,2.0808627605438232,1.8871653079986568,1.3443952798843384,26.13,1.8,17.23,10.1,2.49,10.64,12.48,20.73,23.54,8.247640609741211,8.23,2.28,2074.407470703125,0.951290726661682,3.935367345809937,4.98
2002-11-22,6.94,4.77,0.82,1.4563270807266235,11.34,13.3,2131.68017578125,7.05,0.339,25.98,4.358210563659668,3.098,5.36,9.99007511138916,12.4,1.69,1.4,1.9084556102752688,0.4782046973705292,1.4962224960327148,2.7994606494903564,2.057645320892334,1.8697969913482664,1.3101977109909058,26.31,1.8,18.15,10.77,2.52,10.72,12.49,20.64,23.63,8.247640609741211,8.32,2.34,2042.9761962890625,0.9776694178581238,3.902844190597534,4.88
2002-11-25,7.15,4.7,0.827,1.4249770641326904,11.34,13.19,2074.4052734375,6.95,0.33,26.27,4.293803215026856,3.013,5.33,10.032405853271484,12.3,1.47,1.22,1.8965272903442385,0.4701449573040008,1.4952116012573242,2.701620817184448,2.007570505142212,1.823395848274231,1.2674508094787598,25.7,1.87,17.59,11.18,2.63,10.53,12.45,20.41,23.71,8.15707778930664,8.16,2.28,2062.62060546875,1.0073457956314087,3.862189292907715,4.82
2002-11-26,7.05,4.59,0.84,1.3950526714324951,11.11,12.83,2067.24658203125,6.88,0.319,25.77,4.2508649826049805,3.013,5.16,10.244060516357422,12.65,1.37,1.15,1.8846007585525515,0.4782046973705292,1.4928882122039795,2.638279914855957,1.9747942686080933,1.8179515600204468,1.290961503982544,25.96,1.78,17.23,11.39,2.49,10.29,12.33,20.07,23.04,8.409356117248535,8.04,2.2,2031.1898193359373,1.0056971311569214,3.8825178146362314,4.82
2002-11-27,7.06,4.59,0.84,1.4178528785705566,11.07,12.83,2128.995361328125,7.52,0.334,25.86,4.293803215026856,3.004,5.04,10.159401893615724,12.61,1.47,1.19,1.8607441186904907,0.4782046973705292,1.5133967399597168,2.6281001567840576,1.9643234014511108,1.828061580657959,1.2824121713638306,26.0,1.76,17.4,11.39,2.49,10.42,12.37,20.15,23.63,8.296154022216797,8.13,2.14,2062.62060546875,1.010643720626831,3.915040969848633,4.9
2002-11-28,7.01,4.51,0.827,1.4064525365829468,11.07,12.67,2111.09716796875,8.14,0.339,25.62,4.2508649826049805,3.03,5.12,10.244060516357422,12.85,1.47,1.22,1.8846007585525515,0.4728313684463501,1.485210657119751,2.6190505027771,1.966599941253662,1.884831786155701,1.331571340560913,26.17,1.76,17.32,11.77,2.51,10.55,12.35,20.15,23.46,8.312329292297363,8.08,2.2,2046.905517578125,0.9892102479934692,3.915040969848633,4.9
2002-11-29,7.15,4.8,0.854,1.443502426147461,12.0,13.44,2125.415771484375,8.06,0.345,25.93,4.2895097732543945,3.03,5.12,10.506509780883787,13.18,1.5,1.26,1.93231201171875,0.4755179584026336,1.5457261800765991,2.7146291732788086,2.007570505142212,1.9125688076019287,1.3828678131103516,27.24,1.8,18.0,11.68,2.59,11.17,12.85,20.77,23.88,8.085920333862305,8.04,2.32,2046.905517578125,1.0073457956314087,4.065463066101074,5.07
2002-12-02,7.05,4.66,0.875,1.4321026802062988,11.73,13.68,2147.7880859375,7.84,0.333,25.93,4.371090888977051,3.081,5.37,10.811296463012695,13.38,1.56,1.33,1.9442397356033323,0.4916371703147888,1.5811870098114014,2.7655274868011475,2.034883975982666,1.9125688076019287,1.3679062128067017,28.0,1.8,17.61,11.95,2.63,11.22,13.19,21.32,24.21,8.005060195922852,8.32,2.34,2042.9761962890625,1.0254815816879272,4.126445293426514,5.13
2002-12-03,6.88,4.78,0.875,1.4150032997131348,11.73,13.52,2103.042236328125,7.77,0.325,25.36,4.36894416809082,3.081,5.5,10.62503719329834,13.19,1.66,1.45,1.9442397356033323,0.4835776388645172,1.5736085176467896,2.771183490753174,2.053093910217285,1.8433555364608765,1.3914176225662231,27.46,1.8,17.78,11.62,2.71,11.19,13.13,21.09,24.14,7.652517318725586,8.16,2.31,2062.62060546875,1.013940691947937,4.182547092437744,5.2
2002-12-04,6.86,4.94,0.854,1.386502981185913,11.58,13.12,2067.24658203125,7.89,0.321,25.27,4.379679203033447,3.064,5.72,10.752032279968262,13.48,1.69,1.49,1.9084556102752688,0.4835776388645172,1.5507750511169434,2.7655274868011475,2.043989419937134,1.83635687828064,1.4085160493850708,27.24,1.8,17.69,11.62,2.61,11.15,13.12,21.06,23.79,7.924202919006348,8.04,2.31,2066.5498046875,1.0155891180038452,4.126445293426514,5.23
2002-12-05,6.88,5.02,0.847,1.358003854751587,11.73,12.65,2013.5516357421875,7.68,0.325,24.94,4.347476482391357,3.004,5.4,10.735097885131836,13.54,1.64,1.43,1.8965272903442385,0.4674583673477173,1.5124868154525757,2.7146291732788086,2.021228075027466,1.7904738187789917,1.4298899173736572,26.62,1.77,18.15,11.13,2.63,10.73,12.68,20.32,23.3,7.636346340179443,7.79,2.27,2003.6893310546875,0.9644803404808044,4.187020301818848,5.26
2002-12-06,6.91,5.05,0.854,1.3879272937774658,11.49,12.92,2093.198974609375,7.76,0.333,25.14,4.315272331237793,3.064,5.54,10.752032279968262,13.48,1.73,1.5,1.8846007585525515,0.4782046973705292,1.5457261800765991,2.756479024887085,2.025324583053589,1.820284724235535,1.438439130783081,26.7,1.8,18.03,11.07,2.69,10.73,12.73,20.35,23.79,7.636346340179443,7.97,2.27,2019.403076171875,0.9892102479934692,4.236212730407715,5.31
2002-12-09,6.91,4.84,0.813,1.328079104423523,11.17,12.47,2030.554931640625,7.4,0.326,25.02,4.143519878387451,2.928,5.23,10.421853065490724,13.15,1.77,1.55,1.872672438621521,0.4647721350193023,1.5144065618515017,2.7383816242218018,1.9975552558898928,1.7697361707687378,1.4213404655456543,27.05,1.8,17.8,10.66,2.59,10.38,12.49,19.8,22.62,7.668688297271728,7.61,2.26,1976.1871337890625,0.9529392123222352,4.240684509277344,5.39
2002-12-10,6.95,4.98,0.813,1.3665529489517212,11.27,12.47,2049.347900390625,7.58,0.32,24.65,4.132785320281982,2.911,4.87,10.591174125671388,13.4,1.72,1.47,1.8965272903442385,0.4674583673477173,1.5305718183517456,2.7089731693267822,2.003017902374268,1.7741423845291138,1.4170653820037842,27.7,1.79,17.78,10.88,2.68,10.39,12.4,20.11,22.79,7.723670482635498,7.58,2.27,2003.6893310546875,0.9710747003555298,4.370372295379639,5.5
2002-12-11,7.01,4.88,0.854,1.4392282962799072,11.57,12.75,2076.195556640625,7.98,0.326,25.02,4.27233362197876,3.064,4.99,10.667370796203612,13.43,1.66,1.45,1.956167697906494,0.4916371703147888,1.6063425540924072,2.7824950218200684,2.0257797241210938,1.785807490348816,1.4363023042678833,28.49,1.8,17.78,11.51,2.68,10.64,12.71,20.96,23.63,8.05357551574707,7.93,2.28,2082.264404296875,1.0056971311569214,4.431354999542236,5.55
