,ACES4,AMBV4,ARCZ6,BBDC4,BRAP4,BBAS3,BRTP4,BRKM5,CMET4,CCRO3,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,GOAU4,ITSA4,ITUB4,PCAR4,PRGA4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,UBBR11,USIM5,VALE3,VALE5
2005-06-20,30.27,12.3,7.55,2.659,4.087262153625488,4.618353843688965,14.63,10.085458755493164,2.49,2.001215696334839,6376.24609375,0.636,45.39,7.537772178649902,6.698,20.09,13.097159385681152,20.4,2.76,2.62,4.7329182624816895,5.657932281494141,1.354048252105713,4.414919376373291,40.99,58.25,7.0682148933410645,5.027651786804199,3.283615827560425,4.52,3.667698383331299,128.75,3.39,24.93,23.47,36.22,22.22,36.89,34.52,11.967164993286133,10.85,3.46,8.64,6.7925801277160645,8.877751350402832,10.76
2005-06-21,30.1,12.25,7.51,2.618,3.990357637405396,4.559928894042969,14.41,9.807271003723145,2.45,2.030167579650879,6353.87353515625,0.63,44.92,7.207149028778076,6.469,20.18,12.93630027770996,19.8,2.75,2.54,4.601730346679688,5.55490255355835,1.3459731340408323,4.354401111602783,40.62,58.68,6.9845147132873535,5.008793830871582,3.2950210571289062,4.6,3.612127780914306,129.28,3.34,24.44,23.2,36.21,22.07,36.79,34.69,12.015676498413086,10.59,3.49,8.49,6.629360675811768,8.622844696044922,10.55
2005-06-22,28.84,12.33,7.62,2.556,3.9241552352905273,4.494377136230469,14.41,9.566804885864258,2.43,2.0121612548828125,6407.5693359375,0.647,43.75,7.5356245040893555,6.698,19.74,12.707714080810549,20.06,2.68,2.51,4.660261154174805,5.526961803436279,1.3352056741714478,4.371475696563721,40.47,59.76,7.075001239776611,5.05985164642334,3.3134260177612305,4.7,3.542876482009888,129.86,3.39,24.5,23.15,36.24,22.15,36.41,34.44,11.999506950378418,10.23,3.45,8.39,6.551871299743652,8.569185256958008,10.56
2005-06-23,27.67,12.43,7.47,2.542,3.787912845611572,4.403181076049805,13.87,9.057581901550291,2.31,1.972969651222229,6130.14404296875,0.607,40.73,7.256526947021484,6.426,18.18,12.081216812133787,19.39,2.68,2.41,4.432194232940674,5.254542827606201,1.3136694431304932,4.263372898101807,40.99,59.77,6.998086452484131,4.976593017578125,3.1983301639556885,4.64,3.411216735839844,125.75,3.34,24.5,21.48,34.83,21.83,35.22,32.51,11.931585311889648,9.34,3.36,8.36,6.246864795684815,8.330135345458984,10.17
2005-06-24,28.45,12.17,7.47,2.542,3.7418599128723145,4.438805103302002,13.97,8.982139587402344,2.34,1.9065927267074585,6175.78759765625,0.616,41.19,7.374607086181641,6.477,18.77,12.191279411315918,19.24,2.64,2.41,4.43017578125,5.308675289154053,1.3325135707855225,4.272468566894531,40.62,58.38,6.84312629699707,4.898855209350586,3.2605435848236084,4.45,3.411216735839844,126.67,3.42,24.5,22.16,35.71,21.86,35.3,33.27,11.805448532104492,9.65,3.38,8.36,6.312813758850098,8.171579360961914,10.05
2005-06-27,28.22,12.36,7.35,2.59,3.9049668312072754,4.404604911804199,14.08,8.930274963378906,2.39,1.8889394998550413,6335.08154296875,0.608,42.35,7.557095050811768,6.596,19.11,12.275938987731934,19.5,2.64,2.51,4.440267086029053,5.233587741851807,1.3405892848968506,4.3441972732543945,39.11,56.85,7.125900745391846,5.096651554107666,3.2488789558410645,4.37,3.351370096206665,123.02,3.43,24.35,21.93,36.38,21.99,36.0,33.68,11.967164993286133,9.61,3.38,8.52,6.288082599639893,8.39111614227295,10.35
2005-06-28,27.56,12.16,7.5,2.638,3.9279940128326416,4.388932228088379,14.22,9.288618087768556,2.45,1.8889394998550413,6429.94091796875,0.606,42.65,7.342403888702393,6.511,18.85,12.35213565826416,19.61,2.64,2.51,4.51090669631958,5.308675289154053,1.3621249198913574,4.414919376373291,40.39,58.58,7.046724319458008,5.0368523597717285,3.2488789558410645,4.54,3.3770194053649902,121.11,3.38,24.5,21.69,35.7,21.87,35.51,32.93,11.808679580688477,9.61,3.35,8.54,6.363921642303467,8.609428405761719,10.59
2005-06-29,27.57,12.25,7.35,2.638,3.837804079055786,4.403181076049805,14.39,9.335766792297363,2.41,1.9260109663009644,6523.90673828125,0.608,42.65,7.106245040893555,6.332,18.31,12.208213806152344,19.73,2.64,2.48,4.561365127563477,5.273750305175781,1.3594330549240112,4.373395919799805,39.39,58.58,6.97885799407959,4.995913505554199,3.260803461074829,4.52,3.3257224559783936,119.13,3.34,24.35,21.7,35.7,21.74,35.4,32.43,11.805448532104492,9.26,3.32,8.71,6.446354389190674,8.53747272491455,10.43
2005-06-30,27.4,12.09,7.3,2.638,3.861790657043457,4.510052680969238,14.01,9.217890739440918,2.43,1.9376624822616575,6710.048828125,0.614,43.11,7.061158657073975,6.29,20.01,12.309809684753418,19.6,2.58,2.47,4.561365127563477,5.275498390197754,1.3675081729888916,4.364403247833252,38.02,60.33,6.860657215118408,4.935655117034912,3.2602858543396,4.64,3.240228176116944,113.68,3.34,24.26,20.89,35.87,21.79,35.15,32.68,11.698711395263672,8.98,3.32,8.77,6.281488418579102,8.45209789276123,10.47
2005-07-01,27.4,12.39,7.3,2.638,3.907843828201294,4.5171799659729,14.17,9.100015640258787,2.53,1.976853847503662,6779.8525390625,0.633,43.11,6.998898983001709,6.196,19.77,12.18281364440918,19.15,2.68,2.52,4.5411810874938965,5.334870338439941,1.3648165464401243,4.43512487411499,38.42,62.27,6.925130367279053,5.071370124816895,3.2719502449035645,4.69,3.248778343200684,113.9,3.34,24.1,20.94,36.13,21.83,35.9,32.43,11.967164993286133,9.11,3.38,8.65,6.462843894958496,8.597233772277832,10.67
2005-07-04,27.3,12.27,7.26,2.638,3.9270331859588623,4.3746843338012695,13.97,8.897268295288086,2.55,1.9489611387252808,6684.99072265625,0.622,42.19,6.850762844085693,6.094,19.41,12.005023956298828,18.88,2.64,2.52,4.424118995666504,5.238826274871826,1.3567407131195068,4.394612312316895,38.02,60.93,6.950581073760986,5.067151546478272,3.191330909729004,4.65,3.184657335281372,114.0,3.26,24.08,20.4,35.41,21.55,35.76,32.01,11.743990898132324,8.83,3.32,8.49,6.289730072021484,8.587478637695312,10.69
2005-07-05,26.3,12.34,7.3,2.59,3.85699462890625,4.274932384490967,13.7,8.74638843536377,2.5,1.9101229906082156,6523.90673828125,0.598,40.9,6.462173938751221,5.856,19.05,12.233612060546877,19.45,2.56,2.41,4.3191680908203125,5.074676036834717,1.3432811498641968,4.394711971282959,37.37,60.33,7.0976243019104,5.123403072357178,3.22373366355896,4.61,3.1282312870025635,114.62,3.26,23.33,20.1,34.42,21.34,34.8,31.26,11.789277076721191,8.85,3.24,8.62,6.042428970336914,8.542351722717285,10.58
2005-07-06,25.24,12.33,7.3,2.542,3.9433443546295166,4.210809230804443,13.8,8.50120735168457,2.5,1.8959999084472656,6353.87353515625,0.582,40.17,6.397768497467041,5.702,18.59,12.021954536437988,19.62,2.55,2.31,4.37971830368042,5.008317947387695,1.3378974199295044,4.325000762939453,36.31,59.82,7.08348560333252,5.105120658874512,3.22580885887146,4.54,3.1290862560272217,113.05,3.33,22.9,20.49,33.89,21.34,34.65,31.09,11.48200511932373,8.87,3.2,8.45,5.968237400054932,8.750907897949219,10.73
2005-07-07,25.37,12.53,7.16,2.501,4.024897575378418,4.139558792114258,13.87,8.28902816772461,2.56,1.8921163082122805,6309.12841796875,0.589,39.63,6.462173938751221,5.805,18.91,12.08968448638916,19.19,2.55,2.33,4.30907678604126,4.817972660064697,1.3405892848968506,4.409866809844971,36.26,59.47,6.9698100090026855,4.996840476989746,3.1983301639556885,4.68,3.060690402984619,113.05,3.39,22.57,21.07,34.34,21.52,34.5,30.84,11.365568161010742,8.48,3.09,8.32,5.85447883605957,8.743590354919434,10.84
2005-07-08,24.71,12.41,7.14,2.495,4.182247638702393,4.146685600280762,13.8,8.010843276977539,2.59,1.8889394998550413,6309.12841796875,0.587,38.93,6.35482931137085,5.6,18.91,12.055819511413574,19.19,2.59,2.35,4.369625568389893,4.9070329666137695,1.3352056741714478,4.43512487411499,36.51,60.38,7.080655574798584,5.086370944976807,3.216216325759888,4.68,3.0444467067718506,109.92,3.27,22.07,20.81,33.87,21.09,34.01,30.58,11.417318344116213,8.79,3.07,8.39,5.803369045257568,9.000935554504395,11.26
2005-07-11,26.37,12.43,7.44,2.542,4.182247638702393,4.254982948303223,13.87,8.840690612792969,2.61,1.9136533737182615,6436.2080078125,0.611,40.27,6.786356449127197,5.992,20.66,12.021954536437988,18.99,2.66,2.44,4.702646255493164,5.326140403747559,1.3567407131195068,4.470483303070068,35.68,62.2,6.9845147132873535,5.061997890472412,3.2950210571289062,4.81,3.2145800590515137,116.2,3.23,22.65,21.25,34.21,21.15,34.23,31.34,11.676061630249023,8.97,3.15,8.43,6.182567596435547,9.049718856811523,11.26
2005-07-12,27.34,12.48,7.5,2.542,4.1496262550354,4.274932384490967,13.97,9.260327339172363,2.63,1.9136533737182615,6693.94140625,0.639,40.81,7.254379749298096,6.392,20.33,12.021954536437988,19.19,2.59,2.45,4.841907978057861,5.411706924438477,1.370200276374817,4.515841007232666,37.04,62.37,7.063689231872559,5.156214714050293,3.410377025604248,4.92,3.4146370887756348,121.98,3.26,23.25,21.93,34.48,21.4,34.59,31.84,11.611385345458984,9.3,3.17,8.46,6.673873901367188,9.007030487060547,11.29
2005-07-13,28.55,12.33,7.67,2.59,4.154424667358398,4.403181076049805,14.22,9.944008827209473,2.67,1.9065927267074585,6488.109375,0.639,42.47,7.06330680847168,6.222,20.0,12.402932167053224,19.68,2.68,2.52,4.934751510620117,5.586334705352783,1.4025033712387085,4.54120397567749,37.52,62.39,7.058036804199219,5.147778034210205,3.419450044631958,4.83,3.506969690322876,131.37,3.25,24.01,21.93,34.54,21.42,34.82,32.43,11.456134796142578,9.43,3.32,8.52,6.982179641723633,9.146071434020996,11.47
2005-07-14,28.82,12.46,7.67,2.638,4.154424667358398,4.488677978515625,14.25,9.991158485412598,2.7,1.84162712097168,6577.60205078125,0.656,43.96,7.192121505737305,6.341,20.22,12.61458683013916,19.9,2.68,2.54,4.9024577140808105,5.57061767578125,1.391736626625061,4.540190696716309,38.42,63.16,6.913820266723633,5.062464237213135,3.398712158203125,4.81,3.539458751678467,132.93,3.26,23.5,21.69,34.87,21.49,34.8,32.93,11.275006294250488,9.63,3.38,8.45,6.842041492462158,9.06191635131836,11.36
2005-07-15,27.52,12.29,7.59,2.611,4.053680896759033,4.417430877685547,13.97,9.571517944335938,2.65,1.8359780311584477,6559.703125,0.647,43.84,6.827147006988525,6.094,19.77,12.487593650817873,19.85,2.64,2.41,4.712737560272217,5.334870338439941,1.3890444040298462,4.470987319946289,38.92,62.03,6.747550010681152,4.912466526031494,3.2719502449035645,4.73,3.4496898651123047,127.71,3.23,23.07,20.86,34.28,20.95,34.16,32.34,11.50464916229248,9.66,3.32,8.3,6.512302875518799,8.842378616333008,11.03
2005-07-18,27.85,12.25,7.55,2.665,4.072868347167969,4.3333587646484375,13.64,10.137322425842283,2.68,1.8748160600662231,6624.13818359375,0.647,44.94,7.02036714553833,6.222,19.9,12.61458683013916,19.9,2.64,2.4,4.811634540557861,5.413454532623291,1.3836592435836792,4.5159430503845215,39.0,61.15,6.704567909240723,4.879652976989746,3.283615827560425,4.71,3.4197652339935303,124.57,3.26,23.54,21.06,34.42,21.17,34.56,32.93,11.643721580505373,9.74,3.32,8.12,6.461194515228272,8.863116264343262,11.06
2005-07-19,26.88,12.36,7.75,2.659,4.135234355926514,4.296306610107422,13.64,10.424939155578612,2.7,1.8889394998550413,6599.974609375,0.627,45.86,6.741271018981934,6.043,18.96,12.61458683013916,20.16,2.59,2.35,4.829798698425293,5.47457218170166,1.3621249198913574,4.460379600524902,38.21,60.82,6.690429210662842,4.898404598236084,3.265210628509521,4.75,3.522359132766724,127.6,3.23,23.59,21.21,33.88,20.89,34.03,32.85,11.297650337219238,9.55,3.36,8.1,6.573305130004883,9.071673393249512,11.3
2005-07-20,27.04,12.29,7.69,2.665,4.250369548797607,4.346183300018311,13.62,10.797428131103516,2.8,1.8709321022033687,6890.82177734375,0.647,45.53,6.97743034362793,6.273,19.08,12.512996673583984,20.11,2.66,2.39,5.029611110687256,5.6387224197387695,1.3675081729888916,4.504730701446533,40.2,62.03,6.74132776260376,4.921840667724609,3.2719502449035645,4.89,3.697622776031494,128.75,3.26,23.83,21.25,34.28,21.0,33.7,33.18,11.287940979003906,9.51,3.4,8.39,6.924475193023682,9.279012680053713,11.55
2005-07-21,26.26,12.45,7.81,2.659,4.30793571472168,4.380380153656006,13.54,10.844579696655272,2.87,1.871285080909729,6825.49072265625,0.627,44.93,7.06330680847168,6.341,19.42,12.61458683013916,20.41,2.65,2.35,5.100251197814941,5.745246410369873,1.3728922605514526,4.495535373687744,40.62,62.58,6.882715702056885,4.985122203826904,3.190812826156616,5.03,3.868610858917236,133.47,3.27,24.08,21.27,33.74,20.86,33.57,32.51,11.32028865814209,9.31,3.32,8.57,7.089341640472412,9.513182640075684,11.77
2005-07-22,25.15,12.46,7.75,2.59,4.365503311157227,4.300583362579346,13.33,10.58525276184082,2.82,1.851865649223328,6667.09326171875,0.629,43.57,6.6553955078125,6.026,18.48,12.402932167053224,20.16,2.55,2.31,4.904476165771484,5.516483783721924,1.3405892848968506,4.425021171569824,41.4,63.09,6.995824337005615,5.057777404785156,3.1140811443328857,4.99,3.706172227859497,129.8,3.21,23.59,20.9,32.55,20.5,32.34,32.25,11.1585693359375,9.11,3.25,8.52,6.682117462158203,9.647343635559082,11.85
2005-07-25,23.3,12.25,7.92,2.495,4.384693145751953,4.0968122482299805,13.37,9.854421615600586,2.7,1.8176181316375728,6459.4736328125,0.58,41.27,6.204545021057129,5.6,17.15,12.402932167053224,20.41,2.47,2.25,4.652188301086426,5.186439037322998,1.300209879875183,4.243071556091309,41.37,60.43,6.927392482757568,4.949966430664063,3.0186867713928223,4.83,3.602723360061645,123.0,3.08,23.0,20.43,30.56,19.85,30.6,31.67,10.725167274475098,9.03,3.2,8.46,6.174323558807373,9.632705688476562,11.77
2005-07-26,23.62,12.36,7.83,2.59,4.349192142486572,4.0968122482299805,13.61,9.783696174621582,2.76,1.890704035758972,6738.68408203125,0.596,41.27,6.378443717956543,5.805,17.15,12.148950576782228,20.01,2.48,2.23,4.803561210632324,5.343602180480957,1.3190540075302124,4.273476600646973,41.8,60.82,6.899682998657227,4.966372489929199,3.22580885887146,4.78,3.761742830276489,125.93,3.06,23.07,20.12,30.75,19.88,31.3,31.42,10.802791595458984,9.04,3.24,8.59,6.426570892333984,9.560748100280762,11.83
2005-07-27,24.69,12.41,8.05,2.638,4.3367180824279785,4.216507911682129,13.54,10.175042152404783,2.81,1.878346920013428,6765.53369140625,0.593,40.8,6.419235706329346,5.898,17.76,12.242074966430664,20.12,2.46,2.17,4.944842338562012,5.483305931091309,1.3567407131195068,4.425021171569824,42.64,61.37,7.052380561828613,5.093404769897461,3.214402437210083,4.88,3.719850540161133,135.04,3.15,24.01,20.39,31.88,20.39,32.75,31.5,10.967740058898926,9.04,3.25,8.93,6.817309379577637,9.5863618850708,11.9
2005-07-28,26.09,12.68,8.2,2.652,4.461448192596436,4.410304546356201,14.01,10.703129768371582,2.88,1.887173533439636,6753.00634765625,0.607,43.75,6.846470355987549,6.196,18.71,12.597655296325684,20.21,2.55,2.3,5.035665988922119,5.588080406188965,1.3890444040298462,4.566458702087402,42.92,60.93,7.183022975921631,5.174964904785156,3.318093061447144,4.93,3.8044896125793457,141.83,3.26,24.5,21.88,33.14,20.95,34.34,32.43,11.381739616394045,9.31,3.43,8.82,6.973934650421143,9.635146141052246,12.0
2005-07-29,25.82,12.51,7.98,2.624,4.365503311157227,4.460177898406982,13.83,10.750274658203123,2.85,1.8924700021743772,6931.98828125,0.614,43.75,7.050424098968506,6.341,18.96,12.36060619354248,19.65,2.61,2.37,5.025575160980225,5.640469074249268,1.3890444040298462,4.556356430053711,42.54,61.97,7.086314678192139,5.108402729034424,3.3642349243164062,4.92,3.830137729644776,145.5,3.27,24.35,21.2,33.74,20.91,34.03,33.43,11.475534439086914,9.39,3.45,8.54,7.0514235496521,9.572946548461914,11.82
2005-08-01,26.09,12.62,7.9,2.686,4.456650733947754,4.487254142761231,13.7,11.033178329467772,2.91,1.915419340133667,6980.31005859375,0.616,45.18,7.192121505737305,6.528,18.97,12.35213565826416,19.65,2.52,2.35,5.061905384063721,5.640469074249268,1.4401919841766355,4.657386302947998,42.39,62.25,7.24749231338501,5.214338779449463,3.3411636352539062,5.0,3.786535501480103,143.42,3.27,24.63,21.84,33.74,20.99,34.27,32.93,11.384979248046877,9.73,3.4,8.69,7.120667934417725,9.514404296875,11.92
2005-08-02,26.67,12.65,7.9,2.836,4.485433578491211,4.631178379058838,13.82,11.787585258483888,3.05,1.9101229906082156,7087.70166015625,0.622,46.23,7.2694091796875,6.63,19.69,12.191279411315918,19.6,2.55,2.39,5.132543563842773,5.79588794708252,1.4536505937576294,4.812968254089356,42.84,63.14,7.408675193786621,5.330587863922119,3.410377025604248,5.08,3.889984607696533,145.09,3.34,24.6,22.68,33.55,20.91,34.19,33.09,11.446428298950195,9.83,3.4,9.07,7.4190802574157715,9.696126937866213,12.14
2005-08-03,27.08,12.73,7.69,2.727,4.509420394897461,4.832098007202148,13.75,11.627275466918944,3.07,1.941899538040161,7159.2958984375,0.633,46.69,6.97743034362793,6.426,20.11,12.275938987731934,19.34,2.59,2.36,5.300064086914063,6.005442142486572,1.4267314672470093,4.695673942565918,42.97,65.36,7.442605972290039,5.36246395111084,3.3875651359558105,5.21,3.9199063777923584,142.36,3.26,23.79,22.23,32.4,20.63,33.97,32.85,11.271774291992188,9.47,3.38,8.98,7.560865879058838,9.751014709472656,12.17
2005-08-04,27.22,12.65,7.52,2.727,4.399084091186523,5.008796215057373,13.54,11.523542404174805,2.99,1.94154691696167,7132.44580078125,0.627,46.6,6.71980094909668,6.222,19.28,12.064287185668944,19.29,2.57,2.31,5.388869762420654,6.103232383728027,1.4240399599075315,4.627073287963867,43.21,66.15,7.335153579711914,5.306213855743408,3.444854497909546,5.22,3.8754513263702393,138.68,3.17,23.0,21.82,32.55,20.53,33.75,32.51,11.006553649902344,9.16,3.33,8.76,7.542729377746582,9.635146141052246,12.0
2005-08-05,27.14,12.65,7.57,2.72,4.363584041595459,4.759427547454834,13.52,11.693284034729004,2.99,1.932366251945496,7159.2958984375,0.611,45.4,6.71980094909668,6.29,19.03,12.064287185668944,19.19,2.54,2.34,5.641158103942871,6.284843921661377,1.4078879356384275,4.571513175964356,43.93,66.45,7.408675193786621,5.35308837890625,3.4562599658966064,5.19,3.8728859424591056,140.25,3.13,22.94,21.47,31.75,20.26,33.54,32.25,11.23942756652832,9.11,3.33,8.79,7.518001079559326,9.574169158935549,11.95
2005-08-08,26.8,12.46,7.73,2.788,4.451853752136231,4.702425956726074,13.37,11.36323356628418,3.03,1.917184829711914,7204.04052734375,0.61,45.03,6.848616600036621,6.494,18.77,12.072758674621582,19.69,2.52,2.3,5.8631696701049805,6.538054466247559,1.4132715463638306,4.657386302947998,44.42,65.08,7.521784782409668,5.453868865966797,3.4562599658966064,5.16,3.9763343334198,140.78,3.1,22.58,21.26,31.5,19.94,33.13,31.09,11.106820106506348,8.95,3.36,9.13,7.588894367218018,9.793701171875,12.27
2005-08-09,28.45,12.75,7.92,2.946,4.5430006980896,4.9147491455078125,13.7,11.528258323669434,3.03,1.8924700021743772,7338.27783203125,0.618,46.95,7.084775924682617,6.605,19.76,12.63152027130127,20.06,2.63,2.39,5.913626670837402,6.61838436126709,1.429423689842224,4.7099199295043945,45.14,66.07,7.646203517913818,5.541055679321289,3.5024025440216064,5.3,4.171260356903076,140.78,3.21,23.07,21.11,32.29,20.14,33.39,31.42,11.21355438232422,9.22,3.4,9.31,7.91368293762207,9.949811935424805,12.49
2005-08-10,28.45,12.75,7.8,3.042,4.54779863357544,4.937546730041504,13.36,11.028464317321776,3.0,1.9200092554092407,7515.4677734375,0.61,46.32,7.02036714553833,6.392,19.23,12.61458683013916,19.9,2.55,2.33,5.794549465179443,6.548531532287598,1.467111110687256,4.788722038269043,45.53,66.93,7.708414554595947,5.5687127113342285,3.594686985015869,5.16,4.070377349853516,138.07,3.13,23.59,20.84,31.98,19.86,33.13,31.42,10.954804420471191,9.11,3.32,9.68,7.766952514648437,10.001036643981934,12.53
2005-08-11,27.14,12.81,7.9,2.932,4.557392120361328,4.84349536895752,13.19,11.151056289672852,2.92,1.9062397480010984,7212.990234375,0.606,45.4,6.6553955078125,6.034,18.54,12.45373249053955,20.31,2.52,2.23,5.592716217041016,6.312785625457764,1.4590339660644531,4.737599849700928,45.9,65.74,7.861108779907227,5.634335041046143,3.48633074760437,5.12,4.0276288986206055,137.14,3.07,23.25,20.44,30.95,19.41,31.84,31.42,11.01302433013916,8.97,3.22,9.67,7.631760597229004,9.968109130859377,12.41
2005-08-12,27.34,12.87,8.0,2.993,4.60536527633667,4.916172981262207,13.46,10.934165000915527,2.98,1.9065927267074585,7186.1416015625,0.616,46.49,6.588841438293457,6.111,18.91,12.766980171203612,20.57,2.52,2.32,5.65125036239624,6.417563438415527,1.4401919841766355,4.687692642211914,46.15,64.24,8.06640625,5.737459659576416,3.571614980697632,5.19,4.071231365203857,136.93,3.15,23.5,20.84,31.02,19.89,32.71,31.59,11.13269329071045,9.02,3.36,9.96,7.567461967468262,10.025431632995604,12.42
2005-08-15,28.45,12.71,7.96,3.021,4.58617639541626,5.1284942626953125,13.3,10.915302276611328,3.07,1.9489611387252808,7241.62646484375,0.616,47.14,6.8700852394104,6.324,19.77,13.291879653930664,21.18,2.59,2.37,5.933811187744141,6.679503440856934,1.494029879570007,4.8392333984375,46.55,65.48,7.951597690582275,5.765117645263672,3.5254743099212646,5.22,4.103719711303711,141.31,3.24,23.92,21.58,31.23,19.92,33.05,31.42,11.1585693359375,9.07,3.36,10.24,7.847738742828369,10.092512130737305,12.66
2005-08-16,27.99,12.87,8.04,3.0,4.557392120361328,5.058670997619629,13.33,10.726702690124512,2.99,1.94154691696167,7226.41455078125,0.624,46.0,6.805677890777588,6.145,19.35,13.274946212768556,21.14,2.53,2.32,5.827118396759033,6.59569787979126,1.4913383722305298,4.788722038269043,46.55,65.36,7.793246269226074,5.662461280822754,3.4562599658966064,5.18,4.078071117401123,139.44,3.18,23.99,21.61,30.43,19.71,32.8,31.5,11.061542510986328,9.02,3.35,9.89,7.737275123596191,9.848583221435549,12.38
2005-08-17,28.88,13.08,8.04,3.075,4.618799686431885,5.3294172286987305,14.08,11.033178329467772,2.98,1.9242461919784544,7284.58349609375,0.633,47.41,6.8700852394104,6.29,19.28,13.334211349487305,21.46,2.64,2.43,5.937912940979004,6.757961750030518,1.477878212928772,4.794779300689697,47.42,67.58,7.646203517913818,5.535901069641113,3.4562599658966064,5.31,4.167840957641602,142.92,3.14,24.27,21.58,30.56,20.12,32.71,31.5,10.996849060058594,8.95,3.38,10.01,7.946660995483398,9.80589771270752,12.32
2005-08-18,28.08,12.91,7.92,3.042,4.509420394897461,5.2581658363342285,13.92,10.613542556762695,2.9,1.8889394998550413,7105.60009765625,0.624,46.88,6.590988636016846,6.128,18.68,12.919368743896484,21.38,2.51,2.35,5.831220626831055,6.633140563964844,1.464417576789856,4.728105545043945,47.27,68.13,7.663171291351318,5.538243770599365,3.389639139175415,5.29,4.04045295715332,138.86,3.11,23.35,21.25,30.39,19.6,32.21,31.26,10.990382194519045,8.85,3.35,9.97,7.748816013336182,9.696126937866213,12.12
2005-08-19,27.09,12.87,7.95,2.966,4.556434154510498,5.201169013977051,13.7,10.325923919677734,2.88,1.8440983295440676,6953.46337890625,0.596,46.05,6.440705299377441,6.017,19.29,13.198753356933594,21.59,2.52,2.27,5.683488845825195,6.365679740905762,1.4401919841766355,4.60232400894165,47.37,66.45,7.776281833648682,5.615586280822754,3.421783447265625,5.19,3.975478887557984,,,,,,,,,10.75750732421875,,,,7.583950042724609,9.902249336242676,
2005-08-22,28.55,12.87,7.9,3.042,4.682121276855469,5.151291847229004,13.83,10.580536842346191,2.91,1.860693454742432,7123.49853515625,0.618,47.7,6.706920146942139,6.188,19.75,13.503536224365234,22.21,2.52,2.32,5.927655220031738,6.650972843170166,1.4698034524917605,4.7099199295043945,47.8,68.4,7.889390468597412,5.728084564208984,3.4562599658966064,5.31,4.009675979614258,143.72,3.26,23.38,21.52,30.66,19.98,32.77,31.34,10.86100959777832,9.17,3.42,9.96,7.88730525970459,10.109585762023926,12.42
2005-08-23,27.89,12.81,7.9,2.973,4.519015789031982,5.072919845581055,13.54,10.401366233825684,2.88,1.84162712097168,6953.46337890625,0.616,46.64,6.616750717163086,6.034,18.91,13.291879653930664,21.65,2.48,2.24,5.806597709655762,6.437000751495361,1.4617265462875366,4.72305154800415,47.69,67.59,7.748567581176758,5.639493942260742,3.4171173572540283,5.32,3.915632724761963,136.32,3.13,22.92,20.65,30.32,19.76,32.34,30.92,11.1553316116333,8.95,3.39,9.67,7.70924711227417,9.941274642944336,12.19
2005-08-29,28.2,12.78,7.92,3.042,4.749283313751221,4.901922702789307,13.62,10.86815357208252,2.92,1.92071533203125,7056.37890625,0.622,46.73,6.859349727630615,6.128,18.81,13.24954891204834,21.35,2.49,2.3,5.693750858306885,6.198065757751465,1.5478683710098269,4.869542121887207,47.3,67.91,7.979312419891357,5.8358964920043945,3.32535171508789,5.29,3.842962265014648,137.84,3.21,23.28,20.75,30.13,19.86,32.55,30.92,11.02919101715088,8.87,3.43,9.82,7.938415050506592,9.89127254486084,12.39
