Date,ABEV3,B3SA3,BBSE3,BRML3,BBDC3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,CCRO3,CMIG4,CIEL3,CPLE6,CSAN3,CPFE3,CVCB3,CYRE3,ECOR3,ELET3,ELET6,EMBR3,ENBR3,EGIE3,EQTL3,YDUQ3,FIBR3,FLRY3,GGBR4,GOAU4,GOLL4,HYPE3,IGTA3,ITSA4,ITUB4,JBSS3,KLBN11,COGN3,RENT3,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NATU3,PCAR4,PETR3,PETR4,QUAL3,RADL3,RAIL3,SBSP3,SAPR11,SANB11,CSNA3,SMLS3,SUZB3,TAEE11,VIVT4,TIMS3,UGPA3,USIM5,VALE3,VVAR11,WEGE3
2018-01-25,19.275474548339844,7.196447849273682,21.379920959472656,11.501243591308594,18.02956962585449,,16.98537826538086,28.92465591430664,36.0212287902832,36.40999984741211,13.73705768585205,3.03088641166687,20.43319129943848,,9.579052925109863,14.231446266174316,51.48562240600586,10.638739585876465,10.94525146484375,15.547542572021484,,19.6739501953125,10.048072814941406,20.662729263305664,12.172356605529783,28.55902862548828,,23.338741302490234,11.232417106628418,4.802288055419922,17.0,30.940444946289062,,8.585657119750977,27.770753860473636,8.309317588806152,15.087682723999023,15.816587448120115,21.837690353393555,,30.92857551574707,2.441869020462036,5.139219284057617,10.364853858947754,21.862394332885746,,,10.88264274597168,9.740370750427246,27.23059844970703,16.217758178710938,13.215543746948242,31.923940658569336,15.092592239379885,27.223827362060547,8.44375991821289,,19.803380966186523,12.504911422729492,,11.02005386352539,36.83160018920898,9.602298736572266,29.22118186950684,,8.939403533935547
2018-01-26,19.26667022705078,7.329970836639404,21.84368133544922,11.813329696655272,18.860464096069336,20.068,16.882272720336914,29.82306861877441,35.64585876464844,37.0099983215332,13.780120849609377,3.336220026016236,20.107770919799805,1.668,9.802276611328123,14.389802932739258,53.43255233764648,11.07896327972412,11.11235523223877,16.104230880737305,19.483,19.66401481628418,10.363910675048828,20.72465705871582,12.244179725646973,29.61351585388184,48.684532165527344,23.627893447875977,11.867914199829102,4.909482002258301,17.75,30.533323287963867,41.022,8.94477653503418,29.165632247924805,8.435344696044922,15.003485679626465,15.644774436950684,22.63278007507324,6.932,31.72567367553711,2.4964418411254883,5.05693244934082,10.466668128967283,22.353242874145508,17.9,77.17,11.45235538482666,10.037516593933104,27.555744171142575,16.451936721801758,13.964723587036133,32.199684143066406,15.408720016479492,28.416563034057617,8.459309577941895,56.793,19.51898765563965,12.431997299194336,43.219,11.394482612609863,36.6770133972168,9.69577407836914,28.976394653320312,27.817047119140625,8.978894233703613
2018-01-29,19.231447219848636,7.341099262237549,20.96993637084961,11.840866088867188,18.31754493713379,19.488,17.0179386138916,29.65556907653809,35.82292175292969,37.09999847412109,13.51313018798828,3.372142553329468,19.66883659362793,1.695,9.893299102783203,14.623896598815918,53.09822845458984,11.00559139251709,10.88955020904541,16.080371856689453,19.339,19.9223575592041,10.319842338562012,20.623313903808597,12.299843788146973,29.367467880249023,51.229827880859375,23.63615608215332,11.61371612548828,4.80943489074707,18.170000076293945,30.490917205810547,40.806,8.71201229095459,28.498512268066406,8.552969932556152,15.155035972595217,15.320232391357422,22.714094161987305,6.915,31.028200149536133,2.550711870193481,5.079374313354492,10.425944328308104,21.98284912109375,17.53,76.7,11.45235538482666,9.997228622436523,26.55592918395996,16.219675064086914,13.685029983520508,32.511009216308594,15.279633522033691,27.6652889251709,8.334907531738281,56.653,19.40523147583008,12.431997299194336,43.012,11.326404571533203,36.11779022216797,9.814739227294922,29.298118591308597,27.767105102539062,8.691685676574707
2018-01-30,19.257869720458984,7.288244724273682,20.976655960083008,11.932656288146973,18.411962509155277,19.685,16.86599349975586,29.54136276245117,35.759178161621094,36.5,13.538968086242676,3.385613203048706,19.963985443115234,1.692,9.61806297302246,14.685861587524414,52.55741500854492,10.924886703491213,10.722448348999023,15.905412673950195,19.049,20.1210880279541,10.261080741882324,20.521970748901367,12.389623641967772,29.62230110168457,52.26645660400391,24.20619773864746,11.693154335021973,4.880897521972656,18.030000686645508,30.363697052001957,40.678,8.765215873718262,28.38823890686035,8.536164283752441,15.22239112854004,15.367960929870604,22.406906127929688,6.85,31.13614845275879,2.552521228790283,5.124258041381836,10.351278305053713,21.865406036376957,17.38,74.7,11.172775268554688,9.815916061401367,25.507349014282227,16.315650939941406,13.585140228271484,32.813438415527344,15.147913932800291,27.6110782623291,8.420435905456543,56.162,19.964542388916016,12.365156173706056,43.454,11.198758125305176,36.34966278076172,9.840231895446776,29.004364013671875,27.56734275817871,8.616291046142578
2018-01-31,19.328310012817383,7.25486421585083,20.909442901611328,11.79497241973877,18.56776428222656,19.856,16.97995376586914,30.21139335632324,34.9942741394043,35.349998474121094,13.495904922485352,3.3676517009735107,20.34237670898437,1.696,9.457690238952637,14.768485069274902,54.2093620300293,10.99091911315918,10.573912620544434,16.1678524017334,19.373,19.892549514770508,10.070108413696287,20.234832763671875,12.569183349609377,30.799814224243164,50.79481506347656,24.78450584411621,11.43895435333252,4.916629314422607,18.11000061035156,30.821701049804688,40.551,8.811769485473633,28.81277275085449,8.443746566772461,14.99506664276123,15.511137962341309,23.29233741760254,6.854,31.43505477905273,2.549506187438965,5.094335079193115,10.283402442932127,21.84432411193848,17.1,73.58,11.236077308654783,9.921680450439451,24.865196228027344,16.20623779296875,14.25440788269043,32.35979080200195,15.308615684509276,27.758235931396484,8.54483699798584,56.754,19.585346221923828,12.243630409240724,43.942,11.488089561462402,37.07257461547852,10.078166007995604,28.990381240844727,27.087909698486328,8.508589744567871
2018-02-01,19.63749122619629,7.307718276977539,21.453857421875,12.208025932312012,18.034273147583008,19.33,17.175312042236328,30.29513359069824,34.633079528808594,36.20000076293945,13.418392181396484,3.439495086669922,20.41048812866211,1.701,9.535709381103516,14.99569034576416,55.48765182495117,11.39445686340332,10.79671573638916,16.223522186279297,19.202,20.270130157470703,10.136213302612305,20.319286346435547,12.693079948425291,31.62582778930664,51.28535842895508,24.487091064453125,11.61371612548828,4.973799705505371,18.239999771118164,31.55109977722168,40.57,8.785167694091797,28.95891761779785,8.561368942260742,14.910871505737305,15.721135139465332,23.01224708557129,6.879,31.29390335083008,2.5887014865875244,5.086854934692383,10.351278305053713,22.25989151000977,17.14,72.99,11.673913955688477,10.33466339111328,25.352907180786133,15.870330810546877,14.134538650512695,32.34200668334961,15.371843338012695,28.34685516357422,8.645913124084473,57.339,19.93610191345215,12.328700065612791,44.261,11.46255874633789,37.2135009765625,9.9422025680542,29.228179931640625,27.84700965881348,8.436783790588379
2018-02-02,19.44314956665039,7.232610702514648,21.3395938873291,11.941835403442385,17.593738555908203,18.721,16.822582244873047,29.88397979736328,34.562252044677734,35.060001373291016,13.01360034942627,3.3452014923095703,19.84289932250977,1.674,9.53787612915039,14.823564529418944,54.17986297607422,11.299074172973633,10.351106643676758,15.73840618133545,18.811,21.164400100708008,10.084797859191896,20.268613815307617,12.44528865814209,31.160099029541016,52.22943115234375,24.387954711914062,11.57399845123291,4.9666523933410645,17.790000915527344,31.22032356262207,40.128,8.645508766174316,28.59493637084961,8.393335342407227,14.851935386657717,15.549321174621582,22.94900131225586,6.731,30.936880111694336,2.5284008979797363,4.967164039611816,10.317338943481444,22.2056884765625,16.9,71.16,11.36268138885498,10.057663917541504,24.670108795166016,15.65150547027588,13.734975814819336,31.50588035583496,15.216408729553224,28.191951751708984,8.373784065246582,55.951,20.09725952148437,12.310468673706056,43.613,11.36044216156006,36.79977416992188,10.027178764343262,28.5357666015625,26.688383102416992,8.167529106140137
2018-02-05,19.151634216308597,6.929396629333496,21.003538131713867,11.547141075134276,17.20171546936035,18.414,16.572954177856445,28.993179321289062,34.33560943603516,33.459999084472656,12.815512657165527,3.232945680618286,19.12395668029785,1.619,9.459856033325195,14.802908897399902,53.68820571899414,10.976244926452637,10.072602272033691,15.73840618133545,18.768,20.786821365356445,9.798340797424316,19.987106323242188,12.299843788146973,30.421953201293945,51.044715881347656,23.239601135253903,10.91466999053955,4.709386825561523,17.25,30.51636505126953,39.254,8.379491806030273,27.591217041015625,8.30091667175293,14.944549560546877,15.052963256835938,22.587602615356445,6.608,29.86578941345215,2.431015014648437,4.892356872558594,10.181585311889648,21.66665267944336,16.75,69.52,10.850991249084473,9.58928108215332,24.06046867370605,15.6246337890625,13.495238304138184,30.643070220947266,15.132107734680176,27.045692443847656,7.891727447509766,54.189,19.964542388916016,12.17679500579834,43.088,11.088132858276367,36.07687377929688,9.65328598022461,28.22103309631348,25.599672317504883,8.077775001525879
2018-02-06,19.0986328125,6.951651096343994,21.453857421875,11.427813529968262,17.702369689941406,18.858,17.175312042236328,30.26467514038086,34.526832580566406,33.20000076293945,12.953313827514648,3.3901031017303467,19.010438919067383,1.646,9.633234024047852,15.009462356567385,54.72067642211914,10.954233169555664,10.583195686340332,16.613203048706055,19.798,21.85994529724121,10.033382415771484,20.24046516418457,12.46683406829834,31.06343650817871,50.26724624633789,23.11568260192871,11.57399845123291,4.823727130889893,17.75,30.363697052001957,38.527,8.705364227294922,28.583908081054688,8.351325988769531,14.944549560546877,14.967056274414062,22.307514190673828,6.608,30.189611434936523,2.461467266082764,5.012048244476318,10.222310066223145,21.16978454589844,17.09,70.16,11.394332885742188,10.06773567199707,25.11717987060547,15.534418106079102,13.66505241394043,30.9810848236084,15.089954376220703,28.029306411743164,8.194954872131348,56.076,19.831823348999023,12.237553596496582,44.749,11.86251735687256,36.37239837646485,9.9422025680542,29.703777313232425,25.36994361877441,8.32190227508545
2018-02-07,19.0986328125,6.862634658813477,21.003538131713867,11.271769523620604,17.263118743896484,18.571,16.87141990661621,30.29513359069824,34.33560943603516,32.56999969482422,12.548521995544434,3.381122589111328,19.22233772277832,1.632,9.613728523254396,15.401910781860352,54.0815315246582,10.836838722229004,10.323257446289062,16.74839973449707,20.334,21.55191993713379,9.937895774841309,20.139123916625977,12.585344314575195,31.19524383544922,51.646331787109375,23.214820861816406,11.168868064880373,4.766557693481445,17.75,30.490917205810547,38.192,8.525801658630371,27.90557289123535,8.275711059570312,15.354684829711914,14.80478572845459,22.388830184936523,6.439,29.1849422454834,2.38187026977539,4.8624348640441895,10.086556434631348,21.079442977905277,17.14,70.24,11.06727409362793,9.790736198425291,25.165950775146484,15.615036964416504,13.385357856750488,30.696435928344727,15.089954376220703,27.49489974975586,7.907278537750244,54.774,19.812864303588867,12.24970531463623,44.073,12.058237075805664,36.326934814453125,9.85722827911377,29.172229766845703,24.81060791015625,8.221381187438965
2018-02-08,19.133968353271484,6.804217338562012,20.45912742614746,11.106549263000488,16.75301170349121,18.345,16.654354095458984,29.34341049194336,32.96162033081055,31.280000686645508,12.677712440490724,3.277848243713379,18.40500831604004,1.619,9.38833999633789,15.367486953735352,53.75704193115234,10.80015468597412,10.193286895751951,17.20965576171875,20.905,21.46249389648437,9.673474311828612,19.806941986083984,12.461448669433594,30.096820831298828,50.69300079345703,23.330480575561523,10.930557250976562,4.6808013916015625,17.149999618530273,29.99051284790039,37.505,8.44599723815918,27.7676944732666,8.065667152404785,14.870339393615724,14.317974090576172,22.099706649780277,6.353,28.87773704528809,2.291420221328736,4.8025898933410645,10.168008804321287,20.633760452270508,16.7,68.1,10.73493766784668,9.594315528869627,24.206787109375,15.519062995910645,12.985795021057127,30.21611595153809,14.93979549407959,27.36323547363281,7.806201934814453,53.557,18.84592056274414,12.018811225891112,43.21,11.683812141418455,35.55401992797852,9.627792358398438,29.08829689025879,25.220123291015625,7.980844020843506
2018-02-09,18.983793258666992,6.673473834991455,20.573387145996094,10.996400833129885,16.69161605834961,18.127,16.914833068847656,28.79521751403809,31.856761932373047,30.350000381469727,12.677712440490724,3.264377355575561,18.26878929138184,1.604,9.410009384155272,15.20224380493164,52.80324172973633,10.675424575805664,9.589860916137695,16.79611587524414,20.36,21.303512573242188,9.548606872558594,19.677446365356445,12.3483247756958,29.34110450744629,50.2857551574707,23.421358108520508,11.145037651062012,4.730826377868652,16.549999237060547,30.40610122680664,36.778,8.432699203491211,27.83938980102539,8.107674598693848,14.632413864135742,14.37524700164795,21.584714889526367,6.337,27.54096031188965,2.227802276611328,4.8025898933410645,10.12728214263916,20.39887809753418,16.51,66.25,10.597783088684082,9.45329761505127,23.857255935668945,15.32711410522461,12.845948219299316,29.655733108520508,14.726408004760742,26.937259674072266,7.689576625823975,54.142,18.88383674621582,11.939820289611816,42.064,11.513616561889648,35.14028549194336,9.542816162109377,29.375057220458984,24.3311767578125,7.869550228118896
2018-02-14,19.64632606506348,6.79865312576294,20.869115829467773,11.299306869506836,17.1922664642334,18.797,18.081562042236328,30.120019912719727,32.649993896484375,31.1200008392334,12.47100830078125,3.3766326904296875,18.2006778717041,1.689,9.329824447631836,15.27109432220459,54.425689697265625,10.910210609436035,9.636277198791504,17.122175216674805,20.445,21.611536026000977,9.68816375732422,19.94769287109375,12.562002182006836,30.00016212463379,49.934043884277344,24.387954711914062,11.883803367614746,4.902336120605469,17.25,31.33907699584961,37.475,8.705364227294922,29.041650772094727,8.275711059570312,14.700392723083496,14.99569320678711,22.57856750488281,6.513,28.14707565307617,2.2522244453430176,4.690378665924072,10.466668128967283,20.9860897064209,16.39,69.96,10.750762939453123,9.695045471191406,24.09298515319824,15.801227569580078,13.16559886932373,31.48809051513672,14.91081714630127,27.88990020751953,8.358233451843262,55.117,19.26303100585937,12.3894624710083,42.919,12.21141242980957,35.63131332397461,10.171639442443848,31.13056182861328,25.859363555908203,8.221381187438965
2018-02-15,19.699329376220703,6.985033512115479,21.016979217529297,11.170801162719728,17.305620193481445,18.879,18.868423461914062,30.378889083862305,32.387943267822266,30.5,12.617422103881836,3.5562407970428467,18.80610466003418,1.688,9.407843589782717,15.367486953735352,54.0815315246582,10.98358154296875,9.497024536132812,17.05060386657715,20.428,21.75064849853516,9.563297271728516,20.24046516418457,12.54224967956543,29.877140045166016,49.748931884765625,24.140106201171875,11.91557788848877,5.030969142913818,16.950000762939453,31.38147354125977,37.347,8.705364227294922,29.047157287597656,8.116076469421387,14.870339393615724,15.28205108642578,22.27137756347656,6.476,29.060401916503903,2.388201713562012,4.6454949378967285,10.43272876739502,20.76325225830078,16.31,71.52,10.935392379760742,9.770587921142578,24.149883270263672,15.80698299407959,13.335412979125977,31.47030258178711,14.934528350830078,28.17646026611328,8.210508346557617,55.857,19.234594345092773,12.517062187194824,43.369,11.99016284942627,35.9177360534668,10.30760097503662,32.13770294189453,26.43867874145508,8.404478073120117
2018-02-16,19.81416893005371,7.104648113250732,21.3395938873291,11.280950546264648,17.220609664916992,18.838,18.949825286865234,30.683427810668945,31.17684936523437,29.700000762939453,12.626035690307615,3.632575035095215,18.435277938842773,1.683,9.297316551208496,15.47764492034912,54.317527770996094,11.00559139251709,9.497024536132812,17.058557510375977,20.36,21.989118576049805,9.614712715148926,20.68524742126465,12.594322204589844,29.455347061157227,53.03467178344727,23.933568954467773,12.654343605041504,5.316819190979004,17.020000457763672,31.237287521362305,37.849,8.91152572631836,29.203781127929688,8.065667152404785,14.887332916259766,15.02432918548584,22.361730575561523,6.489,28.719980239868164,2.3701117038726807,4.555727481842041,10.48703384399414,20.58256721496582,16.46,69.68,10.9301176071167,9.780661582946776,23.97918510437012,15.730204582214355,13.315434455871582,31.754940032958984,14.713233947753906,28.377836227416992,8.264932632446289,54.649,20.22997665405273,12.547441482543944,43.275,11.99016284942627,35.804080963134766,10.299102783203123,32.193660736083984,26.96805191040039,8.210606575012207
2018-02-19,19.734664916992188,7.093520164489746,20.351587295532227,11.088191986083984,17.1922664642334,18.756,19.123477935791016,30.173309326171875,31.778852462768555,29.8700008392334,12.789674758911133,3.65053391456604,18.374736785888672,1.692,9.6765775680542,15.80812931060791,54.89767456054688,11.027603149414062,9.886932373046877,17.034696578979492,20.317,22.45612525939941,9.614712715148926,20.730287551879883,12.58893585205078,29.68381690979004,,23.51223564147949,13.289840698242188,5.552646160125732,17.1200008392334,31.517179489135746,37.19,8.89157485961914,28.973966598510746,8.099274635314941,14.836348533630373,15.072056770324709,22.524362564086918,6.452,28.636951446533203,2.480160713195801,4.623053073883057,10.582060813903809,20.615694046020508,16.97,69.67,11.236077308654783,10.097956657409668,24.06859970092773,15.722527503967283,13.335412979125977,31.80830383300781,14.618396759033203,28.339113235473636,8.342684745788574,55.553,20.940961837768555,12.413766860961914,42.909,11.734869956970217,35.78589630126953,10.3160982131958,32.48741149902344,,8.246506690979004
