,ACES4,AMBV4,ARCZ6,BBDC4,BBAS3,BRTP4,BRKM5,CMET4,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,ITSA4,ITUB4,PETR3,PETR4,SBSP3,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,USIM5,VALE3,VALE5
2003-11-14,12.55,9.14,6.3,1.209,2.8072049617767334,16.06,5.215108871459961,0.95,3687.036376953125,0.512,45.79,8.630544662475586,6.758,9.03,11.683308601379396,19.03,4.58,4.38,2.5857787132263184,0.7764105796813965,2.3631415367126465,4.1171875,3.127440452575684,3.043831825256348,3.676248550415039,67.44,3.11,23.11,23.1,18.36,20.26,29.43,41.56,9.961854934692385,14.88,3.21,4.418473243713379,5.203792095184326,6.44
2003-11-17,12.66,8.96,6.29,1.189,2.8927042484283447,15.87,5.273055076599121,0.95,3614.550048828125,0.491,44.11,8.566136360168457,6.783,9.14,11.59864902496338,19.07,4.62,4.18,2.58882474899292,0.760291576385498,2.303433895111084,4.043666839599609,3.065983772277832,3.0303521156311035,3.573655843734741,66.53,3.09,23.05,22.89,18.05,19.66,29.5,42.65,9.767791748046877,14.96,3.1,4.355823040008545,5.072478294372559,6.32
2003-11-18,12.74,8.94,6.36,1.182,3.0209531784057617,15.87,5.331001281738281,0.95,3652.135009765625,0.494,44.8,8.267717361450195,6.69,9.38,11.67484188079834,19.45,4.86,4.16,2.61014461517334,0.7576049566268921,2.308587551116944,4.086081027984619,3.113783121109009,3.055755376815796,3.507397413253784,68.0,3.1,22.93,23.51,17.94,19.76,29.22,43.07,9.961854934692385,15.34,3.15,4.436610698699951,5.075729370117188,6.39
2003-11-19,12.66,8.97,6.32,1.189,3.0850775241851807,15.53,5.302027225494385,0.95,3624.3935546875,0.49,44.8,8.265570640563965,6.724,10.12,11.767972946166992,19.7,5.0,4.19,2.590043067932129,0.760291576385498,2.3236396312713623,4.127932548522949,3.129716396331787,3.0601630210876465,3.4454145431518555,67.18,3.05,22.91,22.94,17.72,19.66,29.22,42.56,9.832480430603027,14.8,3.15,4.369012832641602,5.017594814300537,6.32
2003-11-20,12.85,9.21,6.38,1.237,3.1919496059417725,15.55,5.470069408416748,0.99,3713.883544921875,0.494,44.96,8.394384384155273,6.775,11.41,11.852632522583008,19.8,5.21,4.28,2.640600681304932,0.7629783749580383,2.3317229747772217,4.122843265533447,3.13472318649292,3.107860326766968,3.4731991291046143,68.16,3.09,22.84,23.25,18.58,20.49,30.04,42.98,10.029773712158203,15.02,3.2,4.583341121673584,5.041173934936523,6.32
2003-11-21,12.47,9.42,6.29,1.271,3.220448732376098,15.5,5.597550392150879,0.99,3776.5283203125,0.508,45.38,8.544668197631836,6.843,11.87,11.852632522583008,19.6,5.42,4.32,2.664966344833374,0.7737240195274353,2.3802173137664795,4.1115312576293945,3.1251637935638428,3.06716251373291,3.4561023712158203,69.26,3.1,22.66,22.86,18.29,20.2,29.76,41.81,9.884232521057127,14.9,3.25,4.517394065856934,5.012715816497803,6.28
2003-11-24,12.55,9.48,6.38,1.298,3.2062008380889893,15.8,5.675197601318359,1.03,3968.93359375,0.547,45.93,9.1243314743042,7.337,12.53,12.275938987731934,20.19,5.83,4.48,2.686286687850952,0.7898439168930054,2.414565324783325,4.151119709014893,3.127894401550293,3.1545214653015137,3.430452823638916,71.11,3.1,23.0,24.16,18.91,20.53,30.27,43.74,9.897164344787598,15.49,3.36,4.467935562133789,5.016781330108643,6.29
2003-11-25,12.55,9.48,6.5,1.292,3.196223497390747,15.74,5.562782764434815,1.06,4000.255126953125,0.546,45.81,9.126477241516112,7.371,12.96,12.292874336242676,20.47,5.83,4.56,2.750853538513184,0.7952171564102173,2.4488136768341064,4.173742294311523,3.1629478931427,3.172926425933838,3.545870542526245,72.03,3.02,22.9,24.16,18.58,20.49,30.57,43.82,9.910104751586914,15.56,3.36,4.453097820281982,5.187530517578125,6.48
2003-11-26,12.66,9.48,6.44,1.319,3.2517998218536377,15.99,5.342589855194092,1.06,4018.15478515625,0.53,45.81,8.748624801635742,7.09,12.78,12.326739311218262,20.7,5.66,4.46,2.841616153717041,0.7952171564102173,2.444772720336914,3.9984211921691895,3.005438327789306,3.2727274894714355,3.522359132766724,71.71,3.02,22.36,23.89,18.49,20.67,31.02,43.74,9.92951202392578,15.42,3.36,4.383851528167725,5.195661544799805,6.52
2003-11-27,12.55,9.54,6.59,1.353,3.4199442863464355,16.39,5.43646240234375,1.05,4206.08447265625,0.579,46.48,8.877436637878418,7.379,13.39,12.148950576782228,20.33,5.46,4.45,2.8629355430603027,0.8193959593772888,2.4852852821350098,4.015388488769531,3.0341176986694336,3.3157591819763184,3.648463726043701,71.83,3.08,22.6,23.92,18.49,20.75,31.18,42.98,9.864824295043944,15.38,3.4,4.418473243713379,5.102157115936279,6.4
2003-11-28,12.66,9.47,6.5,1.387,3.491194725036621,16.94,5.452686786651611,1.07,4215.03564453125,0.563,46.56,8.800150871276855,7.286,13.23,12.275938987731934,21.09,5.42,4.48,2.98476243019104,0.8220822811126709,2.5044796466827397,4.026698112487793,3.0445878505706787,3.368901491165161,3.819451093673706,73.21,3.14,22.91,23.61,18.93,21.24,31.4,42.15,9.961854934692385,15.34,3.56,4.59982967376709,5.244447708129883,6.55
2003-12-01,12.9,9.42,6.71,1.394,3.548195600509644,17.2,5.597550392150879,1.08,4161.34033203125,0.551,45.81,8.503877639770508,7.243,13.63,13.122557640075684,21.55,5.5,4.51,3.0883164405822754,0.8167091012001038,2.473970413208008,4.128498077392578,3.1001265048980717,3.444854497909546,3.862199306488037,75.07,3.18,24.41,24.5,19.65,21.88,32.18,41.81,10.18825912475586,15.84,3.64,4.781185150146484,5.449752807617188,6.78
2003-12-02,12.85,9.37,6.69,1.374,3.5196940898895264,17.33,5.708806037902832,1.07,4143.44140625,0.561,46.08,8.759360313415527,7.218,13.32,13.122557640075684,21.58,5.42,4.45,3.09928035736084,0.8086493611335754,2.4650795459747314,4.173742294311523,3.1251637935638428,3.4702582359313965,3.9049460887908936,77.31,3.16,24.16,24.41,19.34,21.69,32.48,42.65,9.965089797973633,15.65,3.65,4.781185150146484,5.448125839233398,6.8
2003-12-03,12.85,9.32,6.98,1.421,3.5253946781158447,17.19,5.908138751983643,1.06,4080.7978515625,0.553,46.23,8.742182731628418,7.124,13.44,13.545865058898926,22.65,5.64,4.47,3.0913619995117188,0.8247688412666321,2.5246853828430176,4.15168571472168,3.095574140548706,3.4793312549591064,3.7873919010162354,76.17,3.17,24.25,25.05,19.49,21.49,32.17,41.73,10.15914821624756,16.37,3.56,4.7036967277526855,5.466014385223389,6.92
2003-12-04,12.47,9.21,7.14,1.401,3.455570936203003,16.89,6.09124755859375,1.07,4045.896728515625,0.547,45.99,8.443764686584473,7.005,14.18,13.545865058898926,22.31,5.97,4.38,3.0420212745666504,0.8247688412666321,2.527716636657715,4.176568984985352,3.111050605773926,3.395341396331787,3.676248550415039,78.0,3.13,25.01,25.43,19.31,21.02,31.55,41.05,10.123573303222656,16.56,3.5,4.560261249542236,5.637170314788818,7.09
2003-12-05,12.9,9.34,7.22,1.428,3.4056973457336426,16.95,6.489912986755371,1.09,4223.984375,0.564,46.14,8.823766708374023,7.124,14.95,13.427342414855955,21.98,6.44,4.65,3.051767587661743,0.8435744643211365,2.616621255874634,4.191274166107178,3.122886180877685,3.4679250717163086,3.8044896125793457,79.84,3.11,26.17,26.9,19.31,21.09,31.33,42.65,10.18825912475586,17.28,3.57,4.731723785400391,5.785153388977051,7.35
2003-12-08,12.9,9.14,7.65,1.428,3.348698854446411,16.87,6.849176406860352,1.14,4300.05322265625,0.569,44.87,9.16727066040039,7.269,15.68,13.190287590026855,21.7,6.09,4.47,3.0395848751068115,0.8543206453323364,2.576007127761841,4.193535804748535,3.129716396331787,3.468184471130371,3.981890439987183,82.3,3.11,26.64,26.25,19.12,20.99,30.86,42.73,9.903634071350098,17.04,3.67,4.913078784942627,5.968100070953369,7.54
2003-12-09,13.36,9.26,7.57,1.428,3.482644557952881,16.92,7.160924434661865,1.2,4376.11962890625,0.601,45.65,9.274614334106444,7.473,16.71,13.334211349487305,21.96,5.97,4.34,3.0791783332824707,0.8677532076835632,2.6228840351104736,4.422582626342773,3.2549047470092773,3.5853545665740967,4.046010971069336,83.49,3.1,26.65,26.31,19.44,21.45,31.38,43.07,10.25294589996338,17.23,3.69,5.011999607086182,6.382774829864502,7.9
2003-12-10,14.16,9.14,7.52,1.428,3.474095344543457,16.61,6.768054008483887,1.16,4411.91552734375,0.591,45.72,9.16727066040039,7.456,15.38,13.376542091369627,22.04,5.93,4.29,2.98476243019104,0.8543206453323364,2.6105587482452397,4.418057918548584,3.257180690765381,3.663381814956665,3.949830055236816,80.1,3.09,26.03,25.66,19.7,21.13,31.11,40.55,10.204435348510742,16.43,3.54,4.866915702819824,6.179502010345459,7.79
2003-12-11,14.5,9.12,7.47,1.428,3.548195600509644,16.56,6.955799102783203,1.16,4581.94873046875,0.618,47.68,9.229528427124023,7.541,15.83,13.452738761901855,22.11,6.21,4.34,3.044456958770752,0.8892459273338318,2.712696313858032,4.496103763580322,3.3231892585754395,3.859616756439209,3.975478887557984,82.56,3.1,25.93,25.63,19.73,21.28,30.96,41.05,10.414666175842283,16.68,3.63,4.921322345733643,6.104292869567871,7.57
2003-12-12,14.08,9.07,7.35,1.421,3.50544548034668,16.24,6.907120704650879,1.21,4443.23681640625,0.588,49.63,8.845235824584961,7.243,14.95,13.46967315673828,22.18,5.87,4.12,3.0018181800842285,0.8865591287612915,2.717646837234497,4.462170600891113,3.2895021438598637,3.7561845779418954,3.94769287109375,80.58,3.13,25.2,25.97,19.31,21.2,30.57,40.05,10.75427532196045,16.5,3.53,4.814156532287598,6.423432350158691,7.91
2003-12-15,13.72,9.16,7.32,1.394,3.491194725036621,16.04,6.712424755096436,1.23,4165.81494140625,0.551,50.06,8.072351455688477,6.766,14.28,13.545865058898926,22.23,5.74,4.13,2.9939002990722656,0.865066409111023,2.6873390674591064,4.388649940490723,3.262643337249756,3.811140298843384,3.8728859424591056,81.03,3.07,25.2,26.11,19.48,21.12,30.33,39.89,10.802791595458984,16.91,3.53,4.731723785400391,6.484412670135498,7.85
2003-12-16,13.72,8.98,7.19,1.374,3.515420913696289,16.04,6.640572547912598,1.28,4268.72998046875,0.557,50.82,7.975739002227783,6.826,13.9,13.884512901306152,22.29,5.92,4.2,3.030447483062744,0.8570076823234558,2.6560215950012207,4.436720371246338,3.2940542697906494,3.7528152465820312,3.8921217918396,78.0,3.1,24.95,26.18,19.49,21.4,30.04,39.8,10.867477416992188,16.5,3.54,4.657533168792725,6.496608734130859,7.9
2003-12-17,14.43,9.03,7.28,1.428,3.562445163726806,16.07,7.043873310089111,1.28,4313.4765625,0.568,52.17,8.48026180267334,7.081,16.05,14.536406517028809,22.84,6.23,4.2,3.1504476070404053,0.8462609052658081,2.720681667327881,4.547567367553711,3.373264074325561,3.8710222244262695,3.875022649765015,79.4,3.11,25.34,25.72,19.89,21.83,30.34,40.89,11.113288879394531,16.5,3.68,4.809212684631348,6.512871742248535,7.94
2003-12-18,14.25,9.38,7.83,1.449,3.491194725036621,16.28,6.953478813171387,1.28,4358.220703125,0.582,53.39,9.272467613220217,7.371,15.65,14.773463249206545,23.4,6.11,4.24,3.2564382553100586,0.8677532076835632,2.8085761070251465,4.665768146514893,3.435176134109497,3.848209619522095,3.9348690509796143,80.29,3.26,26.68,25.18,20.2,22.06,30.52,42.65,11.258833885192873,16.41,3.75,5.053217887878418,6.492950916290283,7.95
2003-12-19,14.25,9.54,7.95,1.469,3.4626951217651367,15.83,6.924506664276123,1.3,4340.32275390625,0.565,53.02,9.178004264831545,7.149,15.0,15.831732749938965,25.02,6.03,4.12,3.297856569290161,0.8784998059272766,2.828779458999634,4.665768146514893,3.446100950241089,3.7561845779418954,4.009675979614258,80.75,3.26,26.96,25.34,20.34,22.05,30.44,41.64,11.417318344116213,16.28,3.79,5.143896102905273,6.595807552337647,8.02
2003-12-22,14.25,9.72,8.37,1.496,3.438469886779785,15.77,6.976657867431641,1.35,4465.6103515625,0.583,51.83,9.392695426940918,7.524,15.75,16.136512756347656,25.12,5.95,4.09,3.459887742996216,0.8811858892440796,2.8590877056121826,4.77887773513794,3.527588367462158,3.698377847671509,4.174252510070801,87.81,3.32,27.87,24.38,20.3,22.22,30.04,40.72,11.967164993286133,15.84,3.65,5.358223915100098,6.94381046295166,8.5
2003-12-23,14.68,9.91,8.26,1.51,3.398573160171509,15.93,7.069369316101074,1.38,4474.5595703125,0.59,52.46,10.015295028686523,7.83,15.5,16.085712432861328,24.67,5.83,4.1,3.35024356842041,0.9026790857315063,2.899397850036621,4.651629447937012,3.4552063941955566,3.594686985015869,4.140053749084473,84.87,3.31,28.15,24.98,20.64,22.48,30.23,40.8,11.708413124084473,16.07,3.72,5.209843635559082,6.785258769989014,8.44
2003-12-26,14.6,9.82,8.08,1.537,3.348698854446411,15.9,7.173672199249268,1.38,4519.3046875,0.587,52.17,10.283658981323242,7.907,16.03,16.339693069458008,25.02,5.71,4.17,3.514709949493408,0.8919323682785034,2.8589868545532227,4.581501483917236,3.410593032836914,3.597019672393799,4.266157150268555,87.95,3.27,27.82,25.16,20.92,22.51,30.85,40.39,11.685771942138672,16.28,3.65,5.424171447753906,6.903154850006104,8.5
2003-12-29,14.5,9.92,8.31,1.537,3.3401477336883545,15.83,7.532934665679932,1.38,4644.59228515625,0.593,51.5,10.09043788909912,7.805,15.83,16.255043029785156,24.91,5.87,4.34,3.619480848312378,0.921484112739563,2.909601211547852,4.705356597900391,3.4797897338867188,3.698377847671509,4.505541801452637,92.98,3.32,27.94,24.41,21.34,22.83,30.93,39.63,11.805448532104492,15.69,3.57,5.638500213623047,6.931614875793457,8.5
2003-12-30,14.43,10.09,8.69,1.537,3.4199442863464355,16.12,7.747335433959961,1.35,4720.6591796875,0.598,51.23,10.41247272491455,7.899,15.99,16.339693069458008,25.32,5.87,4.38,3.715726375579834,0.9161117672920228,2.899497509002685,4.756255626678467,3.4779677391052246,3.760591506958008,4.464932918548584,96.08,3.34,28.39,24.68,21.11,22.91,31.18,39.72,11.805448532104492,15.78,3.57,5.597283840179443,6.89096212387085,8.43
2004-01-02,15.48,10.2,8.31,1.537,3.3771955966949463,16.52,8.396324157714844,1.38,4792.2529296875,0.606,52.86,10.187047958374023,7.737,15.53,16.492090225219727,24.81,5.95,4.28,3.7541310787200928,0.9349167346954346,2.826254844665528,4.937231063842773,3.605432748794556,3.778996467590332,4.533327102661133,98.37,3.44,28.9,24.43,21.84,23.3,31.64,39.05,11.886307716369627,15.44,3.49,5.5890398025512695,7.094231605529785,8.69
2004-01-05,17.51,10.45,8.76,1.599,3.655067205429077,17.35,9.097467422485352,1.5,5007.03271484375,0.611,55.12,10.949198722839355,8.231,15.99,17.18631362915039,26.01,6.46,4.42,4.08246660232544,0.9993939399719238,3.0308351516723637,5.203037738800049,3.81483793258667,3.894092559814453,4.845381259918213,108.44,3.4,30.28,25.82,22.66,24.14,32.76,40.89,12.536412239074709,16.41,3.57,6.141349315643311,7.317834854125977,9.06
2004-01-06,18.16,10.44,8.43,1.586,3.7904398441314697,17.16,8.958396911621094,1.54,4777.93408203125,0.598,54.51,10.356653213500977,7.975,15.7,16.678348541259766,26.01,6.14,4.29,4.026710510253906,0.9993939399719238,3.0308351516723637,5.463191032409668,4.015141010284424,3.808807849884033,4.954387187957764,108.44,3.44,29.82,26.11,23.15,24.2,32.98,42.07,11.805448532104492,16.54,3.57,6.199052810668945,7.309701919555664,9.15
2004-01-07,17.59,10.45,8.31,1.537,3.697816610336304,17.3,8.703438758850098,1.52,4680.38818359375,0.58,54.85,9.42060375213623,7.49,14.74,16.483623504638672,25.22,6.2,4.24,3.99202036857605,0.9805885553359984,3.066195249557495,5.344425678253174,3.9728033542633057,3.732855081558228,4.787672519683838,109.86,3.61,29.81,26.85,23.03,24.29,33.04,42.07,11.5790376663208,17.13,3.54,6.017698287963867,6.951941967010498,8.76
2004-01-08,17.51,10.31,8.26,1.537,3.7120673656463614,18.36,8.28623104095459,1.51,4787.779296875,0.598,54.68,9.188740730285645,7.592,14.51,16.42436408996582,24.83,6.25,4.35,3.89661717414856,0.9779015183448792,3.0712478160858154,5.30483865737915,3.949131965637207,3.8479506969451904,4.907363414764404,107.59,3.75,29.51,28.28,22.86,24.59,35.2,43.82,11.837787628173828,17.89,3.63,6.199052810668945,7.090167999267578,8.91
2004-01-09,17.36,10.27,8.0,1.558,3.68356728553772,19.0,8.796150207519531,1.57,4922.0146484375,0.594,58.18,9.875747680664062,7.805,14.56,15.39995574951172,22.99,6.21,4.32,4.001931190490723,0.969841718673706,3.0358872413635254,5.265247821807861,3.905884265899658,4.020854473114014,5.014232158660889,106.57,3.84,28.87,28.77,23.32,24.95,37.46,46.75,11.999506950378418,18.46,3.79,6.495816707611084,7.073498725891113,8.75
2004-01-12,17.71,10.36,8.0,1.551,3.726318120956421,18.9,9.330409049987791,1.57,4904.11669921875,0.608,59.06,10.09043788909912,7.771,15.26,15.239099502563477,22.84,6.25,4.32,3.9467952251434326,0.9805885553359984,3.0510411262512207,5.360825538635254,3.910438299179077,4.159022331237793,4.930875778198242,110.01,4.0,28.73,29.3,24.06,25.6,37.75,48.6,12.258255004882812,18.74,3.87,6.5947370529174805,6.911287784576416,8.7
2004-01-13,17.51,10.46,7.55,1.572,3.576695919036865,18.76,9.265512466430664,1.52,4854.8974609375,0.591,56.78,9.933713912963867,7.643,15.12,15.2814302444458,21.98,6.29,4.28,3.865642786026001,0.9779015183448792,3.101550817489624,5.372702121734619,3.951408863067627,4.193758487701416,4.618822574615479,105.59,3.98,27.83,26.66,23.97,25.27,37.76,48.68,12.12888240814209,17.74,3.87,6.289730072021484,6.99259614944458,8.76
2004-01-14,17.51,10.26,7.35,1.537,3.476944923400879,18.31,9.090517044067385,1.51,4698.28759765625,0.572,53.99,9.497892379760742,7.379,14.61,14.519475936889648,21.27,6.2,4.14,3.9028127193450928,0.9322304129600524,3.010629415512085,5.2098259925842285,3.8316824436187744,4.090067863464356,4.674394130706787,102.72,3.84,27.34,25.37,23.59,24.71,37.2,46.93,12.12888240814209,17.83,3.79,6.016049861907959,6.911287784576416,8.59
2004-01-15,17.59,9.97,7.28,1.53,3.4056973457336426,17.85,9.172797203063965,1.53,4571.20947265625,0.558,52.48,8.90964126586914,7.081,14.97,15.17137050628662,22.11,6.2,3.98,3.747938394546509,0.9161117672920228,2.903541326522827,5.10802698135376,3.755660057067871,4.124545097351074,4.558976173400879,101.79,3.81,26.93,25.66,22.97,24.2,36.5,46.0,12.293834686279297,17.51,3.74,5.885802268981934,6.728341579437256,8.32
2004-01-16,17.26,9.74,7.65,1.53,3.398573160171509,18.19,9.275938987731934,1.6,4653.54296875,0.551,50.93,8.88817310333252,6.979,15.35,15.586210250854492,22.71,6.12,4.11,3.7417423725128174,0.905364990234375,2.8590877056121826,5.146484375,3.8239433765411377,4.020854473114014,4.648744583129883,98.93,3.81,27.46,27.09,23.59,24.47,37.2,46.25,12.517006874084473,17.87,3.68,5.999563217163086,6.740537643432617,8.33
2004-01-19,17.17,9.85,7.57,1.517,3.4056973457336426,18.58,9.329251289367676,1.6,4608.7958984375,0.557,52.14,8.722861289978027,6.818,15.89,15.36608600616455,22.41,6.07,4.15,3.865642786026001,0.9080514311790466,2.8893966674804688,5.265247821807861,3.922275066375733,3.988710880279541,4.725690364837647,101.58,3.85,28.03,28.15,23.71,24.93,37.5,46.34,12.646379470825195,18.23,3.76,6.116619110107422,6.748668193817139,8.33
2004-01-20,17.26,10.1,7.5,1.524,3.4142463207244877,18.52,9.329251289367676,1.64,4519.3046875,0.557,54.77,8.90964126586914,7.064,16.59,15.408419609069824,22.66,6.04,4.23,3.840862989425659,0.9268571138381958,2.8742425441741943,5.44339656829834,4.001484394073486,3.836544990539551,4.744925022125244,100.27,3.89,27.97,28.13,24.18,25.6,38.16,48.01,13.06684684753418,18.74,3.76,6.050671577453613,6.871036529541016,8.59
2004-01-21,16.9,9.96,7.5,1.469,3.348698854446411,18.04,9.1797513961792,1.61,4425.33935546875,0.56,54.29,8.56828498840332,6.911,16.57,15.493085861206056,22.0,5.99,4.04,3.840242624282837,0.9026790857315063,2.828779458999634,5.352909088134766,3.9291024208068848,3.894092559814453,4.729964733123779,98.93,3.78,27.59,27.75,24.18,25.51,37.76,48.01,12.937472343444824,18.74,3.63,5.819856643676758,6.768993377685547,8.33
2004-01-22,16.45,10.02,7.65,1.503,3.2774477005004883,17.88,8.97810173034668,1.6,4340.32275390625,0.54,53.89,8.233367919921875,6.647,16.41,14.739596366882324,21.59,5.87,3.95,3.827852487564087,0.9187979102134703,2.9094998836517334,5.259593963623047,3.861729621887207,3.778996467590332,4.674394130706787,96.08,3.67,27.48,27.26,24.06,25.29,36.97,49.6,13.099193572998049,18.48,3.5,5.605528354644775,6.667359352111816,8.26
2004-01-23,17.08,10.34,7.65,1.517,3.320196390151977,18.35,9.039523124694824,1.6,4590.8974609375,0.557,54.68,8.858116149902344,7.116,16.92,15.408419609069824,22.26,5.81,4.0,3.970956802368164,0.953722596168518,3.020730495452881,5.259593963623047,3.8744747638702393,3.6325347423553462,4.691492080688477,97.23,3.75,27.67,27.78,25.14,26.11,37.76,50.19,13.584343910217283,19.21,3.64,5.687960624694824,6.567755699157715,8.12
2004-01-26,16.98,10.44,7.75,1.592,3.380046844482422,19.05,8.993165016174316,1.57,5011.50634765625,0.574,58.75,9.01698875427246,7.337,17.47,15.831732749938965,22.61,5.91,4.24,4.094854831695557,0.969841718673706,3.081348419189453,5.350080490112305,3.951408863067627,3.5425825119018555,4.787672519683838,100.4,3.85,27.97,30.26,25.58,26.85,39.54,54.63,14.101844787597656,22.26,3.83,5.786883354187012,6.525068759918213,8.16
2004-01-27,16.73,10.4,7.71,1.592,3.3586714267730717,19.65,8.912042617797852,1.62,4985.5537109375,0.558,58.53,8.694952964782715,7.107,18.25,15.67934226989746,21.94,5.9,4.34,4.0706939697265625,0.9644691348075868,3.0510411262512207,5.310491561889648,3.9286468029022217,3.61775803565979,5.044155597686768,103.71,4.07,28.29,26.97,25.12,26.71,40.4,54.63,13.584343910217283,21.02,3.79,5.8693156242370605,6.7425689697265625,8.38
2004-01-28,16.98,9.97,7.75,1.537,3.2916979789733887,19.47,8.750953674316406,1.52,4895.16845703125,0.553,56.77,8.845235824584961,7.149,18.89,15.81479549407959,21.64,6.04,4.38,4.01679801940918,0.937603771686554,2.9500136375427246,5.310491561889648,3.9149887561798096,3.594428062438965,4.900951385498047,100.55,3.87,28.33,26.22,24.83,26.32,39.43,52.87,13.32559871673584,19.58,3.75,5.605528354644775,6.789323806762695,8.4
2004-01-29,15.39,9.66,7.47,1.503,3.006702184677124,18.15,8.28623104095459,1.47,4550.626953125,0.507,52.76,8.201166152954102,6.588,16.04,15.493085861206056,20.77,5.87,4.0,3.7293543815612793,0.8973053693771362,2.778264284133911,5.022063732147217,3.687373399734497,3.2950210571289062,4.588899612426758,94.17,3.67,27.27,24.78,22.97,24.86,37.2,50.03,12.487895011901855,18.14,3.5,5.275790691375732,6.484412670135498,8.05
2004-01-30,14.43,9.59,7.59,1.449,2.9069535732269287,18.15,7.776307106018066,1.41,4452.18798828125,0.505,51.18,7.5356245040893555,6.145,16.28,15.15443515777588,21.2,5.92,3.76,3.79439926147461,0.8865591287612915,2.8186769485473637,4.807156085968018,3.5640065670013428,3.1107120513916016,4.659430503845215,90.19,3.39,27.36,24.76,22.66,24.09,37.1,49.6,12.222678184509276,17.91,3.5,5.071352958679199,6.342123031616211,7.94
2004-02-02,13.98,9.62,7.71,1.503,3.0907764434814453,18.07,7.602470397949219,1.43,4313.4765625,0.498,51.01,6.998898983001709,5.89,15.4,15.213703155517578,21.53,5.73,3.85,3.71696400642395,0.8999923467636108,2.83888578414917,4.863709926605225,3.56901478767395,3.2950210571289062,4.5461530685424805,84.67,3.37,27.12,24.47,22.82,23.8,37.67,50.28,12.12888240814209,17.63,3.57,4.929566860198975,6.435627460479736,7.9
2004-02-03,14.78,9.68,7.71,1.469,3.1990747451782227,18.07,8.305930137634277,1.47,4429.814453125,0.497,51.79,7.041836738586426,5.805,16.59,15.027443885803224,21.62,5.75,4.12,3.772717475891113,0.9107385277748108,2.899497509002685,4.97681999206543,3.64185094833374,3.3411636352539062,4.81545877456665,90.6,3.38,27.74,25.01,23.59,24.4,36.95,49.69,12.3552827835083,18.37,3.5,5.193356990814209,6.830384254455566,8.33
2004-02-04,14.68,9.62,7.71,1.428,3.056577205657959,17.61,8.03938102722168,1.5,4358.220703125,0.487,51.61,6.784209251403809,5.779,15.08,15.069775581359863,21.49,5.7,3.86,3.531115293502808,0.8973053693771362,2.859187364578247,4.90556001663208,3.5640065670013428,3.2926888465881348,4.644468784332275,88.48,3.32,26.99,24.41,22.14,23.35,35.43,48.94,12.61403465270996,18.36,3.46,4.838888168334961,7.0047926902771,8.4
2004-02-05,14.5,9.58,7.84,1.374,2.963953018188477,17.12,7.926966667175293,1.49,4223.984375,0.47,50.31,6.548051357269287,5.668,14.28,14.485610961914062,20.58,5.58,3.79,3.408455610275269,0.8892459273338318,2.789377450942993,4.807156085968018,3.541698694229126,3.318093061447144,4.47348165512085,85.23,3.32,26.58,23.68,21.15,22.31,34.16,46.25,11.676061630249023,18.14,3.4,4.535531044006348,6.753141403198242,8.18
2004-02-06,14.68,9.67,7.8,1.421,3.1420743465423584,17.35,8.214376449584961,1.5,4474.5595703125,0.494,51.61,6.741271018981934,5.907,14.61,14.731125831604004,20.29,5.54,3.94,3.6240406036376953,0.9134249091148376,2.888284206390381,4.999440670013428,3.715598821640015,3.4562599658966064,4.5461530685424805,87.99,3.34,27.36,25.6,21.97,23.56,36.58,49.69,12.61403465270996,19.86,3.47,4.8801045417785645,6.649471759796143,8.1
2004-02-09,14.6,9.67,7.95,1.442,2.971077442169189,17.49,8.402120590209961,1.5,4487.98193359375,0.48,51.61,6.7369771003723145,5.796,14.83,14.544876098632812,20.59,5.44,3.81,3.6952805519104,0.9268571138381958,2.884446144104004,5.067305564880371,3.7101364135742183,3.5254743099212646,4.674394130706787,86.76,3.34,27.04,26.36,21.39,23.11,36.27,52.95,12.455547332763672,20.94,3.42,5.16038179397583,6.834448337554932,8.08
2004-02-10,14.5,9.78,7.83,1.442,3.0280795097351074,17.56,8.22944164276123,1.51,4581.94873046875,0.48,50.75,6.6983323097229,5.847,14.28,14.265490531921388,20.99,5.54,3.88,3.667404174804688,0.921484112739563,2.8743433952331543,5.174759387969971,3.819391250610352,3.387305498123169,4.753475189208984,89.13,3.35,27.07,25.74,21.68,23.42,35.98,53.04,12.905132293701172,20.54,3.47,5.275790691375732,7.002757549285889,8.38
2004-02-11,15.66,9.97,7.88,1.524,3.149199724197388,18.27,8.674464225769043,1.54,4730.50390625,0.526,52.86,7.24579381942749,6.366,15.72,14.773463249206545,21.37,5.92,4.16,3.797498941421509,0.9671558141708374,3.025784492492676,5.367048263549805,3.968707323074341,3.559951066970825,4.947973728179932,92.74,3.51,27.75,27.03,22.97,24.47,38.25,54.05,12.937472343444824,21.46,3.65,5.638500213623047,7.106428623199463,8.53
