,VIVO4,AMBV4,ARCZ6,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,DURA4,ELET3,ELET6,EMBR3,ENBR3,GFSA3,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,JBSS3,KLBN4,LIGT3,RENT3,LAME4,LREN3,NATU3,NETC4,BNCA3,PCAR4,PETR3,PETR4,POSI3,RDCD3,RSID3,SBSP3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP3,TNLP4,TMAR5,TCSL4,UBBR11,USIM3,USIM5,VALE3,VALE5,ALLL11
2007-09-28,29.86,21.8,13.07,6.65,19.860641479492188,13.205269813537598,47.33,24.97,8.650035858154297,5.211352348327637,3.309751272201538,16.412,1.256,3.802607297897339,7.327516078948975,15.977347373962402,51.68,11.55033016204834,10.163,17.101654052734375,4.284090518951416,674.5430297851562,16.035545349121094,18.09534072875977,42.22299957275391,29.39,3.083502531051636,9.30971622467041,6.182200908660889,,15.569170951843262,3.751077651977539,3.661,4.394473552703857,7.27,30.06,30.65,45.68,15.676986694335938,12.12883472442627,29.453161239624023,34.20000076293945,571.3427734375,10.04345417022705,10.18,11.015923500061035,6.23,45.52,50.93,41.64,25.85,43.02,6.75,22.98,24.40357208251953,21.10316276550293,30.222644805908203,34.11,25.66
2007-10-01,29.92,22.78,13.45,6.78,21.31516456604004,13.427566528320312,48.43,24.97,8.479741096496582,5.466977119445801,3.309751272201538,17.114,1.26,4.000343322753906,7.492178440093994,15.855873107910156,53.5,11.78648853302002,10.571,17.533430099487305,4.282696723937988,677.8285522460938,16.497413635253906,18.76127052307129,41.804954528808594,30.68,3.486070394515991,9.577444076538086,5.989932537078857,,16.056028366088867,3.583706855773926,3.722,4.669878005981445,7.56,31.54,30.01,46.02,15.9393949508667,12.148963928222656,29.26291275024414,35.0,582.325927734375,9.7676362991333,10.75,11.57163429260254,6.42,45.5,51.62,40.97,25.99,43.68,6.95,24.0,26.12041282653809,22.38089179992676,32.00333023071289,36.36,26.09
2007-10-02,29.72,23.27,12.9,6.958,21.223054885864254,13.65841293334961,48.11,24.79,8.334487915039062,5.382238388061523,3.309751272201538,17.063,1.251,4.027722358703613,7.576568603515625,15.024718284606934,54.51,11.593267440795898,10.401,17.575759887695312,4.392867088317871,648.2578125,16.54725456237793,18.648801803588867,40.949851989746094,30.6,3.5210657119750977,9.698674201965332,5.671945571899414,,16.228452682495117,3.640808582305908,3.653,4.4902663230896,7.49,30.65,30.06,46.02,16.007261276245117,12.221434593200684,29.379987716674805,35.150001525878906,565.7957763671875,9.900360107421877,10.49,11.35362434387207,6.42,45.01,50.05,41.65,25.85,43.55,6.74,24.53,25.778417587280277,22.21602249145508,31.71060943603516,35.8,25.59
2007-10-03,29.36,23.22,13.06,6.705,20.98511505126953,12.91029930114746,48.39,23.9,8.214278221130371,5.245246887207031,3.251242160797119,17.063,1.242,3.951670169830322,7.601268291473389,15.024718284606934,54.6,11.584681510925291,10.324,17.71968650817871,4.405417919158936,651.21484375,16.597089767456055,18.64583778381348,40.66481399536133,30.6,3.2058629989624023,9.375386238098145,5.753292083740234,,16.025602340698242,3.6880674362182617,3.501,4.514214992523193,7.55,29.31,30.21,45.68,15.5095796585083,12.19727611541748,29.4897518157959,34.0,556.9205932617188,9.77800464630127,10.62,11.115093231201172,6.27,44.51,50.38,43.04,25.48,43.42,6.74,23.74,25.778417587280277,21.203733444213867,29.320127487182617,33.02,24.74
2007-10-04,28.4,22.8,12.65,6.78,19.559371948242188,12.777770042419434,50.82,25.48,8.18923568725586,5.465564727783203,3.1634881496429443,17.063,1.25,4.150926113128662,7.451012134552002,15.408326148986816,55.74,11.537449836730955,10.495,17.838218688964844,4.253409862518311,639.715087890625,16.500732421875,18.63992118835449,40.21826553344727,30.74,3.0810561180114746,9.38548469543457,5.605392456054688,,16.527664184570312,3.619149684906006,3.538,4.759682655334473,8.08,30.27,29.9,44.44,15.654358863830566,11.844985961914062,29.248279571533203,33.709999084472656,596.3045043945312,9.89206314086914,10.9,10.942399978637695,6.45,44.69,50.15,44.06,25.23,42.85,6.68,23.63,24.40357208251953,21.320785522460938,28.393190383911133,32.12,25.82
2007-10-05,28.59,23.58,13.02,7.095,18.86856842041016,13.188170433044434,51.24,25.53,8.439669609069824,5.466977119445801,3.176856279373169,17.545,1.262,4.198079109191895,7.463362693786621,15.855873107910156,56.48,11.722082138061523,10.605,18.41391372680664,4.201812267303467,636.100830078125,16.763229370117188,18.796783447265625,41.044864654541016,30.99,3.1202096939086914,9.963369369506836,5.546231746673584,,16.583454132080078,3.662468194961548,3.681,4.897384166717529,8.53,30.71,30.84,44.29,16.25836181640625,11.915449142456056,28.90435218811035,34.25,603.4046020507812,9.728233337402344,10.88,11.65285301208496,6.62,45.57,50.44,45.61,25.85,43.64,6.78,24.92,24.65964126586914,22.751842498779297,29.53477668762207,33.48,26.56
2007-10-08,29.64,23.51,13.38,7.15,19.22740364074707,12.953048706054688,50.13,25.43,8.524820327758789,5.478276252746582,3.176856279373169,17.842,1.278,4.213289260864258,7.671250820159912,15.593738555908203,54.61,11.78648853302002,10.682,19.379045486450195,4.275723457336426,654.8291015625,17.40452003479004,19.8297061920166,42.47003173828125,30.7,3.658354997634888,10.080551147460938,5.546231746673584,,16.88773536682129,3.78061318397522,3.657,4.911752700805664,8.25,30.57,29.82,46.39,16.330753326416016,12.55775260925293,30.572755813598636,35.599998474121094,621.1550903320312,9.790447235107422,11.13,11.65114402770996,6.75,46.25,52.13,45.06,25.89,43.64,6.67,24.98,25.915910720825195,22.58698081970215,29.58843421936035,33.51,26.09
2007-10-09,31.28,23.53,13.41,7.224,19.28304672241211,12.91029930114746,52.31,25.98,8.815325736999512,5.085657596588135,3.2746450901031494,17.241,1.347,4.319762229919434,7.667133808135986,15.504226684570312,51.95,11.807960510253906,10.682,19.21819877624512,4.295247554779053,655.15771484375,17.427776336669922,19.8297061920166,44.51277160644531,31.15,3.320882797241211,10.304839134216309,5.575812339782715,,16.88773536682129,3.837715864181519,3.763,4.908160209655762,8.05,30.4,29.82,47.28,16.6180477142334,12.586181640625,30.448352813720703,37.400001525878906,612.390869140625,9.790447235107422,11.67,11.870864868164062,6.82,46.59,51.32,43.78,25.85,44.32,6.75,25.03,25.70280647277832,22.438594818115234,30.329978942871094,34.24,26.91
2007-10-10,30.03,22.97,12.95,7.15,19.841453552246094,12.816244125366213,52.27,25.88,9.010663032531738,4.729762554168701,3.305571794509888,16.894,1.331,4.287820816040039,7.922361850738525,15.216525077819824,50.06,11.55033016204834,10.495,18.87955665588379,4.511404514312744,644.9722290039062,17.816537857055664,20.31804847717285,45.37737655639648,30.5,3.3649327754974365,10.100768089294434,5.531443119049072,,16.664596557617188,3.758954524993897,3.784,4.813564300537109,7.96,29.71,28.84,48.62,17.099899291992188,12.773006439208984,30.587387084960938,35.5,600.1873168945312,9.92524528503418,11.55,11.764850616455078,6.62,48.06,50.21,42.59,24.93,43.55,6.74,24.32,25.778417587280277,22.446840286254883,29.954330444335938,33.89,26.18
2007-10-11,30.65,23.01,12.85,7.013,19.666831970214844,12.559759140014648,49.86,25.53,8.69511604309082,4.616777896881104,3.2094547748565674,16.412,1.309,4.281735897064209,7.792690753936768,15.216525077819824,48.27,11.369991302490234,10.29,18.86261367797852,4.323139667510986,636.429443359375,17.809894561767578,19.8297061920166,45.2253532409668,31.0,3.345353364944458,9.718879699707031,5.842031478881836,,16.390735626220703,3.78061318397522,3.636,4.703401565551758,7.62,28.4,28.26,49.11,16.955121994018555,13.219756126403809,29.70928192138672,34.900001525878906,595.749755859375,9.902433395385742,11.3,11.712697982788086,6.28,47.99,49.31,43.19,24.38,42.39,6.86,23.68,25.780147552490234,22.28197479248047,30.05190086364746,33.75,25.24
2007-10-15,31.14,22.54,12.85,6.937,19.95659065246582,12.559759140014648,48.31,25.07,8.564889907836914,4.371038913726807,3.2094547748565674,15.904,1.278,4.170700073242188,7.405731201171875,14.70504093170166,49.58,11.206826210021973,10.316,18.769487380981445,4.434704303741455,620.0012817382812,17.67365837097168,20.27364921569824,46.07096481323242,30.97,3.491454601287842,9.720903396606444,5.524046897888184,,16.476953506469727,3.58567476272583,3.673,4.7177734375,7.56,27.7,28.16,49.24,17.531972885131836,13.625889778137209,30.001983642578125,34.79999923706055,594.5293579101562,9.444121360778809,11.3,11.793065071105955,6.23,48.14,49.77,44.25,24.39,41.48,6.82,23.96,25.67531394958496,22.25724029541016,31.02760505676269,34.97,25.37
2007-10-16,31.63,21.8,12.64,6.726,19.54594039916992,12.269061088562012,47.49,23.97,8.319461822509766,4.238284111022949,3.1007964611053467,15.583,1.239,4.032286167144775,7.455129146575928,14.673076629638672,49.93,11.112363815307615,9.933,18.625566482543945,4.483514785766602,620.0012817382812,17.64375114440918,20.27364921569824,44.94032287597656,31.01,3.1691551208496094,9.39760971069336,5.53883695602417,,15.924171447753906,3.63884162902832,3.616,4.610006809234619,7.53,27.5,27.02,48.12,17.30575942993164,13.621832847595217,30.060523986816406,34.79999923706055,582.2149658203125,9.431680679321287,11.01,11.541711807250977,6.21,46.41,50.25,45.31,23.99,41.28,6.77,23.37,25.67531394958496,21.65052604675293,30.251916885375977,33.93,25.59
2007-10-17,34.63,22.69,12.69,6.862,20.071720123291016,12.350287437438965,49.36,24.19,8.37956714630127,4.236871719360352,3.1007964611053467,15.98,1.256,4.062706470489502,7.343982219696045,15.344389915466309,50.79,11.434398651123049,10.29,18.86261367797852,4.253409862518311,623.2869262695312,17.27825927734375,19.71131706237793,45.13034439086914,31.2,3.499529361724853,9.75727081298828,5.398333549499512,,16.9130916595459,3.721541166305542,3.722,4.78961706161499,7.75,29.27,28.11,46.83,17.57721710205078,13.71524429321289,31.824052810668945,34.75,592.4215087890625,9.53951644897461,11.77,12.046127319335938,6.48,47.01,51.41,46.56,24.05,41.58,6.64,24.08,25.6065673828125,22.17480087280273,30.734901428222656,34.8,26.41
2007-10-18,33.79,23.02,13.07,6.869,19.95659065246582,12.504176139831545,48.9,24.09,8.514801979064941,4.491083145141602,3.1417582035064697,16.471,1.237,4.0916056632995605,7.346042156219482,15.465866088867188,51.72,11.528863906860352,10.367,18.78642463684082,4.281303405761719,618.6869506835938,17.24503517150879,19.97768783569336,44.645790100097656,30.46,3.156919479370117,9.680484771728516,5.464886665344238,,16.837020874023438,3.73138689994812,3.71,4.968029975891113,7.66,29.1,29.04,46.85,17.418865203857422,13.768036842346191,31.794788360595703,35.150001525878906,585.76513671875,9.56855297088623,11.94,12.206851959228516,6.46,46.23,52.14,46.28,24.3,43.68,6.64,24.37,25.6065673828125,21.89452362060547,31.02760505676269,34.82,26.67
2007-10-19,33.4,22.33,13.02,6.65,19.95659065246582,12.14080810546875,48.01,23.34,8.24933910369873,4.392223358154297,3.0924463272094727,15.904,1.209,3.834549188613892,7.399556159973144,15.344389915466309,49.6,10.863322257995604,9.89,18.49856948852539,4.281303405761719,610.8014526367188,17.66037368774414,20.096067428588867,42.755069732666016,30.3,3.166707992553711,9.256173133850098,5.427913188934326,,16.456666946411133,3.800304412841797,3.595,4.819552421569824,7.46,28.03,28.16,45.58,16.513992309570312,13.577153205871582,32.01430892944336,34.91999816894531,579.663330078125,9.477300643920898,11.51,11.875137329101562,6.11,44.29,50.69,44.66,23.93,43.37,6.56,23.46,24.917428970336918,21.26803207397461,29.090824127197266,32.96,26.34
2007-10-22,35.62,22.3,12.9,6.767,18.843618392944336,12.46142864227295,48.99,23.9,8.419634819030762,4.287715435028076,3.0924463272094727,16.234,1.228,3.871053695678711,7.3707404136657715,16.36734962463379,49.13,11.163890838623049,10.18,18.481639862060547,4.079090595245361,597.001708984375,17.07556915283203,19.63140106201172,44.41776657104492,30.2,3.3326292037963867,9.395586967468262,5.524046897888184,,16.629093170166016,3.751077651977539,3.558,4.7093915939331055,7.66,28.59,28.61,45.36,16.353374481201172,12.714109420776367,31.48744201660156,34.599998474121094,571.23193359375,9.145493507385254,11.49,11.9691801071167,6.24,45.31,50.93,44.51,24.06,43.02,6.78,23.79,24.35201835632324,21.366952896118164,28.79811668395996,32.57,26.85
2007-10-23,35.82,22.98,13.18,7.047,18.947242736816406,12.931671142578123,49.36,24.25,8.50478458404541,4.335731506347656,3.038116455078125,16.632,1.228,3.96535849571228,7.360448837280273,16.718994140625,50.02,11.357110023498535,10.171,18.61710548400879,4.093036651611328,597.001708984375,17.115442276000977,19.63140106201172,45.32036590576172,31.08,3.0370044708251958,9.579461097717283,5.472282409667969,,17.74479866027832,3.751077651977539,3.747,4.909359931945801,7.72,29.3,28.64,45.71,16.89630126953125,12.766912460327148,31.319137573242188,36.29999923706055,577.999267578125,9.166230201721191,11.78,12.225661277770996,6.22,46.01,53.3,46.16,24.77,43.68,7.04,24.81,24.35201835632324,21.76263236999512,29.68600845336914,33.18,26.99
2007-10-24,35.15,22.78,13.21,7.047,19.189022064208984,12.69654655456543,50.13,24.1,8.39459228515625,4.368215560913086,3.108323097229004,16.116,1.208,3.985133647918701,7.590978145599365,16.552762985229492,52.24,11.339935302734377,10.163,18.456241607666016,4.148817539215088,620.329833984375,17.19850730895996,19.681718826293945,44.46526336669922,31.01,3.147129535675049,9.478431701660156,5.61278772354126,,17.98822784423828,3.800304412841797,3.8,4.831526756286621,7.58,28.35,28.02,45.34,17.486736297607422,13.01871395111084,32.09480667114258,34.849998474121094,605.7343139648438,9.456564903259276,11.75,11.867445945739746,6.09,44.6,53.68,46.43,24.8,44.2,7.04,24.66,24.31764411926269,21.35046768188477,28.78347969055176,32.32,27.4
2007-10-25,34.14,22.24,13.06,6.904,18.92037582397461,12.611047744750977,49.23,23.39,8.214278221130371,4.307486057281494,3.056502342224121,15.659,1.212,3.9455862045288086,7.628024578094482,16.431293487548828,51.96,11.043663024902344,9.959,18.28692054748535,4.134873390197754,611.1300048828125,17.085533142089844,19.53373908996582,43.51515197753906,30.89,3.0810561180114746,9.526922225952148,5.553627967834473,,17.932443618774414,3.753047227859497,3.673,4.78961706161499,7.14,27.6,27.82,44.14,17.667707443237305,13.607616424560549,31.685022354125977,35.0,608.95166015625,9.334210395812988,11.56,11.768271446228027,6.21,43.08,51.57,46.43,24.47,43.23,6.75,24.83,23.819263458251957,21.09821510314941,29.17375946044922,32.8,26.78
2007-10-26,34.97,22.44,13.43,7.197,19.246591567993164,13.038543701171877,50.03,23.62,8.294418334960938,4.307486057281494,3.0297560691833496,15.904,1.218,4.030764102935791,7.570395469665527,16.74456787109375,53.51,11.18535614013672,10.009,17.965206146240234,3.995418071746826,600.6159057617188,17.21512222290039,19.8297061920166,43.477149963378906,31.38,3.076160430908203,10.001753807067873,5.5166521072387695,,18.16572570800781,3.73729419708252,3.673,4.885409355163574,7.21,28.17,28.97,44.65,18.38256072998047,13.849265098571776,31.46549224853516,36.09999847412109,612.9454956054688,9.15793514251709,11.9,11.977731704711914,6.38,43.79,53.23,46.78,24.19,43.68,7.02,25.97,23.802074432373047,22.339675903320312,30.70074844360352,34.39,27.13
2007-10-29,34.03,22.76,13.11,7.245,20.831600189208984,13.081291198730469,50.57,23.61,8.214278221130371,4.349854469299316,3.0297560691833496,16.116,1.218,4.029242992401123,7.761814594268799,17.070636749267578,53.38,11.056543350219728,9.967,17.9906005859375,3.932662487030029,655.15771484375,18.195331573486328,20.65840530395508,43.847694396972656,31.0,3.5102972984313965,9.965388298034668,5.427913188934326,,16.12702751159668,3.7904579639434814,3.862,5.041071891784668,6.96,27.85,28.74,44.75,18.8847713470459,14.789471626281738,32.416770935058594,37.0,605.8453369140625,9.77800464630127,11.7,11.798194885253906,6.23,43.88,52.01,45.2,24.07,43.02,6.9,26.17,25.09099769592285,22.339675903320312,32.00333023071289,35.95,27.32
2007-10-30,34.14,22.82,13.04,7.095,20.74333381652832,13.295042037963867,51.41,23.52,8.18923568725586,4.49814510345459,3.069044828414917,15.93,1.212,4.105295658111572,7.759756565093994,18.22146797180176,53.51,11.421518325805664,10.197,17.94827651977539,3.9731037616729736,652.857666015625,18.241851806640625,20.65840530395508,45.41537857055664,31.3,3.171602964401245,9.79767608642578,5.43530797958374,,15.96981143951416,3.755015373229981,3.997,5.005148887634277,6.79,27.41,28.92,45.18,18.131458282470703,14.763073921203612,32.197242736816406,37.0,613.6112060546875,10.103440284729004,11.79,11.644304275512695,6.53,44.86,53.26,45.94,23.87,43.72,7.24,25.76,25.09099769592285,22.224267959594727,31.193479537963867,35.24,26.34
2007-10-31,34.34,23.11,12.9,7.341,20.397932052612305,13.380539894104004,50.34,23.52,8.16919994354248,4.517918586730957,3.075722932815552,15.828,1.236,4.140279293060303,7.800922870635986,19.244421005249023,55.26,11.528863906860352,10.324,17.70274543762207,3.999600887298584,664.0288696289062,18.00925636291504,20.569625854492188,45.32036590576172,31.1,3.088395833969116,9.98155117034912,5.427913188934326,,16.203096389770508,3.8889122009277344,4.083,5.147640705108643,6.87,27.9,29.25,45.12,18.726415634155277,14.235095977783203,31.98504066467285,36.0,647.8917236328125,9.720572471618652,11.75,11.84008502960205,6.42,46.32,53.3,45.08,23.68,43.68,7.32,25.92,25.00507354736328,22.42211532592773,31.71060943603516,35.74,27.06
2007-11-01,33.31,23.11,12.61,7.142,20.766359329223636,13.166791915893556,47.09,23.36,8.023950576782227,4.547575950622559,3.1049790382385254,15.515,1.212,4.061184883117676,7.945002555847168,18.151138305664062,53.85,11.163890838623049,9.967,17.677352905273438,3.9047718048095694,676.5143432617188,17.932830810546875,20.71168327331543,44.40826416015625,29.1,3.2058629989624023,9.619869232177734,5.879006862640381,,15.731456756591797,3.940108060836792,3.956,5.088970184326172,6.66,27.6,28.16,44.83,18.47304916381836,14.610774040222168,33.660762786865234,36.400001525878906,640.6805419921875,9.486599922180176,11.43,11.528887748718262,6.33,44.9,51.91,43.83,23.67,43.29,6.88,25.23,25.073814392089844,22.339675903320312,31.266664505004883,35.11,25.96
2007-11-05,32.63,22.91,12.88,6.93,19.26578140258789,12.58967399597168,49.36,23.75,7.9538254737854,4.660559177398682,3.1049790382385254,16.446,1.212,4.000343322753906,7.821507930755615,18.5411434173584,55.5,11.57179832458496,10.256,17.838218688964844,3.9884438514709473,678.1571044921875,17.859731674194336,20.747190475463867,43.762184143066406,29.25,3.3326292037963867,9.365280151367188,5.405728340148926,,15.239532470703123,4.115354537963867,4.026,5.029097080230713,6.59,27.81,28.0,46.39,17.683547973632812,13.82895565032959,35.336483001708984,37.29999923706055,641.2352294921875,9.28878688812256,11.34,11.259581565856934,6.49,43.57,53.55,44.25,23.35,44.32,6.84,24.69,24.57543182373047,22.42211532592773,30.056781768798828,33.79,25.39
2007-11-06,34.74,22.88,12.9,7.033,19.57280731201172,13.153968811035156,49.57,23.87,7.863668918609619,4.598418712615967,3.130052089691162,16.522,1.239,3.983611822128296,7.811213970184326,19.500164031982425,51.96,11.78648853302002,10.554,17.9906005859375,4.0567779541015625,684.3999633789062,17.909574508666992,20.732398986816406,44.94032287597656,30.05,3.051687479019165,9.41579818725586,5.43530797958374,,15.822744369506836,4.058251857757568,4.083,5.217090129852295,6.46,29.0,28.8,48.45,18.43233108520508,13.962983131408691,35.19744873046875,38.060001373291016,659.5404663085938,9.358979225158691,12.0,11.36131763458252,6.82,46.82,55.34,46.2,23.67,44.01,6.79,25.47,24.57543182373047,22.669410705566406,31.52034568786621,35.24,25.23
2007-11-07,33.61,22.55,12.88,6.869,19.84528923034668,12.995795249938965,49.35,23.21,7.763497352600098,4.546164512634277,3.130052089691162,15.853,1.236,3.831507444381714,7.92441987991333,19.18049430847168,49.6,11.679146766662598,10.427,17.508033752441406,3.9061665534973145,709.6993408203125,17.59723663330078,20.865589141845703,43.705177307128906,28.8,3.273407220840454,9.153125762939451,5.294803619384766,,15.361247062683104,3.9775195121765137,3.907,5.124891757965088,6.3,28.0,28.55,48.12,18.44138526916504,14.265560150146484,35.709678649902344,37.650001525878906,643.5650024414062,9.231355667114258,11.81,11.287792205810549,6.83,45.99,55.39,44.39,23.2,42.24,6.49,24.88,24.57543182373047,22.339675903320312,31.01297187805176,34.55,24.4
2007-11-08,31.93,21.33,12.11,6.616,19.941234588623047,12.333185195922852,48.01,22.48,7.447947025299072,4.361152648925781,3.2178070545196533,16.116,1.223,3.5455515384674072,7.759756565093994,18.093595504760746,47.61,11.172477722167969,9.941,17.355640411376953,3.939634323120117,751.4271240234375,17.328094482421875,20.510425567626957,41.05436325073242,28.22,2.93177342414856,8.86418342590332,5.213457584381104,,14.55489730834961,3.823932409286499,3.722,4.795603275299072,6.15,27.0,28.33,46.5,21.106239318847656,16.610994338989258,34.970603942871094,37.0,629.5865478515625,8.869758605957031,11.29,11.052684783935549,6.45,43.08,52.38,42.82,22.12,41.89,6.28,24.06,24.145782470703125,21.6307430267334,30.783679962158203,34.53,23.02
2007-11-09,32.28,21.16,11.98,6.568,19.768529891967773,12.564026832580566,47.58,22.61,7.513059616088867,4.194504261016846,3.1183559894561768,15.904,1.256,3.569887638092041,7.555984973907471,18.502779006958008,49.75,11.12095069885254,9.933,17.355640411376953,3.925687313079834,737.9559936523438,16.982526779174805,20.38908576965332,41.79545211791992,29.75,2.924432277679444,8.953082084655762,5.161694049835205,,15.300387382507324,3.800304412841797,3.722,5.172787189483643,6.42,26.99,28.64,47.96,21.696664810180664,16.249536514282227,34.09980773925781,37.0,621.2659912109375,8.980365753173828,11.48,11.156990051269531,6.48,42.97,51.64,43.15,22.68,42.6,6.17,24.98,24.04267692565918,21.6307430267334,31.07640266418457,34.86,23.51
2007-11-12,30.47,20.77,11.61,6.446,19.077730178833008,12.012563705444336,46.6,21.4,7.227563381195068,4.166258335113525,3.1183559894561768,15.194,1.189,3.39192533493042,7.269883155822754,17.454246520996094,46.29,11.035076141357422,10.044,17.821277618408203,3.7792601585388175,729.4132080078125,16.44756507873535,19.326562881469727,39.90472412109375,28.28,3.171111822128296,8.738911628723145,5.095139503479004,,14.55489730834961,3.741230964660645,3.603,4.970425605773926,6.04,25.75,28.07,45.87,20.135761260986328,15.502245903015137,33.14852523803711,36.25,601.2967529296875,8.827218055725098,10.9,10.558526039123535,6.11,41.91,50.99,41.25,22.21,40.97,6.07,23.86,22.925609588623047,20.52776908874512,29.412818908691406,33.13,22.55
2007-11-13,31.84,20.6,12.55,6.705,19.38091468811035,12.183558464050291,47.44,22.25,7.4078779220581055,4.180379867553711,3.1183559894561768,16.344,1.223,3.571409225463867,7.389265060424805,18.34933853149414,45.36,11.33563995361328,10.163,17.838218688964844,3.765314340591431,729.4132080078125,17.112119674682617,19.948091506958008,42.17549133300781,28.0,3.233027935028076,9.13291835784912,5.243038177490234,,14.884535789489746,3.739262342453003,3.501,5.017123699188232,6.14,25.2,27.71,48.94,20.499975204467773,15.778414726257324,32.197242736816406,35.09000015258789,605.7343139648438,9.241989135742188,11.15,10.7893648147583,5.96,44.9,54.32,41.98,22.81,41.58,6.54,25.08,22.685009002685547,20.674503326416016,29.71040153503418,33.68,23.08
2007-11-14,33.58,21.35,12.88,6.869,20.34036064147949,12.354552268981934,48.89,23.04,7.753478050231934,4.378100872039795,3.1183559894561768,16.344,1.256,3.696134328842163,7.6568427085876465,19.116552352905277,45.93,11.717787742614746,10.367,17.86361312866211,3.765314340591431,755.6984252929688,17.411163330078125,20.563703536987305,44.89281463623047,28.92,3.2572543621063232,9.19353485107422,5.383542537689209,,15.721319198608398,3.670344114303589,3.661,5.256604671478272,6.38,26.6,27.71,48.6,20.92752456665039,16.068803787231445,34.385196685791016,35.79999923706055,607.953125,9.082462310791016,11.39,10.94325065612793,6.35,47.59,57.33,43.69,23.56,43.68,6.79,25.08,22.685009002685547,20.77342796325684,30.930044174194336,34.71,24.1
2007-11-16,33.61,21.08,12.61,6.958,19.9182071685791,12.080958366394045,48.79,23.71,7.61323356628418,4.378100872039795,3.138413429260254,16.412,1.266,3.846717357635498,7.553926944732666,18.860816955566406,45.44,11.752140998840332,10.495,17.91440773010254,3.75136947631836,744.8558349609375,17.610525131225586,20.421630859375,45.234859466552734,28.97,3.034558057785034,9.4461030960083,5.509257316589356,,15.721319198608398,3.6033976078033447,3.73,5.328450202941895,6.34,27.28,27.68,49.11,20.823461532592773,16.001792907714844,33.660762786865234,34.90999984741211,595.749755859375,9.358979225158691,11.6,11.285228729248049,6.29,47.69,55.79,44.87,23.54,44.0,6.95,24.51,23.370723724365234,21.18559455871582,30.247047424316406,34.01,23.51
2007-11-19,32.15,20.36,11.75,6.603,18.97027015686035,11.486742973327637,47.44,22.96,7.267633438110352,4.166258335113525,3.0397894382476807,15.507,1.231,3.650503396987915,7.409847259521484,17.901792526245117,44.01,11.142420768737791,10.044,17.736616134643555,3.627253532409668,713.970703125,16.77984619140625,19.43014907836914,43.16361618041992,27.9,2.887723445892334,8.930853843688965,5.398333549499512,,15.107677459716797,3.4596543312072754,3.603,5.172787189483643,6.24,25.5,26.72,48.31,20.42758560180664,15.697185516357422,32.92900848388672,33.5,576.2243041992188,9.305801391601562,11.12,11.045845985412598,6.23,46.41,52.92,43.4,23.06,42.71,6.43,23.38,23.54429244995117,21.10316276550293,29.02740478515625,32.79,21.83
2007-11-21,32.88,19.78,11.61,6.377,18.152814865112305,10.653132438659668,48.39,23.17,7.207529544830322,4.081519603729248,2.9662387371063232,15.236,1.201,3.140953540802002,7.123745441436768,17.454246520996094,41.43,11.056543350219728,9.873,17.008529663085938,3.402729034423828,667.3145141601562,16.1385555267334,18.82341957092285,42.840576171875,27.9,2.7580220699310303,8.456027030944824,5.176484107971191,,14.838892936706545,3.22927474975586,3.447,4.836316108703613,5.99,24.0,25.23,46.21,20.065629959106445,15.280898094177246,31.136199951171875,32.0099983215332,543.6077880859375,9.318564414978027,10.66,10.82612419128418,6.12,45.09,51.05,41.65,23.35,42.38,6.5,22.7,22.54752922058105,20.60855484008789,28.076086044311523,31.78,22.11
2007-11-22,32.32,20.03,11.58,6.356,18.229568481445312,11.072080612182615,48.89,22.67,7.332746982574463,4.032090663909912,3.004681348800659,15.278,1.177,3.191148281097412,7.041414260864258,17.230478286743164,41.95,10.803210258483888,9.797,16.602155685424805,3.47245717048645,651.5435180664062,16.098405838012695,18.54572486877441,43.505653381347656,26.6,2.726208209991455,8.38531494140625,5.191273212432861,,14.630967140197754,3.1623241901397705,3.431,4.693825721740723,5.79,23.35,25.11,46.1,20.21267318725586,15.362122535705566,30.98984909057617,,546.9359741210938,9.5078706741333,10.6,10.93385124206543,5.99,45.16,52.68,41.99,23.06,42.3,6.5,22.49,22.805315017700195,20.68274307250977,28.53954696655273,32.04,22.57
2007-11-23,32.96,20.03,12.08,6.446,18.38308906555176,11.076354026794434,48.39,22.89,7.3127121925354,4.180379867553711,2.968747854232788,15.769,1.181,3.1257433891296387,7.1628522872924805,17.230478286743164,42.13,10.691571235656738,9.678,16.881540298461914,3.542184591293335,674.5430297851562,16.091699600219727,18.745784759521484,45.60540390014648,26.7,2.753126621246338,8.486339569091797,5.5166521072387695,,14.504178047180176,3.345449447631836,3.423,4.765666961669922,5.9,23.35,24.53,45.85,20.223981857299805,15.51442813873291,31.685022354125977,32.400001525878906,551.9283447265625,9.42279052734375,10.58,11.097140312194824,6.02,46.01,53.35,40.97,22.62,41.54,6.49,22.94,23.200584411621094,20.93829345703125,28.56394386291504,32.32,21.54
