,AMBV4,ARCZ6,BBDC4,BBAS3,BRTP3,BRTP4,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,ITSA4,ITUB4,PETR3,PETR4,SBSP3,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNEP4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,USIM5,VALE3,VALE5
2002-11-14,6.84,4.47,0.806,1.4534767866134644,10.75,12.56,2161.212158203125,0.335,25.37,3.920242547988892,2.86,5.38,10.735097885131836,13.11,1.06,0.92,1.872672438621521,0.4701449573040008,1.4750065803527832,2.689178466796875,1.9779807329177856,1.9734876155853271,1.2589010000228882,26.05,1.86,16.86,9.7,2.45,10.07,11.68,20.32,24.81,7.762486934661865,7.95,2.21,0.8902896046638489,3.862189292907715,4.85
2002-11-18,6.96,4.51,0.82,1.4563270807266235,10.84,12.43,2076.195556640625,0.337,25.86,4.100582599639893,2.876,5.45,10.506509780883787,12.86,1.15,0.96,1.8846007585525515,0.4782046973705292,1.5113762617111206,2.771183490753174,1.9984660148620603,1.9724503755569456,1.2824121713638306,25.63,1.81,17.08,9.7,2.35,10.13,11.79,20.52,24.21,7.794827938079834,8.01,2.27,0.8919379711151123,4.004481792449951,5.02
2002-11-19,6.65,4.51,0.82,1.4306774139404297,10.91,12.32,2014.4464111328125,0.353,25.86,4.143519878387451,2.987,5.54,9.896949768066406,12.03,1.25,1.05,1.9084556102752688,0.4701449573040008,1.4901612997055054,2.731595516204834,1.989816665649414,1.9584523439407349,1.3101977109909058,24.86,1.8,17.08,9.63,2.4,10.47,12.04,20.15,23.46,7.924202919006348,7.93,2.24,0.8902896046638489,3.8825178146362314,4.92
2002-11-20,6.65,4.57,0.827,1.396478295326233,11.09,12.58,2049.347900390625,0.345,25.84,4.261600017547607,2.953,5.37,9.719157218933104,12.04,1.29,1.11,1.9084556102752688,0.4647721350193023,1.5103652477264404,2.7824950218200684,2.031243085861206,1.9234561920166016,1.297373652458191,25.48,1.8,16.93,9.52,2.56,10.53,12.41,20.41,22.79,8.056812286376953,7.9,2.27,0.9117218255996704,3.7410383224487305,4.8
2002-11-21,6.9,4.63,0.847,1.434952735900879,11.29,13.37,2043.083984375,0.346,25.86,4.27233362197876,3.03,5.37,9.95621109008789,12.4,1.34,1.17,1.9084556102752688,0.4674583673477173,1.5255205631256104,2.828303337097168,2.0808627605438232,1.8871653079986568,1.3443952798843384,26.13,1.8,17.23,10.1,2.49,10.64,12.48,20.73,23.54,8.247640609741211,8.23,2.28,0.951290726661682,3.935367345809937,4.98
2002-11-22,6.94,4.77,0.82,1.4563270807266235,11.34,13.3,2131.68017578125,0.339,25.98,4.358210563659668,3.098,5.36,9.99007511138916,12.4,1.69,1.4,1.9084556102752688,0.4782046973705292,1.4962224960327148,2.7994606494903564,2.057645320892334,1.8697969913482664,1.3101977109909058,26.31,1.8,18.15,10.77,2.52,10.72,12.49,20.64,23.63,8.247640609741211,8.32,2.34,0.9776694178581238,3.902844190597534,4.88
2002-11-25,7.15,4.7,0.827,1.4249770641326904,11.34,13.19,2074.4052734375,0.33,26.27,4.293803215026856,3.013,5.33,10.032405853271484,12.3,1.47,1.22,1.8965272903442385,0.4701449573040008,1.4952116012573242,2.701620817184448,2.007570505142212,1.823395848274231,1.2674508094787598,25.7,1.87,17.59,11.18,2.63,10.53,12.45,20.41,23.71,8.15707778930664,8.16,2.28,1.0073457956314087,3.862189292907715,4.82
2002-11-26,7.05,4.59,0.84,1.3950526714324951,11.11,12.83,2067.24658203125,0.319,25.77,4.2508649826049805,3.013,5.16,10.244060516357422,12.65,1.37,1.15,1.8846007585525515,0.4782046973705292,1.4928882122039795,2.638279914855957,1.9747942686080933,1.8179515600204468,1.290961503982544,25.96,1.78,17.23,11.39,2.49,10.29,12.33,20.07,23.04,8.409356117248535,8.04,2.2,1.0056971311569214,3.8825178146362314,4.82
2002-11-27,7.06,4.59,0.84,1.4178528785705566,11.07,12.83,2128.995361328125,0.334,25.86,4.293803215026856,3.004,5.04,10.159401893615724,12.61,1.47,1.19,1.8607441186904907,0.4782046973705292,1.5133967399597168,2.6281001567840576,1.9643234014511108,1.828061580657959,1.2824121713638306,26.0,1.76,17.4,11.39,2.49,10.42,12.37,20.15,23.63,8.296154022216797,8.13,2.14,1.010643720626831,3.915040969848633,4.9
2002-11-28,7.01,4.51,0.827,1.4064525365829468,11.07,12.67,2111.09716796875,0.339,25.62,4.2508649826049805,3.03,5.12,10.244060516357422,12.85,1.47,1.22,1.8846007585525515,0.4728313684463501,1.485210657119751,2.6190505027771,1.966599941253662,1.884831786155701,1.331571340560913,26.17,1.76,17.32,11.77,2.51,10.55,12.35,20.15,23.46,8.312329292297363,8.08,2.2,0.9892102479934692,3.915040969848633,4.9
2002-11-29,7.15,4.8,0.854,1.443502426147461,12.0,13.44,2125.415771484375,0.345,25.93,4.2895097732543945,3.03,5.12,10.506509780883787,13.18,1.5,1.26,1.93231201171875,0.4755179584026336,1.5457261800765991,2.7146291732788086,2.007570505142212,1.9125688076019287,1.3828678131103516,27.24,1.8,18.0,11.68,2.59,11.17,12.85,20.77,23.88,8.085920333862305,8.04,2.32,1.0073457956314087,4.065463066101074,5.07
2002-12-02,7.05,4.66,0.875,1.4321026802062988,11.73,13.68,2147.7880859375,0.333,25.93,4.371090888977051,3.081,5.37,10.811296463012695,13.38,1.56,1.33,1.9442397356033323,0.4916371703147888,1.5811870098114014,2.7655274868011475,2.034883975982666,1.9125688076019287,1.3679062128067017,28.0,1.8,17.61,11.95,2.63,11.22,13.19,21.32,24.21,8.005060195922852,8.32,2.34,1.0254815816879272,4.126445293426514,5.13
2002-12-03,6.88,4.78,0.875,1.4150032997131348,11.73,13.52,2103.042236328125,0.325,25.36,4.36894416809082,3.081,5.5,10.62503719329834,13.19,1.66,1.45,1.9442397356033323,0.4835776388645172,1.5736085176467896,2.771183490753174,2.053093910217285,1.8433555364608765,1.3914176225662231,27.46,1.8,17.78,11.62,2.71,11.19,13.13,21.09,24.14,7.652517318725586,8.16,2.31,1.013940691947937,4.182547092437744,5.2
2002-12-04,6.86,4.94,0.854,1.386502981185913,11.58,13.12,2067.24658203125,0.321,25.27,4.379679203033447,3.064,5.72,10.752032279968262,13.48,1.69,1.49,1.9084556102752688,0.4835776388645172,1.5507750511169434,2.7655274868011475,2.043989419937134,1.83635687828064,1.4085160493850708,27.24,1.8,17.69,11.62,2.61,11.15,13.12,21.06,23.79,7.924202919006348,8.04,2.31,1.0155891180038452,4.126445293426514,5.23
2002-12-05,6.88,5.02,0.847,1.358003854751587,11.73,12.65,2013.5516357421875,0.325,24.94,4.347476482391357,3.004,5.4,10.735097885131836,13.54,1.64,1.43,1.8965272903442385,0.4674583673477173,1.5124868154525757,2.7146291732788086,2.021228075027466,1.7904738187789917,1.4298899173736572,26.62,1.77,18.15,11.13,2.63,10.73,12.68,20.32,23.3,7.636346340179443,7.79,2.27,0.9644803404808044,4.187020301818848,5.26
2002-12-06,6.91,5.05,0.854,1.3879272937774658,11.49,12.92,2093.198974609375,0.333,25.14,4.315272331237793,3.064,5.54,10.752032279968262,13.48,1.73,1.5,1.8846007585525515,0.4782046973705292,1.5457261800765991,2.756479024887085,2.025324583053589,1.820284724235535,1.438439130783081,26.7,1.8,18.03,11.07,2.69,10.73,12.73,20.35,23.79,7.636346340179443,7.97,2.27,0.9892102479934692,4.236212730407715,5.31
2002-12-09,6.91,4.84,0.813,1.328079104423523,11.17,12.47,2030.554931640625,0.326,25.02,4.143519878387451,2.928,5.23,10.421853065490724,13.15,1.77,1.55,1.872672438621521,0.4647721350193023,1.5144065618515017,2.7383816242218018,1.9975552558898928,1.7697361707687378,1.4213404655456543,27.05,1.8,17.8,10.66,2.59,10.38,12.49,19.8,22.62,7.668688297271728,7.61,2.26,0.9529392123222352,4.240684509277344,5.39
2002-12-10,6.95,4.98,0.813,1.3665529489517212,11.27,12.47,2049.347900390625,0.32,24.65,4.132785320281982,2.911,4.87,10.591174125671388,13.4,1.72,1.47,1.8965272903442385,0.4674583673477173,1.5305718183517456,2.7089731693267822,2.003017902374268,1.7741423845291138,1.4170653820037842,27.7,1.79,17.78,10.88,2.68,10.39,12.4,20.11,22.79,7.723670482635498,7.58,2.27,0.9710747003555298,4.370372295379639,5.5
2002-12-11,7.01,4.88,0.854,1.4392282962799072,11.57,12.75,2076.195556640625,0.326,25.02,4.27233362197876,3.064,4.99,10.667370796203612,13.43,1.66,1.45,1.956167697906494,0.4916371703147888,1.6063425540924072,2.7824950218200684,2.0257797241210938,1.785807490348816,1.4363023042678833,28.49,1.8,17.78,11.51,2.68,10.64,12.71,20.96,23.63,8.05357551574707,7.93,2.28,1.0056971311569214,4.431354999542236,5.55
2002-12-12,7.11,4.95,0.847,1.405028223991394,11.25,12.65,2053.822998046875,0.342,25.02,4.366796970367432,3.03,4.94,10.667370796203612,13.38,1.58,1.42,1.9680949449539185,0.4889504909515381,1.5962395668029783,2.8254761695861816,2.057645320892334,1.8386895656585691,1.446988582611084,28.39,1.69,17.78,11.92,2.65,10.7,12.65,20.11,24.38,7.798061370849609,7.85,2.31,0.9892102479934692,4.42322301864624,5.54
2002-12-13,7.08,4.84,0.847,1.4235527515411377,11.25,12.67,2120.94140625,0.345,24.87,4.3560638427734375,3.106,5.31,10.481111526489258,13.33,1.62,1.38,1.956167697906494,0.4862642288208008,1.5559296607971191,2.808509588241577,2.048541784286499,1.8353201150894165,1.4683622121810913,28.47,1.76,17.78,11.68,2.52,10.52,12.6,20.15,23.46,7.85951566696167,8.06,2.27,0.9974536299705504,4.329717636108398,5.37
2002-12-16,7.02,4.95,0.875,1.4178528785705566,11.65,12.94,2170.161376953125,0.352,25.12,4.568606376647949,3.234,5.67,10.752032279968262,13.33,1.7,1.48,1.956167697906494,0.4862642288208008,1.5761351585388184,2.8277382850646973,2.043989419937134,1.8433555364608765,1.4982854127883911,29.04,1.77,18.0,11.68,2.59,10.95,13.1,21.26,23.21,8.082684516906738,8.1,2.21,0.9710747003555298,4.203688144683838,5.28
2002-12-17,7.14,4.93,0.882,1.3480290174484253,11.41,13.04,2222.06640625,0.355,25.02,4.637307167053223,3.353,5.61,10.616575241088867,13.38,1.67,1.5,2.039663553237915,0.4835776388645172,1.586137294769287,2.822082996368408,2.057645320892334,1.875759243965149,1.4534006118774414,29.94,1.76,17.69,11.92,2.59,11.11,13.2,21.61,23.54,7.794827938079834,8.08,2.27,1.0089951753616333,4.187426090240479,5.37
2002-12-18,7.01,4.98,0.908,1.4178528785705566,12.04,13.19,2236.384521484375,0.38,25.44,5.0022807121276855,3.515,5.59,10.328722953796388,13.15,1.75,1.56,2.0158066749572754,0.4970100522041321,1.616446018218994,2.8277382850646973,2.053548812866211,1.9263083934783936,1.4298899173736572,30.61,1.76,18.0,12.01,2.6,11.32,13.06,21.95,23.46,7.975955963134766,8.6,2.28,0.9958052039146424,4.106117248535156,5.2
2002-12-19,6.85,4.98,0.977,1.3979039192199707,12.05,13.37,2273.970947265625,0.402,25.53,5.219118118286133,3.762,5.64,10.379523277282717,13.35,1.82,1.62,2.0038788318634038,0.5023833513259888,1.702319622039795,2.980436325073242,2.162349939346313,1.981523513793945,1.4213404655456543,29.22,1.76,18.0,11.68,2.57,11.22,13.18,21.98,23.97,7.730139255523682,9.22,2.27,0.9991023540496826,4.069528102874756,5.18
2002-12-20,6.99,4.98,0.991,1.4264030456542969,12.04,14.03,2461.00732421875,0.457,26.27,5.302846908569336,3.821,5.82,10.455716133117676,13.33,1.89,1.76,2.0038788318634038,0.5131297707557678,1.739598274230957,3.1218223571777344,2.216977119445801,2.034664392471313,1.4256150722503662,28.16,1.77,17.85,11.92,2.57,11.35,13.48,21.61,24.55,7.827171325683594,9.13,2.32,1.0370217561721802,4.045134544372559,5.17
2002-12-23,6.98,5.06,0.977,1.4021780490875244,11.73,13.59,2407.31298828125,0.433,26.18,5.152564525604248,3.736,5.9,10.472648620605469,13.23,1.99,1.9,1.9442397356033323,0.4996969699859619,1.7174736261367798,3.065268516540528,2.219708204269409,2.01055645942688,1.3785934448242188,29.54,1.77,17.95,12.07,2.58,11.41,13.45,21.36,24.21,7.924202919006348,9.13,2.28,1.0666979551315308,4.069934368133545,5.26
2002-12-26,7.0,5.06,0.963,1.396478295326233,11.38,13.15,2335.72021484375,0.435,26.03,5.066688060760498,3.643,5.88,10.464180946350098,13.61,1.82,1.71,1.9680949449539185,0.4943237900733948,1.6977728605270386,2.9974024295806885,2.180558204650879,2.0095202922821045,1.4192025661468506,30.69,1.75,18.15,12.25,2.6,11.35,13.31,20.95,24.63,7.374362468719482,8.87,2.28,1.071644306182861,4.146772384643555,5.39
2002-12-27,6.95,5.06,0.977,1.3822283744812012,11.34,13.08,2299.92333984375,0.426,26.71,5.0452189445495605,3.685,5.75,10.413387298583984,13.7,1.81,1.69,1.991951823234558,0.4916371703147888,1.70484459400177,2.9408481121063232,2.123654842376709,2.032590866088867,1.4256150722503662,30.69,1.74,17.75,12.25,2.57,11.22,13.12,20.96,24.47,7.280564785003662,8.9,2.28,1.0897796154022217,4.146772384643555,5.3
2002-12-30,7.02,5.25,0.997,1.396478295326233,11.38,13.27,2367.04150390625,0.441,26.04,5.066688060760498,3.685,5.7,10.836691856384276,13.79,1.74,1.61,2.063517808914185,0.5050697326660156,1.732627511024475,2.986092090606689,2.1122734546661377,2.119950294494629,1.4576749801635742,30.69,1.76,18.15,11.86,2.55,11.19,13.1,21.59,23.79,7.342015743255615,8.87,2.28,1.0815365314483645,4.183361053466797,5.29
2003-01-02,7.09,5.31,1.011,1.4021780490875244,11.62,13.27,2389.414794921875,0.435,27.49,5.152564525604248,3.736,6.06,10.582704544067385,13.84,1.95,1.84,1.9800225496292116,0.5050697326660156,1.6972676515579224,2.9719529151916504,2.144140720367432,2.1430211067199707,1.479048728942871,32.27,1.78,18.91,12.66,2.57,11.67,13.71,22.87,24.72,7.503734111785889,9.52,2.41,1.1392403841018677,4.146772384643555,5.26
2003-01-03,7.05,5.21,1.018,1.4007525444030762,11.38,13.35,2312.4521484375,0.424,28.28,5.0452189445495605,3.626,6.02,10.438782691955566,13.39,1.98,1.93,1.9442397356033323,0.518502414226532,1.7199991941452026,2.9453718662261963,2.135035276412964,2.152093410491944,1.446988582611084,32.24,1.77,18.52,12.4,2.67,11.87,13.83,23.29,24.89,7.439043998718262,9.68,2.46,1.1293485164642334,4.010985851287842,5.22
2003-01-06,6.98,5.09,1.045,1.4107279777526855,12.09,13.83,2353.6181640625,0.433,30.53,5.109626770019531,3.702,6.6,10.371053695678713,13.23,2.18,2.11,1.9680949449539185,0.529248833656311,1.7811219692230225,3.0765788555145264,2.2351861000061035,2.2467117309570312,1.459812879562378,31.0,1.77,18.67,13.63,2.72,12.48,14.22,24.66,25.73,7.63311243057251,10.52,2.46,1.1936469078063965,3.984153270721436,5.09
2003-01-07,6.75,4.84,1.045,1.4178528785705566,12.31,13.83,2281.130615234375,0.424,30.04,4.978665351867676,3.6,6.53,10.193265914916992,13.05,2.17,2.05,1.9084556102752688,0.5211893320083618,1.737679958343506,3.0143685340881348,2.184201002120972,2.258117437362671,1.4683622121810913,29.59,1.76,17.85,14.02,2.67,12.27,14.12,24.21,25.47,7.536079883575439,10.23,2.46,1.1985933780670166,3.87479305267334,4.96
2003-01-08,6.9,4.82,1.045,1.422127366065979,12.07,13.77,2282.025390625,0.424,29.52,4.959342956542969,3.592,6.85,10.159401893615724,13.3,2.11,1.97,1.93231201171875,0.518502414226532,1.7073705196380615,3.000795841217041,2.194216251373291,2.324997663497925,1.487598180770874,29.54,1.76,18.0,13.61,2.64,12.12,13.97,24.02,24.97,7.439043998718262,9.82,2.46,1.1788086891174316,3.862189292907715,5.02
2003-01-09,7.08,4.94,1.039,1.4762767553329468,11.9,13.77,2353.6181640625,0.437,30.53,4.959342956542969,3.617,7.32,10.117072105407717,13.1,2.02,1.96,1.9203829765319824,0.5265623927116394,1.7174736261367798,3.1670663356781006,2.2848060131073,2.3504021167755127,1.5431692600250244,30.26,1.76,18.23,13.51,2.66,12.44,14.21,23.53,25.8,7.422872543334961,9.77,2.46,1.1755117177963257,3.8865816593170166,5.04
2003-01-10,6.9,4.98,1.073,1.5247257947921753,12.22,14.11,2496.803955078125,0.449,30.53,5.324316024780273,3.889,7.4,10.07473850250244,12.81,2.13,2.01,1.9084556102752688,0.5346218347549438,1.7265655994415283,3.2796108722686768,2.3904197216033936,2.30426025390625,1.588053584098816,30.94,1.76,18.75,13.59,2.75,12.97,14.85,23.92,26.48,7.439043998718262,9.93,2.53,1.182106614112854,3.780880928039551,4.9
2003-01-13,6.75,5.06,1.066,1.4962266683578491,12.06,14.41,2550.499267578125,0.437,29.43,5.0022807121276855,3.762,6.88,9.922348976135254,12.51,2.02,1.9,1.8846007585525515,0.5319353342056274,1.723535180091858,3.251899003982544,2.3854124546051025,2.27185606956482,1.536756992340088,30.63,1.76,19.21,13.44,2.71,13.06,14.92,24.02,24.97,7.503734111785889,9.87,2.5,1.190349817276001,3.748357057571411,4.79
2003-01-14,6.68,5.06,1.066,1.4976507425308228,12.21,14.56,2554.972900390625,0.435,30.36,5.152564525604248,3.889,7.31,9.736089706420898,12.5,2.08,1.96,1.9203829765319824,0.5319353342056274,1.7104004621505735,3.2914879322052,2.3922410011291504,2.301927089691162,1.5239335298538208,29.6,1.76,19.24,13.39,2.75,13.12,14.88,24.21,25.13,7.503734111785889,9.8,2.49,1.1689168214797974,3.7650256156921382,4.77
2003-01-15,6.76,5.13,1.045,1.4420777559280396,12.33,14.53,2487.855224609375,0.423,30.36,5.064541339874268,3.796,7.26,9.56676959991455,12.45,1.98,1.85,1.93231201171875,0.518502414226532,1.6892858743667605,3.3084540367126465,2.3744871616363525,2.223640203475952,1.5217958688735962,29.21,1.77,19.36,13.11,2.68,13.06,14.65,23.98,24.21,7.439043998718262,9.22,2.42,1.1804577112197876,3.7812864780426025,4.84
2003-01-16,6.62,5.17,1.052,1.4677268266677856,12.22,14.3,2487.855224609375,0.417,31.21,4.830528259277344,3.736,7.58,9.56676959991455,12.49,2.06,1.86,1.9203829765319824,0.5211893320083618,1.7457613945007324,3.2858316898345947,2.3899645805358887,2.228306531906128,1.5111088752746582,29.5,1.76,19.42,12.69,2.78,12.9,14.73,24.45,25.13,7.471389770507812,8.44,2.46,1.1870527267456057,3.748762845993042,4.82
2003-01-17,6.52,5.23,1.045,1.4463521242141724,11.69,13.74,2478.90576171875,0.413,30.12,4.645895004272461,3.592,7.39,9.72762680053711,12.48,2.13,1.83,1.9442397356033323,0.5077565908432007,1.7124210596084597,3.124650239944458,2.3034706115722656,2.235046625137329,1.5025596618652344,28.9,1.76,18.75,11.86,2.68,12.65,14.53,23.54,24.38,7.439043998718262,7.79,2.41,1.145835280418396,3.7605526447296143,4.84
2003-01-20,6.68,5.33,1.025,1.4962266683578491,11.72,13.66,2461.00732421875,0.415,30.08,4.551431179046631,3.549,7.26,9.659897804260254,12.48,2.06,1.81,1.9442397356033323,0.5050697326660156,1.666958570480347,3.110512018203736,2.285261631011963,2.1798312664031982,1.5196586847305298,28.58,1.77,19.05,12.48,2.67,12.72,14.63,23.27,23.79,7.536079883575439,8.32,2.35,1.1309973001480105,3.7524220943450928,4.84
2003-01-21,6.46,5.38,1.025,1.4620273113250732,11.27,13.49,2380.466064453125,0.397,29.61,4.43764591217041,3.472,6.87,9.659897804260254,12.71,1.95,1.71,1.9084556102752688,0.4996969699859619,1.6265498399734497,3.065268516540528,2.26750922203064,2.063438892364502,1.5666801929473877,28.16,1.76,18.81,12.37,2.66,12.33,14.17,22.47,23.46,7.471389770507812,8.29,2.32,1.1540786027908323,3.821535110473633,4.94
2003-01-22,6.2,5.23,0.977,1.4264030456542969,10.75,12.65,2321.401123046875,0.398,29.01,4.28092098236084,3.302,6.7,9.778422355651855,13.0,1.89,1.66,1.93231201171875,0.4862642288208008,1.555828094482422,2.9521586894989014,2.146416425704956,2.0784738063812256,1.5624058246612549,28.09,1.76,18.86,12.55,2.55,12.02,13.79,22.27,23.79,7.600767135620117,8.21,2.27,1.2018909454345703,3.86300277709961,4.98
2003-01-23,6.15,5.31,0.977,1.3979039192199707,10.88,12.73,2419.84130859375,0.406,29.7,4.403295040130615,3.362,6.39,9.888482093811035,12.73,1.9,1.67,1.8965272903442385,0.4996969699859619,1.540472149848938,2.9572482109069824,2.158707618713379,2.108284950256348,1.545306921005249,28.32,1.77,18.98,12.57,2.52,11.91,13.76,22.55,23.46,7.439043998718262,8.18,2.2,1.2562974691390991,3.7544548511505127,4.81
2003-01-24,6.21,5.29,0.943,1.3537285327911377,10.61,12.26,2380.466064453125,0.381,28.46,4.124197006225586,3.166,6.17,9.651429176330566,12.5,1.82,1.57,1.8488168716430664,0.4862642288208008,1.5406742095947266,2.810771942138672,2.053548812866211,2.0712153911590576,1.5239335298538208,27.91,1.76,18.71,11.9,2.4,11.58,13.37,21.47,21.79,7.4067063331604,7.69,2.16,1.2200260162353516,3.821535110473633,4.88
2003-01-27,6.21,5.25,0.929,1.3252288103103638,10.57,12.43,2264.127197265625,0.368,27.15,4.031880855560303,3.149,5.82,9.465173721313477,12.26,1.61,1.38,1.7772501707077026,0.4889504909515381,1.5255205631256104,2.8056814670562744,2.059922456741333,1.970117449760437,1.5217958688735962,27.3,1.77,17.9,11.39,2.33,11.32,13.18,20.91,21.2,7.115612030029297,7.38,2.09,1.1788086891174316,3.797142267227173,4.81
2003-01-28,6.27,5.38,0.929,1.3252288103103638,10.71,12.24,2230.120361328125,0.371,27.23,3.907361030578613,3.03,5.75,9.143460273742676,12.02,1.6,1.39,1.7653217315673828,0.4755179584026336,1.5356239080429075,2.813599109649658,2.0326080322265625,1.9607850313186648,1.5666801929473877,27.79,1.76,18.52,11.95,2.42,11.39,13.17,20.95,20.78,7.115612030029297,7.74,2.13,1.190349817276001,3.803240776062012,4.79
2003-01-29,6.49,5.31,0.943,1.4093023538589478,10.91,12.65,2264.127197265625,0.383,27.73,4.229395389556885,3.217,5.69,9.312783241271973,12.12,1.7,1.49,1.8011051416397097,0.4916371703147888,1.5851266384124756,2.9351916313171387,2.13958740234375,1.9473055601119995,1.5816417932510376,28.87,1.77,18.37,12.25,2.56,11.81,13.57,21.62,20.36,7.274092197418213,8.01,2.1,1.2348644733428955,3.808931827545166,4.88
2003-01-30,6.39,5.27,0.929,1.3423291444778442,10.6,12.48,2214.9072265625,0.373,27.57,4.1843109130859375,3.115,5.7,9.52443504333496,12.36,1.72,1.54,1.836889624595642,0.4782046973705292,1.5559296607971191,2.929537057876587,2.1568868160247803,1.9242340326309204,1.5816417932510376,28.33,1.77,18.45,11.71,2.56,11.45,13.37,21.23,20.61,7.115612030029297,7.82,2.14,1.2035391330718994,3.837796926498413,4.88
2003-01-31,6.56,5.25,0.943,1.3708279132843018,11.0,12.99,2241.75439453125,0.38,28.54,4.164989471435547,3.208,6.26,9.439778327941896,12.3,1.79,1.55,1.8965272903442385,0.4970100522041321,1.560982346534729,2.929537057876587,2.1628048419952397,1.9797089099884035,1.6457626819610596,29.95,1.76,18.47,12.59,2.51,11.83,13.61,21.37,20.95,7.270858287811279,8.0,2.14,1.2200260162353516,3.935367345809937,5.0
2003-02-03,6.57,5.33,0.977,1.3622784614562988,10.75,12.67,2273.075927734375,0.376,28.67,4.1521077156066895,3.166,6.15,9.245052337646484,11.98,1.75,1.46,1.8846007585525515,0.4916371703147888,1.6113934516906738,2.974780321121216,2.182835102081299,1.970117449760437,1.6714104413986206,30.34,1.76,19.27,12.48,2.41,11.71,13.57,21.05,21.37,7.2773284912109375,7.87,2.09,1.190349817276001,3.958134174346924,5.07
2003-02-04,6.5,5.46,0.977,1.3266541957855225,10.63,12.24,2237.27978515625,0.354,27.81,4.014706134796143,3.064,5.82,8.931806564331055,11.82,1.62,1.33,1.82496190071106,0.4943237900733948,1.6084641218185425,2.9125709533691406,2.135035276412964,1.8697969913482664,1.652174472808838,29.82,1.76,19.21,11.77,2.26,11.27,13.02,20.27,20.78,7.099437713623047,7.5,1.96,1.1722147464752195,4.036191940307617,5.2
2003-02-05,6.53,5.62,0.95,1.3109791278839111,10.75,12.26,2201.483154296875,0.345,27.73,3.993237018585205,3.081,5.64,8.889472961425781,11.74,1.66,1.38,1.8607441186904907,0.4970100522041321,1.6043226718902588,2.9187917709350586,2.1327598094940186,1.9193096160888672,1.7483551502227783,29.99,1.78,19.94,11.64,2.15,11.32,12.98,20.08,20.78,7.083268165588379,7.58,1.9,1.173863172531128,4.138641834259033,5.33
2003-02-06,6.45,5.59,0.943,1.3109791278839111,10.49,12.5,2291.869384765625,0.355,27.99,3.991089820861816,3.149,5.39,8.804813385009766,11.79,1.65,1.36,1.872672438621521,0.4970100522041321,1.5810855627059937,2.813599109649658,2.0690269470214844,1.9009040594100952,1.7675917148590088,30.74,1.76,20.42,11.92,2.25,11.09,12.83,20.08,20.7,7.115612030029297,7.65,1.96,1.2002419233322144,4.187426090240479,5.4
2003-02-07,6.34,5.58,0.929,1.3010051250457764,10.66,12.62,2290.974365234375,0.339,27.81,4.0254411697387695,3.064,5.16,8.593156814575195,11.09,1.54,1.28,1.8130335807800293,0.4970100522041321,1.5608799457550049,2.788148880004883,2.048541784286499,1.8871653079986568,1.7376688718795776,31.15,1.76,20.04,11.59,2.2,10.84,12.63,19.71,19.86,7.180298328399658,7.43,1.92,1.1788086891174316,4.147179126739502,5.33
2003-02-10,6.24,5.46,0.915,1.339479684829712,11.02,12.74,2290.974365234375,0.339,27.49,4.010412216186523,3.064,5.12,8.466163635253906,11.23,1.49,1.32,1.8011051416397097,0.5131297707557678,1.5810855627059937,2.895603895187378,2.13958740234375,1.9330487251281736,1.7697293758392334,32.42,1.79,20.12,11.25,2.2,11.06,12.71,19.65,20.03,7.180298328399658,7.24,1.95,1.1985933780670166,4.1544952392578125,5.33
2003-02-11,6.24,5.41,0.929,1.3993278741836548,11.07,12.75,2210.43212890625,0.341,27.57,3.928830146789551,2.945,4.99,8.415366172790527,10.93,1.51,1.35,1.7891777753829956,0.5158159136772156,1.5962395668029783,2.867326498031616,2.1122734546661377,1.9631181955337524,1.84667444229126,33.85,1.79,19.74,11.18,2.26,10.97,12.84,19.65,19.94,7.309670925140381,7.15,2.02,1.2546486854553225,4.269142150878906,5.45
2003-02-12,6.23,5.48,0.929,1.3722535371780396,10.49,12.68,2175.53076171875,0.339,27.49,3.8901853561401367,2.97,4.95,8.21218204498291,11.19,1.51,1.33,1.8846007585525515,0.5077565908432007,1.616446018218994,2.917660713195801,2.1327598094940186,2.0507373809814453,1.8188881874084477,35.16,1.81,19.97,10.88,2.28,11.06,12.76,19.72,19.78,7.600767135620117,7.22,2.02,1.2579457759857178,4.195963382720947,5.34
2003-02-13,6.29,5.54,0.929,1.320954442024231,10.57,12.16,2076.195556640625,0.335,27.15,3.6110880374908447,2.808,4.79,7.365562915802002,9.84,1.43,1.22,1.872672438621521,0.4862642288208008,1.5911871194839478,2.8390491008758545,2.103169202804565,1.9346034526824951,1.729118585586548,34.64,1.81,19.94,10.17,2.2,10.39,12.15,18.97,18.85,7.503734111785889,6.7,1.92,1.1870527267456057,4.095953464508057,5.25
2003-02-14,6.33,5.33,0.95,1.3266541957855225,10.34,12.13,2094.09375,0.333,26.71,3.600353956222534,2.843,4.83,7.0523176193237305,9.26,1.42,1.22,1.8846007585525515,0.4835776388645172,1.5659315586090088,2.828303337097168,2.088146686553955,1.9400473833084104,1.7077456712722778,33.99,1.81,19.57,10.17,2.18,10.49,12.18,19.03,19.69,7.439043998718262,6.61,1.96,1.1837549209594729,4.01667594909668,5.17
