Date,ABEV3,AZUL4,B3SA3,BBSE3,BRML3,BBDC3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BPAC11,CRFB3,CCRO3,CMIG4,HGTX3,CIEL3,COGN3,CSAN3,CVCB3,CYRE3,ECOR3,ELET3,ELET6,EMBR3,ENBR3,EGIE3,EQTL3,FLRY3,GGBR4,GOAU4,GOLL4,NTCO3,HAPV3,HYPE3,IGTA3,GNDI3,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,RENT3,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,PCAR4,PETR3,PETR4,VBBR3,QUAL3,RADL3,RAIL3,SBSP3,SANB11,CSNA3,SMLS3,SULA11,SUZB3,TAEE11,VIVT4,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VIIA3,WEGE3,YDUQ3
2020-03-11,12.831494331359863,30.25,12.558176040649414,24.016576766967773,12.409499168395996,15.023892402648926,17.351,17.284582138061523,30.896564483642575,17.744314193725586,18.5,10.63322639465332,18.776498794555664,13.32624053955078,5.787510395050049,18.579,5.342699527740479,7.550000190734863,13.555068969726562,18.103294372558597,20.68810272216797,13.25,23.6953067779541,26.25,14.220000267028809,15.841686248779297,37.50843048095703,19.743558883666992,23.999759674072266,10.550545692443848,4.491030693054199,15.649999618530272,35.68563461303711,8.933509826660156,31.56155776977539,40.314,48.721,11.216779708862305,8.944676399230957,24.53584098815918,16.034021377563477,17.085460662841797,37.73613357543945,8.886,44.35559844970703,10.505595207214355,6.867254257202148,14.29397678375244,24.371152877807617,,8.867295265197754,8.60413932800293,19.36358070373535,25.98624992370605,22.455230712890625,17.101293563842773,47.40875625610352,26.36944961547852,7.498625755310059,21.962,35.389522552490234,34.51963424682617,22.080352783203125,51.818,14.221580505371094,19.14166641235352,15.60057258605957,5.64202356338501,30.43375015258789,11.0,18.97713851928711,40.60644912719727
2020-03-12,10.806451797485352,20.299999237060547,10.887685775756836,21.79473876953125,11.236165046691896,13.109148979187012,15.025,15.576428413391112,26.81354713439941,13.461204528808594,15.25,7.77678918838501,16.535078048706055,11.210664749145508,4.669642448425293,14.608,4.211304664611816,5.980000019073486,11.05592441558838,12.83414363861084,15.588440895080566,10.789999961853027,19.37444496154785,21.177,10.460000038146973,13.818982124328612,36.32361602783203,17.60313606262207,20.885284423828125,8.812907218933105,3.535652637481689,9.970000267028809,28.33186912536621,7.7361531257629395,28.17866325378418,34.652,41.164,8.081379890441895,7.972799301147461,22.12632751464844,14.150151252746582,14.832430839538574,31.963356018066406,7.281,40.70089340209961,8.2913236618042,5.490810871124268,11.413443565368652,21.05847930908203,,6.998499870300293,6.839883327484131,16.40229034423828,22.122089385986328,19.573150634765625,14.274385452270508,40.21764755249024,22.81642723083496,6.152238368988037,18.707,30.063920974731445,28.951324462890625,20.75924301147461,47.125,12.12004852294922,16.71227264404297,12.287673950195312,4.860820770263672,26.40728759765625,8.5,15.975651741027832,35.09317779541016
2020-03-13,11.851634979248049,24.709999084472656,12.065292358398438,23.00507926940918,11.8626070022583,15.24955940246582,17.559,18.41936492919922,31.30963897705078,16.128971099853516,16.489999771118164,9.946054458618164,17.747648239135742,13.69457721710205,5.335281848907471,16.165,5.091277599334717,6.670000076293945,12.632412910461426,14.443116188049316,17.921173095703125,13.130000114440918,22.92751693725586,24.616,11.68000030517578,15.306265830993652,39.92779541015625,18.728702545166016,21.61810302734375,10.351007461547852,4.265351295471191,11.170000076293944,32.79381561279297,8.6594877243042,30.29184341430664,36.546,45.937,8.832108497619629,8.772661209106445,24.573352813720703,17.630664825439453,15.170385360717772,34.869117736816406,8.812,44.0635986328125,10.242223739624023,6.874734401702881,12.654428482055664,22.381671905517575,,8.591039657592773,8.359856605529785,17.622648239135742,23.41914939880371,20.500656127929688,17.430932998657227,47.23977279663086,25.658843994140625,7.433175563812256,19.609,33.0703125,30.742528915405277,21.404956817626957,50.817,12.97153091430664,18.796009063720703,15.160724639892578,5.659383773803711,32.04732131958008,9.710000038146973,16.716341018676758,32.98375701904297
2020-03-16,10.293192863464355,15.600000381469728,10.120326042175291,20.81782341003418,9.903735160827637,13.061281204223633,15.053,16.34091567993164,26.084217071533203,13.852803230285645,13.25,8.451990127563477,16.167631149291992,11.23899745941162,4.735697746276856,13.615,4.489663124084473,5.289999961853027,11.217673301696776,9.785564422607422,14.524240493774414,10.84000015258789,19.202919006347656,20.93,10.0,13.725496292114258,36.08333587646485,17.123382568359375,18.320425033569336,8.887733459472656,3.7914228439331055,8.039999961853027,24.843799591064453,7.346963405609131,25.6845760345459,28.606,40.518,7.728096008300781,7.826592445373535,22.313840866088867,15.113204002380373,12.861031532287598,26.70211601257324,7.178,34.75730895996094,8.308394432067871,5.670346260070801,11.531198501586914,17.37042808532715,,7.112254619598389,7.1058783531188965,15.181933403015137,19.816205978393555,18.54997062683105,14.54409122467041,44.5923957824707,22.593826293945312,6.731933116912842,14.079,27.272266387939453,27.617656707763672,19.898292541503903,48.451,11.739599227905272,16.148136138916016,11.922693252563477,5.103861331939697,29.163801193237305,7.559999942779541,13.269474983215332,24.680286407470703
2020-03-17,10.909103393554688,15.229999542236328,10.489248275756836,23.05694961547852,10.450628280639648,13.895560264587402,16.26,17.433895111083984,27.34552955627441,13.934386253356934,14.25,8.38016128540039,18.18858337402344,11.38066577911377,5.040571212768555,14.773,4.902712345123291,5.909999847412109,11.857836723327637,9.362150192260742,14.345454216003418,11.369999885559082,19.807350158691406,21.671,10.479999542236328,14.362902641296388,38.79268646240234,18.2581787109375,19.33720970153809,8.99581527709961,3.7914228439331055,7.78000020980835,27.666053771972656,7.462131023406982,28.28750228881836,30.312,41.363,7.81641674041748,8.2050199508667,23.62641716003418,15.738346099853516,13.405512809753418,26.896312713623047,7.552,36.30207443237305,8.674187660217285,5.909728527069092,11.64895725250244,18.299480438232425,,7.085169315338135,7.057022571563721,15.57449436187744,21.00517845153809,20.162845611572266,16.58186149597168,43.1748275756836,23.6297664642334,7.246177673339844,12.989,26.267274856567383,27.25746726989746,20.440099716186523,52.085,12.80848217010498,16.51335906982422,13.101861000061035,5.069141387939453,31.008953094482425,7.039999961853027,13.88429355621338,25.52405548095703
2020-03-18,10.442503929138184,10.350000381469728,9.68056869506836,23.21256446838379,7.954807281494141,12.774067878723145,14.365,16.657461166381836,22.83227157592773,10.524213790893556,13.010000228881836,7.661860942840576,18.546846389770508,10.08676528930664,4.664560317993164,12.301,4.57047700881958,4.75,10.479549407958984,6.106567859649658,11.382713317871094,9.800000190734863,15.943894386291504,18.181,9.029999732971191,13.05409336090088,36.36503601074219,16.606731414794922,16.61662483215332,7.906672954559326,3.249791383743286,5.599999904632568,25.04254913330078,6.29853105545044,26.51896476745605,26.603,33.309,6.359118938446045,7.800790309906006,21.985700607299805,14.234628677368164,12.025535583496094,23.17743682861328,6.636,30.14183616638184,7.025676727294922,4.817550659179688,9.311919212341309,16.141080856323242,,5.985560417175293,6.1287522315979,13.312995910644531,18.023738861083984,19.68249893188477,15.30325984954834,35.47677230834961,22.080137252807617,6.273787498474121,8.079,22.762680053710938,23.967103958129883,19.512353897094727,51.713,12.274041175842283,13.979613304138184,11.29567527770996,3.99281644821167,28.872465133666992,4.820000171661377,12.814410209655762,22.56127166748047
2020-03-19,10.918435096740724,11.970000267028809,9.594976425170898,21.15498924255371,8.750288009643555,12.329575538635254,14.407,15.349472999572754,21.939912796020508,10.23867416381836,14.899999618530272,7.913266181945801,19.979887008666992,9.935651779174805,4.796672821044922,13.061,4.175386905670166,4.860000133514404,10.730147361755373,7.009850978851318,12.515026092529297,9.529999732971191,14.21228313446045,16.521,9.649999618530272,12.561165809631348,34.5339469909668,16.422212600708008,17.862415313720703,7.973185539245605,3.1896097660064697,6.25,25.72823715209961,7.168251991271973,28.35098648071289,29.918,35.944,6.703570365905762,7.534169197082519,21.42316055297852,16.89570426940918,13.217761039733888,25.323314666748047,6.706,34.663116455078125,7.449997901916504,5.318755626678467,9.701425552368164,18.74992561340332,,6.743911266326904,6.628171443939209,12.766820907592772,18.915468215942383,20.92632484436035,17.980331420898438,34.631858825683594,21.711992263793945,5.9465413093566895,7.075,24.65241432189941,26.605234146118164,19.26742553710937,55.262,13.49691390991211,13.728521347045898,11.417336463928224,3.906016111373901,27.191665649414062,5.110000133514404,13.908499717712402,23.280393600463867
2020-03-20,11.245055198669434,13.800000190734863,9.574316024780272,21.17228126525879,8.223282814025879,11.61838436126709,13.358,14.54317569732666,21.10762596130371,9.626800537109377,14.149999618530272,7.257218837738037,20.94442749023437,9.784539222717283,4.522286891937256,13.138,3.977840900421143,4.909999847412109,11.50472354888916,7.724949836730957,12.063803672790527,9.109999656677246,13.730372428894045,16.095,8.399999618530273,12.178722381591797,33.266265869140625,15.933236122131348,17.624248504638672,7.690506935119629,3.121906280517578,7.28000020980835,25.01273536682129,7.744095802307129,26.52803611755371,27.619,39.762,6.447439670562744,7.1471381187438965,20.673118591308597,16.202978134155273,12.250836372375488,26.750659942626957,7.227,32.470970153808594,7.47438383102417,5.318755626678467,10.471381187438965,17.858415603637695,,6.619324207305908,6.514173984527588,12.527870178222656,19.356828689575195,21.93973731994629,18.38988304138184,31.64651870727539,21.91746711730957,5.759542465209961,7.898,25.992403030395508,26.66364288330078,19.34906768798828,51.017,12.572965621948242,14.260053634643556,11.538995742797852,3.7497754096984863,26.28776359558105,4.96999979019165,15.670662879943848,21.477792739868164
2020-03-23,10.741127967834473,14.279999732971191,8.986990928649902,19.365419387817383,7.855372428894043,10.722561836242676,12.268,14.74027156829834,18.98827743530273,8.215413093566895,14.029999732971191,6.25160026550293,20.595355987548828,9.368980407714844,4.141194820404053,10.88,3.71744155883789,4.53000020980835,11.156164169311523,7.160398006439209,11.033656120300291,8.710000038146973,12.447999000549316,15.729,7.739999771118164,11.719789505004885,31.468307495117188,15.029091835021973,17.184558868408203,7.183350563049316,2.8887038230896,6.929999828338623,21.11722946166992,7.585241794586182,24.306028366088867,26.712,39.414,6.18247652053833,6.47628927230835,19.238656997680664,16.338144302368164,12.682666778564451,23.4007625579834,7.178,28.309473037719727,7.367084980010986,5.558136463165283,9.384385108947754,16.43199348449707,,6.29431676864624,6.24275016784668,11.72567653656006,18.73531913757324,22.43570709228516,17.580768585205078,28.679950714111328,20.813032150268555,5.422946453094482,7.843,25.185205459594727,28.036251068115234,18.213510513305664,46.81,11.141749382019045,14.256791114807127,10.004206657409668,3.2984139919281006,25.4735107421875,4.409999847412109,17.05662727355957,20.13543128967285
2020-03-24,10.535823822021484,16.170000076293945,10.716506958007812,21.36247444152832,8.889496803283691,12.233837127685549,14.115,15.636154174804688,22.24022483825684,9.300467491149902,15.039999961853027,7.805521011352539,20.025814056396484,11.22010898590088,4.268225193023682,11.951,3.636627435684204,4.480000019073486,12.05148220062256,8.23304557800293,13.02584171295166,9.979999542236328,14.171443939208984,17.44,9.050000190734863,11.966252326965332,31.2943172454834,15.53652000427246,17.807451248168945,7.914988040924072,3.136950969696045,8.100000381469727,24.74442481994629,8.39936637878418,26.27409172058105,31.21,44.047,7.224665641784668,6.940723896026611,21.095014572143555,17.926342010498047,12.64511775970459,26.391401290893555,7.917,31.13098526000977,8.94487476348877,5.909728527069092,10.89711856842041,19.27545166015625,,7.2964253425598145,7.192733287811279,12.715617179870604,19.960323333740234,21.13134765625,18.989229202270508,30.13507080078125,23.604082107543945,5.422946453094482,8.981,28.2036247253418,28.13360023498535,18.59202766418457,45.713,11.051165580749512,14.97093677520752,11.202091217041016,3.489374876022339,28.11797332763672,5.010000228881836,17.473350524902344,20.87373161315918
2020-03-25,10.87177562713623,19.170000076293945,11.448453903198242,22.944562911987305,9.903735160827637,13.204883575439451,15.17,16.914281845092773,24.90871238708496,12.253775596618652,15.90999984741211,8.191007614135742,19.15313148498535,12.46678638458252,4.608667373657227,14.589,4.489663124084473,5.0,12.985527992248535,8.797597885131836,14.107072830200195,10.850000381469728,16.22977638244629,20.386,10.56999969482422,12.416686058044434,31.675447463989254,15.68413543701172,18.393705368041992,8.746395111083984,3.43033504486084,10.9399995803833,28.719430923461918,9.014921188354492,29.67512321472168,34.13,48.223,7.948897838592529,7.405158042907715,22.12632751464844,18.627513885498047,13.030009269714355,33.46989059448242,8.221,34.72629165649414,9.754498481750488,6.201474666595459,11.86635684967041,21.6684627532959,,7.881438732147217,7.773581027984619,14.132256507873535,21.257381439208984,22.04323005676269,19.528636932373047,33.157962799072266,25.282140731811523,6.124189853668213,10.777,31.10095596313477,28.571666717529297,18.718202590942383,44.893,11.558432579040527,17.935121536254883,11.52027988433838,4.235857963562012,30.51591682434082,5.710000038146973,18.1032829284668,25.687057495117188
2020-03-26,11.944955825805664,20.520000457763672,11.498464584350586,22.95320701599121,11.425091743469238,13.66989517211914,15.49,16.968036651611328,26.16144180297852,15.688422203063965,15.970000267028809,8.914097785949707,19.84209251403809,13.052348136901855,5.081221103668213,15.971,4.489663124084473,5.849999904632568,14.001588821411133,11.648585319519045,15.520333290100098,11.300000190734863,17.438636779785156,21.543,10.130000114440918,13.683002471923828,34.17766571044922,16.698991775512695,19.14484214782715,9.087270736694336,3.618402004241944,13.039999961853027,28.81880760192871,10.005770683288574,28.97677993774414,36.102,52.988,8.770284652709961,7.723381519317627,22.735742568969727,18.475452423095703,13.264699935913086,33.683502197265625,8.557,36.50978469848633,10.027623176574709,6.283761501312256,12.89900016784668,22.34413146972656,,7.908523082733154,7.811580181121826,15.190467834472656,23.28404235839844,21.568735122680664,21.007020950317383,37.56087493896485,25.830076217651367,6.638433933258057,11.53,33.289093017578125,27.30614280700684,19.29711532592773,46.676,12.310273170471191,17.3383731842041,13.391973495483398,4.461538314819336,31.37499618530273,5.699999809265137,18.389179229736328,31.00856590270996
2020-03-27,11.65566349029541,19.5,10.983652114868164,21.180927276611328,10.838424682617188,12.876642227172852,14.483,16.23341178894043,24.230863571166992,14.456517219543455,14.869999885559082,8.715367317199707,19.52057456970215,12.022893905639648,4.6848859786987305,15.231,4.139470100402832,5.320000171661377,12.675698280334473,12.08140754699707,13.681391716003418,10.56999969482422,17.21809959411621,21.118,8.970000267028809,13.173075675964355,32.38800048828125,15.268965721130373,18.04561996459961,8.397204399108887,3.460425853729248,12.59000015258789,28.371618270874023,9.03477954864502,28.414470672607425,34.258,47.63,9.18539333343506,7.310551643371582,21.535667419433597,17.64756202697754,14.062646865844728,30.411285400390625,7.798,33.97136688232422,9.510635375976562,6.373530387878418,12.319270133972168,19.998046875,,7.058086395263672,7.219876766204834,13.790897369384766,21.19433212280273,20.95139503479004,19.129074096679688,37.61720275878906,23.312992095947266,6.329887390136719,11.381,31.43406867980957,31.998321533203125,18.903749465942383,46.352,11.567489624023438,14.843761444091797,12.259598731994627,4.244537353515625,29.955650329589844,5.699999809265137,17.134157180786133,26.84724235534668
2020-03-30,11.711655616760254,19.09000015258789,11.0104341506958,21.431638717651367,10.73898983001709,13.163856506347656,14.935,17.063594818115234,24.874391555786133,14.44020175933838,14.510000228881836,8.638749122619629,19.82372283935547,11.607335090637209,4.628992080688477,14.842,4.27415943145752,5.059999942779541,12.662030220031738,12.184908866882324,13.366388320922852,10.199999809265137,19.03955841064453,22.505,9.31999969482422,13.844478607177734,32.97626876831055,16.22846794128418,18.91583824157715,8.131152153015137,3.385199069976806,12.300000190734863,27.25861549377441,8.941451072692871,28.106800079345703,34.643,47.89,9.485684394836426,7.585772037506103,22.6044864654541,18.22201538085937,14.766717910766602,27.867300033569336,7.814,33.678829193115234,10.144678115844728,6.695198059082031,11.812007904052734,19.66020965576172,,7.280174732208252,7.263304233551025,13.441004753112791,21.689735412597656,20.400043487548828,19.778364181518555,38.31190872192383,24.14345932006836,6.601035118103027,10.706,31.215776443481445,33.088619232177734,18.755311965942383,47.115,12.02040672302246,15.30681324005127,11.791675567626951,4.149057388305664,31.20317840576172,5.449999809265137,16.484840393066406,25.66788101196289
