,ACES4,AMBV4,ARCZ6,ARCE3,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CMET4,CCRO3,CMIG4,CPLE6,ELET3,ELET6,ELPL4,EMBR4,EBTP4,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,KLBN4,LAME4,NATU3,NETC4,PCAR4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CRUZ3,VCPA4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TCSL4,UBBR11,USIM5,VALE3,VALE5,VIVO4
2006-02-23,29.02,14.98,9.44,31.28,5.105,6.687374591827393,7.666379928588867,25.61,14.81,8.907594680786133,3.57,2.690413236618042,9879.82421875,0.974,10.04750156402588,8.605,20.98,20.9,2.64,10.181880950927734,10.833426475524902,65.83544158935547,16.27,2.457746744155884,6.969916820526123,,1.838,7.0,18.05,69.83,10.937688827514648,8.364509582519531,3.859097480773926,6.38,5.642614364624023,4.24,27.5,33.81,22.73,38.43,47.26,12.95364475250244,6.74,16.68,11.705658912658691,12.57447624206543,14.26,
2006-02-24,29.35,14.82,9.68,30.78,5.256,6.831292152404785,7.774677753448486,25.62,14.7,8.951765060424805,3.61,2.878248453140259,9754.5390625,0.988,9.723319053649902,8.341,20.4,21.5,2.72,10.213369369506836,10.881180763244627,64.51874542236328,16.41,2.4846653938293457,6.940608501434326,,1.814,6.94,17.89,71.08,11.06210994720459,8.503315925598145,3.8826868534088135,6.61,5.49299955368042,4.18,28.84,34.82,22.77,37.94,47.68,13.018330574035645,6.81,16.41,11.565521240234377,12.67204761505127,14.4,
2006-03-01,30.14,14.92,9.8,31.47,5.489,6.828413963317871,8.00409984588623,25.72,15.14,8.986119270324707,3.6,2.9446263313293457,9933.5224609375,1.004,9.918686866760254,8.52,21.52,21.7,2.73,10.582856178283691,11.277925491333008,63.67162322998047,16.62,2.5304300785064697,7.162875175476074,,1.805,6.98,18.21,75.83,11.06210994720459,8.581277847290039,4.0146331787109375,6.46,5.488725185394287,4.28,29.02,35.22,22.98,38.07,48.52,13.102426528930664,7.1,16.66,12.117830276489258,12.45251178741455,14.28,
2006-03-02,30.28,14.89,9.68,31.8,5.44,6.764132022857666,7.91290283203125,25.62,15.06,8.77017879486084,3.56,2.9234418869018555,9844.923828125,1.018,9.661056518554688,8.307,20.74,21.3,2.72,10.969138145446776,11.680188179016112,60.22792434692383,16.42,2.570807456970215,7.0608344078063965,,1.814,7.09,18.53,73.45,11.073424339294434,8.594586372375488,4.020854473114014,6.21,5.505823612213135,4.29,28.4,34.56,22.77,38.3,48.35,13.584343910217283,6.99,16.43,12.348647117614746,12.287863731384276,14.18,
2006-03-03,30.31,15.02,9.64,32.33,5.413,6.839928150177002,7.981299877166748,25.05,15.06,8.85851764678955,3.55,2.9375641345977783,9727.693359375,1.025,9.596652030944824,8.29,20.65,21.4,2.67,11.042613983154297,11.718757629394531,60.77117538452149,16.67,2.5573484897613525,7.097201347351074,,1.805,7.21,18.36,74.17,11.172961235046388,8.651631355285645,3.991044044494629,6.08,5.659713268280029,4.29,29.02,34.07,22.77,37.99,47.85,13.584343910217283,6.89,16.6,12.365135192871094,12.304935455322266,14.16,
2006-03-06,29.89,15.09,9.61,32.53,5.228,6.764132022857666,7.8373799324035645,24.66,14.76,8.833977699279785,3.47,2.845766305923462,9351.826171875,1.004,9.253145217895508,8.052,20.94,21.1,2.55,10.748703956604004,11.388136863708496,58.496864318847656,16.41,2.519660711288452,6.839582443237305,,1.797,7.21,17.89,74.02,10.858516693115234,8.413949012756348,3.9633052349090576,5.74,5.548570156097412,4.28,28.58,34.06,22.5,37.52,47.51,13.519659042358398,6.92,15.95,11.788091659545898,12.159797668457031,13.92,
2006-03-07,30.14,14.91,9.61,32.2,5.071,6.596226215362549,7.709127426147461,24.82,14.48,8.833977699279785,3.31,2.6974754333496094,8949.119140625,0.974,9.01698875427246,7.899,20.94,21.25,2.56,10.536669731140137,11.204458236694336,56.90391540527344,16.31,2.4550540447235107,6.718353271484375,,1.715,6.88,17.57,70.25,10.473944664001465,8.05267333984375,3.854949712753296,5.51,5.327140808105469,4.21,28.4,33.95,22.59,37.05,46.42,13.390283584594728,6.71,15.41,11.408894538879396,11.731706619262695,13.22,
2006-03-08,30.05,14.91,9.58,32.38,4.935,6.4283223152160645,7.823131561279297,24.39,14.28,8.833977699279785,3.33,2.7045371532440186,8967.017578125,0.972,9.00625228881836,7.771,21.03,21.8,2.53,10.454795837402344,11.15853786468506,56.81184005737305,15.93,2.4362123012542725,6.566812515258789,,1.666,6.88,17.74,73.05,10.451321601867676,8.001333236694336,3.825138568878174,5.55,5.38613224029541,4.12,28.45,33.55,22.1,37.11,45.58,13.36117935180664,6.64,15.53,11.837554931640623,11.48900032043457,13.16,
2006-03-09,29.79,14.78,9.29,32.05,4.791,6.198055744171143,7.694876670837402,23.52,14.0,8.676929473876953,3.19,2.6409833431243896,8753.130859375,0.967,8.866703987121582,7.686,20.34,21.6,2.47,10.286845207214355,10.83709716796875,54.04951095581055,15.34,2.3419930934906006,6.364749431610107,,1.613,6.66,17.26,70.3,10.202479362487791,7.776960849761963,3.894092559814453,5.58,5.233953952789307,4.11,27.35,32.01,21.24,35.42,45.08,13.357938766479492,6.64,14.8,11.352840423583984,11.145058631896973,12.73,
2006-03-10,30.1,14.89,9.39,32.7,4.887,6.235471725463867,8.006946563720703,24.05,14.02,8.735821723937988,3.29,2.680527210235596,8519.5595703125,0.947,9.31325912475586,8.052,20.46,21.3,2.47,10.261655807495115,10.85546875,50.45849609375,15.97,2.425444364547729,6.526399612426758,,1.654,6.71,17.57,71.08,10.17985725402832,7.835903644561768,3.8964264392852783,5.91,5.428878784179688,4.2,27.75,31.82,21.34,35.14,45.34,13.649038314819336,6.64,14.92,11.84415054321289,11.22433853149414,12.97,
2006-03-13,30.05,14.63,9.35,32.82,4.935,6.332377433776856,8.17937183380127,23.61,14.1,8.63766860961914,3.33,2.690413236618042,8403.2216796875,0.941,9.188740730285645,7.899,20.31,21.2,2.41,10.307836532592772,10.89220142364502,52.576263427734375,15.93,2.449671506881714,6.789072513580322,,1.732,6.72,17.1,73.71,10.313325881958008,7.9252729415893555,3.8710222244262695,5.84,5.277554512023926,4.06,26.92,31.45,21.03,34.92,44.75,13.649038314819336,6.67,14.91,11.854043006896973,11.318251609802246,13.2,
2006-03-14,30.22,14.66,9.52,32.53,5.01,6.418729305267334,8.24919605255127,24.58,13.98,8.63766860961914,3.37,2.8316421508789062,8367.4248046875,0.945,9.768403053283691,8.418,20.55,21.3,2.45,10.538771629333496,10.974858283996582,53.5891227722168,16.47,2.538506269454956,6.927478790283203,,1.797,6.77,17.42,74.16,10.654916763305664,8.275145530700684,3.903165578842163,5.84,5.381856918334961,4.15,27.3,31.25,21.18,35.34,44.83,13.694318771362305,6.81,15.17,12.366780281066896,11.41338348388672,13.38,
2006-03-15,30.5,15.43,9.5,32.63,5.105,6.524268627166748,8.303342819213867,25.02,14.41,8.681838035583496,3.47,2.910731315612793,8832.7802734375,0.965,9.920833587646484,8.511,21.03,21.26,2.43,10.853672981262209,11.287115097045898,57.27222442626953,16.81,2.5304300785064697,6.991125583648682,,1.818,6.76,17.74,75.82,10.7906494140625,8.37972354888916,3.914830684661865,6.2,5.591318607330322,4.3,27.83,31.58,21.21,35.48,44.15,13.63286018371582,7.02,15.59,12.447566032409668,11.646332740783691,13.69,
2006-03-16,30.5,15.45,9.55,32.98,5.167,6.539618492126465,8.304767608642578,24.96,14.32,8.63766860961914,3.41,2.9672226905822754,8860.5205078125,0.967,10.064674377441406,8.648,21.22,21.2,2.47,10.811684608459473,11.259562492370604,56.35146331787109,16.63,2.5977280139923096,6.986072540283203,,1.851,6.71,17.74,74.93,10.813270568847656,8.309370040893555,3.9057576656341553,6.23,5.471625328063965,4.34,28.4,31.58,21.23,35.28,44.15,13.907782554626465,7.06,15.88,12.119477272033691,11.609743118286133,13.53,
2006-03-17,30.25,15.27,9.58,33.48,5.174,6.514674186706543,8.250619888305664,24.58,13.82,8.514973640441895,3.42,2.991231679916382,8788.03515625,0.988,10.30083465576172,8.792,21.23,21.12,2.43,10.88516330718994,11.29629135131836,56.44352722167969,16.66,2.6084954738616943,7.011333465576172,,1.838,6.95,17.74,75.83,10.72278118133545,8.138232231140137,3.940235376358032,5.93,5.59986686706543,4.3,27.96,31.23,21.22,35.59,41.81,13.843092918395996,7.18,16.07,12.035396575927734,11.647550582885742,13.54,
2006-03-20,30.28,15.27,9.39,33.29,5.153,6.50028133392334,8.165121078491211,24.58,14.23,8.470804214477539,3.45,2.954511404037476,8859.62890625,0.995,10.582077026367188,8.997,21.6,21.5,2.4,10.76759910583496,11.149358749389648,58.33111572265625,16.19,2.6461827754974365,6.99314546585083,,1.904,7.0,17.57,78.07,10.720521926879885,8.261829376220703,3.9633052349090576,5.87,5.633209228515625,4.21,28.18,31.51,21.17,35.62,42.07,13.91102123260498,7.24,16.17,12.150803565979004,11.78171157836914,13.76,
2006-03-21,29.66,14.92,9.32,33.11,5.003,6.408174514770508,7.922874927520752,23.61,13.8,8.31375503540039,3.41,2.971458911895752,8779.0849609375,0.963,10.584224700927734,9.005,20.56,21.22,2.3,10.370819091796877,10.862815856933594,57.08807373046875,15.83,2.5438897609710693,6.8193793296813965,,1.875,7.04,16.95,76.68,10.61645793914795,8.13253402709961,4.009449005126953,5.58,5.343384265899658,4.04,27.78,30.88,20.91,35.11,41.39,13.875439643859863,7.07,15.45,11.952961921691896,11.648770332336426,13.58,
2006-03-22,29.87,15.02,9.61,32.75,5.065,6.380351543426514,8.237800598144531,23.61,13.98,8.343202590942383,3.45,3.128224372863769,8975.9638671875,1.004,11.045809745788574,9.371,20.65,21.81,2.38,10.55976390838623,11.094247817993164,58.09190368652344,16.1,2.662334680557251,7.092156410217285,,1.933,6.92,17.89,77.55,10.451321601867676,7.999430179595947,4.009449005126953,5.5,5.349369049072266,4.2,27.56,31.2,21.05,35.22,42.15,14.166536331176758,7.2,15.53,12.084857940673828,11.6841402053833,13.7,
2006-03-23,29.84,14.92,9.61,32.63,5.003,6.3678789138793945,7.867303371429443,22.97,14.07,8.269584655761719,3.45,2.972872018814087,8814.8828125,0.983,11.271234512329102,9.082,20.65,21.25,2.43,10.580758094787598,11.057515144348145,55.303489685058594,15.6,2.562732219696045,6.960818767547607,,1.994,7.07,17.57,77.1,10.428699493408203,8.062177658081055,4.020854473114014,5.49,5.221983909606934,4.06,27.79,30.52,21.14,35.22,40.64,13.587574005126951,6.81,15.52,11.837554931640623,11.689016342163086,13.7,
2006-03-24,29.95,14.77,9.68,32.53,4.955,6.481091499328613,7.9357008934021,22.74,13.83,8.318662643432617,3.55,2.9658102989196777,8850.6787109375,0.965,11.163891792297363,8.86,20.56,20.95,2.42,10.589155197143556,11.176902770996094,55.86117172241211,15.29,2.5573484897613525,7.006281852722168,,1.97,7.05,17.42,75.85,10.49429988861084,8.071688652038574,3.965639114379883,5.52,5.325431823730469,4.05,28.58,30.88,21.12,34.92,40.14,13.668437957763672,6.75,15.36,11.916692733764648,11.891475677490234,14.07,
2006-03-27,30.05,15.09,10.42,32.25,4.846,6.735346794128418,7.559506893157959,23.03,14.15,8.20578384399414,3.57,3.0081779956817627,8770.1357421875,0.945,10.627163887023926,8.588,20.39,20.91,2.43,10.524076461791992,11.094247817993164,54.1881217956543,15.0,2.551964282989502,6.809279441833496,,1.933,7.07,16.95,74.24,10.507875442504885,8.100205421447754,4.096807956695557,5.53,5.557121753692627,4.12,30.04,29.95,20.67,35.04,40.72,13.681379318237305,6.85,15.31,12.495379447937012,12.171996116638184,14.13,
2006-03-28,30.01,14.63,10.38,31.37,4.73,6.716158866882324,7.06788969039917,22.07,13.36,7.862243175506592,3.57,2.8245809078216557,8393.376953125,0.922,9.98309326171875,8.035,20.06,21.25,2.25,10.154589653015137,10.745259284973145,53.03558349609375,14.3,2.4442880153656006,6.66783618927002,,1.867,6.64,15.67,73.45,10.406075477600098,7.932878017425537,3.986377716064453,5.47,5.59986686706543,4.0,29.99,29.03,20.09,32.98,40.39,13.665205001831056,6.64,14.49,12.117830276489258,12.257369041442873,14.18,
2006-03-29,30.58,15.27,10.38,31.13,4.778,6.859115123748779,7.238884925842285,22.36,13.47,7.852424144744873,3.69,2.9375641345977783,8680.6455078125,0.908,10.625017166137695,8.588,19.67,21.25,2.33,10.328831672668455,10.83709716796875,53.0820541381836,14.8,2.500818490982056,6.646618366241455,,1.867,6.88,16.62,74.64,10.618722915649414,8.15915298461914,4.124545097351074,5.73,5.749483585357666,4.09,30.2,29.95,20.37,34.19,39.3,13.649038314819336,6.72,14.66,12.546490669250488,12.537888526916504,14.6,
2006-03-30,31.07,15.15,10.46,31.47,4.702,6.9464263916015625,7.281635761260986,22.36,13.46,7.911318302154541,3.81,2.996879816055298,8725.3935546875,0.908,10.466145515441896,8.571,20.15,20.4,2.41,10.202872276306152,10.818731307983398,51.957401275634766,15.68,2.503509998321533,6.614293098449707,,1.883,7.13,17.1,74.64,10.675275802612305,8.204790115356445,4.2168288230896,5.88,5.829846858978272,4.09,30.45,29.58,20.26,33.58,39.72,13.71372413635254,6.64,14.51,12.826765060424805,12.91597843170166,14.95,
2006-03-31,31.21,15.29,10.5,32.53,4.654,7.003992080688477,7.908625602722168,22.36,13.59,7.911318302154541,3.78,2.8613007068634038,8837.2548828125,0.919,10.466145515441896,8.571,20.15,19.95,2.41,10.202872276306152,10.83709716796875,53.955753326416016,15.94,2.514277935028076,6.465784072875977,,1.838,7.33,17.42,71.41,10.541810035705566,8.202885627746582,4.401139259338379,5.71,5.817878723144531,4.08,31.07,29.89,20.26,34.37,41.39,13.778409957885742,6.68,14.07,13.23069190979004,12.879382133483888,14.91,
2006-04-03,31.2,15.86,10.5,33.15,4.743,7.080750942230225,7.858751773834228,23.14,14.15,7.705191612243652,3.81,2.7892744541168213,8971.4931640625,0.932,10.627163887023926,8.741,20.45,20.2,2.4,10.473688125610352,11.121798515319824,54.1881217956543,17.16,2.6434898376464844,6.7335076332092285,,1.859,7.92,17.57,70.34,10.906023025512695,8.413949012756348,4.585448265075684,5.91,6.025629043579102,4.4,30.88,30.75,20.58,36.24,42.9,13.839858055114746,6.74,14.47,13.63461971282959,12.928174018859863,15.0,
2006-04-04,31.0,16.18,10.39,33.45,4.771,7.042372703552246,7.808879375457764,23.21,14.16,7.803347110748291,3.76,2.874011516571045,9091.408203125,0.935,10.7946195602417,8.792,20.14,20.2,2.31,10.790690422058104,11.31466293334961,55.703163146972656,17.46,2.691946268081665,6.849685192108154,,1.896,7.81,17.74,69.5,10.706950187683104,8.281076431274414,4.539306640625,6.27,5.977751731872559,4.42,30.14,31.2,20.68,36.18,42.07,13.810747146606444,6.7,14.66,13.535698890686035,12.798890113830566,14.88,
2006-04-05,31.38,16.08,10.34,34.5,4.798,6.984804630279541,7.552380561828613,25.36,14.29,7.78371524810791,3.8,2.8062219619750977,9217.591796875,0.93,11.35496425628662,9.184,20.52,19.9,2.45,10.914556503295898,11.443242073059082,56.7906379699707,17.04,2.6434898376464844,6.919398784637451,,1.867,7.73,17.74,70.3,10.87887477874756,8.43602466583252,4.5232343673706055,6.4,5.98459005355835,4.5,29.47,31.93,20.6,35.67,41.39,13.616691589355469,6.52,14.83,13.321368217468262,12.867189407348633,15.0,
2006-04-06,31.34,16.18,10.42,35.13,4.798,7.1671013832092285,7.580880641937256,24.96,14.26,7.670837879180908,3.79,2.881073474884033,9245.333984375,0.928,12.23733901977539,9.822,19.86,19.9,2.58,10.937649726867676,11.46160888671875,57.90600204467773,17.48,2.6784863471984863,6.891108989715576,,1.859,7.55,17.89,70.77,10.958053588867188,8.493410110473633,4.504829406738281,6.28,6.087183952331543,4.48,29.73,31.45,20.36,35.14,39.89,13.590815544128418,6.67,14.82,13.552186965942385,12.928174018859863,14.95,
2006-04-07,31.39,16.1,10.5,35.46,4.743,7.17285680770874,7.780380249023437,25.05,14.28,7.6315765380859375,3.75,2.929091215133667,9101.25390625,0.932,12.45202922821045,9.737,19.57,19.97,2.58,10.74660301208496,11.544265747070312,56.697696685791016,17.64,2.638108015060425,6.78402042388916,,1.785,7.24,17.74,70.85,10.949004173278809,8.384376525878906,4.539306640625,6.41,5.92303466796875,4.35,29.87,31.18,20.09,35.14,40.14,13.891611099243164,6.74,14.66,13.288397789001465,12.84157657623291,14.82,36.85
2006-04-10,31.23,16.01,10.27,34.5,4.634,7.046209335327148,7.552380561828613,24.57,14.28,7.618839740753174,3.74,2.8245809078216557,8984.0205078125,0.922,11.485923767089844,9.226,19.47,19.8,2.69,10.91665267944336,11.459774017333984,58.51015853881836,17.53,2.5492725372314453,6.587013244628906,,1.785,7.38,18.21,69.1,10.901495933532717,8.397765159606934,4.596855640411377,6.4,5.839251518249512,4.44,29.47,31.68,20.12,34.38,38.54,13.810747146606444,6.53,14.51,12.925687789916992,12.73302936553955,14.82,35.48
2006-04-11,31.4,15.62,10.01,34.26,4.524,6.980006217956543,7.552380561828613,23.61,13.93,7.385861396789551,3.69,2.7878618240356445,8796.984375,0.909,11.33563995361328,9.175,19.47,19.21,2.58,10.874663352966309,11.479976654052734,56.23296737670898,17.35,2.4712061882019043,6.496093273162842,,1.715,7.32,18.05,68.33,10.7567138671875,8.311683654785156,4.488757133483887,6.35,5.817878723144531,4.48,28.85,32.76,20.05,33.45,38.04,13.616691589355469,6.25,13.96,12.64540958404541,12.500079154968262,14.58,33.96
2006-04-12,31.47,15.59,10.08,34.6,4.511,6.984804630279541,7.5666303634643555,22.98,13.7,7.385861396789551,3.7,2.7596161365509038,9015.341796875,0.925,11.70061492919922,9.643,20.06,19.39,2.66,11.042613983154297,11.755494117736816,55.11759948730469,17.68,2.4765896797180176,6.410213947296143,,1.695,7.21,18.21,67.52,10.72278118133545,8.302119255065918,4.4931640625,6.03,6.2367987632751465,4.55,28.98,35.18,20.96,34.7,37.71,13.972475051879885,6.35,14.01,12.942173957824709,12.531790733337402,14.6,33.55
2006-04-13,31.43,15.62,9.89,33.99,4.497,7.042372703552246,7.409881591796875,22.45,13.54,7.316464424133301,3.74,2.6974754333496094,8748.65625,0.908,11.33563995361328,9.312,19.67,19.5,2.6,11.122391700744627,11.761924743652344,64.27288055419922,17.72,2.4389028549194336,6.364749431610107,,1.756,6.92,18.05,67.94,10.6820650100708,8.29255485534668,4.401139259338379,5.9,6.155579566955566,4.63,28.88,35.77,20.51,32.91,38.13,13.885140419006348,6.27,13.91,12.64540958404541,12.537888526916504,14.73,33.05
2006-04-17,31.66,15.94,10.15,33.45,4.497,7.147911548614502,7.424134731292725,24.96,14.25,7.152885437011719,3.76,2.65510630607605,8555.3564453125,0.894,11.163891792297363,9.065,19.69,19.2,2.58,11.361714363098145,11.954789161682127,65.4347152709961,17.16,2.4442880153656006,6.429415702819824,,1.801,6.72,17.74,68.52,10.926382064819336,8.422633171081543,4.447281360626221,6.21,6.199182510375977,4.72,28.88,45.69,21.66,33.9,38.04,13.79457950592041,6.25,13.81,12.548135757446287,12.685462951660156,14.86,32.81
2006-04-18,31.95,16.18,10.5,34.06,4.579,7.397368907928467,7.687754154205322,27.14,14.68,7.187582492828369,3.88,2.6762912273406982,8859.62890625,0.93,11.732818603515623,9.371,20.06,19.84,2.64,11.449891090393066,11.9299955368042,65.87300109863281,17.75,2.4765896797180176,6.526399612426758,,1.842,6.69,18.21,68.73,11.54848575592041,8.82052230834961,4.635997295379639,6.42,6.411205768585205,4.79,29.74,45.51,21.71,34.7,38.88,13.923954963684082,6.23,14.56,13.18947410583496,13.008667945861816,15.32,33.2
2006-04-19,32.28,16.37,10.91,35.36,4.778,7.387773990631103,7.96705150604248,27.14,14.67,7.192540645599365,3.84,2.669229507446289,8922.2724609375,0.945,11.773608207702637,9.533,20.43,20.15,2.66,11.50027561187744,11.902440071105955,67.26762390136719,17.89,2.506201982498169,6.642581939697266,,1.826,6.72,18.36,68.73,11.713621139526367,8.931471824645996,4.689138412475586,6.23,6.540302276611328,4.94,30.88,46.61,21.78,34.82,38.88,14.037158012390137,6.27,14.72,13.057583808898926,12.928174018859863,15.19,34.14
2006-04-20,32.28,16.55,10.91,35.23,4.928,7.33020544052124,8.150873184204102,27.31,14.59,7.316464424133301,3.83,2.7115981578826904,8747.7646484375,0.974,11.655529022216797,9.456,20.45,20.2,2.71,11.30188274383545,11.682024002075195,71.1260986328125,17.84,2.4981255531311035,6.587013244628906,,1.801,6.69,18.69,68.16,11.670642852783203,8.858779907226562,4.6199259757995605,6.15,6.399238109588623,4.78,30.6,49.87,21.23,34.37,38.04,13.87220573425293,6.48,14.95,12.696520805358888,12.861093521118164,15.11,36.11
2006-04-24,32.39,16.51,10.67,35.21,4.853,7.435747146606445,8.13662052154541,26.98,14.2,7.440389156341553,3.95,2.663580894470215,8768.3466796875,0.974,11.668408393859863,9.507,20.28,20.2,2.72,11.286138534545898,11.75090789794922,69.07135009765625,17.89,2.4712061882019043,6.536501407623291,,1.773,6.55,19.79,66.59,11.5032377243042,8.799481391906738,4.6085205078125,6.14,6.296642780303955,4.55,30.28,48.06,20.97,33.53,37.63,13.875439643859863,6.45,14.7,12.612438201904297,13.247715950012209,15.52,35.46
2006-04-25,32.32,16.65,10.79,35.59,4.812,7.435747146606445,8.207868576049805,26.51,14.45,7.53456974029541,3.91,2.6819398403167725,8770.1357421875,0.964,11.958242416381836,9.737,20.16,20.45,2.74,11.352267265319824,11.847333908081056,69.71288299560547,17.64,2.4846653938293457,6.55670976638794,,1.769,6.88,19.32,66.43,11.537174224853516,8.797569274902344,4.606186866760254,5.91,6.20003604888916,4.45,30.27,50.01,20.77,32.85,37.96,13.74929904937744,6.59,14.75,12.694869041442873,13.263574600219728,15.51,35.32
2006-04-26,33.0,16.66,10.93,36.1,4.873,7.963446140289307,8.507119178771973,27.39,14.85,7.584140777587891,3.87,2.683351993560791,8859.62890625,0.994,12.323214530944824,10.112,20.34,20.5,2.85,11.434146881103516,11.9299955368042,73.81309509277344,17.78,2.506201982498169,6.718353271484375,,1.769,7.24,19.48,66.26,11.638970375061035,8.866433143615723,4.677473068237305,5.84,6.309468746185303,4.66,30.53,53.78,22.09,34.94,38.46,14.033917427062988,6.71,14.94,13.004822731018066,13.513599395751951,15.27,34.54
2006-04-27,33.18,16.0,10.5,36.42,4.839,7.8089728355407715,8.450117111206055,28.92,14.76,7.3908185958862305,3.76,2.629685878753662,8653.796875,0.986,12.022649765014648,9.865,20.25,20.5,2.92,11.116094589233398,11.767438888549805,71.49800109863281,17.79,2.514277935028076,6.587013244628906,,1.723,7.24,19.48,63.97,11.392394065856934,8.684706687927246,4.585448265075684,5.76,6.087183952331543,4.65,29.82,54.49,21.83,35.59,39.21,13.846335411071776,6.82,14.64,12.661895751953123,12.928174018859863,14.86,33.24
2006-04-28,34.73,15.79,10.56,37.06,4.778,7.987429141998291,8.642487525939941,30.74,14.62,7.286723136901855,3.84,2.584491729736328,8997.443359375,0.992,12.8556489944458,10.29,20.15,20.15,2.94,11.355416297912598,11.817031860351562,72.52073669433594,18.14,2.568115711212158,6.647631645202637,,1.74,7.6,19.95,63.74,11.539438247680664,8.84347915649414,4.700544834136963,5.51,6.266721725463867,4.89,29.96,54.49,22.15,35.8,39.3,13.839858055114746,6.74,14.52,13.10704231262207,13.052573204040527,14.92,33.51
2006-05-02,34.73,16.1,10.68,37.43,4.784,8.423981666564941,8.521367073059082,30.36,15.03,7.346206188201904,3.95,2.683351993560791,9074.4072265625,1.028,12.731128692626951,10.112,20.86,19.7,2.94,11.714409828186035,12.067750930786133,70.66120910644531,18.74,2.656949281692505,6.919398784637451,,1.781,7.69,20.11,63.97,11.933056831359863,9.000338554382324,4.815640926361084,5.76,6.282964706420898,4.82,30.09,51.67,21.64,36.32,39.05,13.746064186096191,7.0,15.14,13.38731288909912,13.659952163696287,15.52,32.57
2006-05-03,34.08,16.03,10.82,37.06,4.798,8.203306198120117,8.478618621826172,31.1,15.03,7.405690193176269,,2.6268601417541504,9038.609375,1.013,12.194401741027832,9.746,20.73,19.58,2.9,11.179071426391602,11.544265747070312,71.1260986328125,18.76,2.7027151584625244,6.970921039581299,,1.76,7.66,20.11,65.25,11.944368362426758,8.981209754943848,4.751353740692139,5.85,6.291512966156006,4.66,30.35,51.6,21.96,35.29,39.46,13.422627449035645,6.97,15.0,13.715407371520996,13.60507583618164,15.38,33.64
2006-05-04,34.17,16.06,11.03,36.77,4.839,8.270468711853027,8.555563926696777,30.65,14.91,7.579183101654053,,2.520938873291016,9198.80078125,1.013,12.172932624816896,9.575,20.65,19.25,2.9,10.958640098571776,11.318339347839355,75.30999755859375,18.54,2.7861642837524414,7.065884590148926,,1.744,7.72,19.95,67.13,11.831255912780762,8.895124435424805,4.700544834136963,5.96,6.359910011291504,4.45,30.96,53.84,21.98,35.96,39.63,13.293251991271973,7.04,15.02,14.04679012298584,13.859975814819336,15.44,31.41
2006-05-05,34.39,16.17,11.77,37.62,4.853,8.443169593811035,8.478618621826172,31.04,15.03,7.286723136901855,,2.584491729736328,9472.642578125,0.993,12.45202922821045,9.856,20.73,19.63,2.93,10.75395393371582,11.213644981384276,75.30999755859375,18.64,2.813084602355957,7.261882305145264,,1.74,7.77,19.95,68.73,12.315363883972168,9.082592964172363,4.803975582122803,6.04,6.540302276611328,4.58,32.45,53.2,22.41,36.05,38.62,13.422627449035645,6.6,15.41,14.343554496765137,14.050238609313965,15.59,29.19
2006-05-08,34.82,16.44,11.88,37.72,4.935,8.395197868347168,8.7636137008667,30.56,14.51,7.63370943069458,,2.669229507446289,9396.5751953125,0.98,12.301746368408203,9.669,20.46,19.78,2.93,11.053112983703612,11.502936363220217,76.98353576660156,18.41,2.874997854232788,7.441716194152832,,1.785,7.86,19.79,68.33,12.258809089660645,9.097896575927734,5.011875629425049,5.99,6.540302276611328,4.49,31.96,53.19,22.15,35.87,40.72,13.163878440856934,6.41,15.47,14.458964347839355,14.28197193145752,15.65,27.89
2006-05-09,34.79,16.47,11.81,37.77,4.887,8.395197868347168,8.827739715576172,32.08,14.91,7.70806360244751,,2.8104586601257324,2.9265425205230717,0.976,12.344684600830078,9.558,20.36,19.84,3.51,11.053112983703612,11.502936363220217,77.02188873291016,18.48,2.613635540008545,7.460909366607666,,1.744,7.9,19.79,67.52,12.532533645629885,9.097896575927734,5.011875629425049,6.06,6.390689373016357,4.6,31.94,57.05,22.66,36.73,41.48,13.260910987854004,6.17,15.68,14.03030490875244,14.634443283081056,15.86,28.35
2006-05-10,35.05,16.41,11.51,37.77,4.846,8.539116859436035,9.1911039352417,31.51,14.72,7.485002040863037,,2.796335220336914,2.889961242675781,0.956,12.25881004333496,9.592,20.45,19.95,3.51,11.305036544799805,11.737123489379885,75.7754135131836,18.43,2.6062934398651123,7.274004459381103,,1.715,8.04,20.43,68.13,12.430736541748049,9.210762977600098,5.046610832214356,6.05,6.446259498596191,4.55,31.16,56.35,22.85,36.65,41.73,13.131535530090332,6.17,15.45,13.651107788085938,14.524675369262695,15.81,27.48
2006-05-11,34.68,16.15,11.47,37.54,4.798,8.491142272949219,9.155487060546877,30.65,14.32,7.2321977615356445,,2.7101855278015137,2.8377010822296143,0.922,11.936774253845217,9.192,20.25,20.15,3.51,11.305036544799805,11.80876350402832,73.39404296875,18.3,2.5402169227600098,7.051741123199463,,1.711,7.92,20.27,67.94,12.35155963897705,9.174412727355955,4.999950885772705,5.76,6.356490612030029,4.41,31.01,53.02,21.45,34.51,40.14,13.244735717773438,5.98,15.22,13.18947410583496,14.295384407043455,15.77,26.63
