,VIVO4,AMBV4,ARCZ6,B3SA3,BBDC4,BRAP4,BBAS3,BRTP4,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,DURA4,ELET3,ELET6,EMBR3,ENBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,KLBN4,LAME4,LREN3,NATU3,NETC4,BNCA3,PCAR4,PETR3,PETR4,RDCD3,RSID3,SBSP3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP3,TNLP4,TCSL4,UBBR11,USIM3,USIM5,VALE3,VALE5,ALLL11
2008-03-14,35.12,21.81,11.53,15.517736434936523,6.541,16.740509033203125,11.328573226928713,20.91,7.182485580444336,3.890861034393311,2.5909619331359863,21.209,1.228,4.036569118499756,7.923098087310791,15.983742713928224,32.47,11.816548347473145,10.844,15.2814302444458,3.502000570297241,663.371826171875,17.484251022338867,23.09328269958496,24.21972274780273,2.5657262802124023,8.445929527282715,5.028583526611328,0.6924238801002502,2.766,4.223245143890381,6.32,18.29,22.47,59.39,21.2623233795166,15.643046379089355,26.75,392.28515625,8.450308799743652,10.64,17.184326171875,6.18,27.28,50.0,41.91,26.84,5.12,20.36,28.290313720703125,25.7593994140625,28.734695434570312,31.78,18.56
2008-03-17,33.38,21.5,11.15,15.517736434936523,6.322,16.214723587036133,10.772828102111816,19.92,7.222554683685303,3.8979222774505615,2.543322801589966,20.777,1.189,3.861397504806519,7.678913593292236,15.504226684570312,31.01,11.59756088256836,10.537,14.671865463256836,3.4012765884399414,657.1290283203125,17.484251022338867,22.852725982666016,24.50578498840332,2.4628031253814697,8.445929527282715,4.991610050201416,0.687468945980072,2.635,4.02327823638916,6.21,17.5,21.77,58.47,20.133493423461918,15.643046379089355,26.0,392.7288513183594,8.345721244812012,10.69,16.773950576782227,5.97,27.66,48.51,41.14,25.67,4.94,19.85,26.955507278442383,25.06319236755371,26.993053436279297,30.41,18.63
2008-03-18,34.31,22.39,11.46,15.17642307281494,6.5,16.214723587036133,11.007952690124512,20.9,7.748469352722168,3.904983758926392,2.543322801589966,21.716,1.241,4.112730503082275,7.886683464050293,16.303415298461914,32.79,11.77790069580078,10.818,14.740690231323242,3.485943555831909,692.2854614257812,17.484251022338867,23.303756713867188,26.450990676879883,2.5730788707733154,8.284284591674805,5.139508724212647,0.6862305998802185,2.873,4.232822418212891,6.24,18.45,22.15,58.19,20.36198234558105,15.27816104888916,27.25,406.041748046875,8.665888786315918,10.83,17.189456939697266,6.23,29.92,48.76,41.98,27.83,5.16,20.6,27.81081962585449,25.06319236755371,27.8467960357666,31.17,19.54
2008-03-19,31.98,21.16,10.99,14.445026397705078,6.117,15.332033157348633,10.79420566558838,20.17,7.412887096405029,3.742570161819458,2.544994354248047,20.506,1.223,3.808083534240722,7.5611042976379395,15.919809341430664,30.82,11.593267440795898,10.495,14.468344688415527,3.3720805644989014,641.6864624023438,17.484251022338867,21.818334579467773,26.060043334960938,2.467705726623535,7.960998058319092,4.991610050201416,0.6589792966842651,2.733,4.141821384429932,6.2,17.56,20.67,55.7,18.957155227661133,14.146825790405272,27.100000381469727,386.9734497070313,8.298765182495117,10.44,16.158395767211914,6.06,30.1,47.97,40.72,26.74,4.95,19.53,27.18876838684082,25.35908508300781,25.93440055847168,28.93,18.68
2008-03-20,33.05,21.51,11.3,14.018386840820312,6.138,15.078733444213867,10.644582748413086,20.27,7.713408470153809,3.777878999710083,2.5073883533477783,20.921,1.272,3.731921911239624,7.743172645568848,15.664066314697266,30.75,11.679146766662598,10.554,14.54494857788086,3.357483386993408,652.857666015625,17.484251022338867,21.68001747131348,26.679838180541992,2.4995620250701904,8.051921844482422,4.725390434265137,0.6651728749275208,2.713,4.071174621582031,6.29,17.99,20.99,56.04,18.832738876342773,14.146825790405272,28.36000061035156,381.1408386230469,8.025551795959473,10.76,15.642870903015137,6.07,30.83,48.5,42.12,27.41,4.94,20.13,26.95290946960449,24.88915634155273,25.7246208190918,28.89,17.88
2008-03-24,34.76,22.3,11.53,14.56692600250244,6.178,15.639057159423828,10.901076316833496,21.4,7.93880033493042,3.777878999710083,2.5575368404388428,18.721,1.251,3.808083534240722,7.818142414093018,15.56816577911377,30.46,11.614738464355469,9.992,15.149212837219238,3.4012765884399414,690.9711303710938,17.484251022338867,21.92056655883789,27.833614349365234,2.4628031253814697,7.900374889373779,5.021187782287598,0.6998561024665833,2.684,3.9634079933166495,6.13,19.2,21.01,57.62,19.156232833862305,14.269129753112791,29.200000762939453,396.8440856933594,8.345721244812012,10.84,15.75828456878662,6.24,32.0,48.78,43.13,27.59,5.09,19.82,26.56672096252441,24.491315841674805,27.05158805847168,30.28,18.14
2008-03-25,34.97,22.54,11.94,15.145954132080078,6.404,16.130294799804688,11.114825248718262,21.4,7.913757801055908,3.93323016166687,2.523264646530152,14.754,1.228,3.907093048095703,7.886683464050293,15.440293312072754,30.83,11.507391929626465,10.018,15.149212837219238,3.532656192779541,727.1132202148438,17.484251022338867,22.341537475585938,27.9289665222168,2.5510237216949463,8.284284591674805,5.028583526611328,0.718436062335968,2.733,3.927485227584839,6.33,19.95,21.18,58.4,20.26244354248047,15.023358345031738,29.649999618530277,406.9390563964844,8.326510429382324,11.15,15.968599319458008,6.46,32.64,51.31,43.89,28.5,5.27,20.88,27.86265754699707,25.44859504699707,27.81751823425293,31.12,17.86
2008-03-26,33.84,22.42,11.98,15.999239921569824,6.315,17.423633575439453,10.901076316833496,21.44,7.788537979125977,3.868263721466065,2.423803806304932,14.703,1.223,3.884244680404663,7.678913593292236,15.47226333618164,31.51,11.163890838623049,9.788,14.876866340637209,3.6932318210601807,704.1138305664062,17.484251022338867,22.281400680541992,26.412851333618164,2.5657262802124023,8.199418067932129,5.10253381729126,0.7122427821159363,2.766,3.860430002212525,6.33,19.53,20.91,59.22,20.472827911376957,15.267969131469728,29.75,403.5740966796875,8.303031921386719,11.08,16.094276428222656,6.33,31.28,51.0,44.15,28.61,5.2,20.45,27.136938095092773,25.224817276000977,29.032283782958984,32.52,17.91
2008-03-27,35.15,21.98,11.77,15.542123794555664,6.178,17.415964126586914,10.53771686553955,20.58,7.461760520935059,3.830131769180298,2.5567004680633545,15.024,1.236,3.91471004486084,7.646782875061035,15.5361967086792,31.98,11.228296279907228,9.831,14.723669052124023,3.6640357971191406,700.8280639648438,17.484251022338867,21.66197204589844,27.366382598876957,2.4775078296661377,7.981196403503418,5.10253381729126,0.7048105597496033,2.692,3.747875452041626,6.27,19.26,20.34,57.48,19.98645782470703,14.903084754943848,31.0,385.851806640625,8.268880844116211,10.65,15.96346950531006,6.23,31.25,50.1,42.84,27.95,5.2,19.96,26.962337493896484,24.991989135742188,29.14936828613281,32.71,17.94
2008-03-28,34.31,21.56,11.34,15.542123794555664,6.07,17.64238739013672,10.011892318725586,21.87,7.655096530914307,3.700202226638794,2.5675599575042725,13.992,1.215,3.89947772026062,7.496847629547119,14.70504093170166,32.37,11.33563995361328,9.78,14.76621913909912,3.7224271297454834,663.043212890625,17.484251022338867,21.740154266357425,26.794261932373047,2.4628031253814697,7.9104814529418945,4.917659759521484,0.6998561024665833,2.635,3.843667507171631,6.06,18.35,20.27,57.83,19.938947677612305,14.801169395446776,29.0,352.2019348144531,8.271014213562012,10.2,16.117359161376953,6.14,31.14,49.39,42.78,29.66,5.2,19.53,27.040416717529297,24.969467163085938,29.17375946044922,32.81,17.91
2008-03-31,34.41,21.33,11.65,14.414556503295898,6.165,18.1720027923584,9.879371643066406,22.73,7.785730361938477,3.6564204692840576,2.6327595710754395,13.882,1.232,3.96040678024292,7.563247203826904,14.70504093170166,32.07,11.507391929626465,9.967,14.868349075317385,3.8246121406555176,635.44384765625,17.484251022338867,21.98070907592773,24.877662658691406,2.5240674018859863,8.084250450134277,5.287408828735352,0.718436062335968,2.618,3.9634079933166495,6.09,18.75,20.3,58.72,20.285066604614254,15.082469940185549,29.190000534057617,336.7229919433594,8.241130828857422,10.4,16.045547485351562,6.21,30.64,50.2,42.53,30.36,5.13,19.81,26.75674057006836,24.61919593811035,29.51526260375977,33.2,17.41
2008-04-01,35.98,22.09,12.32,14.58521556854248,6.295,18.413787841796875,10.541983604431152,24.2,7.853659629821777,3.926167488098145,2.7322092056274414,13.603,1.278,3.9223268032073975,8.032337188720703,15.42111587524414,33.43,11.78648853302002,10.29,14.851333618164062,3.999783992767334,657.4576416015625,17.484251022338867,23.153417587280277,26.21260643005371,2.607386827468872,8.334802627563477,5.472282409667969,0.7555968165397644,2.786,4.111622333526611,6.53,19.88,20.81,59.79,20.656063079833984,15.443280220031738,30.5,338.7419738769531,8.249670028686523,10.58,16.671363830566406,6.26,30.94,53.09,42.44,29.98,5.33,20.72,27.48284912109375,25.58245086669922,30.125076293945312,33.93,17.95
2008-04-02,37.33,22.17,12.26,14.65834903717041,6.404,17.949413299560547,10.79420566558838,25.41,7.853659629821777,3.855553150177002,2.841704130172729,13.036,1.319,3.91471004486084,8.203692436218262,15.728005409240724,32.33,12.25881004333496,10.844,14.732182502746582,4.085909843444824,662.7146606445312,17.484251022338867,23.45711898803711,25.90747833251953,2.622090578079224,8.348939895629883,5.43530797958374,0.7704611420631409,2.786,4.29463529586792,6.7,19.9,21.58,60.04,21.151487350463867,15.85300350189209,31.290000915527344,364.5401916503906,8.431097984313965,10.63,16.4789981842041,6.22,31.77,53.03,42.12,30.85,5.33,21.02,27.45682144165039,25.629981994628903,29.80797576904297,33.52,18.2
2008-04-03,37.82,22.48,12.53,15.724964141845703,6.439,18.095251083374023,10.644582748413086,25.6,7.785730361938477,3.838606595993042,2.8584163188934326,13.146,1.355,3.91471004486084,8.353628158569336,16.40571403503418,32.56,12.275982856750488,10.639,14.740690231323242,4.142841815948486,702.1424560546875,17.484251022338867,24.32311248779297,26.16493225097656,2.6563971042633057,8.38531494140625,5.464886665344238,0.7878024578094482,2.754,4.233631134033203,6.88,20.7,22.55,59.98,21.459142684936523,16.04257583618164,31.0,378.0001831054688,8.45457935333252,10.8,16.927841186523438,6.22,33.21,53.5,44.23,30.88,5.38,21.2,28.30785751342773,26.23295783996582,30.183618545532227,33.79,18.28
2008-04-04,37.06,22.22,12.19,16.145519256591797,6.432,18.095251083374023,10.541983604431152,25.71,7.91113805770874,3.827306747436523,2.8584163188934326,13.409,1.343,4.112730503082275,8.567825317382812,16.2075138092041,32.38,12.23733901977539,10.869,15.064106941223145,4.145761966705322,722.8419799804688,17.484251022338867,25.18309783935547,25.85980224609375,2.626991271972656,8.334802627563477,5.546231746673584,0.7803703546524048,2.778,4.209230899810791,6.76,20.61,23.3,60.04,21.46366500854492,16.103727340698242,30.899999618530277,378.0001831054688,8.633871078491211,10.98,17.184326171875,6.26,33.42,53.1,43.06,30.75,5.33,21.32,29.096418380737305,26.23295783996582,30.4958553314209,33.84,18.6
2008-04-07,36.66,21.58,12.61,15.572591781616213,6.568,18.095251083374023,10.66596221923828,25.24,7.675998210906982,3.738332509994507,2.8584163188934326,13.493,1.331,3.929941415786743,8.507848739624023,16.469648361206055,31.51,11.679146766662598,10.401,15.07261085510254,3.983726501464844,711.5108642578125,17.484251022338867,25.67923164367676,25.90747833251953,2.6343419551849365,8.43582820892334,5.575812339782715,0.7964733839035034,2.659,4.148225784301758,6.66,20.14,23.67,59.31,21.38901138305664,16.043479919433594,30.799999237060547,381.5894775390625,8.591182708740234,10.76,17.15868377685547,6.29,33.67,54.7,42.13,29.39,5.31,21.59,28.659194946289062,26.23295783996582,30.44706153869629,34.01,19.28
2008-04-08,37.0,21.42,12.85,15.048426628112791,6.561,18.325517654418945,10.730085372924805,25.12,7.796181678771973,3.8979222774505615,2.7840301990509038,13.409,1.319,3.83854866027832,8.195125579833984,16.431293487548828,31.32,11.593267440795898,10.29,15.744964599609377,4.0727739334106445,700.8961791992188,17.484251022338867,25.25827407836914,25.936084747314453,2.683353900909424,8.546953201293945,5.583206653594971,0.8187695145606995,2.606,4.2885332107543945,6.48,20.68,24.03,60.16,21.87085723876953,16.34800148010254,30.5,374.63519287109375,8.61893081665039,10.55,17.67164421081543,6.29,34.04,55.33,41.56,28.54,5.26,21.47,29.148473739624023,27.22122573852539,30.588546752929688,34.01,19.48
