Date,ABEV3,AZUL4,B3SA3,BBSE3,BRML3,BBDC3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BPAC11,CRFB3,CCRO3,CMIG4,HGTX3,CIEL3,COGN3,CSAN3,CPFE3,CVCB3,CYRE3,ECOR3,ELET3,ELET6,EMBR3,ENBR3,ENGI11,EGIE3,EQTL3,FLRY3,GGBR4,GOAU4,GOLL4,NTCO3,HAPV3,HYPE3,IGTA3,GNDI3,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,RENT3,LAME4,LREN3,MGLU3,MRFG3,BEEF3,MRVE3,MULT3,PCAR3,PETR3,PETR4,VBBR3,QUAL3,RADL3,RAIL3,SBSP3,SANB11,CSNA3,SULA11,SUZB3,TAEE11,VIVT4,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VIIA3,WEGE3,YDUQ3
2019-10-31,15.803930282592772,52.52000045776367,14.161253929138184,26.87453269958496,15.263286590576172,22.031757354736328,24.04,18.72804069519043,40.27119064331055,22.598506927490234,35.5099983215332,15.519089698791504,17.554738998413086,15.52681827545166,6.796991348266602,30.54,6.748639583587647,9.665534019470217,13.16550350189209,23.368824005126957,50.789695739746094,22.10428237915039,13.75,32.30025100708008,34.89,17.530000686645508,15.837485313415527,42.23421859741211,36.27645111083984,18.79882049560547,22.76417732238769,11.116825103759766,4.706595420837402,36.59999847412109,,11.153517723083496,30.8613338470459,47.065,59.658,33.21456527709961,11.548571586608888,33.37689208984375,23.89897346496582,14.54611873626709,39.748023986816406,8.13,47.743202209472656,10.877851486206056,8.041719436645508,8.536402702331543,14.953296661376951,27.286725997924805,75.09347534179688,17.605533599853516,16.16457748413086,23.337535858154297,28.733495712280277,21.44746398925781,22.77508544921875,51.27655792236328,38.72054290771485,11.032889366149902,41.46255111694336,31.7744197845459,20.768762588500977,49.817,10.28098487854004,20.24022483825684,17.557470321655273,6.301706314086914,34.349327087402344,7.420000076293945,12.289356231689451,37.63407897949219
2019-11-01,15.758465766906738,53.54999923706055,14.40127658843994,27.151426315307617,15.382608413696287,21.790313720703125,23.835,19.06153106689453,40.11227035522461,22.73719787597656,35.20000076293945,15.618829727172852,17.931373596191406,15.83848762512207,6.692422389984131,32.38,6.60581111907959,9.845451354980469,13.406988143920898,23.42543601989746,52.59405517578125,23.16311836242676,13.9399995803833,32.439056396484375,34.992,17.719999313354492,15.779044151306152,41.618309020996094,36.8535385131836,18.69548988342285,22.83573532104492,11.514148712158203,4.901144504547119,36.400001525878906,,11.242668151855469,31.832496643066406,48.146,60.503,33.706764221191406,11.590688705444336,33.501304626464844,23.924314498901367,14.747005462646484,39.858489990234375,8.295,48.60870361328125,11.499235153198242,8.109045028686523,8.569425582885742,15.514361381530762,27.127918243408203,75.09347534179688,17.62706756591797,16.185855865478516,23.453067779541016,28.607393264770508,22.026546478271484,22.884965896606445,51.8210563659668,38.736961364746094,11.15443992614746,41.58995056152344,34.08156967163086,20.747051239013672,50.08,10.316994667053224,20.57495880126953,18.05060386657715,6.440587043762207,35.25171661376953,7.639999866485596,12.472489356994627,38.83261489868164
2019-11-04,15.976699829101562,53.5,14.42176628112793,26.597637176513672,15.34283447265625,21.90253448486328,23.848,19.424272537231445,39.88645935058594,23.2756462097168,36.29999923706055,15.666324615478516,17.903810501098633,16.074600219726562,6.687442779541016,32.798,6.712932109832764,9.885433197021484,13.668975830078123,23.55990600585937,51.939727783203125,23.3601131439209,14.130000114440918,32.89628982543945,34.966,18.010000228881836,15.862533569335938,41.1607666015625,36.8775749206543,18.93720817565918,22.81785011291504,12.08530330657959,5.103175640106201,35.61000061035156,,11.06436824798584,31.96738052368164,48.048,58.743,33.961647033691406,11.7086181640625,33.61191177368164,24.667728424072266,15.230965614318848,38.89194488525391,8.217,48.02544021606445,10.958267211914062,8.206294059753418,8.90790843963623,16.236948013305664,27.389484405517575,82.91609191894531,17.750900268554688,16.148624420166016,22.91666412353516,28.643421173095703,22.188371658325195,22.755109786987305,52.10269165039063,38.88473892211914,11.31338882446289,41.4880256652832,35.4736442565918,20.848358154296875,50.446,10.695106506347656,20.1264762878418,18.08782196044922,6.588147163391113,36.25600051879883,7.570000171661377,12.592975616455078,37.50942993164063
2019-11-05,16.104005813598633,53.369998931884766,14.430548667907717,27.254270553588867,15.114133834838867,22.271604537963867,24.169,19.354063034057617,40.13736724853516,24.156742095947266,36.56999969482422,15.996417999267578,17.692533493041992,15.847929954528809,6.602791786193848,32.37,6.60581111907959,9.895427703857422,13.555068969726562,23.361745834350582,51.65221786499024,22.777341842651367,13.800000190734863,32.65134048461914,34.813,18.190000534057617,15.695557594299316,40.61523818969727,36.84552001953125,18.92060089111328,22.987794876098636,12.209465980529783,5.140588283538818,34.72999954223633,,10.767206192016602,32.048309326171875,47.104,58.723,34.01438903808594,11.851814270019531,34.19252014160156,23.713119506835938,15.724050521850586,38.82749938964844,8.147,46.586082458496094,10.731644630432127,8.168889999389648,9.287671089172363,15.922410011291504,26.66084098815918,82.91609191894531,17.524770736694336,15.770968437194824,22.66909408569336,28.17503929138184,21.81597137451172,22.944900512695312,51.407989501953125,39.37737655639648,11.509736061096191,41.02092361450195,36.17455673217773,20.84111976623535,49.77,10.758124351501465,19.46674919128418,17.95755958557129,6.588147163391113,36.29238510131836,7.380000114440918,12.886955261230469,36.76154327392578
2019-11-06,15.931235313415527,51.72999954223633,14.313464164733888,27.98210906982422,15.303060531616213,21.962934494018555,24.04,19.44767570495605,39.869728088378906,23.659086227416992,35.52000045776367,15.749442100524902,17.527183532714844,15.942375183105469,6.538058280944824,33.148,6.583878993988037,9.855445861816406,13.457107543945312,23.368824005126957,51.24574279785156,22.70347023010254,14.079999923706056,33.0677490234375,35.171,18.049999237060547,15.753998756408691,41.19596099853516,36.88559341430664,18.677038192749023,23.12196350097656,12.192910194396973,5.140588283538818,35.0,,10.897957801818848,32.01233673095703,47.576,58.942,33.40793228149414,11.759156227111816,33.73172378540039,22.471284866333008,15.61447811126709,38.836708068847656,8.336,47.404541015625,11.014311790466309,8.153929710388184,9.494064331054688,15.896909713745115,27.25870132446289,82.91609191894531,17.449398040771484,15.80288314819336,22.69385528564453,28.65242958068848,21.962203979492188,23.534255981445312,50.6287956237793,38.991485595703125,11.50038719177246,41.69186401367188,35.970123291015625,20.674684524536133,51.206,11.2262601852417,19.99323272705078,18.190170288085938,6.674948215484619,36.16139602661133,7.449999809265137,13.094185829162598,37.84502410888672
2019-11-07,15.967607498168944,52.4900016784668,14.459818840026855,28.05331039428711,15.32294750213623,22.15753173828125,24.101,19.58224296569824,39.869728088378906,25.062313079833984,35.959999084472656,15.870555877685549,17.6098575592041,16.79238510131836,6.597811698913574,33.148,6.825407028198242,9.99538230895996,13.637083053588867,23.574058532714844,51.37462615966797,22.90867042541504,14.880000114440918,32.82280349731445,34.932,18.290000915527344,15.845834732055664,41.662296295166016,37.06993865966797,18.87262535095215,23.52447509765625,12.689568519592283,5.320173263549805,35.56999969482422,,10.963334083557127,31.823505401611328,47.733,58.703,31.94891357421875,11.742311477661133,33.93448257446289,22.93591690063477,16.541748046875,38.98398971557617,8.27,47.21638870239258,10.770633697509766,8.483078002929688,9.741735458374023,15.769390106201172,27.52960586547852,82.91609191894531,18.00933074951172,16.43584632873535,22.462787628173828,29.4450740814209,21.847166061401367,23.754016876220703,51.530033111572266,39.03253936767578,11.7808837890625,42.37130355834961,37.24538040161133,20.848358154296875,51.15,11.244264602661133,19.84699058532715,19.14852905273437,7.204430103302002,36.46704864501953,7.420000076293945,13.537568092346191,37.260135650634766
2019-11-08,15.73118495941162,50.91999816894531,14.254920959472656,27.44414329528809,15.074359893798828,21.49321556091309,23.404,19.38916778564453,39.309364318847656,25.494705200195312,34.45000076293945,16.13178253173828,17.334272384643555,16.39571762084961,6.518139839172363,31.883,6.923807621002197,9.815464973449709,13.532288551330566,22.75310707092285,44.10762786865234,22.60497283935547,14.5,31.206159591674805,33.664,18.07999992370605,15.670513153076172,41.42473220825195,36.22835922241211,18.498050689697266,23.130908966064453,12.623347282409668,5.275277614593506,33.970001220703125,,11.032669067382812,31.598695755004883,46.279,58.445,30.85025787353516,11.590688705444336,33.427589416503906,23.307621002197266,16.318965911865234,38.24756622314453,7.905,46.021629333496094,10.67559814453125,8.266139030456543,9.758246421813965,15.318835258483888,26.86635398864746,82.91609191894531,17.71859359741211,15.967772483825684,23.0074405670166,29.255922317504883,21.73992919921875,23.464332580566406,50.60063552856445,38.383907318115234,11.50038719177246,43.13566207885742,36.992279052734375,20.631261825561523,50.68,11.532349586486816,19.937986373901367,19.055482864379883,6.952709197998047,35.790245056152344,7.25,13.609858512878418,36.10953903198242
2019-11-11,15.949423789978027,50.45000076293945,14.664715766906738,27.357118606567383,15.203625679016112,21.593868255615234,23.349,18.99717140197754,39.51008605957031,25.61707878112793,34.66999816894531,15.944173812866213,17.26997184753418,16.820716857910156,6.54303789138794,31.679,7.174281120300293,9.7954740524292,13.803389549255373,22.576175689697266,43.32441711425781,22.69525909423828,14.729999542236328,31.72054481506348,33.8,17.799999237060547,15.62876796722412,41.55671310424805,36.12416458129883,18.968578338623047,23.32769203186035,12.64818000793457,5.327654838562012,34.189998626708984,,11.387286186218262,31.85047912597656,46.201,59.101,32.036808013916016,11.700193405151367,33.57503890991211,23.49347305297852,16.71811866760254,38.7814826965332,8.081,47.555057525634766,10.970452308654783,8.408270835876465,9.873827934265137,15.20832633972168,27.202651977539062,82.91609191894531,17.842430114746094,16.196495056152344,23.519086837768555,29.50812721252441,21.83741569519043,23.79397201538086,49.92470550537109,38.27716445922852,11.41623592376709,43.68770217895508,37.22591400146485,20.327333450317383,50.643,11.406311988830566,20.20772361755371,19.074092864990234,6.8572282791137695,35.02611541748047,7.309999942779541,14.01950454711914,36.58895492553711
2019-11-12,15.794838905334473,48.5099983215332,14.40127658843994,27.024845123291016,14.984868049621582,21.291898727416992,23.13,19.06737899780273,39.07517623901367,24.768617630004883,33.20000076293945,15.801688194274902,16.90252113342285,16.263490676879883,6.4334893226623535,30.326,7.1116623878479,9.495613098144531,13.122217178344728,22.576175689697266,40.449337005615234,21.9237003326416,14.350000381469728,30.21820640563965,32.626,17.190000534057617,15.829136848449709,41.847076416015625,35.72340393066406,18.809892654418945,23.02357482910156,12.689678192138672,5.3351593017578125,32.86000061035156,,11.193140983581545,31.29296112060547,45.513,57.968,32.14227294921875,11.565418243408203,33.003639221191406,23.24848937988281,16.569599151611328,38.00824737548828,7.933,46.57667922973633,10.575691223144531,8.071642875671387,9.634411811828612,15.03830623626709,26.894380569458008,82.91609191894531,17.61542510986328,16.073837280273438,22.67734909057617,29.264930725097656,21.445512771606445,23.024812698364254,48.98591995239258,37.587493896484375,11.07029151916504,43.23757553100586,37.22591400146485,20.3418083190918,50.68,11.07321548461914,20.11997604370117,19.008960723876957,6.692307472229004,34.85873794555664,7.090000152587891,13.735161781311035,35.26576614379883
2019-11-13,15.794838905334473,48.130001068115234,14.49787139892578,27.06439971923828,15.004755020141602,21.204669952392575,22.891,18.69293785095215,38.43117141723633,24.87467193603516,32.88999938964844,15.29111099243164,16.553447723388672,16.291824340820312,6.398632526397705,30.861,7.1653361320495605,9.665534019470217,13.441160202026367,22.2930908203125,40.35020065307617,21.833415985107425,14.350000381469728,29.6793270111084,31.809,17.3700008392334,15.762351036071776,41.715091705322266,35.61119079589844,18.865249633789062,23.282974243164062,12.714573860168455,5.3351593017578125,33.02000045776367,,11.191158294677734,31.256994247436523,44.982,58.465,32.08954620361328,11.371679306030272,32.671844482421875,22.74161720275879,16.244705200195312,37.88857269287109,7.954,46.36970901489258,10.356379508972168,7.981873989105225,9.667435646057127,14.96179485321045,26.688865661621094,82.91609191894531,17.55042266845703,16.009586334228516,22.396766662597656,29.436073303222656,21.153045654296875,23.22459602355957,48.3663215637207,36.88138961791992,10.5466947555542,42.77896118164063,36.641822814941406,20.53719139099121,50.483,11.370302200317385,20.05172538757324,18.608869552612305,6.588147163391113,34.29110336303711,7.019999980926514,14.0773344039917,36.08077621459961
