,ACES4,ALLL11,AMBV4,ARCZ6,ARCE3,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CCRO3,CMIG4,CPLE6,CYRE3,ELET3,ELET6,EMBR3,EBTP4,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,KLBN4,LIGT3,LAME4,NATU3,NETC4,PCAR4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP3,TNLP4,TMAR5,TCSL4,UBBR11,USIM5,VALE3,VALE5,VIVO4
2006-07-27,33.93,14.94,14.28,10.5,32.72,4.354,7.12872314453125,6.911141872406006,26.49,12.07,5.655884742736816,2.7822134494781494,2.5502727031707764,0.928,4.715204238891602,10.305129051208496,8.418,16.339693069458008,3.55,10.480384826660156,11.011014938354492,64.31608581542969,17.59,2.382373332977295,6.637532711029053,,7.414374828338623,1.588,7.66,19.32,52.62,11.30869197845459,8.558449745178223,4.792829990386963,6.18,5.933295249938965,4.38,54.11,30.89,41.08,17.75,27.5,4.8,13.98,12.365135192871094,12.225658416748049,14.17,17.74
2006-07-28,34.8,14.72,14.33,10.32,33.2,4.477,7.12872314453125,7.124890327453613,27.52,12.28,5.769895076751709,2.848590135574341,2.5868539810180664,0.922,4.715204238891602,10.101174354553224,8.384,15.95872974395752,3.59,10.480384826660156,11.011014938354492,64.79154205322266,18.01,2.165792942047119,6.718353271484375,,7.738944053649902,1.588,7.5,19.48,52.37,11.38786792755127,8.558449745178223,4.954067230224609,6.12,6.02733850479126,4.3,53.78,30.63,42.09,17.63,27.5,4.7,13.96,12.44591999053955,12.562277793884276,14.6,18.39
2006-07-31,34.83,14.72,14.14,10.32,33.5,4.477,7.263046741485596,7.110637664794922,27.52,11.93,5.6013593673706055,2.888134479522705,2.628662109375,0.922,4.715204238891602,9.832809448242188,8.179,15.577749252319336,3.58,10.829726219177246,11.409947395324709,64.53050994873047,18.01,2.187818050384521,6.723404884338379,,7.58680248260498,1.551,7.32,19.32,51.98,11.299642562866213,8.627314567565918,5.023281097412109,5.99,5.95894193649292,4.27,54.06,30.62,41.75,17.38,27.48,4.62,13.99,12.365135192871094,12.330547332763672,14.35,19.06
2006-08-01,34.3,14.76,14.21,10.37,34.84,4.429,7.195883750915527,6.923967361450195,27.52,11.92,5.502220153808594,2.8245809078216557,2.618210554122925,0.932,4.6832356452941895,9.81134033203125,8.069,15.789401054382324,3.59,10.797968864440918,11.29835319519043,63.29994201660156,17.95,2.202500343322754,6.516297340393066,,7.505660057067871,1.592,7.06,19.48,51.98,11.338101387023926,8.589058876037598,5.000210285186768,5.91,5.899097442626953,4.15,53.78,29.91,42.29,17.54,27.79,4.55,13.72,11.985936164855955,12.29395866394043,14.37,18.64
2006-08-02,35.58,14.7,14.52,10.5,35.99,4.443,7.051965713500977,6.9467644691467285,27.04,11.76,5.606316566467285,2.821756362915039,2.6077582836151123,0.928,4.715204238891602,9.978798866271973,8.128,15.86559772491455,3.59,10.645527839660645,11.267671585083008,63.02025985717773,18.12,2.153557300567627,6.507206916809082,,7.678089618682861,1.662,7.51,19.68,52.23,11.586943626403809,8.610099792480469,4.896519660949707,5.66,6.061537265777588,4.31,53.21,30.54,42.78,17.63,27.96,4.69,14.12,12.101344108581545,12.44032096862793,14.65,19.09
2006-08-03,35.92,14.76,14.53,10.71,36.19,4.429,7.254409313201904,7.035115718841553,27.04,11.84,5.814507484436035,2.735607624053955,2.6234359741210938,0.95,4.712007522583008,10.068967819213867,8.069,15.831732749938965,3.6,10.969468116760254,11.59406280517578,66.65603637695312,17.91,2.1584508419036865,6.415269374847412,,7.657800674438477,1.654,7.93,19.1,51.39,11.618612289428713,8.742091178894043,4.959770202636719,5.66,6.040161609649658,4.37,56.2,31.45,42.43,17.63,27.82,4.7,13.99,12.23158836364746,12.635455131530762,14.82,19.4
2006-08-04,36.28,14.59,14.62,10.56,36.09,4.531,7.32061243057251,7.046515941619873,26.92,11.85,5.948346138000488,2.803397417068481,2.660017967224121,0.955,4.779138088226318,10.262189865112305,8.188,15.6624116897583,3.6,11.052037239074709,11.630332946777344,65.2576675415039,18.01,2.1486635208129883,6.608231067657471,,7.61722993850708,1.678,8.22,19.45,52.37,11.602776527404783,8.784175872802734,4.9885454177856445,5.86,5.934150218963623,4.34,55.67,30.31,42.78,17.93,28.12,4.77,14.5,12.348647117614746,12.830602645874023,15.13,19.37
2006-08-07,36.33,14.59,14.35,10.67,35.9,4.429,7.559516906738281,7.139139175415039,26.24,11.66,5.809550285339356,2.76809024810791,2.712277412414551,0.967,4.716802597045898,10.562756538391112,8.418,15.620074272155762,3.6,11.020280838012695,11.605222702026367,66.18991088867188,17.9,2.187818050384521,6.55670976638794,,7.667945384979248,1.686,8.19,19.02,52.15,11.715885162353516,8.7401762008667,5.205257892608643,5.91,6.000834941864014,4.36,55.4,30.71,43.71,17.74,28.16,4.77,14.31,12.192020416259766,12.611065864562988,14.88,18.92
2006-08-08,36.33,14.73,14.42,10.56,35.76,4.408,7.483719825744629,7.139139175415039,26.07,11.39,5.933475017547607,2.76809024810791,2.701826333999634,0.95,4.803114891052246,10.691571235656738,8.554,15.50154972076416,3.6,10.956762313842772,11.70844268798828,65.07120513916016,18.11,2.173134088516236,6.438505172729492,,7.75922966003418,1.674,8.01,19.0,51.58,11.661591529846191,8.847304344177246,5.161448955535889,5.86,6.083763599395752,4.45,54.58,30.08,44.7,17.75,28.49,4.77,14.14,12.24972438812256,12.489099502563477,14.73,18.31
2006-08-09,35.95,14.65,14.5,10.32,35.93,4.306,7.426149845123291,7.124890327453613,25.95,11.13,6.206108570098877,2.7539665699005127,2.6234359741210938,0.915,5.002910614013672,10.972817420959473,8.622,15.493085861206056,3.6,11.115557670593262,11.786559104919434,63.57960891723633,17.21,2.1706883907318115,6.440521240234375,,7.708516120910644,1.67,7.86,19.53,49.19,11.648018836975098,8.837739944458008,5.230662822723389,5.73,5.946117401123047,4.34,55.87,29.67,44.75,17.5,28.51,4.73,14.02,12.089804649353027,12.196388244628906,14.42,18.39
2006-08-10,36.56,15.73,14.42,10.42,36.19,4.34,7.291828632354736,7.22463321685791,26.06,11.19,6.444041252136231,2.8387045860290527,2.539820432662964,0.96,5.178731918334961,11.657674789428713,9.235,15.52694606781006,3.6,10.845606803894045,11.465737342834473,63.85927581787109,17.14,2.190265655517578,6.516297340393066,,7.962085723876953,1.654,8.0,19.85,47.45,11.614087104797363,8.770788192749023,5.329687118530273,5.64,5.779405117034912,4.4,56.86,29.77,45.12,17.45,28.51,4.66,14.37,11.944719314575195,12.025638580322266,14.23,18.28
2006-08-11,37.1,16.16,14.36,10.46,35.72,4.313,7.474123477935791,7.481133937835693,25.54,11.03,6.543179512023926,2.755379199981689,2.539820432662964,0.93,5.114797115325928,11.292704582214355,8.758,15.408419609069824,3.6,10.496255874633787,11.183974266052246,61.99477767944336,16.89,2.382373332977295,6.374855995178223,,7.870800495147705,1.641,8.0,20.05,47.3,11.491926193237305,8.684706687927246,5.329687118530273,5.56,5.706736087799072,4.27,55.95,29.98,44.79,17.27,28.06,4.62,14.32,11.788091659545898,11.806105613708496,13.93,18.42
2006-08-14,36.47,15.89,14.33,10.46,36.57,4.244,7.474123477935791,7.124890327453613,25.26,11.07,6.572921276092529,2.7539665699005127,2.534595251083374,0.915,5.138772964477539,11.37213897705078,8.792,15.535419464111328,3.6,10.496255874633787,11.183974266052246,63.393157958984375,16.85,2.153557300567627,6.264737606048584,,7.804872035980225,1.662,8.1,19.43,47.13,11.243087768554688,8.684706687927246,5.251401424407959,5.48,5.616965770721436,4.27,56.32,30.03,43.79,17.01,27.11,4.64,14.1,11.788091659545898,11.59876537322998,13.69,18.74
2006-08-15,37.39,16.74,14.67,10.77,36.71,4.415,7.3685832023620605,6.953889846801758,26.52,11.58,6.681973457336426,2.8245809078216557,2.4875614643096924,0.941,5.434472560882568,11.475189208984377,8.945,16.04338264465332,3.6,10.509099006652832,11.21508502960205,65.16444396972656,17.26,2.1486635208129883,6.560747146606445,,8.26636791229248,1.674,8.39,20.43,47.74,11.38786792755127,8.476195335388184,5.288210391998291,5.7,5.770855903625488,4.32,57.81,31.0,45.47,17.63,28.54,4.82,14.79,12.101344108581545,11.391427040100098,13.56,19.99
2006-08-16,37.92,17.73,14.82,11.24,37.14,4.436,7.339802265167236,6.74014139175415,26.15,11.75,6.503523826599121,2.845766305923462,2.4927871227264404,0.96,5.53836727142334,11.483777046203612,8.997,16.29737663269043,3.6,10.615022659301758,11.311230659484863,67.96118927001953,17.96,2.2514455318450928,6.66783618927002,,8.362724304199219,1.715,8.41,20.47,46.94,11.356196403503418,8.646445274353027,5.161707878112793,5.64,5.8383965492248535,4.4,59.52,32.26,45.8,17.85,28.45,5.23,14.85,12.233238220214844,11.693897247314451,13.76,21.7
2006-08-17,37.38,17.53,15.15,11.3,37.29,4.477,7.397368907928467,6.768641471862793,27.32,11.95,6.473783493041992,2.796335220336914,2.4927871227264404,0.95,5.482423305511475,11.54818344116211,9.005,16.1280460357666,3.6,10.70169162750244,11.565732955932615,67.8772964477539,17.75,2.288154363632202,6.707240581512451,,8.44893741607666,1.678,8.2,20.12,47.59,11.086994171142578,8.66366195678711,5.115306377410889,5.51,5.787954330444336,4.4,59.18,32.05,48.16,17.87,29.1,5.12,14.94,12.198616981506348,11.898797035217283,13.76,20.89
2006-08-18,37.05,17.64,15.06,11.2,37.34,4.388,7.560475349426269,6.775769233703613,27.04,11.95,6.394472122192383,2.8104586601257324,2.456204891204834,0.945,5.472833156585693,11.273380279541016,8.92,16.212709426879883,3.6,10.753046035766602,11.509170532226562,66.58145904541016,17.25,2.3126258850097656,6.647631645202637,,8.170011520385742,1.678,8.05,20.32,47.18,11.243087768554688,8.483844757080078,5.29961633682251,5.51,5.813603401184082,4.41,58.25,32.85,49.62,18.6,30.06,5.09,14.97,11.928232192993164,11.79390811920166,13.74,21.18
2006-08-21,37.01,17.36,15.2,10.93,36.81,4.34,7.507705688476562,6.768641471862793,24.57,12.4,6.310203075408936,2.833054542541504,2.450979471206665,0.95,5.378530025482178,10.949198722839355,8.75,16.102649688720703,3.57,10.592554092407228,11.367786407470703,63.877925872802734,17.02,2.2734720706939697,6.465784072875977,,7.860659599304199,1.662,8.02,20.02,46.22,11.150336265563965,8.587143898010254,5.316984176635742,5.5,5.811892509460449,4.4,56.87,31.9,40.29,18.76,30.36,5.06,14.63,11.793038368225098,11.554858207702637,13.66,21.36
2006-08-22,35.95,16.81,15.06,10.93,36.09,4.333,7.287032127380371,6.725892543792725,23.89,12.2,6.225935459136963,2.76809024810791,2.424849510192871,0.928,5.354553699493408,10.755976676940918,8.452,16.50901985168457,3.57,10.592554092407228,11.198114395141602,65.67718505859375,16.64,2.22697377204895,6.485987663269043,,7.607088088989258,1.641,8.02,20.05,46.0,11.16164779663086,8.483844757080078,5.32268762588501,5.45,5.728963851928711,4.4,57.81,31.67,40.77,18.23,29.4,5.09,14.45,11.474843978881836,11.318251609802246,13.42,21.18
2006-08-23,35.33,16.54,14.93,10.77,35.61,4.244,7.02318286895752,6.4551496505737305,23.02,11.6,5.97313117980957,2.7539665699005127,2.424849510192871,0.899,5.322585105895996,10.391002655029297,8.001,16.339693069458008,3.57,10.33897590637207,10.943611145019531,65.5466537475586,15.95,2.2489984035491943,6.364749431610107,,7.566516399383545,1.613,7.9,19.65,45.41,10.77029037475586,8.464715003967285,5.276803970336914,5.33,5.47248125076294,4.4,55.93,30.91,39.73,17.31,28.39,4.95,13.94,10.882967948913574,10.96943187713623,12.93,20.79
2006-08-24,35.55,16.48,15.0,10.71,34.65,4.21,6.735346794128418,6.697397708892822,24.02,11.88,6.121839046478272,2.8245809078216557,2.393493413925171,0.894,5.49840784072876,10.68083667755127,8.239,16.1280460357666,3.57,9.896018028259276,10.59296989440918,64.97798919677734,15.95,2.202500343322754,6.354649066925049,,7.809943199157715,1.608,8.08,20.27,44.93,10.969362258911133,8.196907997131348,5.069423198699951,5.4,5.49043607711792,4.41,55.72,31.81,39.07,17.38,28.2,4.95,13.98,10.980238914489746,10.988946914672852,13.06,21.14
2006-08-25,35.42,17.08,15.16,10.85,34.75,4.142,6.8121018409729,6.505025386810303,23.14,11.6,6.290374279022217,2.888134479522705,2.4143970012664795,0.899,5.466439723968506,10.476880073547363,8.205,16.17037582397461,3.55,9.87354850769043,10.626896858215332,65.91024017333984,15.8,2.180475950241089,6.233419895172119,,8.159869194030762,1.686,8.08,20.19,45.1,11.084733963012695,8.282987594604492,5.099234104156494,5.44,5.497274398803711,4.43,55.84,31.86,38.33,17.41,28.39,4.91,13.94,11.087400436401367,11.059685707092283,13.11,21.28
2006-08-28,35.74,17.81,15.38,10.83,34.66,4.313,6.831292152404785,6.695970058441162,23.1,11.84,6.196192741394043,2.9516875743865967,2.450979471206665,0.935,5.586318016052246,10.444677352905272,8.162,16.45822525024414,3.57,10.143177032470703,10.858781814575195,67.68152618408203,15.8,2.1584508419036865,6.490025043487549,,7.957014560699463,1.662,8.08,20.05,45.58,10.951264381408691,8.397765159606934,5.115306377410889,5.54,5.522922992706299,4.62,57.97,32.26,37.86,17.78,28.9,4.88,14.27,11.095646858215332,11.245070457458496,13.46,22.25
2006-08-29,36.1,17.81,15.65,10.75,35.9,4.279,7.080750942230225,6.754391193389893,22.22,11.66,6.369687557220459,2.93615198135376,2.477109670639038,0.935,5.722179889678955,10.229986190795898,8.171,16.45822525024414,3.58,10.13675594329834,10.858781814575195,67.5882797241211,16.08,2.224527359008789,6.465784072875977,,7.911372184753418,1.695,8.27,20.48,46.28,10.894710540771484,8.349942207336426,5.32268762588501,5.49,5.464786529541016,4.52,59.26,31.9,36.36,17.63,28.46,5.09,14.14,11.013211250305176,11.184088706970217,13.46,22.68
2006-08-30,35.66,18.06,15.52,10.91,35.81,4.32,7.051965713500977,6.797146320343018,20.63,11.54,6.766241073608398,2.8951964378356934,2.4666571617126465,0.955,5.730172157287598,9.993826866149902,7.967,17.448766708374023,3.57,10.117496490478516,10.858781814575195,68.8841323852539,16.17,2.231868028640747,6.506199359893799,,8.053369522094727,1.838,8.41,20.27,46.29,10.860779762268066,8.254295349121094,5.34575891494751,5.51,5.43315315246582,4.55,60.63,32.45,35.63,17.2,28.2,5.27,14.26,11.01156234741211,11.257265090942385,13.42,23.14
2006-08-31,35.77,17.93,15.65,10.6,35.81,4.279,7.21027660369873,6.839888572692871,20.58,11.5,6.914950370788574,2.950274705886841,2.461430788040161,0.968,6.041853427886963,10.04750156402588,8.026,17.77048110961914,3.58,10.021198272705078,10.830501556396484,68.99600219726562,16.43,2.229421138763428,6.517308235168457,,7.977298259735107,1.883,8.21,20.32,46.39,10.74992847442627,8.244729995727539,5.34575891494751,5.66,5.351934432983398,4.4,60.99,31.67,36.3,16.9,27.5,5.33,14.18,11.082456588745115,11.220674514770508,13.2,23.35
2006-09-01,36.1,17.34,15.93,10.99,36.57,4.422,7.27168083190918,7.082135200500488,22.23,11.79,6.865381717681885,3.0434865951538086,2.4666571617126465,0.99,5.993902683258057,10.476880073547363,8.239,17.94827651977539,3.6,9.934536933898926,10.74566650390625,69.4994125366211,16.43,2.2147371768951416,6.748661994934082,,8.418510437011719,1.842,8.27,20.67,48.14,10.964838027954102,8.225601196289062,5.41549015045166,5.86,5.634064674377441,4.56,61.82,31.74,38.55,17.41,28.32,5.44,14.91,11.285244941711426,11.657310485839844,13.69,24.27
2006-09-04,36.14,17.97,15.76,10.99,36.67,4.436,7.289910793304443,7.2289137840271,23.1,11.9,6.98930549621582,3.1070399284362797,2.5502727031707764,1.024,6.0898051261901855,10.582077026367188,8.375,18.49856948852539,3.6,10.428855895996094,11.311230659484863,70.38504028320312,17.07,2.288154363632202,6.744617462158203,,8.388082504272461,1.826,8.5,20.58,50.3,11.080212593078612,8.393938064575195,5.663830280303955,6.08,5.813603401184082,4.56,63.6,31.94,38.56,17.12,27.82,5.45,15.01,11.705658912658691,11.767077445983888,13.85,22.93
2006-09-05,35.95,17.31,15.79,11.18,37.1,4.354,7.311018466949463,7.018014430999756,23.19,11.71,6.8009419441223145,3.092916965484619,2.6391143798828125,1.03,6.137756824493408,10.41247272491455,8.256,17.999074935913086,3.6,10.512310028076172,11.339505195617676,69.5926513671875,17.02,2.305285692214966,6.647631645202637,,8.71772289276123,1.814,8.39,20.58,48.7,10.876614570617676,8.449414253234863,5.898946285247803,5.99,5.728963851928711,4.49,61.91,32.16,37.86,17.02,27.64,5.44,14.69,11.623225212097168,11.78171157836914,14.0,22.57
2006-09-06,35.48,17.31,15.45,11.15,37.14,4.279,7.258247375488281,6.955314159393311,22.61,11.44,6.850511074066162,3.080206155776977,2.597306728363037,1.029,5.913984775543213,10.144109725952148,8.026,17.94827651977539,3.59,10.460951805114746,11.311230659484863,67.86797332763672,17.1,2.2808125019073486,6.49709939956665,,8.75322151184082,1.826,8.34,20.76,49.01,10.505614280700684,8.342290878295898,5.668495178222656,5.88,5.616965770721436,4.4,61.0,32.04,36.71,16.53,26.62,5.3,14.38,11.408894538879396,11.537784576416016,13.7,21.64
2006-09-08,35.26,17.58,15.55,10.91,37.06,4.333,7.195883750915527,6.953889846801758,23.18,11.6,6.939736366271973,3.1070399284362797,2.5920801162719727,1.013,5.94595193862915,10.09043788909912,8.035,19.05733871459961,3.59,10.210583686828612,11.085003852844238,68.07305145263672,17.13,2.236762762069702,6.485987663269043,,8.895220756530762,1.871,8.6,21.14,49.8,10.252248764038086,8.10317611694336,5.599281311035156,5.88,5.439993381500244,4.41,61.82,31.4,37.65,16.57,27.17,5.3,14.45,11.309975624084473,11.369474411010742,13.56,22.44
2006-09-11,34.76,17.31,15.48,10.85,36.47,4.306,6.983844757080078,6.87693977355957,22.61,11.45,7.038875102996826,3.092916965484619,2.529369354248047,1.018,5.640663623809815,9.81134033203125,7.771,19.006540298461918,3.58,9.725892066955566,10.54771900177002,67.57897186279297,17.02,2.173134088516236,6.386980056762695,,8.62136459350586,1.818,8.12,20.48,48.05,9.883511543273926,7.607726573944092,5.530068397521973,5.63,5.257891654968262,4.45,61.64,31.8,37.53,16.34,26.35,5.58,14.32,10.937369346618652,10.952356338500977,12.97,23.27
2006-09-12,35.07,17.67,15.55,10.79,35.46,4.477,6.860075950622559,6.9467644691467285,22.81,11.67,7.336292743682861,2.9658102989196777,2.4875614643096924,0.996,5.674228668212891,9.98309326171875,7.847,18.769487380981445,3.58,9.806140899658203,10.604273796081545,69.8257064819336,17.4,2.2489984035491943,6.666825771331787,,8.372868537902832,1.785,8.05,21.2,47.98,9.79754638671875,7.613466262817383,5.5648040771484375,5.73,5.3177361488342285,4.45,62.2,31.8,38.51,16.66,26.87,5.67,14.75,11.277000427246094,10.859664916992188,12.99,24.27
2006-09-13,35.03,17.8,15.73,10.82,35.12,4.497,6.869670867919922,6.982389450073242,23.41,11.74,7.405690193176269,2.881073474884033,2.4875614643096924,1.002,5.882016658782959,10.079702377319336,7.899,18.79488945007324,3.57,9.76120376586914,10.689111709594728,72.24954986572266,17.32,2.487358570098877,6.778968334197998,,8.46922492980957,1.785,8.26,21.29,48.09,10.173072814941406,7.787538528442383,5.5648040771484375,5.81,5.38698673248291,4.41,63.4,31.84,41.08,17.09,27.5,5.73,15.05,11.17807960510254,11.074321746826172,13.22,23.76
2006-09-14,34.94,17.48,15.76,10.77,34.65,4.436,6.754536151885986,6.825642108917236,24.08,11.69,7.252023696899414,2.9234418869018555,2.424849510192871,0.986,5.94595193862915,9.789871215820312,7.677,18.667896270751957,3.57,9.645644187927246,10.437435150146484,72.88347625732422,17.21,2.22697377204895,6.688039302825928,,8.418510437011719,1.781,8.48,21.11,47.75,9.822433471679688,7.594335556030273,5.599281311035156,5.9,5.283538341522217,4.38,65.88,31.44,43.11,17.38,27.75,5.6,15.03,10.945613861083984,11.001139640808104,13.02,23.23
2006-09-15,34.75,17.67,15.76,10.71,35.56,4.477,6.888859272003174,6.86839485168457,24.26,11.6,7.276809215545654,3.033599853515625,2.424849510192871,0.992,6.233658790588379,9.725464820861816,7.788,18.54090118408203,3.58,9.50120449066162,10.462886810302734,74.46830749511719,16.93,2.266129493713379,6.757752895355225,,8.504722595214844,1.801,8.55,21.67,47.52,9.682173728942873,7.527379989624023,5.530068397521973,5.96,5.266440391540527,4.4,66.38,30.91,41.93,17.56,28.46,5.55,14.88,10.813721656799316,10.976752281188965,12.96,23.2
2006-09-18,34.83,18.02,15.87,10.56,35.03,4.511,6.9080491065979,6.8826422691345215,24.26,11.63,7.113229274749756,3.0999786853790283,2.477109670639038,1.014,6.1537394523620605,9.768403053283691,7.924,18.61710548400879,3.59,9.722685813903809,10.426124572753906,70.57148742675781,16.51,2.26123595237732,6.77997636795044,,8.611222267150879,1.756,8.86,21.43,47.26,10.032814979553224,7.770322799682617,5.7029709815979,5.83,5.38613224029541,4.44,64.77,30.35,42.04,17.64,28.12,5.51,14.93,10.765910148620604,11.025534629821776,13.12,23.27
2006-09-19,34.61,17.53,15.84,10.85,34.41,4.443,6.772764682769775,6.768641471862793,23.37,11.48,6.895124435424805,3.02230167388916,2.4405276775360107,1.0,6.05783748626709,9.830660820007324,7.72,18.667896270751957,3.59,9.469101905822754,10.349769592285156,71.7927474975586,16.36,2.2220778465271,6.716329574584961,,8.342439651489258,1.74,8.61,21.11,45.94,9.838265419006348,7.596247673034668,5.69156551361084,5.68,5.24079179763794,4.43,64.48,33.35,42.08,17.3,27.29,5.44,14.6,10.592796325683594,10.896251678466797,12.83,22.93
2006-09-20,33.85,16.81,15.84,10.93,33.11,4.422,6.664348602294922,6.569144248962402,22.31,11.03,6.815811634063721,2.946038007736206,2.4405276775360107,0.978,5.738162994384766,9.489304542541504,7.524,18.972679138183597,3.58,9.356760025024414,9.982157707214355,71.78343200683594,15.8,2.433519124984741,6.66783618927002,,7.987442493438721,1.686,8.66,20.43,44.76,9.535134315490724,7.397299766540527,5.69156551361084,5.61,5.134779453277588,4.38,64.67,34.99,41.38,16.95,26.87,5.24,14.69,10.388360023498535,10.708430290222168,12.44,22.25
2006-09-21,33.4,16.12,15.25,10.75,32.72,4.326,6.560725688934326,6.269900798797607,21.92,10.95,6.632405281066895,2.8951964378356934,2.367363929748535,0.938,5.450456142425537,9.231675148010254,7.371,18.667896270751957,3.58,9.372806549072266,9.982157707214355,69.21507263183594,16.15,2.190265655517578,6.465784072875977,,7.657800674438477,1.662,8.24,19.95,45.26,9.64824390411377,7.397299766540527,5.656829357147217,5.56,5.067239284515381,4.4,63.0,33.9,40.1,16.4,26.54,5.31,14.4,10.386713981628418,10.925525665283203,12.72,22.08
2006-09-22,34.3,16.12,15.76,10.67,33.3,4.326,6.668186187744141,6.469397068023682,22.02,11.07,6.746414661407471,2.9163801670074463,2.3203296661376958,0.932,5.434472560882568,9.231675148010254,7.49,18.54937171936035,3.58,9.273303031921388,9.956707954406738,72.2041244506836,16.58,2.14132022857666,6.384959697723389,,8.06351375579834,1.695,8.25,20.48,45.34,9.569068908691406,7.3743486404418945,5.553138256072998,5.53,5.079207420349121,4.32,64.25,33.9,41.3,16.7,27.39,5.3,14.27,10.253168106079102,10.745017051696776,12.57,21.76
2006-09-25,33.73,16.12,15.87,10.42,32.97,4.402,6.466700553894043,6.563450813293457,22.59,11.06,6.741458415985107,3.071732997894287,2.3203296661376958,0.956,5.402505397796631,9.81134033203125,7.933,18.667896270751957,3.56,9.099968910217283,9.951051712036133,74.0535888671875,16.54,2.3446850776672363,6.415269374847412,,8.164941787719727,1.662,8.26,20.95,46.22,9.614312171936035,7.326523780822754,5.553138256072998,5.62,4.992859363555908,4.27,66.06,33.81,42.57,17.02,27.74,5.13,14.69,10.1212739944458,10.664525032043455,12.42,21.52
2006-09-26,34.02,16.69,16.06,10.79,35.32,4.415,6.4762959480285645,6.768641471862793,24.57,11.66,6.860424995422363,3.0646705627441406,2.393493413925171,0.996,5.834065437316895,9.830660820007324,7.907,18.625566482543945,3.57,9.11601448059082,9.951051712036133,74.04425048828125,17.21,2.107060670852661,6.477907180786133,,8.41343879699707,1.678,8.1,21.53,46.39,9.817907333374023,7.360954761505127,5.714118480682373,5.6,5.24079179763794,4.22,67.07,33.7,45.31,17.68,29.25,5.2,14.88,10.584552764892578,11.062125205993652,12.73,22.21
2006-09-27,34.38,16.92,15.92,10.64,36.71,4.443,6.8025102615356445,6.747267723083496,24.82,11.85,6.736501216888428,3.029364109039306,2.398719787597656,1.003,5.866034030914307,9.832809448242188,8.026,18.54090118408203,3.59,9.340707778930664,10.052854537963867,71.98928833007812,17.12,2.163346767425537,6.495082855224609,,8.114226341247559,1.736,8.15,21.16,45.66,10.111990928649902,7.489124298095703,5.967901229858398,5.76,5.292087554931641,4.25,66.82,33.21,44.79,17.67,28.9,5.2,14.87,10.634016036987305,11.257265090942385,13.12,21.91
2006-09-28,35.73,16.92,16.08,10.72,36.96,4.436,6.8121018409729,6.781470775604248,24.96,11.84,6.726587295532227,2.9658102989196777,2.372589588165283,1.022,5.789310932159424,10.111906051635742,8.256,18.03293800354004,3.62,9.382439613342283,10.109408378601074,70.52277374267578,17.12,2.153557300567627,6.587013244628906,,8.104084014892578,1.752,8.03,21.31,45.95,10.247723579406738,7.651723861694336,5.829732894897461,5.84,5.300637245178223,4.27,64.84,34.08,44.45,17.74,29.22,5.26,15.04,10.767559051513672,11.340202331542969,13.28,23.76
2006-09-29,36.11,16.83,16.0,10.32,36.96,4.422,6.945467948913574,6.768641471862793,24.87,11.64,6.706759452819824,2.9658102989196777,2.372589588165283,1.029,5.912386894226074,10.305129051208496,8.452,18.03293800354004,3.67,9.526881217956545,10.194241523742676,70.05574035644531,16.83,2.2147371768951416,6.576912879943848,,8.012801170349121,1.748,8.2,20.63,45.0,10.259035110473633,7.758846759796143,5.645423412322998,5.82,5.300637245178223,4.22,63.11,33.62,45.13,18.05,29.29,5.19,14.87,10.716447830200195,11.42801570892334,13.37,23.23
2006-10-02,37.0,17.41,16.1,10.64,36.57,4.545,6.999195575714111,7.025139331817627,25.95,11.96,6.914950370788574,3.143759489059448,2.372589588165283,1.061,6.193699836730957,10.798917770385742,8.835,18.03293800354004,3.67,9.437005043029783,10.349769592285156,68.75736999511719,16.83,2.449671506881714,6.652684688568115,,8.312010765075684,1.785,8.57,21.06,45.02,10.134611129760742,7.74928092956543,5.645423412322998,5.96,5.309188365936279,4.28,63.29,35.26,45.81,18.75,30.54,5.16,15.01,10.963749885559082,11.571931838989258,13.56,23.87
2006-10-03,36.33,17.22,16.17,10.5,36.2,4.477,6.8025102615356445,7.053638935089111,25.95,12.17,7.009133338928223,3.1889519691467285,2.356911420822144,1.047,6.1521430015563965,10.852588653564451,8.826,18.41391372680664,3.67,9.244412422180176,10.148998260498049,70.05574035644531,17.12,2.202500343322754,6.516297340393066,,8.418510437011719,1.818,8.57,21.27,45.49,9.657294273376465,7.441300392150879,5.921760559082031,5.97,5.174106597900391,4.21,65.05,33.89,45.0,18.71,30.64,5.27,14.87,10.699960708618164,11.123106956481934,13.06,23.27
2006-10-04,38.25,17.22,16.2,10.67,36.69,4.654,7.060600757598877,7.3001604080200195,27.32,12.79,7.39577579498291,3.340066909790039,2.4300754070281982,1.076,6.001894474029541,11.099480628967283,9.065,18.777956008911133,3.68,9.49799346923828,10.372392654418944,72.85798645019531,18.29,2.300390720367432,6.911314964294434,,8.798866271972656,1.822,8.7,22.7,47.78,9.931017875671388,7.67085075378418,6.151951789855957,6.29,5.299782752990723,4.27,66.94,34.24,45.36,19.28,32.54,5.55,15.34,11.136862754821776,11.549981117248535,13.58,24.6
