Date,Open,Adj Close
2009-11-03,9.298294067382812,5.5721564292907715
2009-11-04,9.298294067382812,5.5721564292907715
2009-11-05,9.343432426452637,5.599205493927002
2009-11-06,12.150257110595703,7.281242370605469
2009-11-09,10.350218772888184,6.20253849029541
2009-11-10,10.575223922729492,6.337375640869141
2009-11-11,10.575223922729492,6.337375640869141
2009-11-12,10.575223922729492,6.337375640869141
2009-11-13,10.575223922729492,6.364345073699951
2009-11-16,10.575223922729492,6.337375640869141
2009-11-17,10.584223747253418,6.353558540344238
2009-11-18,10.584223747253418,6.310409069061279
2009-11-19,10.440220832824707,6.20253849029541
2009-11-23,10.341218948364258,6.197145938873291
2009-11-24,10.305217742919922,6.148604393005371
2009-11-25,10.305217742919922,6.20253849029541
2009-11-26,10.305217742919922,6.148604393005371
2009-11-27,10.170214653015137,6.040733337402344
2009-11-30,10.080212593078613,6.094669342041016
2009-12-01,9.89120864868164,5.943650722503662
2009-12-02,9.963211059570312,5.981405735015869
2009-12-03,9.990212440490723,6.20253849029541
2009-12-04,10.305217742919922,6.229506969451904
2009-12-07,10.350218772888184,6.094669342041016
2009-12-08,10.008212089538574,6.013766288757324
2009-12-09,10.0172119140625,6.0677032470703125
2009-12-10,10.125213623046875,5.986800193786621
2009-12-11,9.990212440490723,6.040733337402344
2009-12-14,10.035211563110352,5.997587203979492
2009-12-15,9.990212440490723,5.959832668304443
2009-12-16,9.990212440490723,5.986800193786621
2009-12-17,9.972210884094238,5.959832668304443
2009-12-18,9.9002103805542,5.6092529296875
2009-12-21,9.9002103805542,5.717124938964844
2009-12-22,9.540202140808105,5.690155506134033
2009-12-23,9.495201110839844,5.851961612701416
2009-12-24,9.765207290649414,5.851961612701416
2009-12-28,9.720206260681152,5.819601058959961
2009-12-29,9.711206436157227,5.819601058959961
2009-12-30,9.396199226379395,5.6092529296875
2010-01-04,9.360198020935059,5.6092529296875
2010-01-05,9.360198020935059,5.690155506134033
2010-01-06,9.495201110839844,5.636221408843994
2010-01-07,9.522201538085938,5.706336975097656
2010-01-08,9.495201110839844,5.6092529296875
2010-01-11,9.40519905090332,5.5553178787231445
2010-01-12,9.270195960998535,5.6092529296875
2010-01-13,9.09919261932373,5.501382827758789
2010-01-14,9.306197166442871,5.582284927368164
